current_image,is_repeat,trial_index,is_blank_trial,is_new_run,run_num,all_blanks_list
images/image_547_seed_1.png,0,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]"
images/image_346_seed_1.png,0,1,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]"
images/image_457_seed_1.png,0,2,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]"
images/image_342_seed_1.png,0,3,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]"
images/image_262_seed_1.png,0,4,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]"
images/image_404_seed_1.png,0,5,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]"
images/image_411_seed_1.png,0,6,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]"
images/image_617_seed_1.png,0,7,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]"
images/image_264_seed_1.png,0,8,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]"
images/blank.jpg,0,9,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]"
images/image_86_seed_1.png,0,10,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]"
images/image_71_seed_1.png,0,11,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]"
images/image_470_seed_1.png,0,12,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]"
images/image_474_seed_1.png,0,13,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]"
images/image_353_seed_1.png,0,14,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]"
images/image_574_seed_1.png,0,15,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]"
images/image_16_seed_1.png,0,16,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]"
images/image_686_seed_1.png,0,17,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]"
images/image_327_seed_1.png,0,18,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]"
