current_image,trial_index,is_blank_trial
practice_images/w_kitchen2.jpg,0,0
practice_images/w_boardwalk2.jpg,1,0
practice_images/w_monument2.jpg,2,0
practice_images/w_auditorium2.jpg,3,0
practice_images/w_kitchen2.jpg,4,0
practice_images/w_auditorium1.jpg,5,0
practice_images/w_bedroom2.jpg,6,0
practice_images/w_kitchen1.jpg,7,0
practice_images/w_bedroom1.jpg,8,0
practice_images/w_monument2.jpg,9,0
