current_image,trial_index,is_blank_trial,thisN,thisTrialN,thisRepN,press_if_repeat_2.keys,press_if_repeat_2.corr,all_keys_pressed_2.keys,press_if_repeat_2.rt,press_if_repeat_2.duration,is_repeat,is_new_run,run_num,sess_num,is_not_last_trial,all_blanks_list,press_if_repeat.keys,press_if_repeat.corr,press_if_repeat.rt,press_if_repeat.duration,all_keys_pressed.keys,key_resp_5.keys,key_resp_4.keys,key_resp_5.rt,key_resp_5.duration,key_resp_4.rt,key_resp_4.duration,all_keys_pressed.rt,all_keys_pressed.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,loop_runs.thisRepN,loop_runs.thisTrialN,loop_runs.thisN,loop_runs.thisIndex,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,key_resp_6.started,text_6.started,practice_continue.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,image_2.started,press_if_repeat_2.started,polygon_3.started,all_keys_pressed_2.started,image_2.stopped,press_if_repeat_2.stopped,practice_trial.stopped,practice.press_if_repeat_2.keys,practice.press_if_repeat_2.corr,practice.all_keys_pressed_2.keys,practice.press_if_repeat_2.rt,practice.press_if_repeat_2.duration,testing_continue.started,key_resp_7.started,text_7.started,testing_continue.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips_and_correct_key.started,set_skips_and_correct_key.stopped,trial.started,image.started,press_if_repeat.started,polygon.started,all_keys_pressed.started,image.stopped,press_if_repeat.stopped,trial.stopped,loop_all_images.press_if_repeat.keys,loop_all_images.press_if_repeat.corr,loop_all_images.press_if_repeat.rt,loop_all_images.press_if_repeat.duration,loop_all_images.all_keys_pressed.keys,run_wait2_2.started,run_wait2_2.stopped,loop_all_images.key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,loop_all_images.key_resp_4.keys,key_resp_5.started,text_5.started,loop_all_images.key_resp_5.rt,loop_all_images.key_resp_5.duration,key_resp_4.started,text_4.started,loop_all_images.key_resp_4.rt,loop_all_images.key_resp_4.duration,loop_all_images.all_keys_pressed.rt,loop_all_images.all_keys_pressed.duration,participant,session (1 2 or 3),starting_run,skip_practice,date,expName,psychopyVersion,frameRate,expStart,
all_stimuli/MST_pairs1/pair_10_14_89.png,6,0,6,6,0,,,,,,0,0,0,5,1,"[9, 21, 31, 45, 56, 68, 69]",1,1,0.891190374008147,0.7440917499916395,None,None,None,,,,,,,,,,,0,0,0,0,0,6,6,6,224.1552757090103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0000161670032,224.0002768750128,224.15018537500873,224.1552757090103,224.1552757090103,224.1552757090103,224.1552757090103,227.1490072919987,227.1490072919987,228.01216625000234,1,1,0.891190374008147,0.7440917499916395,None,228.0124227500055,228.0124911669991,None,228.0125946670014,228.0126599590003,None,,,,,,,,,,,4,5,0,0,2025-02-06_12h23.14.618,rtmindeye,2024.2.4,None,2025-02-06 12h23.39.940222 -0500,
all_stimuli/special515/special_62015.jpg,7,0,7,7,0,,,,,,0,0,0,5,1,"[9, 21, 31, 45, 56, 68, 69]",1,1,0.7390338739933213,0.37899675000517163,None,None,None,,,,,,,,,,,0,0,0,0,0,7,7,7,228.16048095900624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.01337729200895,228.01364075001038,228.1567979590036,228.16048095900624,228.16048095900624,228.16048095900624,228.16048095900624,231.14968841700465,231.14968841700465,232.01614554200205,1,1,0.7390338739933213,0.37899675000517163,None,232.01632070900814,232.0163615000056,None,232.01641129200289,232.0164431250014,None,,,,,,,,,,,4,5,0,0,2025-02-06_12h23.14.618,rtmindeye,2024.2.4,None,2025-02-06 12h23.39.940222 -0500,
all_stimuli/special515/special_47687.jpg,8,0,8,8,0,,,,,,0,0,0,5,1,"[9, 21, 31, 45, 56, 68, 69]",1,1,0.7762610409990884,0.28396812500432134,None,None,None,,,,,,,,,,,0,0,0,0,0,8,8,8,232.22234995900362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.01685504200577,232.01702795900928,232.21841349999886,232.22234995900362,232.22234995900362,232.22234995900362,232.22234995900362,235.21537383399846,235.21537383399846,236.02905137500784,1,1,0.7762610409990884,0.28396812500432134,None,236.02937041700352,236.0294481250021,None,236.02958175000094,236.02968504201272,None,,,,,,,,,,,4,5,0,0,2025-02-06_12h23.14.618,rtmindeye,2024.2.4,None,2025-02-06 12h23.39.940222 -0500,
blank.jpg,9,1,9,9,0,,,,,,0,0,0,5,1,"[9, 21, 31, 45, 56, 68, 69]",None,0,,,None,None,None,,,,,,,,,,,0,0,0,0,0,9,9,9,236.1330481670011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.03038616701087,236.03077495899925,236.12753712500853,236.1330481670011,236.1330481670011,236.1330481670011,236.1330481670011,239.12860775001172,239.12860775001172,240.03316929200082,None,0,,,None,240.03331441699993,240.0333543750021,None,240.03340266700252,240.0334392920049,None,,,,,,,,,,,4,5,0,0,2025-02-06_12h23.14.618,rtmindeye,2024.2.4,None,2025-02-06 12h23.39.940222 -0500,
all_stimuli/special515/special_4249.jpg,10,0,10,10,0,,,,,,0,0,0,5,1,"[9, 21, 31, 45, 56, 68, 69]",1,1,0.8066974989924347,0.8379489590006415,None,None,None,,,,,,,,,,,0,0,0,0,0,10,10,10,240.19088758400176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.03385975000856,240.03405050000583,240.18710729200393,240.19088758400176,240.19088758400176,240.19088758400176,240.19088758400176,243.182996500007,243.182996500007,244.04545654200774,1,1,0.8066974989924347,0.8379489590006415,None,244.04567308400874,244.04572720899887,None,244.0458024170075,244.04584187500586,None,,,,,,,,,,,4,5,0,0,2025-02-06_12h23.14.618,rtmindeye,2024.2.4,None,2025-02-06 12h23.39.940222 -0500,
all_stimuli/special515/special_54361.jpg,11,0,11,11,0,,,,,,0,0,0,5,1,"[9, 21, 31, 45, 56, 68, 69]",1,1,0.7138148329977412,0.3279879999900004,None,None,None,,,,,,,,,,,0,0,0,0,0,11,11,11,244.1628206250025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.04635591700207,244.04653933401278,244.15920870901027,244.1628206250025,244.1628206250025,244.1628206250025,244.1628206250025,247.14871708401188,247.14871708401188,248.04994008400536,1,1,0.7138148329977412,0.3279879999900004,None,248.05015270900913,248.05020408400742,None,248.05027183399943,248.05031629200676,None,,,,,,,,,,,4,5,0,0,2025-02-06_12h23.14.618,rtmindeye,2024.2.4,None,2025-02-06 12h23.39.940222 -0500,
all_stimuli/special515/special_6489.jpg,12,0,12,12,0,,,,,,0,0,0,5,1,"[9, 21, 31, 45, 56, 68, 69]",1,1,0.7539593749970663,0.3980377080006292,None,None,None,,,,,,,,,,,0,0,0,0,0,12,12,12,248.19858266699885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.05087704199832,248.05111725001188,248.19479183400108,248.19858266699885,248.19858266699885,248.19858266699885,248.19858266699885,251.19586941700254,251.19586941700254,252.06215637500281,1,1,0.7539593749970663,0.3980377080006292,None,252.0623431670101,252.06238687501173,None,252.0624567920022,252.06249991701043,None,,,,,,,,,,,4,5,0,0,2025-02-06_12h23.14.618,rtmindeye,2024.2.4,None,2025-02-06 12h23.39.940222 -0500,
all_stimuli/special515/special_38641.jpg,13,0,13,13,0,,,,,,0,0,0,5,1,"[9, 21, 31, 45, 56, 68, 69]",1,1,0.9375435410038335,0.6839445419900585,None,None,None,,,,,,,,,,,0,0,0,0,0,13,13,13,252.20701858399843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.06296175000898,252.06313862500247,252.20196175000456,252.20701858399843,252.20701858399843,252.20701858399843,252.20701858399843,255.20054579200223,255.20054579200223,256.06576495899935,1,1,0.9375435410038335,0.6839445419900585,None,256.065947916999,256.0659914590069,None,256.06604183401214,256.06607758400787,None,,,,,,,,,,,4,5,0,0,2025-02-06_12h23.14.618,rtmindeye,2024.2.4,None,2025-02-06 12h23.39.940222 -0500,
all_stimuli/shared1000_notspecial/notspecial_67168.png,14,0,14,14,0,,,,,,0,0,0,5,1,"[9, 21, 31, 45, 56, 68, 69]",1,1,0.8212327910005115,0.3659864999935962,None,None,None,,,,,,,,,,,0,0,0,0,0,14,14,14,256.2384034590068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.06653975001245,256.0667475000082,256.234639125003,256.2384034590068,256.2384034590068,256.2384034590068,256.2384034590068,259.23250395900686,259.23250395900686,260.06707145900873,1,1,0.8212327910005115,0.3659864999935962,None,260.0672720420116,260.06731345900334,None,260.06736995901156,260.0674037090066,None,,,,,,,,,,,4,5,0,0,2025-02-06_12h23.14.618,rtmindeye,2024.2.4,None,2025-02-06 12h23.39.940222 -0500,
all_stimuli/shared1000_notspecial/notspecial_59079.png,15,0,15,15,0,,,,,,0,0,0,5,1,"[9, 21, 31, 45, 56, 68, 69]",1,1,1.3481755829998292,0.6960859160026303,None,None,None,,,,,,,,,,,0,0,0,0,0,15,15,15,260.2503202920052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0678496670007,260.0680992090056,260.244692459004,260.2503202920052,260.2503202920052,260.2503202920052,260.2503202920052,263.2488536669989,263.2488536669989,264.07888979199925,1,1,1.3481755829998292,0.6960859160026303,None,264.0791262499988,264.0792436250049,None,264.07934816701163,264.07943295899895,None,,,,,,,,,,,4,5,0,0,2025-02-06_12h23.14.618,rtmindeye,2024.2.4,None,2025-02-06 12h23.39.940222 -0500,
