current_image,trial_index,is_blank_trial,thisN,thisTrialN,thisRepN,press_if_repeat_2.keys,press_if_repeat_2.corr,all_keys_pressed_2.keys,is_repeat,is_new_run,run_num,sess_num,is_not_last_trial,all_blanks_list,press_if_repeat.keys,press_if_repeat.corr,press_if_repeat.rt,press_if_repeat.duration,all_keys_pressed.keys,key_resp_5.keys,key_resp_4.keys,key_resp_5.rt,key_resp_5.duration,key_resp_4.rt,key_resp_4.duration,all_keys_pressed.rt,all_keys_pressed.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,loop_runs.thisRepN,loop_runs.thisTrialN,loop_runs.thisN,loop_runs.thisIndex,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,practice_continue.stopped,key_resp_6.keys,practice_trial.started,practice_trial.stopped,practice.press_if_repeat_2.keys,practice.press_if_repeat_2.corr,practice.all_keys_pressed_2.keys,testing_continue.started,testing_continue.stopped,key_resp_7.keys,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips_and_correct_key.started,set_skips_and_correct_key.stopped,trial.started,image.started,press_if_repeat.started,polygon.started,all_keys_pressed.started,image.stopped,press_if_repeat.stopped,trial.stopped,loop_all_images.press_if_repeat.keys,loop_all_images.press_if_repeat.corr,loop_all_images.press_if_repeat.rt,loop_all_images.press_if_repeat.duration,loop_all_images.all_keys_pressed.keys,run_wait2_2.started,run_wait2_2.stopped,loop_all_images.key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,loop_all_images.key_resp_4.keys,polygon.stopped,all_keys_pressed.stopped,key_resp_5.started,text_5.started,loop_all_images.key_resp_5.rt,loop_all_images.key_resp_5.duration,key_resp_4.started,text_4.started,loop_all_images.key_resp_4.rt,loop_all_images.key_resp_4.duration,loop_all_images.all_keys_pressed.rt,loop_all_images.all_keys_pressed.duration,participant,session (1 2 or 3),starting_run,skip_practice,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016182000108528882,0.0016818000003695488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,0,1,2025-06-12_14h34.12.097,rtmindeye,2024.2.4,60.00279612714228,2025-06-12 14h34.22.260633 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005916599999181926,0.005944500007899478,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,0,1,2025-06-12_14h34.12.097,rtmindeye,2024.2.4,60.00279612714228,2025-06-12 14h34.22.260633 -0400,
practice_images/w_kitchen2.jpg,0,0,0,0,0,None,0,None,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0.08036399999400601,,,,,,,0.022907900012796745,0.022947799996472895,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,0,1,2025-06-12_14h34.12.097,rtmindeye,2024.2.4,60.00279612714228,2025-06-12 14h34.22.260633 -0400,
practice_images/w_boardwalk2.jpg,1,0,1,1,0,None,0,None,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,0.08036399999400601,,,,,,,0.029437699995469302,0.029471699992427602,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,0,1,2025-06-12_14h34.12.097,rtmindeye,2024.2.4,60.00279612714228,2025-06-12 14h34.22.260633 -0400,
practice_images/w_monument2.jpg,2,0,2,2,0,None,0,None,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,0.08036399999400601,,,,,,,0.034862700005760416,0.03489660000195727,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,0,1,2025-06-12_14h34.12.097,rtmindeye,2024.2.4,60.00279612714228,2025-06-12 14h34.22.260633 -0400,
practice_images/w_auditorium2.jpg,3,0,3,3,0,None,0,None,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,0.08036399999400601,,,,,,,0.04061100000399165,0.0406418000056874,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,0,1,2025-06-12_14h34.12.097,rtmindeye,2024.2.4,60.00279612714228,2025-06-12 14h34.22.260633 -0400,
practice_images/w_kitchen2.jpg,4,0,4,4,0,None,0,None,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,0.08036399999400601,,,,,,,0.04448179999599233,0.04451289999997243,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,0,1,2025-06-12_14h34.12.097,rtmindeye,2024.2.4,60.00279612714228,2025-06-12 14h34.22.260633 -0400,
practice_images/w_auditorium1.jpg,5,0,5,5,0,None,0,None,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,0.08036399999400601,,,,,,,0.05055070001981221,0.05058179999468848,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,0,1,2025-06-12_14h34.12.097,rtmindeye,2024.2.4,60.00279612714228,2025-06-12 14h34.22.260633 -0400,
practice_images/w_bedroom2.jpg,6,0,6,6,0,None,0,None,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,0.08036399999400601,,,,,,,0.05658150001545437,0.05661260001943447,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,0,1,2025-06-12_14h34.12.097,rtmindeye,2024.2.4,60.00279612714228,2025-06-12 14h34.22.260633 -0400,
practice_images/w_kitchen1.jpg,7,0,7,7,0,None,0,None,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,0.08036399999400601,,,,,,,0.06242780000320636,0.06246449999161996,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,0,1,2025-06-12_14h34.12.097,rtmindeye,2024.2.4,60.00279612714228,2025-06-12 14h34.22.260633 -0400,
practice_images/w_bedroom1.jpg,8,0,8,8,0,None,0,None,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,0.08036399999400601,,,,,,,0.06846219999715686,0.06850650001433678,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,0,1,2025-06-12_14h34.12.097,rtmindeye,2024.2.4,60.00279612714228,2025-06-12 14h34.22.260633 -0400,
practice_images/w_monument2.jpg,9,0,9,9,0,None,0,None,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,0.08036399999400601,,,,,,,0.07207190000917763,0.07211710000410676,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,0,1,2025-06-12_14h34.12.097,rtmindeye,2024.2.4,60.00279612714228,2025-06-12 14h34.22.260633 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07797169999685138,0.07799760001944378,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,0,1,2025-06-12_14h34.12.097,rtmindeye,2024.2.4,60.00279612714228,2025-06-12 14h34.22.260633 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07802119999541901,0.08036399999400601,0.08036399999400601,99.64301420000265,equal,99.54043700001785,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,0,1,2025-06-12_14h34.12.097,rtmindeye,2024.2.4,60.00279612714228,2025-06-12 14h34.22.260633 -0400,
