current_image,trial_index,is_blank_trial,thisN,thisTrialN,thisRepN,press_if_repeat_2.keys,press_if_repeat_2.corr,press_if_repeat_2.rt,press_if_repeat_2.duration,all_keys_pressed_2.keys,is_repeat,is_new_run,run_num,sess_num,is_not_last_trial,all_blanks_list,press_if_repeat.keys,press_if_repeat.corr,press_if_repeat.rt,press_if_repeat.duration,all_keys_pressed.keys,key_resp_5.keys,key_resp_4.keys,key_resp_5.rt,key_resp_5.duration,key_resp_4.rt,key_resp_4.duration,all_keys_pressed.rt,all_keys_pressed.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,loop_runs.thisRepN,loop_runs.thisTrialN,loop_runs.thisN,loop_runs.thisIndex,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,key_resp_6.started,text_6.started,practice_continue.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,image_2.started,press_if_repeat_2.started,polygon_3.started,all_keys_pressed_2.started,image_2.stopped,press_if_repeat_2.stopped,practice_trial.stopped,practice.press_if_repeat_2.keys,practice.press_if_repeat_2.corr,practice.press_if_repeat_2.rt,practice.press_if_repeat_2.duration,practice.all_keys_pressed_2.keys,testing_continue.started,key_resp_7.started,text_7.started,testing_continue.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips_and_correct_key.started,set_skips_and_correct_key.stopped,trial.started,image.started,press_if_repeat.started,polygon.started,all_keys_pressed.started,image.stopped,press_if_repeat.stopped,trial.stopped,loop_all_images.press_if_repeat.keys,loop_all_images.press_if_repeat.corr,loop_all_images.press_if_repeat.rt,loop_all_images.press_if_repeat.duration,loop_all_images.all_keys_pressed.keys,run_wait2_2.started,run_wait2_2.stopped,loop_all_images.key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,loop_all_images.key_resp_4.keys,polygon.stopped,all_keys_pressed.stopped,key_resp_5.started,text_5.started,loop_all_images.key_resp_5.rt,loop_all_images.key_resp_5.duration,key_resp_4.started,text_4.started,loop_all_images.key_resp_4.rt,loop_all_images.key_resp_4.duration,loop_all_images.all_keys_pressed.rt,loop_all_images.all_keys_pressed.duration,participant,session (1 2 or 3),starting_run,skip_practice,date,expName,psychopyVersion,frameRate,expStart
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0017565,0.0018184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,2025-02-20_11h03.32.934,rtmindeye,2024.2.4,60.08203601412857,2025-02-20 11h17.34.938960 -0500
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006425,0.017977399984374642,0.017977399984374642,4.743321699992521,1,4.711308999976609,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,2025-02-20_11h03.32.934,rtmindeye,2024.2.4,60.08203601412857,2025-02-20 11h17.34.938960 -0500
practice_images/w_kitchen2.jpg,0,0,0,0,0,1,0,1.2086665999959223,0.1090336000197567,None,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,4.778525700006867,,,,,,,,,,,4.775873400009004,4.778525700006867,4.778525700006867,4.778525700006867,4.778525700006867,7.785072800004855,7.785072800004855,8.751875799993286,1,0,1.2086665999959223,0.1090336000197567,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,2025-02-20_11h03.32.934,rtmindeye,2024.2.4,60.08203601412857,2025-02-20 11h17.34.938960 -0500
practice_images/w_boardwalk2.jpg,1,0,1,1,0,1,0,0.7548846,0.1660009000042919,None,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,8.786397299991222,,,,,,,,,,,8.784806200012099,8.786397299991222,8.786397299991222,8.786397299991222,8.786397299991222,11.801363400008995,11.801363400008995,12.751553200010676,1,0,0.7548846,0.1660009000042919,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,2025-02-20_11h03.32.934,rtmindeye,2024.2.4,60.08203601412857,2025-02-20 11h17.34.938960 -0500
practice_images/w_monument2.jpg,2,0,2,2,0,1,0,0.5453339999949094,0.12700609999592416,None,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,12.76889300000039,,,,,,,,,,,12.767337700002827,12.76889300000039,12.76889300000039,12.76889300000039,12.76889300000039,15.768195999989985,15.768195999989985,16.751557899988256,1,0,0.5453339999949094,0.12700609999592416,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,2025-02-20_11h03.32.934,rtmindeye,2024.2.4,60.08203601412857,2025-02-20 11h17.34.938960 -0500
practice_images/w_auditorium2.jpg,3,0,3,3,0,1,0,0.5642756999877747,0.13981849999981932,None,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,16.780060599994613,,,,,,,,,,,16.77852210000856,16.780060599994613,16.780060599994613,16.780060599994613,16.780060599994613,19.784944599989103,19.784944599989103,20.75160909999977,1,0,0.5642756999877747,0.13981849999981932,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,2025-02-20_11h03.32.934,rtmindeye,2024.2.4,60.08203601412857,2025-02-20 11h17.34.938960 -0500
practice_images/w_kitchen2.jpg,4,0,4,4,0,1,0,1.2164956000051461,0.13794429998961277,None,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,20.767713500012178,,,,,,,,,,,20.76302690000739,20.767713500012178,20.767713500012178,20.767713500012178,20.767713500012178,23.76812510000309,23.76812510000309,24.751571000000695,1,0,1.2164956000051461,0.13794429998961277,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,2025-02-20_11h03.32.934,rtmindeye,2024.2.4,60.08203601412857,2025-02-20 11h17.34.938960 -0500
practice_images/w_auditorium1.jpg,5,0,5,5,0,1,0,1.110991199995624,0.11813319998327643,None,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,24.78521569998702,,,,,,,,,,,24.7835938,24.78521569998702,24.78521569998702,24.78521569998702,24.78521569998702,27.784759100002702,27.784759100002702,28.751470799994422,1,0,1.110991199995624,0.11813319998327643,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,2025-02-20_11h03.32.934,rtmindeye,2024.2.4,60.08203601412857,2025-02-20 11h17.34.938960 -0500
practice_images/w_bedroom2.jpg,6,0,6,6,0,1,0,0.5310759000130929,0.10595870000543073,None,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,28.768158199993195,,,,,,,,,,,28.766559999989113,28.768158199993195,28.768158199993195,28.768158199993195,28.768158199993195,31.76795989999664,31.76795989999664,32.751605900004506,1,0,0.5310759000130929,0.10595870000543073,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,2025-02-20_11h03.32.934,rtmindeye,2024.2.4,60.08203601412857,2025-02-20 11h17.34.938960 -0500
practice_images/w_kitchen1.jpg,7,0,7,7,0,2,0,1.8342495000106283,0.14487230000668205,None,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,32.77917309998884,,,,,,,,,,,32.777425799984485,32.77917309998884,32.77917309998884,32.77917309998884,32.77917309998884,35.784953599999426,35.784953599999426,36.75169070000993,2,0,1.8342495000106283,0.14487230000668205,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,2025-02-20_11h03.32.934,rtmindeye,2024.2.4,60.08203601412857,2025-02-20 11h17.34.938960 -0500
