current_image,trial_index,is_blank_trial,thisN,thisTrialN,thisRepN,press_if_repeat_2.keys,press_if_repeat_2.corr,press_if_repeat_2.rt,press_if_repeat_2.duration,all_keys_pressed_2.keys,is_repeat,is_new_run,run_num,sess_num,is_not_last_trial,all_blanks_list,press_if_repeat.keys,press_if_repeat.corr,press_if_repeat.rt,press_if_repeat.duration,all_keys_pressed.keys,key_resp_5.keys,key_resp_4.keys,key_resp_5.rt,key_resp_5.duration,key_resp_4.rt,key_resp_4.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,loop_runs.thisRepN,loop_runs.thisTrialN,loop_runs.thisN,loop_runs.thisIndex,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,key_resp_6.started,text_6.started,practice_continue.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,image_2.started,press_if_repeat_2.started,polygon_3.started,all_keys_pressed_2.started,image_2.stopped,press_if_repeat_2.stopped,practice_trial.stopped,practice.press_if_repeat_2.keys,practice.press_if_repeat_2.corr,practice.press_if_repeat_2.rt,practice.press_if_repeat_2.duration,practice.all_keys_pressed_2.keys,testing_continue.started,key_resp_7.started,text_7.started,testing_continue.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips_and_correct_key.started,set_skips_and_correct_key.stopped,trial.started,image.started,press_if_repeat.started,polygon.started,all_keys_pressed.started,image.stopped,press_if_repeat.stopped,trial.stopped,loop_all_images.press_if_repeat.keys,loop_all_images.press_if_repeat.corr,loop_all_images.press_if_repeat.rt,loop_all_images.press_if_repeat.duration,loop_all_images.all_keys_pressed.keys,run_wait2_2.started,run_wait2_2.stopped,loop_all_images.key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,loop_all_images.key_resp_4.keys,polygon.stopped,all_keys_pressed.stopped,key_resp_5.started,text_5.started,loop_all_images.key_resp_5.rt,loop_all_images.key_resp_5.duration,key_resp_4.started,text_4.started,loop_all_images.key_resp_4.rt,loop_all_images.key_resp_4.duration,participant,session (1 2 or 3),starting_run,skip_practice,date,expName,psychopyVersion,frameRate,expStart,
all_stimuli/MST_pairs1/pair_10_14_89.png,6,0,6,6,0,,,,,,0,0,0,1,1,"[9, 21, 31, 45, 56, 68, 69]",1,1,0.7649043000128586,0.503864899976179,None,None,None,,,,,,,,,0,0,0,0,0,6,6,6,228.3478471999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.31431089999387,228.3143552999827,228.3462163999793,228.3478471999988,228.3478471999988,228.3478471999988,228.3478471999988,231.34715239997604,231.34715239997604,232.3307810999977,1,1,0.7649043000128586,0.503864899976179,None,232.33085259998916,232.3308749999851,None,232.33089919999475,232.3309171999863,None,,,,,,,,,,,8,1,0,0,2025-06-12_13h19.24.394,rtmindeye,2024.2.4,59.93913780355433,2025-06-12 13h19.37.622275 -0400,
all_stimuli/special515/special_62015.jpg,7,0,7,7,0,,,,,,0,0,0,1,1,"[9, 21, 31, 45, 56, 68, 69]",1,1,0.8265697000024375,0.31899309999425896,None,None,None,,,,,,,,,0,0,0,0,0,7,7,7,232.36310759998742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.33107639997615,232.33111989998724,232.3612290000019,232.36310759998742,232.36310759998742,232.36310759998742,232.36310759998742,235.36408599998686,235.36408599998686,236.34735139997792,1,1,0.8265697000024375,0.31899309999425896,None,236.34742149998783,236.34744339997997,None,236.34746719998657,236.34748489997583,None,,,,,,,,,,,8,1,0,0,2025-06-12_13h19.24.394,rtmindeye,2024.2.4,59.93913780355433,2025-06-12 13h19.37.622275 -0400,
all_stimuli/special515/special_47687.jpg,8,0,8,8,0,,,,,,0,0,0,1,1,"[9, 21, 31, 45, 56, 68, 69]",1,1,0.8515995000198018,0.36120620000292547,None,None,None,,,,,,,,,0,0,0,0,0,8,8,8,236.38286919999518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.34764319998794,236.34768739997526,236.3811499000003,236.38286919999518,236.38286919999518,236.38286919999518,236.38286919999518,239.39715919998707,239.39715919998707,240.36397649999708,1,1,0.8515995000198018,0.36120620000292547,None,240.36404819999007,240.36406979997992,None,240.36409399998956,240.36411169997882,None,,,,,,,,,,,8,1,0,0,2025-06-12_13h19.24.394,rtmindeye,2024.2.4,59.93913780355433,2025-06-12 13h19.37.622275 -0400,
blank.jpg,9,1,9,9,0,,,,,,0,0,0,1,1,"[9, 21, 31, 45, 56, 68, 69]",None,0,,,None,None,None,,,,,,,,,0,0,0,0,0,9,9,9,240.52276989998063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.36427859999822,240.36432299998705,240.5193045999913,240.52276989998063,240.52276989998063,240.52276989998063,240.52276989998063,243.53070390000357,243.53070390000357,244.38056949997554,None,0,,,None,244.38063459997647,244.3806559999939,None,244.38067949999822,244.38069749998976,None,,,,,,,,,,,8,1,0,0,2025-06-12_13h19.24.394,rtmindeye,2024.2.4,59.93913780355433,2025-06-12 13h19.37.622275 -0400,
all_stimuli/special515/special_4249.jpg,10,0,10,10,0,,,,,,0,0,0,1,1,"[9, 21, 31, 45, 56, 68, 69]",1,1,0.6820877999998629,0.5538086000015028,None,None,None,,,,,,,,,0,0,0,0,0,10,10,10,244.41255549999187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.3808560000034,244.3808999999892,244.4106485999946,244.41255549999187,244.41255549999187,244.41255549999187,244.41255549999187,247.41385179999634,247.41385179999634,248.39737219997915,1,1,0.6820877999998629,0.5538086000015028,None,248.39744439997594,248.3974656999926,None,248.39748939999845,248.39750689998618,None,,,,,,,,,,,8,1,0,0,2025-06-12_13h19.24.394,rtmindeye,2024.2.4,59.93913780355433,2025-06-12 13h19.37.622275 -0400,
all_stimuli/special515/special_54361.jpg,11,0,11,11,0,,,,,,0,0,0,1,1,"[9, 21, 31, 45, 56, 68, 69]",1,1,0.6566073000140022,0.3592353999847546,None,None,None,,,,,,,,,0,0,0,0,0,11,11,11,248.44184679997852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.39766809999128,248.39771160000237,248.44014229997993,248.44184679997852,248.44184679997852,248.44184679997852,248.44184679997852,251.44714569998905,251.44714569998905,252.4141241000034,1,1,0.6566073000140022,0.3592353999847546,None,252.41419609999866,252.41421779998927,None,252.41424240000197,252.41426049999427,None,,,,,,,,,,,8,1,0,0,2025-06-12_13h19.24.394,rtmindeye,2024.2.4,59.93913780355433,2025-06-12 13h19.37.622275 -0400,
all_stimuli/special515/special_6489.jpg,12,0,12,12,0,,,,,,0,0,0,1,1,"[9, 21, 31, 45, 56, 68, 69]",1,1,0.7524839999969117,0.4780103999946732,None,None,None,,,,,,,,,0,0,0,0,0,12,12,12,252.45197889997507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.4144197999849,252.4144634999975,252.4501071999839,252.45197889997507,252.45197889997507,252.45197889997507,252.45197889997507,255.46387939999113,255.46387939999113,256.43034189997707,1,1,0.7524839999969117,0.4780103999946732,None,256.4304128999938,256.43043429998215,None,256.43045809998875,256.4304760999803,None,,,,,,,,,,,8,1,0,0,2025-06-12_13h19.24.394,rtmindeye,2024.2.4,59.93913780355433,2025-06-12 13h19.37.622275 -0400,
all_stimuli/special515/special_38641.jpg,13,0,13,13,0,,,,,,0,0,0,1,1,"[9, 21, 31, 45, 56, 68, 69]",1,1,0.752084100007778,0.5239580000052229,None,None,None,,,,,,,,,0,0,0,0,0,13,13,13,256.45952909998596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.43063219997566,256.4306765999936,256.45781319998787,256.45952909998596,256.45952909998596,256.45952909998596,256.45952909998596,259.46397399998386,259.46397399998386,260.43096109997714,1,1,0.752084100007778,0.5239580000052229,None,260.4310407000012,260.4310630999971,None,260.4310865000007,260.431104599993,None,,,,,,,,,,,8,1,0,0,2025-06-12_13h19.24.394,rtmindeye,2024.2.4,59.93913780355433,2025-06-12 13h19.37.622275 -0400,
all_stimuli/shared1000_notspecial/notspecial_67168.png,14,0,14,14,0,,,,,,0,0,0,1,1,"[9, 21, 31, 45, 56, 68, 69]",1,1,0.8920695999986492,0.3398289000033401,None,None,None,,,,,,,,,0,0,0,0,0,14,14,14,260.46557499998016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.43127599998843,260.43132069997955,260.4639430999814,260.46557499998016,260.46557499998016,260.46557499998016,260.46557499998016,263.4805645000015,263.4805645000015,264.4471160999965,1,1,0.8920695999986492,0.3398289000033401,None,264.4471877999895,264.4472097999824,None,264.44723319998593,264.4472510999767,None,,,,,,,,,,,8,1,0,0,2025-06-12_13h19.24.394,rtmindeye,2024.2.4,59.93913780355433,2025-06-12 13h19.37.622275 -0400,
all_stimuli/shared1000_notspecial/notspecial_59079.png,15,0,15,15,0,,,,,,0,0,0,1,1,"[9, 21, 31, 45, 56, 68, 69]",1,1,0.9263134000066202,0.578972099989187,None,None,None,,,,,,,,,0,0,0,0,0,15,15,15,264.48335029999726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.44741870000144,264.4474630999903,264.4817189000023,264.48335029999726,264.48335029999726,264.48335029999726,264.48335029999726,267.4972224999801,267.4972224999801,268.46399419999216,1,1,0.9263134000066202,0.578972099989187,None,268.46406489997753,268.46408689999953,None,268.4641107999778,268.4641288999992,None,,,,,,,,,,,8,1,0,0,2025-06-12_13h19.24.394,rtmindeye,2024.2.4,59.93913780355433,2025-06-12 13h19.37.622275 -0400,
all_stimuli/MST_pairs1/pair_2_4_89.png,16,0,16,16,0,,,,,,0,0,0,1,1,"[9, 21, 31, 45, 56, 68, 69]",1,1,0.8253374999912921,0.5282052999828011,None,None,None,,,,,,,,,0,0,0,0,0,16,16,16,268.5050945999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.46428869999363,268.4643354,268.50342279998586,268.5050945999974,268.5050945999974,268.5050945999974,268.5050945999974,271.5136366999941,271.5136366999941,272.48062570000184,1,1,0.8253374999912921,0.5282052999828011,None,272.4806961999857,272.4807181999786,None,272.4807413999806,272.4807593000005,None,,,,,,,,,,,8,1,0,0,2025-06-12_13h19.24.394,rtmindeye,2024.2.4,59.93913780355433,2025-06-12 13h19.37.622275 -0400,
