current_image,trial_index,is_blank_trial,thisN,thisTrialN,thisRepN,press_if_repeat_2.keys,press_if_repeat_2.corr,all_keys_pressed_2.keys,is_repeat,is_new_run,run_num,sess_num,is_not_last_trial,all_blanks_list,press_if_repeat.keys,press_if_repeat.corr,press_if_repeat.rt,press_if_repeat.duration,all_keys_pressed.keys,key_resp_5.keys,key_resp_4.keys,key_resp_5.rt,key_resp_5.duration,key_resp_4.rt,key_resp_4.duration,all_keys_pressed.rt,all_keys_pressed.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,loop_runs.thisRepN,loop_runs.thisTrialN,loop_runs.thisN,loop_runs.thisIndex,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,practice_continue.stopped,key_resp_6.keys,practice_trial.started,practice_trial.stopped,practice.press_if_repeat_2.keys,practice.press_if_repeat_2.corr,practice.all_keys_pressed_2.keys,testing_continue.started,testing_continue.stopped,key_resp_7.keys,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips_and_correct_key.started,set_skips_and_correct_key.stopped,trial.started,image.started,press_if_repeat.started,polygon.started,all_keys_pressed.started,image.stopped,press_if_repeat.stopped,trial.stopped,loop_all_images.press_if_repeat.keys,loop_all_images.press_if_repeat.corr,loop_all_images.press_if_repeat.rt,loop_all_images.press_if_repeat.duration,loop_all_images.all_keys_pressed.keys,run_wait2_2.started,run_wait2_2.stopped,loop_all_images.key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,loop_all_images.key_resp_4.keys,key_resp_5.started,text_5.started,loop_all_images.key_resp_5.rt,loop_all_images.key_resp_5.duration,key_resp_4.started,text_4.started,loop_all_images.key_resp_4.rt,loop_all_images.key_resp_4.duration,loop_all_images.all_keys_pressed.rt,loop_all_images.all_keys_pressed.duration,participant,session (1 2 or 3),starting_run,skip_practice,date,expName,psychopyVersion,frameRate,expStart
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002634334,0.002706084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,1,2025-01-28_13h21.14.475,rtmindeye,2024.2.3,None,2025-01-28 13h21.25.559797 -0500
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006730459,0.006748084,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,1,2025-01-28_13h21.14.475,rtmindeye,2024.2.3,None,2025-01-28 13h21.25.559797 -0500
practice_images/w_kitchen2.jpg,0,0,0,0,0,None,0,None,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0.3419685839980957,,,,,,,0.053891749994363636,0.053923834,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,1,2025-01-28_13h21.14.475,rtmindeye,2024.2.3,None,2025-01-28 13h21.25.559797 -0500
practice_images/w_boardwalk2.jpg,1,0,1,1,0,None,0,None,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,0.3419685839980957,,,,,,,0.08496625,0.084993375,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,1,2025-01-28_13h21.14.475,rtmindeye,2024.2.3,None,2025-01-28 13h21.25.559797 -0500
practice_images/w_monument2.jpg,2,0,2,2,0,None,0,None,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,0.3419685839980957,,,,,,,0.10281266699894331,0.10284020899416646,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,1,2025-01-28_13h21.14.475,rtmindeye,2024.2.3,None,2025-01-28 13h21.25.559797 -0500
practice_images/w_auditorium2.jpg,3,0,3,3,0,None,0,None,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,0.3419685839980957,,,,,,,0.13431670899444725,0.1343527919962071,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,1,2025-01-28_13h21.14.475,rtmindeye,2024.2.3,None,2025-01-28 13h21.25.559797 -0500
practice_images/w_kitchen2.jpg,4,0,4,4,0,None,0,None,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,0.3419685839980957,,,,,,,0.15201825,0.15205616699677194,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,1,2025-01-28_13h21.14.475,rtmindeye,2024.2.3,None,2025-01-28 13h21.25.559797 -0500
practice_images/w_auditorium1.jpg,5,0,5,5,0,None,0,None,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,0.3419685839980957,,,,,,,0.1811108339970815,0.18115429199679056,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,1,2025-01-28_13h21.14.475,rtmindeye,2024.2.3,None,2025-01-28 13h21.25.559797 -0500
practice_images/w_bedroom2.jpg,6,0,6,6,0,None,0,None,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,0.3419685839980957,,,,,,,0.2082427919958718,0.20829258400044637,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,1,2025-01-28_13h21.14.475,rtmindeye,2024.2.3,None,2025-01-28 13h21.25.559797 -0500
practice_images/w_kitchen1.jpg,7,0,7,7,0,None,0,None,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,0.3419685839980957,,,,,,,0.24652341699402314,0.24661662499420345,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,1,2025-01-28_13h21.14.475,rtmindeye,2024.2.3,None,2025-01-28 13h21.25.559797 -0500
practice_images/w_bedroom1.jpg,8,0,8,8,0,None,0,None,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,0.3419685839980957,,,,,,,0.2949551249985234,0.2950463339948328,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,1,2025-01-28_13h21.14.475,rtmindeye,2024.2.3,None,2025-01-28 13h21.25.559797 -0500
practice_images/w_monument2.jpg,9,0,9,9,0,None,0,None,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,0.3419685839980957,,,,,,,0.3199277089952375,0.3200478340004338,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,1,2025-01-28_13h21.14.475,rtmindeye,2024.2.3,None,2025-01-28 13h21.25.559797 -0500
