current_image,is_repeat,trial_index,is_blank_trial,is_new_run,run_num,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_up.started,set_up.stopped,instructions.started,text.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,trial.stopped,press_if_repeat.keys,blank_trial.started,key_resp_3.started,polygon_2.started,key_resp_3.stopped,polygon_2.stopped,blank_trial.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,block.started,block.stopped,polygon.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
images/5_28 copy 7.jpg,0,52,0,0,0,0,52,52,52,178.6658218260054,,,,,,,,,,,,,,,,,,178.65964794600586,179.4844631330052,None,179.4845739690063,,,,,179.48459776100208,None,,,179.48466856300365,179.48469152000325,178.6658218260054,178.85355416899984,178.85355416899984,179.4910593800014,179.4910593800014,179.4910593800014,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/pair05 copy 4.jpg,0,53,0,0,0,0,53,53,53,179.4910593800014,,,,,,,,,,,,,,,,,,179.48485854400496,180.307963913001,None,180.30807916400227,,,,,180.30810255700635,None,,,180.3081742880022,180.30819716900442,179.4910593800014,179.68195434300287,179.68195434300287,180.31402161000005,180.31402161000005,180.31402161000005,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/20_28 copy 5.jpg,0,54,0,0,0,0,54,54,54,180.31402161000005,,,,,,,,,,,,,,,,,,180.30836572900444,181.13815594100015,None,181.13827037100418,,,,,181.13829361800163,None,,,181.1383621500063,181.13838484000007,180.31402161000005,180.50628545500513,180.50628545500513,181.14561543300078,181.14561543300078,181.14561543300078,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/pair08 copy 3.jpg,0,55,0,0,0,0,55,55,55,181.14561543300078,,,,,,,,,,,,,,,,,,181.13855057000183,181.97741283200594,None,181.97752628000308,,,,,181.97754989399982,None,,,181.97761937700125,181.97764204800478,181.14561543300078,181.34553383900493,181.34553383900493,181.98322757300048,181.98322757300048,181.98322757300048,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/17_40 copy 5.jpg,0,56,0,0,0,0,56,56,56,181.98322757300048,,,,,,,,,,,,,,,,,,181.97780711200176,182.822477532005,None,182.82267755000066,,,,,182.82272097399982,None,,,182.8228332580038,182.82287077300134,181.98322757300048,182.16908883900032,182.16908883900032,182.83022199400148,182.83022199400148,182.83022199400148,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/24_0.jpg,0,57,0,0,0,0,57,57,57,182.83022199400148,,,,,,,,,,,,,,,,,,182.823131560006,183.73923888400168,None,183.73935188000178,,,,,183.7393749910043,None,,,183.7394463410019,183.739469705004,182.83022199400148,183.02773879600136,183.02773879600136,183.74581034800212,183.74581034800212,183.74581034800212,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/10_28.jpg,0,58,0,0,0,0,58,58,58,183.74581034800212,,,,,,,,,,,,,,,,,,183.73974387800263,184.59775196300325,None,184.59791564400075,,,,,184.59794985700137,None,,,184.59805157500523,184.5980849550033,183.74581034800212,183.93222212399996,183.93222212399996,184.6047348120046,184.6047348120046,184.6047348120046,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/14_28 copy 3.jpg,0,59,0,0,0,0,59,59,59,184.6047348120046,,,,,,,,,,,,,,,,,,184.59832443699997,185.51767897300306,None,185.51783751400217,,,,,185.51786554800492,None,,,185.51794871600578,185.5179747630027,184.6047348120046,184.79873586699978,184.79873586699978,185.52364602800662,185.52364602800662,185.52364602800662,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/blank.jpg,0,60,1,0,0,0,60,60,60,185.52364602800662,,,,,,,,,,,,,,,,,,185.5181685150019,185.52001126700634,None,185.52010588600388,185.52364602800662,185.52364602800662,186.33603187700646,186.33603187700646,186.32919616500294,e,0.4974054830017849,None,186.32945185900462,186.32948144300462,,,,,,,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/15_40 copy 5.jpg,0,61,0,0,0,0,61,61,61,186.33603187700646,,,,,,,,,,,,,,,,,,186.32967225200264,187.145359715003,None,187.14547266800218,,,,,187.1454968820035,None,,,187.1455683200038,187.1455914150065,186.33603187700646,186.5268421130022,186.5268421130022,187.15218776600523,187.15218776600523,187.15218776600523,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/5_12 copy 3.jpg,0,62,0,0,0,0,62,62,62,187.15218776600523,,,,,,,,,,,,,,,,,,187.1457578050031,187.97499064300064,None,187.9751301360011,,,,,187.97515533400292,None,,,187.97522557800403,187.97524941600568,187.15218776600523,187.3416706470016,187.3416706470016,187.98336538500007,187.98336538500007,187.98336538500007,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/pair08 copy 6.jpg,0,63,0,0,0,0,63,63,63,187.98336538500007,,,,,,,,,,,,,,,,,,187.97542989200156,188.7996151200059,None,188.79973164200055,,,,,188.79975544100307,None,,,188.7998246290008,188.79984729400167,187.98336538500007,188.1810505490066,188.1810505490066,188.8061552729996,188.8061552729996,188.8061552729996,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/pair09.jpg,0,64,0,0,0,0,64,64,64,188.8061552729996,,,,,,,,,,,,,,,,,,188.8000127520063,189.6177245450017,None,189.6178399710043,,,,,189.6178635660035,None,,,189.61793366500206,189.61795693000022,188.8061552729996,188.99767232000158,188.99767232000158,189.62383626800147,189.62383626800147,189.62383626800147,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/pair05 copy 7.jpg,0,65,0,0,0,0,65,65,65,189.62383626800147,,,,,,,,,,,,,,,,,,189.6181260490048,190.44515185800265,None,190.44527385100082,,,,,190.44529757800046,None,,,190.44537155800208,190.44539488900045,189.62383626800147,189.81384941500437,189.81384941500437,190.45136397900205,190.45136397900205,190.45136397900205,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/10_0 copy 3.jpg,0,66,0,0,0,0,66,66,66,190.45136397900205,,,,,,,,,,,,,,,,,,190.4455645170019,191.26374215600663,None,191.26385473200207,,,,,191.26387783600512,None,,,191.26394565000373,191.26396831300372,190.45136397900205,190.64256731400383,190.64256731400383,191.2691770599995,191.2691770599995,191.2691770599995,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/14_28 copy 6.jpg,0,67,0,0,0,0,67,67,67,191.2691770599995,,,,,,,,,,,,,,,,,,191.26413274300285,192.08188721600163,None,192.08199669600435,,,,,192.0820172540043,None,,,192.08207849800237,192.0820991770015,191.2691770599995,191.46842788000504,191.46842788000504,192.08769768300408,192.08769768300408,192.08769768300408,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/16_12 copy 2.jpg,0,68,0,0,0,0,68,68,68,192.08769768300408,,,,,,,,,,,,,,,,,,192.08224736100237,192.90160999100044,None,192.90172619700024,,,,,192.90175006800564,None,,,192.90181880400633,192.90184175000468,192.08769768300408,192.2758653350029,192.2758653350029,192.909094886003,192.909094886003,192.909094886003,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/9_0 copy 7.jpg,0,69,0,0,0,0,69,69,69,192.909094886003,,,,,,,,,,,,,,,,,,192.90201012400212,193.784664179002,None,193.7847788920044,,,,,193.78480305700214,None,,,193.78487300800043,193.78489609200187,192.909094886003,193.1334674460013,193.1334674460013,193.79159572299977,193.79159572299977,193.79159572299977,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/21_0 copy 6.jpg,0,70,0,0,0,0,70,70,70,193.79159572299977,,,,,,,,,,,,,,,,,,193.78506478200143,194.65155077500094,None,194.65168743200047,,,,,194.65171128100337,None,,,194.65178171900334,194.65180519300338,193.79159572299977,193.9896733610003,193.9896733610003,194.65774719000183,194.65774719000183,194.65774719000183,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/blank.jpg,0,71,1,0,0,0,71,71,71,194.65774719000183,,,,,,,,,,,,,,,,,,194.65197597500082,194.6539251330032,None,194.65403915200295,194.65774719000183,194.65774719000183,195.44388696600072,195.44388696600072,195.4386607300039,h,0.7352217980005662,None,195.43887772699964,195.43890366000414,,,,,,,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/blank.jpg,0,72,1,0,0,0,72,72,72,195.44388696600072,,,,,,,,,,,,,,,,,,195.4390680409997,195.4405854450015,None,195.44067281600292,195.44388696600072,195.44388696600072,196.21078738800134,196.21078738800134,196.20527834400127,space,0.6330949870025506,None,196.20551994100242,196.2055475590023,,,,,,,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/blank.jpg,0,73,1,0,0,0,73,73,73,196.21078738800134,,,,,,,,,,,,,,,,,,196.2057214209999,196.20724030800193,None,196.20732160000625,196.21078738800134,196.21078738800134,197.01888775400585,197.01888775400585,197.01372069300123,o,0.7662067010023748,None,197.01393604300392,197.0139613470019,,,,,,,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/blank.jpg,0,74,1,1,0,0,74,74,74,197.01888775400585,,,,,,,,,,,,,,,,,,197.01412455000536,197.01564526800212,None,197.0157315910037,197.01888775400585,197.01888775400585,197.78194149000046,197.78194149000046,197.7763595830038,t,0.6540944389998913,None,197.77659015500103,197.77661664100015,,,,,,,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/blank.jpg,0,0,1,0,1,0,75,75,75,197.78194149000046,,,,,,,,,,,,,,,,,,197.7767853309997,197.77838605700526,None,197.77848203400208,197.78194149000046,197.78194149000046,198.56448970800557,198.56448970800557,198.55970262200572,e,0.7190349899974535,None,198.55992005300504,199.6736876089999,,,,,,,198.56448970800557,199.6789203389999,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/blank.jpg,0,1,1,0,1,0,76,76,76,199.6789203389999,,,,,,,,,,,,,,,,,,199.67390843900648,199.67542211399996,None,199.67552192300354,199.6789203389999,199.6789203389999,200.48930594000558,200.48930594000558,200.48363284700463,g,0.3782246090049739,None,200.48384995300148,200.48387579700648,,,,,,,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/blank.jpg,0,2,1,0,1,0,77,77,77,200.48930594000558,,,,,,,,,,,,,,,,,,200.48403611400136,200.48572350800532,None,200.485805109005,200.48930594000558,200.48930594000558,201.31685533600103,201.31685533600103,201.3095347940034,None,,,201.30964438800584,201.30967083100404,,,,,,,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/pair14.jpg,0,3,0,0,1,0,78,78,78,201.31685533600103,,,,,,,,,,,,,,,,,,201.30984655200155,202.11818580700492,None,202.1182998000004,,,,,202.1183247240042,None,,,202.1183975830063,202.11842062300275,201.31685533600103,201.50916739600507,201.50916739600507,202.12511636300042,202.12511636300042,202.12511636300042,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/10_28 copy 7.jpg,0,4,0,0,1,0,79,79,79,202.12511636300042,,,,,,,,,,,,,,,,,,202.1185873600043,202.992649961001,None,202.99276454400388,,,,,202.99278832800337,None,,,202.99285935500666,202.99288186400372,202.12511636300042,202.3211617840061,202.3211617840061,202.99937297400174,202.99937297400174,202.99937297400174,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/11_40 copy 6.jpg,0,5,0,0,1,0,80,80,80,202.99937297400174,,,,,,,,,,,,,,,,,,202.99304691800353,203.81321090200072,None,203.81334517100186,,,,,203.8133777280018,None,,,203.81347000900132,203.8134950060048,202.99937297400174,203.1908381070025,203.1908381070025,203.81966677400487,203.81966677400487,203.81966677400487,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/23_40 copy 6.jpg,0,6,0,0,1,0,81,81,81,203.81966677400487,,,,,,,,,,,,,,,,,,203.81366693699965,204.62398719799967,None,204.6241023620023,,,,,204.62412535100157,None,,,204.62419590500213,204.62421910500416,203.81966677400487,204.0037697440057,204.0037697440057,204.62992599800054,204.62992599800054,204.62992599800054,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/11_28 copy 4.jpg,0,7,0,0,1,0,82,82,82,204.62992599800054,,,,,,,,,,,,,,,,,,204.62438388300507,205.4326688190049,None,205.43278228599956,,,,,205.43280544600566,None,,,205.43287442000292,205.4328977730038,204.62992599800054,204.81711724000343,204.81711724000343,205.43889830900298,205.43889830900298,205.43889830900298,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/15_12 copy 6.jpg,0,8,0,0,1,0,83,83,83,205.43889830900298,,,,,,,,,,,,,,,,,,205.4330627800009,206.27113598800497,None,206.27124786200147,,,,,206.27127158600342,None,,,206.27134074900096,206.27136357000563,205.43889830900298,205.62937777600018,205.62937777600018,206.27750361200015,206.27750361200015,206.27750361200015,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/12_28 copy 4.jpg,0,9,0,0,1,0,84,84,84,206.27750361200015,,,,,,,,,,,,,,,,,,206.2715275390001,207.14273025100556,None,207.14295233800658,,,,,207.14302009100356,None,,,207.14311912600533,207.1431518870013,206.27750361200015,206.4601393740013,206.4601393740013,207.1508037970052,207.1508037970052,207.1508037970052,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/blank.jpg,0,10,1,0,1,0,85,85,85,207.1508037970052,,,,,,,,,,,,,,,,,,207.14342731000215,207.14623133100395,None,207.1464122220059,207.1508037970052,207.1508037970052,207.991030752004,207.991030752004,207.9840731150034,None,,,207.9842111570033,207.98425367100572,,,,,,,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/21_40 copy 5.jpg,0,11,0,0,1,0,86,86,86,207.991030752004,,,,,,,,,,,,,,,,,,207.98445601099957,208.8595454680035,None,208.85965599100018,,,,,208.85968011600198,None,,,208.859749371004,208.85977228100091,207.991030752004,208.2012095970058,208.2012095970058,208.86627921200125,208.86627921200125,208.86627921200125,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/6_40 copy 6.jpg,0,12,0,0,1,0,87,87,87,208.86627921200125,,,,,,,,,,,,,,,,,,208.85994062800455,209.6612743930018,None,209.6613883720056,,,,,209.66141276700364,None,,,209.6614843110001,209.66150734000257,208.86627921200125,209.0517864680005,209.0517864680005,209.6673878080037,209.6673878080037,209.6673878080037,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/20_28 copy 4.jpg,0,13,0,0,1,0,88,88,88,209.6673878080037,,,,,,,,,,,,,,,,,,209.66167653300363,210.48660318800103,None,210.48671374100377,,,,,210.48673691400472,None,,,210.48680611900636,210.48682880100387,209.6673878080037,209.86037094000494,209.86037094000494,210.4929149180025,210.4929149180025,210.4929149180025,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/14_12 copy 6.jpg,0,14,0,0,1,0,89,89,89,210.4929149180025,,,,,,,,,,,,,,,,,,210.48699346899957,211.40431226800138,None,211.40444872600347,,,,,211.40447422800207,None,,,211.40454589900037,211.40457005800272,210.4929149180025,210.7085274120036,210.7085274120036,211.41151474300568,211.41151474300568,211.41151474300568,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/19_12 copy 3.jpg,0,15,0,0,1,0,90,90,90,211.41151474300568,,,,,,,,,,,,,,,,,,211.40474503900623,212.24007338900265,None,212.24028846500005,,,,,212.24034487000608,None,,,212.2404798610005,212.2405259330044,211.41151474300568,211.60258048499963,211.60258048499963,212.24970798300637,212.24970798300637,212.24970798300637,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/20_12 copy 5.jpg,0,16,0,0,1,0,91,91,91,212.24970798300637,,,,,,,,,,,,,,,,,,212.24086941800488,213.06909856100538,None,213.06921427300404,,,,,213.0692384550057,None,,,213.069309960003,213.0693331440052,212.24970798300637,212.43956398000591,212.43956398000591,213.07521230000566,213.07521230000566,213.07521230000566,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/10_28 copy 5.jpg,0,17,0,0,1,0,92,92,92,213.07521230000566,,,,,,,,,,,,,,,,,,213.06950127200253,213.8797194860017,None,213.87984969100216,,,,,213.879873306003,None,,,213.87994203000562,213.8799652440066,213.07521230000566,213.26070329200593,213.26070329200593,213.8873446620055,213.8873446620055,213.8873446620055,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/pair12 copy 5.jpg,0,18,0,0,1,0,93,93,93,213.8873446620055,,,,,,,,,,,,,,,,,,213.8801378670032,214.69854865200614,None,214.69869983700482,,,,,214.69872822300385,None,,,214.69880966799974,214.69883616600418,213.8873446620055,214.07551618000434,214.07551618000434,214.7077201120046,214.7077201120046,214.7077201120046,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/5_0 copy 3.jpg,0,19,0,0,1,0,94,94,94,214.7077201120046,,,,,,,,,,,,,,,,,,214.69903106200218,215.51059293300204,None,215.51071360900096,,,,,215.51073820400052,None,,,215.51080811800057,215.5108309050047,214.7077201120046,214.90023942400148,214.90023942400148,215.5161086050066,215.5161086050066,215.5161086050066,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/blank.jpg,0,20,1,0,1,0,95,95,95,215.5161086050066,,,,,,,,,,,,,,,,,,215.5110011620054,215.5126449140007,None,215.51272856099968,215.5161086050066,215.5161086050066,216.2757485320035,216.2757485320035,216.2704783070003,None,,,216.27058718300395,216.27061277600296,,,,,,,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/15_40 copy 5.jpg,0,21,0,0,1,0,96,96,96,216.2757485320035,,,,,,,,,,,,,,,,,,216.27078522500233,217.07413975200325,None,217.0742522110013,,,,,217.07427639800153,None,,,217.07434679700236,217.0743700860039,216.2757485320035,216.46572509200632,216.46572509200632,217.08014906000608,217.08014906000608,217.08014906000608,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/10_0.jpg,0,22,0,0,1,0,97,97,97,217.08014906000608,,,,,,,,,,,,,,,,,,217.074547987002,217.8843643930013,None,217.8844878910022,,,,,217.8845110790062,None,,,217.88457975600613,217.88460214400402,217.08014906000608,217.27515638100158,217.27515638100158,217.88987647400063,217.88987647400063,217.88987647400063,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/10_28 copy 5.jpg,0,23,0,0,1,0,98,98,98,217.88987647400063,,,,,,,,,,,,,,,,,,217.8847677310041,218.68667940300656,None,218.68679733600584,,,,,218.68682156900468,None,,,218.68689418000577,218.68691830300668,217.88987647400063,218.07522772200173,218.07522772200173,218.69232148900483,218.69232148900483,218.69232148900483,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/8_0 copy 6.jpg,0,24,0,0,1,0,99,99,99,218.69232148900483,,,,,,,,,,,,,,,,,,218.68709025100543,219.51269251300255,None,219.5128115700063,,,,,219.5128358660004,None,,,219.51290676000644,219.512929772005,218.69232148900483,218.8752224570053,218.8752224570053,219.52036675300042,219.52036675300042,219.52036675300042,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/pair18 copy 4.jpg,0,25,0,0,1,0,100,100,100,219.52036675300042,,,,,,,,,,,,,,,,,,219.51309887300158,220.31204165900272,None,220.31216948100337,,,,,220.31219399600377,None,,,220.31226855900604,220.31229209100275,219.52036675300042,219.70580089200666,219.70580089200666,220.32748501400056,220.32748501400056,220.32748501400056,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/12_28.jpg,0,26,0,0,1,0,101,101,101,220.32748501400056,,,,,,,,,,,,,,,,,,220.3124678880049,221.14077122000162,None,221.14086895299988,,,,,221.14088912599982,None,,,221.14094841600308,221.14097509100247,220.32748501400056,220.52044238100643,220.52044238100643,221.14629488700302,221.14629488700302,221.14629488700302,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/10_0 copy.jpg,0,27,0,0,1,0,102,102,102,221.14629488700302,,,,,,,,,,,,,,,,,,221.1411698640004,221.95402876800654,None,221.95415639900602,,,,,221.95418342900666,None,,,221.954263394,221.95429018300638,221.14629488700302,221.331506817005,221.331506817005,221.96209965600428,221.96209965600428,221.96209965600428,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/pair02 copy.jpg,0,28,0,0,1,0,103,103,103,221.96209965600428,,,,,,,,,,,,,,,,,,221.95448054500594,222.76757578800607,None,222.76768980300403,,,,,222.76771285300492,None,,,222.7677831280016,222.76780534400314,221.96209965600428,222.15844911600288,222.15844911600288,222.7736529850008,222.7736529850008,222.7736529850008,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/pair08 copy.jpg,0,29,0,0,1,0,104,104,104,222.7736529850008,,,,,,,,,,,,,,,,,,222.76796830100648,223.56786490700324,None,223.56797879700025,,,,,223.5680025910042,None,,,223.5680716410061,223.56809449499997,222.7736529850008,222.9613836960052,222.9613836960052,223.5739040260014,223.5739040260014,223.5739040260014,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/blank.jpg,0,30,1,0,1,0,105,105,105,223.5739040260014,,,,,,,,,,,,,,,,,,223.56828297200263,223.57021437799995,None,223.5703010770012,223.5739040260014,223.5739040260014,224.33168438200664,224.33168438200664,224.3255153670034,None,,,224.32562606300053,224.32565181000246,,,,,,,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/16_28 copy 7.jpg,0,31,0,0,1,0,106,106,106,224.33168438200664,,,,,,,,,,,,,,,,,,224.32583222500398,225.12284529099998,None,225.12295883700426,,,,,225.12298311000632,None,,,225.1230535240029,225.12307705700368,224.33168438200664,224.51528977600537,224.51528977600537,225.12909472799947,225.12909472799947,225.12909472799947,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/15_0 copy 2.jpg,0,32,0,0,1,0,107,107,107,225.12909472799947,,,,,,,,,,,,,,,,,,225.12324593100493,225.9440532600056,None,225.944155271005,,,,,225.94417537800473,None,,,225.94423415100027,225.94425362200127,225.12909472799947,225.31542757200077,225.31542757200077,225.95028340200224,225.95028340200224,225.95028340200224,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/22_12.jpg,0,33,0,0,1,0,108,108,108,225.95028340200224,,,,,,,,,,,,,,,,,,225.94439698800124,226.7836421960019,None,226.78375369300193,,,,,226.7837776870001,None,,,226.78384997800458,226.78387327000382,225.95028340200224,226.1504877200059,226.1504877200059,226.789031584005,226.789031584005,226.789031584005,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/10_28 copy 5.jpg,0,34,0,0,1,0,109,109,109,226.789031584005,,,,,,,,,,,,,,,,,,226.7840475300036,227.62344186200062,None,227.62357216100645,,,,,227.62359730500611,None,,,227.62366786500206,227.62369068700355,226.789031584005,226.97929835400282,226.97929835400282,227.62957033300336,227.62957033300336,227.62957033300336,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/10_0 copy 7.jpg,0,35,0,0,1,0,110,110,110,227.62957033300336,,,,,,,,,,,,,,,,,,227.62385986500158,228.48976526500337,None,228.48987662100262,,,,,228.48989985400112,None,,,228.48996912700386,228.48999158000515,227.62957033300336,227.8226294890046,227.8226294890046,228.4949862920039,228.4949862920039,228.4949862920039,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
images/10_0 copy.jpg,0,36,0,0,1,0,111,111,111,228.4949862920039,,,,,,,,,,,,,,,,,,228.4901545190005,229.333646305,None,229.3337620920065,,,,,229.33378557400283,None,,,229.33385585700307,229.33387924000272,228.4949862920039,228.67762097300147,228.67762097300147,229.34108777000074,229.34108777000074,229.34108777000074,,,1,001,2024-04-03_15h43.27.171,replicate_nsd,2023.2.3,59.67060774341229,2024-04-03 15h43.36.823529 -0400,
