thisRow.t,notes,set_up.started,set_up.stopped,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
,,0.032447460980620235,0.03268119099084288,0.03270352998515591,0.043535210978006944,0.043535210978006944,1.9188866449985653,5,1.8605944860028103,None,207273,001,16,,2024-04-09_13h40.31.341,replicate_nsd,2023.2.3,60.02196216125973,2024-04-09 13h40.50.975394 -0400,
