current_image,trial_index,is_blank_trial,is_repeat,is_new_run,run_num,all_blanks_list,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,key_resp_6.started,text_6.started,practice_continue.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,set_skips_and_correct_key_2.started,set_skips_and_correct_key_2.stopped,practice_trial.started,polygon_3.started,all_keys_pressed_2.started,image_2.started,press_if_repeat_2.started,image_2.stopped,press_if_repeat_2.stopped,polygon_3.stopped,all_keys_pressed_2.stopped,practice_trial.stopped,press_if_repeat_2.keys,press_if_repeat_2.corr,all_keys_pressed_2.keys,blank_trial_2.started,blank_trial_2.stopped,press_if_repeat_2.rt,press_if_repeat_2.duration,all_keys_pressed_2.rt,all_keys_pressed_2.duration,polygon_4.started,polygon_4.stopped,testing_continue.started,key_resp_7.started,text_7.started,testing_continue.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips_and_correct_key.started,set_skips_and_correct_key.stopped,trial.started,polygon.started,all_keys_pressed.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,all_keys_pressed.stopped,trial.stopped,press_if_repeat.keys,press_if_repeat.corr,press_if_repeat.rt,press_if_repeat.duration,all_keys_pressed.keys,blank_trial.started,blank_trial.stopped,blank_trial_testing_keys.keys,run_wait2_2.started,run_wait2_2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,all_keys_pressed.rt,all_keys_pressed.duration,blank_trial_testing_keys.started,polygon_2.started,blank_trial_testing_keys.stopped,polygon_2.stopped,blank_trial_testing_keys.rt,blank_trial_testing_keys.duration,key_resp_5.started,text_5.started,key_resp_5.rt,key_resp_5.duration,key_resp_4.started,text_4.started,key_resp_4.rt,key_resp_4.duration,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.0317476559998795,0.03187788700006422,0.03188555299993823,0.04882856299991545,0.04882856299991545,2.489562895999825,1,2.4320202220001192,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,001,0,,2024-04-15_09h49.24.726,replicate_nsd,2023.2.3,60.143707133284366,2024-04-15 09h49.36.348692 -0400,
practice_images/paired_image_25_2.png,0,0,,,,,0,0,0,0,,,,,2.522076581999954,,,,,,,,,,,2.4975328790001186,2.497581946000082,2.4975894809999772,2.522076581999954,2.522076581999954,3.5062178180000956,3.5062178180000956,6.505986838999888,6.505986838999888,6.505986838999888,6.505986838999888,6.489272381999854,None,0,None,6.489597073999903,6.489616566999757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,001,0,,2024-04-15_09h49.24.726,replicate_nsd,2023.2.3,60.143707133284366,2024-04-15 09h49.36.348692 -0400,
practice_images/paired_image_18_1.png,1,0,,,,,0,1,1,1,,,,,6.505986838999888,,,,,,,,,,,6.4897505429999,6.48978516599982,6.489790528999947,6.505986838999888,6.505986838999888,7.506369939999786,7.506369939999786,10.509587912999905,10.509587912999905,10.509587912999905,10.509587912999905,10.495715216000008,None,0,None,10.496062286999859,10.496095256999979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,001,0,,2024-04-15_09h49.24.726,replicate_nsd,2023.2.3,60.143707133284366,2024-04-15 09h49.36.348692 -0400,
practice_images/paired_image_12_1.png,2,0,,,,,0,2,2,2,,,,,10.509587912999905,,,,,,,,,,,10.49631839499989,10.49637901899996,10.49638854900013,10.509587912999905,10.509587912999905,11.506735915999798,11.506735915999798,14.505810965999899,14.505810965999899,14.505810965999899,14.505810965999899,14.490353739000057,2,0,None,14.491249043000153,14.491292266000073,2.6436372640000627,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,001,0,,2024-04-15_09h49.24.726,replicate_nsd,2023.2.3,60.143707133284366,2024-04-15 09h49.36.348692 -0400,
practice_images/paired_image_20_2.png,3,0,,,,,0,3,3,3,,,,,14.505810965999899,,,,,,,,,,,14.491564656999799,14.491641166000136,14.491653085000053,14.505810965999899,14.505810965999899,15.506698595999751,15.506698595999751,18.50599107400012,18.50599107400012,18.50599107400012,18.50599107400012,18.490073989999928,1,0,"['1', '2', '1', '2', '1', '2']",18.49114781099979,18.491192581000178,2.7985205780000797,None,"[0.023066653999649134, 0.2116725989999395, 0.39678253500005667, 0.6218623689997003, 0.7577600079998774, 0.9686434390000613]","[None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,001,0,,2024-04-15_09h49.24.726,replicate_nsd,2023.2.3,60.143707133284366,2024-04-15 09h49.36.348692 -0400,
practice_images/paired_image_19_1.png,4,0,,,,,0,4,4,4,,,,,18.50599107400012,,,,,,,,,,,18.49148502900016,18.49156301999983,18.491575382000065,18.50599107400012,18.50599107400012,19.50655894900001,19.50655894900001,22.5076939569999,22.5076939569999,22.5076939569999,22.5076939569999,22.49052047699979,1,0,"['2', '1', '2', '1', '2']",22.49133030699977,22.49137164800004,2.966461012000309,None,"[0.06549011700008123, 0.3246947690004163, 0.4925945450004292, 0.6402022160000342, 0.7922607350001272]","[None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,001,0,,2024-04-15_09h49.24.726,replicate_nsd,2023.2.3,60.143707133284366,2024-04-15 09h49.36.348692 -0400,
practice_images/paired_image_4_2.png,5,0,,,,,0,5,5,5,,,,,22.5076939569999,,,,,,,,,,,22.491643145000126,22.49171807699986,22.491730111999914,22.5076939569999,22.5076939569999,23.50665557299999,23.50665557299999,26.50604962999978,26.50604962999978,26.50604962999978,26.50604962999978,26.49027551800009,1,0,"['2', '1', '2', '1']",26.491102801000125,26.4911439829998,2.9346305819999543,None,"[0.0011592460000429128, 0.1975835130001542, 0.6038562120002098, 0.8950801179998962]","[None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,001,0,,2024-04-15_09h49.24.726,replicate_nsd,2023.2.3,60.143707133284366,2024-04-15 09h49.36.348692 -0400,
practice_images/paired_image_22_2.png,6,0,,,,,0,6,6,6,,,,,26.50604962999978,,,,,,,,,,,26.491417446000014,26.49149390699995,26.491505841000162,26.50604962999978,26.50604962999978,27.506683635000172,27.506683635000172,30.50649582699998,30.50649582699998,30.50649582699998,30.50649582699998,30.490440339000088,1,0,"['1', '1', '1', '1']",30.491246503000184,30.491288018999967,0.7286527239998577,None,"[0.19604732800007696, 0.39474305200019444, 0.5894611540002188, 0.8128203340002074]","[None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,001,0,,2024-04-15_09h49.24.726,replicate_nsd,2023.2.3,60.143707133284366,2024-04-15 09h49.36.348692 -0400,
practice_images/paired_image_27_1.png,7,0,,,,,0,7,7,7,,,,,30.50649582699998,,,,,,,,,,,30.491559358999893,30.49163640500001,30.49164861500003,30.50649582699998,30.50649582699998,31.506836359999852,31.506836359999852,34.506226438999875,34.506226438999875,34.506226438999875,34.506226438999875,34.48997191699982,None,0,None,34.49039142099991,34.49043254700018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,001,0,,2024-04-15_09h49.24.726,replicate_nsd,2023.2.3,60.143707133284366,2024-04-15 09h49.36.348692 -0400,
practice_images/paired_image_36_2.png,8,0,,,,,0,8,8,8,,,,,34.506226438999875,,,,,,,,,,,34.49071374799996,34.490789393999876,34.490801807000025,34.506226438999875,34.506226438999875,35.50657656900012,35.50657656900012,38.50941105799984,38.50941105799984,38.50941105799984,38.50941105799984,38.4904860329998,None,0,None,38.4909110399999,38.49095088000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,001,0,,2024-04-15_09h49.24.726,replicate_nsd,2023.2.3,60.143707133284366,2024-04-15 09h49.36.348692 -0400,
