current_image,trial_index,is_blank_trial,is_repeat,is_new_run,run_num,all_blanks_list,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,key_resp_6.started,text_6.started,practice_continue.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,set_skips_and_correct_key_2.started,set_skips_and_correct_key_2.stopped,practice_trial.started,polygon_3.started,all_keys_pressed_2.started,image_2.started,press_if_repeat_2.started,image_2.stopped,press_if_repeat_2.stopped,polygon_3.stopped,all_keys_pressed_2.stopped,practice_trial.stopped,press_if_repeat_2.keys,press_if_repeat_2.corr,press_if_repeat_2.rt,press_if_repeat_2.duration,all_keys_pressed_2.keys,blank_trial_2.started,blank_trial_2.stopped,polygon_4.started,polygon_4.stopped,testing_continue.started,key_resp_7.started,text_7.started,testing_continue.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips_and_correct_key.started,set_skips_and_correct_key.stopped,trial.started,polygon.started,all_keys_pressed.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,all_keys_pressed.stopped,trial.stopped,press_if_repeat.keys,press_if_repeat.corr,press_if_repeat.rt,press_if_repeat.duration,all_keys_pressed.keys,blank_trial.started,blank_trial.stopped,blank_trial_testing_keys.keys,run_wait2_2.started,run_wait2_2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,blank_trial_testing_keys.started,polygon_2.started,blank_trial_testing_keys.stopped,polygon_2.stopped,all_keys_pressed.rt,all_keys_pressed.duration,key_resp_5.started,text_5.started,key_resp_5.rt,key_resp_5.duration,key_resp_4.started,text_4.started,key_resp_4.rt,key_resp_4.duration,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.02759153799706837,0.027839894999488024,0.027861986996867927,0.0482132899996941,0.0482132899996941,240.16707191599926,4,240.10969022100107,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,001,0,,2024-04-13_12h09.34.424,replicate_nsd,2023.2.3,60.844381039993614,2024-04-13 12h10.47.544552 -0400,
practice_images/paired_image_15_1.png,0,0,,,,,0,0,0,0,,,,,240.20259023499966,,,,,,,,,,,240.17584685899783,240.1759100039999,240.17591869699754,240.20259023499966,240.20259023499966,241.2009094069981,241.2009094069981,244.20065982699816,244.20065982699816,244.20065982699816,244.20065982699816,244.1843079959981,2,0,1.7609834670001874,None,None,244.18531718499798,244.1853597909976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,001,0,,2024-04-13_12h09.34.424,replicate_nsd,2023.2.3,60.844381039993614,2024-04-13 12h10.47.544552 -0400,
practice_images/paired_image_18_1.png,1,0,,,,,0,1,1,1,,,,,244.20065982699816,,,,,,,,,,,244.1856404129976,244.185726427997,244.18573788799767,244.20065982699816,244.20065982699816,245.20092083499912,245.20092083499912,248.200307359999,248.200307359999,248.200307359999,248.200307359999,248.18434375799916,None,0,,,None,248.184771729997,248.18481128999701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,001,0,,2024-04-13_12h09.34.424,replicate_nsd,2023.2.3,60.844381039993614,2024-04-13 12h10.47.544552 -0400,
practice_images/paired_image_15_2.png,2,0,,,,,0,2,2,2,,,,,248.200307359999,,,,,,,,,,,248.18509344599806,248.18517772199993,248.18518929299898,248.200307359999,248.200307359999,249.20090248899942,249.20090248899942,252.1999087089971,252.1999087089971,252.1999087089971,252.1999087089971,252.184188979998,None,0,,,None,252.18461901899718,252.18466091299706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,001,0,,2024-04-13_12h09.34.424,replicate_nsd,2023.2.3,60.844381039993614,2024-04-13 12h10.47.544552 -0400,
practice_images/paired_image_19_1.png,3,0,,,,,0,3,3,3,,,,,252.1999087089971,,,,,,,,,,,252.18494041799931,252.1850259979983,252.18503713399696,252.1999087089971,252.1999087089971,253.20092994099832,253.20092994099832,256.2002073980002,256.2002073980002,256.2002073980002,256.2002073980002,256.1839442729979,None,0,,,None,256.1843699469973,256.18441013399934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,001,0,,2024-04-13_12h09.34.424,replicate_nsd,2023.2.3,60.844381039993614,2024-04-13 12h10.47.544552 -0400,
practice_images/paired_image_27_1.png,4,0,,,,,0,4,4,4,,,,,256.2002073980002,,,,,,,,,,,256.1846882259997,256.18477181599883,256.1847832179992,256.2002073980002,256.2002073980002,257.2005159699984,257.2005159699984,260.19998997699804,260.19998997699804,260.19998997699804,260.19998997699804,260.18430575899765,None,0,,,None,260.1847336619976,260.1847738039978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,001,0,,2024-04-13_12h09.34.424,replicate_nsd,2023.2.3,60.844381039993614,2024-04-13 12h10.47.544552 -0400,
practice_images/paired_image_30_1.png,5,0,,,,,0,5,5,5,,,,,260.19998997699804,,,,,,,,,,,260.1850535989979,260.1851374409998,260.18514896299894,260.19998997699804,260.19998997699804,261.2009035329975,261.2009035329975,264.20020686899807,264.20020686899807,264.20020686899807,264.20020686899807,264.1840963750001,None,0,,,None,264.1845489949992,264.18459384499874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,001,0,,2024-04-13_12h09.34.424,replicate_nsd,2023.2.3,60.844381039993614,2024-04-13 12h10.47.544552 -0400,
practice_images/paired_image_36_1.png,6,0,,,,,0,6,6,6,,,,,264.20020686899807,,,,,,,,,,,264.18488174899903,264.18497279099756,264.1849847489975,264.20020686899807,264.20020686899807,265.1998268879979,265.1998268879979,268.20028004199776,268.20028004199776,268.20028004199776,268.20028004199776,268.1843133379989,None,0,,,None,268.1847379639985,268.18477769299716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,001,0,,2024-04-13_12h09.34.424,replicate_nsd,2023.2.3,60.844381039993614,2024-04-13 12h10.47.544552 -0400,
practice_images/paired_image_4_2.png,7,0,,,,,0,7,7,7,,,,,268.20028004199776,,,,,,,,,,,268.1850731099985,268.18536543499795,268.18537839299825,268.20028004199776,268.20028004199776,269.2008390009978,269.2008390009978,272.2000553910002,272.2000553910002,272.2000553910002,272.2000553910002,272.184179762,None,0,,,None,272.18461100499917,272.18465193799784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,001,0,,2024-04-13_12h09.34.424,replicate_nsd,2023.2.3,60.844381039993614,2024-04-13 12h10.47.544552 -0400,
practice_images/paired_image_12_1.png,8,0,,,,,0,8,8,8,,,,,272.2000553910002,,,,,,,,,,,272.1849337169988,272.185019327997,272.18503083199903,272.2000553910002,272.2000553910002,273.20086479399833,273.20086479399833,276.200016494,276.200016494,276.200016494,276.200016494,276.18422321899925,None,0,,,None,276.1846389829989,276.1846770259981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,001,0,,2024-04-13_12h09.34.424,replicate_nsd,2023.2.3,60.844381039993614,2024-04-13 12h10.47.544552 -0400,
practice_images/paired_image_2_1.png,9,0,,,,,0,9,9,9,,,,,276.200016494,,,,,,,,,,,276.1849493619993,276.18503162199704,276.18504267499884,276.200016494,276.200016494,277.2008759370001,277.2008759370001,280.2003211239971,280.2003211239971,280.2003211239971,280.2003211239971,280.1843117749995,None,0,,,None,280.18474150600014,280.18478139299987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,001,0,,2024-04-13_12h09.34.424,replicate_nsd,2023.2.3,60.844381039993614,2024-04-13 12h10.47.544552 -0400,
blank.jpg,10,1,,,,,0,10,10,10,,,,,280.2003211239971,,,,,,,,,,,280.1850583919986,280.1851437089972,280.1851551289983,,,,,,,,,280.1912504269967,None,0,,,None,280.19155908099856,284.2510176839969,280.2003211239971,284.26655883999774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,001,0,,2024-04-13_12h09.34.424,replicate_nsd,2023.2.3,60.844381039993614,2024-04-13 12h10.47.544552 -0400,
practice_images/paired_image_28_1.png,11,0,,,,,0,11,11,11,,,,,284.26655883999774,,,,,,,,,,,284.2514013049986,284.25148614499994,284.25149791199874,284.26655883999774,284.26655883999774,285.26724223199926,285.26724223199926,288.26699179599746,288.26699179599746,288.26699179599746,288.26699179599746,288.2510636499974,None,0,,,None,288.25149170499935,288.2515337169971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,001,0,,2024-04-13_12h09.34.424,replicate_nsd,2023.2.3,60.844381039993614,2024-04-13 12h10.47.544552 -0400,
practice_images/paired_image_21_2.png,12,0,,,,,0,12,12,12,,,,,288.26699179599746,,,,,,,,,,,288.25181435299965,288.2518997139996,288.2519111299989,288.26699179599746,288.26699179599746,289.2672494649996,289.2672494649996,292.2663455229995,292.2663455229995,292.2663455229995,292.2663455229995,292.2497391830002,None,0,,,None,292.2499563579986,292.24997468199945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,001,0,,2024-04-13_12h09.34.424,replicate_nsd,2023.2.3,60.844381039993614,2024-04-13 12h10.47.544552 -0400,
practice_images/paired_image_25_2.png,13,0,,,,,0,13,13,13,,,,,292.2663455229995,,,,,,,,,,,292.2502389589972,292.2502774349996,292.2502827399985,292.2663455229995,292.2663455229995,293.267310387997,293.267310387997,296.26639115399666,296.26639115399666,296.26639115399666,296.26639115399666,296.2507337279967,None,0,,,None,296.2511644649967,296.25120438599697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,001,0,,2024-04-13_12h09.34.424,replicate_nsd,2023.2.3,60.844381039993614,2024-04-13 12h10.47.544552 -0400,
practice_images/paired_image_33_1.png,14,0,,,,,0,14,14,14,,,,,296.26639115399666,,,,,,,,,,,296.2514839849973,296.2515690449982,296.2515805969997,296.26639115399666,296.26639115399666,297.2672735679989,297.2672735679989,300.2662911249972,300.2662911249972,300.2662911249972,300.2662911249972,300.2508546809986,None,0,,,None,300.2513984469988,300.2514388290001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,001,0,,2024-04-13_12h09.34.424,replicate_nsd,2023.2.3,60.844381039993614,2024-04-13 12h10.47.544552 -0400,
practice_images/paired_image_22_2.png,15,0,,,,,0,15,15,15,,,,,300.2662911249972,,,,,,,,,,,300.25171537299684,300.251800324997,300.25181206999696,300.2662911249972,300.2662911249972,301.2672988279992,301.2672988279992,304.266908106998,304.266908106998,304.266908106998,304.266908106998,304.25067356199725,None,0,,,None,304.2510975009973,304.25113645999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,001,0,,2024-04-13_12h09.34.424,replicate_nsd,2023.2.3,60.844381039993614,2024-04-13 12h10.47.544552 -0400,
