current_image,is_repeat,trial_index,is_blank_trial,is_new_run,run_num,all_blanks_list,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips.started,set_skips.stopped,trial.started,polygon.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,trial.stopped,press_if_repeat.keys,blank_trial.started,blank_trial.stopped,key_resp_3.keys,run_wait2.started,run_wait2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,key_resp_3.started,polygon_2.started,key_resp_3.stopped,polygon_2.stopped,key_resp_3.rt,key_resp_3.duration,key_resp_5.started,text_5.started,key_resp_5.rt,key_resp_5.duration,key_resp_4.started,text_4.started,key_resp_4.rt,key_resp_4.duration,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
images/17_12 copy 3.jpg,0,31,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,31,31,31,180.22056469900417,,,,,,,,,,,180.2147364859993,180.21477753299405,180.21478316999855,180.22056469900417,180.40520630500396,180.40520630500396,181.0851550560037,181.0851550560037,181.0851550560037,181.07632011000533,None,181.07650927599752,181.0765504410083,None,181.07667728498927,181.07671812101034,None,181.0768361930095,181.07687232398894,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/16_28 copy 6.jpg,0,32,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,32,32,32,181.0851550560037,,,,,,,,,,,181.07725810899865,181.07734592800261,181.0773581149988,181.0851550560037,181.2965578349831,181.2965578349831,182.05702262898558,182.05702262898558,182.05702262898558,182.05000652599847,None,182.050192419003,182.05023510099272,None,182.05036638400634,182.05040720899706,None,182.05052726098802,182.05056318099378,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/24_40 copy 7.jpg,0,33,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,33,33,33,182.05702262898558,,,,,,,,,,,182.05094779800856,182.05103607400088,182.0510483609978,182.05702262898558,182.25015791499754,182.25015791499754,182.97345030499855,182.97345030499855,182.97345030499855,182.96445138199488,None,182.96459926498937,182.96463221000158,None,182.96473378999508,182.96476565900957,None,182.96485743299127,182.96488605000195,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/pair10.jpg,0,34,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,34,34,34,182.97345030499855,,,,,,,,,,,182.9651936349983,182.96526440998423,182.96527431099094,182.97345030499855,183.1593281319947,183.1593281319947,183.909179631999,183.909179631999,183.909179631999,183.90116835798835,None,183.90131662398926,183.9013487510092,None,183.9014481290069,183.90148006999516,None,183.90157230000477,183.90160079399357,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/9_12 copy 2.jpg,0,35,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,35,35,35,183.909179631999,,,,,,,,,,,183.90190532201086,183.9019756889902,183.90198561598663,183.909179631999,184.10009454700048,184.10009454700048,184.80396111900336,184.80396111900336,184.80396111900336,184.7972384520108,None,184.79736370098544,184.79738561899285,None,184.79745278699556,184.79747450599098,None,184.79753510199953,184.79755417600973,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/13_40 copy.jpg,0,36,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,36,36,36,184.80396111900336,,,,,,,,,,,184.79776179799228,184.79780835600104,184.79781458698562,184.80396111900336,184.9863862549828,184.9863862549828,185.69132179601002,185.69132179601002,185.69132179601002,185.68388317601057,None,185.68397716101026,185.68399567398592,None,185.68418474300415,185.68420415799483,None,185.68425678400672,185.68427338500624,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/pair01.jpg,0,37,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,37,37,37,185.69132179601002,,,,,,,,,,,185.68444736200036,185.6844870139903,185.68449239898473,185.69132179601002,185.88926496199565,185.88926496199565,186.63602159699076,186.63602159699076,186.63602159699076,186.62918364501093,None,186.62933647699538,186.62936926601105,None,186.62947053898824,186.62950254799216,None,186.62959446100285,186.62962275301106,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/14_40 copy 7.jpg,0,38,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,38,38,38,186.63602159699076,,,,,,,,,,,186.62992790000862,186.6299981669872,186.63000783199095,186.63602159699076,186.82125254400307,186.82125254400307,187.5152035630017,187.5152035630017,187.5152035630017,187.51016571201035,None,187.51026417000685,187.51028357099858,None,187.51034332299605,187.51036255699,None,187.51041643100325,187.51043369999388,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/blank.jpg,0,39,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,39,39,39,187.5152035630017,,,,,,,,,,,187.5106165430043,187.5106570099888,187.51066278500366,,,,,,,187.51201675800257,None,187.51208771698293,188.24732219500584,None,188.24747038198984,188.24750653799856,None,188.24760620298912,188.24763619501027,None,187.5152035630017,187.5152035630017,188.25649699900532,188.25649699900532,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/pair15 copy 7.jpg,0,40,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,40,40,40,188.25649699900532,,,,,,,,,,,188.24794758099597,188.24801830298384,188.24802787500084,188.25649699900532,188.47104266899987,188.47104266899987,189.23482423400856,189.23482423400856,189.23482423400856,189.22555401199497,None,189.22570826500305,189.22574167500716,None,189.22584375800216,189.22587654800736,None,189.22596927298582,189.22599821400945,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/15_0 copy.jpg,0,41,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,41,41,41,189.23482423400856,,,,,,,,,,,189.22630728199147,189.2263777430053,189.22638727299636,189.23482423400856,189.43813579599373,189.43813579599373,190.16121675199247,190.16121675199247,190.16121675199247,190.1524525769928,None,190.15264083899092,190.1526829909999,None,190.15281256099115,190.1528536590049,None,190.15297164701042,190.15300840701093,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/21_40.jpg,0,42,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,42,42,42,190.16121675199247,,,,,,,,,,,190.1533993369958,190.15348751400597,190.15349976098514,190.16121675199247,190.3471555179858,190.3471555179858,191.03494581699488,191.03494581699488,191.03494581699488,191.02675264899153,None,191.02694096899359,191.02698232000694,None,191.0271105839929,191.02715128098498,None,191.0272678519832,191.02730418898864,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/21_28 copy 7.jpg,0,43,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,43,43,43,191.03494581699488,,,,,,,,,,,191.02769300498767,191.0277812469867,191.02779421999003,191.03494581699488,191.22288053200464,191.22288053200464,191.89061132099596,191.89061132099596,191.89061132099596,191.88272384699667,None,191.88282935300958,191.88285124799586,None,191.88291616298375,191.8829373609915,None,191.8829966709891,191.88301612299983,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/pair18 copy 2.jpg,0,44,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,44,44,44,191.89061132099596,,,,,,,,,,,191.88321795599768,191.88326306498493,191.8832692260039,191.89061132099596,192.0751778910053,192.0751778910053,192.77444476800156,192.77444476800156,192.77444476800156,192.7652843039832,None,192.7654726629844,192.76551394199487,None,192.76564365299419,192.76568461200804,None,192.76580279198242,192.76583938498516,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/20_28 copy 4.jpg,0,45,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,45,45,45,192.77444476800156,,,,,,,,,,,192.7662251679867,192.76631255898974,192.76632517800317,192.77444476800156,192.9568278180086,192.9568278180086,193.60120406199712,193.60120406199712,193.60120406199712,193.59409333899384,None,193.5942088390002,193.59423187500215,None,193.59430394798983,193.5943276429898,None,193.59439105101046,193.5944113160076,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/6_40 copy 4.jpg,0,46,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,46,46,46,193.60120406199712,,,,,,,,,,,193.59463007299928,193.59467895200942,193.5946854839858,193.60120406199712,193.7960564160021,193.7960564160021,194.463434461999,194.463434461999,194.463434461999,194.4553382289887,None,194.45552743700682,194.45556837500772,None,194.45569455699297,194.4557352460106,None,194.45585045299958,194.4558868749882,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/10_28 copy 4.jpg,0,47,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,47,47,47,194.463434461999,,,,,,,,,,,194.4562681739917,194.45633927898598,194.45634903400787,194.463434461999,194.66851970000425,194.66851970000425,195.3888027080102,195.3888027080102,195.3888027080102,195.3824387479981,None,195.3825371809944,195.3825561979902,None,195.3826156819996,195.38263499198365,None,195.38268902199343,195.38270605698926,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/21_12 copy 4.jpg,0,48,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,48,48,48,195.3888027080102,,,,,,,,,,,195.38288838800509,195.38292968500173,195.382935489004,195.3888027080102,195.57611648298916,195.57611648298916,196.26979037100682,196.26979037100682,196.26979037100682,196.2636870169954,None,196.26379285100847,196.26381246198434,None,196.26387616200373,196.26389558799565,None,196.26395014798618,196.2639674959937,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/blank.jpg,0,49,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,49,49,49,196.26979037100682,,,,,,,,,,,196.2641550769913,196.26419667201117,196.2642204669828,,,,,,,196.26611087299534,None,196.2661896290083,197.0173246159975,None,197.01744021099876,197.01746704499237,None,197.01753909300896,197.01756061599008,None,196.26979037100682,196.26979037100682,197.02422156799003,197.02422156799003,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/7_0 copy 3.jpg,0,50,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,50,50,50,197.02422156799003,,,,,,,,,,,197.01778489799472,197.01783524200437,197.01784232098726,197.02422156799003,197.20713259698823,197.20713259698823,197.87491880200105,197.87491880200105,197.87491880200105,197.86752239399357,None,197.8676462440053,197.86767245500232,None,197.86775364200003,197.8677793740062,None,197.86785174900433,197.86787385700154,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/22_12 copy 7.jpg,0,51,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,51,51,51,197.87491880200105,,,,,,,,,,,197.86812027398264,197.86817599099595,197.8681838370103,197.87491880200105,198.06887201499194,198.06887201499194,198.77195753200795,198.77195753200795,198.77195753200795,198.76368119000108,None,198.76386935799383,198.76391167400288,None,198.76404027000535,198.76408164700842,None,198.7641967459931,198.76423347298987,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/18_28 copy.jpg,0,52,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,52,52,52,198.77195753200795,,,,,,,,,,,198.76462142998935,198.76471012100228,198.7647224960092,198.77195753200795,198.9836382009962,198.9836382009962,199.77346893699723,199.77346893699723,199.77346893699723,199.7657027390087,None,199.76588960998924,199.76593037499697,None,199.7660585489939,199.7660993229947,None,199.76621709798928,199.76625363298808,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/10_28 copy.jpg,0,53,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,53,53,53,199.77346893699723,,,,,,,,,,,199.76664637800422,199.76673429700895,199.76674658199772,199.77346893699723,199.98815563099924,199.98815563099924,200.7635812019871,200.7635812019871,200.7635812019871,200.7563715080032,None,200.75646901299478,200.75648883800022,None,200.7565503079968,200.7565703500004,None,200.75662656099303,200.7566443530086,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/pair11 copy 2.jpg,0,54,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,54,54,54,200.7635812019871,,,,,,,,,,,200.75683415998355,200.75687666799058,200.75688250700478,200.7635812019871,200.9452033349953,200.9452033349953,201.7237625090056,201.7237625090056,201.7237625090056,201.71434933700948,None,201.71453770098742,201.71457883200492,None,201.7147057990078,201.7147478759871,None,201.71486431598896,201.71490084999823,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/15_0.jpg,0,55,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,55,55,55,201.7237625090056,,,,,,,,,,,201.71528921698336,201.71537678898312,201.71538894699188,201.7237625090056,201.93306166800903,201.93306166800903,202.7218161470082,202.7218161470082,202.7218161470082,202.71300977599458,None,202.71319602400763,202.71323756099446,None,202.7133668269962,202.71340762200998,None,202.71352353098337,202.71355939900968,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/15_12 copy 3.jpg,0,56,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,56,56,56,202.7218161470082,,,,,,,,,,,202.71396205198835,202.71405089099426,202.7140630070062,202.7218161470082,202.90256284800125,202.90256284800125,203.68527402100153,203.68527402100153,203.68527402100153,203.6756620790111,None,203.6758498410054,203.67588971799705,None,203.67601450299844,203.67605505598476,None,203.67616834799992,203.6762042400078,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/18_40 copy 4.jpg,0,57,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,57,57,57,203.68527402100153,,,,,,,,,,,203.67658849598956,203.6766764060012,203.6766884959943,203.68527402100153,203.8994211179961,203.8994211179961,204.67084381298628,204.67084381298628,204.67084381298628,204.66234946800978,None,204.66253788699396,204.66257857199525,None,204.66270773898577,204.66274882300058,None,204.66286584798945,204.66290288799792,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/23_28 copy 3.jpg,0,58,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,58,58,58,204.67084381298628,,,,,,,,,,,204.6632931260101,204.66338161498425,204.66339410899673,204.67084381298628,204.8718839249923,204.8718839249923,205.6511641780089,205.6511641780089,205.6511641780089,205.64458364999155,None,205.64473520198953,205.64476785200532,None,205.64487162799924,205.64490417100023,None,205.64499631599756,205.64502487299615,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/blank.jpg,0,59,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,59,59,59,205.6511641780089,,,,,,,,,,,205.64533193199895,205.64540247200057,205.64541213799384,,,,,,,205.64745774198673,None,205.64758541699848,206.4539008970023,None,206.45405063798535,206.45408756198594,None,206.45418880699435,206.4542192610097,None,205.6511641780089,205.6511641780089,206.4611376679968,206.4611376679968,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/15_28 copy 4.jpg,0,60,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,60,60,60,206.4611376679968,,,,,,,,,,,206.45454333999078,206.45461452100426,206.45462462399155,206.4611376679968,206.66944375398452,206.66944375398452,207.4595516140107,207.4595516140107,207.4595516140107,207.4515751170111,None,207.4517646729946,207.45180685800733,None,207.45193441800075,207.451976278011,None,207.45209401400643,207.45213093899656,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/6_40 copy.jpg,0,61,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,61,61,61,207.4595516140107,,,,,,,,,,,207.4525174649898,207.4526065760001,207.45261877099983,207.4595516140107,207.67277558898786,207.67277558898786,208.32407029299065,208.32407029299065,208.32407029299065,208.31727053798386,None,208.31738669399056,208.31740951701067,None,208.31748045698623,208.3175035220047,None,208.31756750500062,208.31758763399557,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/13_28.jpg,0,62,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,62,62,62,208.32407029299065,,,,,,,,,,,208.31780577698373,208.31785499298712,208.3178617169906,208.32407029299065,208.50967015398783,208.50967015398783,209.16035989200464,209.16035989200464,209.16035989200464,209.15423589598504,None,209.15435064499616,209.154373620986,None,209.15444450901123,209.15446744198562,None,209.15453087099013,209.15455126800225,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/24_0 copy 7.jpg,0,63,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,63,63,63,209.16035989200464,,,,,,,,,,,209.15476929099532,209.15481956899748,209.1548262499855,209.16035989200464,209.34784569998737,209.34784569998737,210.133848019992,210.133848019992,210.133848019992,210.1247685010021,None,210.12495689099887,210.12499868799932,None,210.12512554699788,210.12516686698655,None,210.12528338099946,210.1253202969965,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/5_12 copy 7.jpg,0,64,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,64,64,64,210.133848019992,,,,,,,,,,,210.1257087799895,210.12579757301137,210.12580997199984,210.133848019992,210.35011244000634,210.35011244000634,211.13695978498436,211.13695978498436,211.13695978498436,211.1266203589912,None,211.12690464698244,211.12696930399397,None,211.1271680810023,211.12725071198656,None,211.12736539400066,211.12740110000595,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/18_0 copy.jpg,0,65,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,65,65,65,211.13695978498436,,,,,,,,,,,211.1277849499893,211.12787371099694,211.12788586399984,211.13695978498436,211.35669512400636,211.35669512400636,212.1481259370048,212.1481259370048,212.1481259370048,212.1382290860056,None,212.13841193600092,212.13845255799242,None,212.1385758399847,212.13861590300803,None,212.13873239600798,212.1387691719865,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/pair13 copy 7.jpg,0,66,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,66,66,66,212.1481259370048,,,,,,,,,,,212.13914554700023,212.13923332598642,212.1392450419953,212.1481259370048,212.33875999200973,212.33875999200973,213.03738526199595,213.03738526199595,213.03738526199595,213.02910754698678,None,213.02926020798623,213.0292931989825,None,213.02939350099768,213.0294258100039,None,213.02951686800225,213.0295448859979,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/18_40 copy 2.jpg,0,67,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,67,67,67,213.03738526199595,,,,,,,,,,,213.02985325199552,213.02992327100947,213.02993266101112,213.03738526199595,213.244241812994,213.244241812994,214.03538769998704,214.03538769998704,214.03538769998704,214.0281724059896,None,214.02835965098348,214.02840104800998,None,214.0285298509989,214.02857088198652,None,214.02868784801103,214.0287230820104,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/blank.jpg,0,68,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,68,68,68,214.03538769998704,,,,,,,,,,,214.02911841199966,214.02920711800107,214.0292196520022,,,,,,,214.03153106599348,None,214.03165094199358,214.89830475699273,None,214.89848949498264,214.89853562400094,None,214.89866420300677,214.89870348200202,None,214.03538769998704,214.03538769998704,214.90520644100616,214.90520644100616,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/blank.jpg,0,69,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,69,69,69,214.90520644100616,,,,,,,,,,,214.89909507799894,214.89918333798414,214.8992004689935,,,,,,,214.90142672500224,None,214.90154662099667,215.7799438519869,None,215.78012836599373,215.78017474198714,None,215.7803024009918,215.78034119401127,None,214.90520644100616,214.90520644100616,215.78700792600284,215.78700792600284,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/blank.jpg,0,70,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,70,70,70,215.78700792600284,,,,,,,,,,,215.78073639399372,215.7808247889916,215.78083720599534,,,,,,,215.7830787569983,None,215.78319878000184,216.659446501988,None,216.65962893000687,216.6596754019847,None,216.65980246700929,216.65984136398765,None,215.78700792600284,215.78700792600284,216.66619181400165,216.66619181400165,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/blank.jpg,0,71,1,1,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,71,71,71,216.66619181400165,,,,,,,,,,,216.6602345239953,216.66032316800556,216.6603357109998,,,,,,,216.6624383390008,None,216.6625581109838,217.52952086998266,None,217.52966967600514,271.4835556379985,f15,271.48425061799935,300.5902686769841,5,216.66619181400165,216.66619181400165,217.53253821199178,217.53253821199178,,,220.65173941198736,220.65173941198736,50.83128483200562,None,271.48823677099426,271.48823677099426,29.09490804700181,None,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/22_40 copy.jpg,0,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,72,72,72,300.6074261160102,,,,,,,,,,,300.5911029249837,300.59115528300754,300.5911624819855,300.6074261160102,301.6078613899881,301.6078613899881,304.6077129629848,304.6077129629848,304.6077129629848,304.59382926800754,None,304.5940204249928,304.5940645840019,None,304.5941905090003,304.5942325659853,None,304.5943496830005,304.5943869779876,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/8_0 copy 3.jpg,0,1,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,73,73,73,304.6077129629848,,,,,,,,,,,304.59477353599505,304.59486175200436,304.59487366798567,304.6077129629848,305.60738538598525,305.60738538598525,308.6078874449886,308.6078874449886,308.6078874449886,308.59123843500856,None,308.5914300569857,308.5914708650089,None,308.5915979889978,308.59163884300506,None,308.5917538199865,308.5917897610052,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/14_0 copy 2.jpg,0,2,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,74,74,74,308.6078874449886,,,,,,,,,,,308.59242833100143,308.5925164909859,308.5925290340092,308.6078874449886,309.60785405599745,309.60785405599745,312.6078673779848,312.6078673779848,312.6078673779848,312.5912660099857,None,312.59145544999046,312.5914964530093,None,312.5916234370088,312.5916639539937,None,312.59178086399334,312.59181659898604,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
images/5_28 copy 3.jpg,0,3,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,75,75,75,312.6078673779848,,,,,,,,,,,312.5922034760006,312.59229234600207,312.592304980004,312.6078673779848,313.6071930809994,313.6071930809994,316.6078829749895,316.6078829749895,316.6078829749895,316.5912539139972,None,316.5914433230064,316.5914846189844,None,316.59161114899325,316.5916510219977,None,316.59176659898367,316.5918016769865,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_14h13.54.857,replicate_nsd,2023.2.3,59.796029880027994,2024-04-09 14h14.09.814026 -0400,
