current_image,is_repeat,trial_index,is_blank_trial,is_new_run,run_num,all_blanks_list,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips.started,set_skips.stopped,trial.started,trial.stopped,press_if_repeat.keys,blank_trial.started,blank_trial.stopped,key_resp_3.keys,run_wait2.started,run_wait2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
images/21_40.jpg,0,42,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,42,42,42,4.522571212000912,,,,,,,,,,,1.4616828419966623,1.461783534992719,1.4617901630117558,1.4646287609939463,None,1.4647111860103905,1.4647374259948265,None,1.4648052190023009,1.464829506992828,None,1.4648934710130561,1.4649161669949535,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/21_28 copy 7.jpg,0,43,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,43,43,43,4.522571212000912,,,,,,,,,,,1.46511853300035,1.4652297080028802,1.4652364260109607,1.4677305310033262,None,1.4678121370088775,1.4678384650032967,None,1.4679044270014856,1.4679280369891785,None,1.4679914060106967,1.4680140140117146,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair18 copy 2.jpg,0,44,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,44,44,44,4.522571212000912,,,,,,,,,,,1.4682154780020937,1.4683251990063582,1.4683320909971371,1.4721332979970612,None,1.4722159010125324,1.4722424040082842,None,1.4723100929986686,1.4723346089886036,None,1.4723989749909379,1.4724221049982589,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/20_28 copy 4.jpg,0,45,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,45,45,45,4.522571212000912,,,,,,,,,,,1.472625346010318,1.4727246619877405,1.472731243004091,1.475942294986453,None,1.4760240899922792,1.4760500859993044,None,1.4761181499925442,1.4761419899878092,None,1.476206661987817,1.476229602994863,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/6_40 copy 4.jpg,0,46,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,46,46,46,4.522571212000912,,,,,,,,,,,1.476432194991503,1.476542894000886,1.4765494840103202,1.4794333110039588,None,1.4795154469902627,1.4795415370026603,None,1.479609055997571,1.4796331670077052,None,1.4796963430126198,1.4797190749959555,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/10_28 copy 4.jpg,0,47,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,47,47,47,4.522571212000912,,,,,,,,,,,1.4799206260067876,1.480030031001661,1.4800367470015772,1.4825859699922148,None,1.482667845004471,1.4826938149926718,None,1.4827612660010345,1.482785142987268,None,1.482849232997978,1.4828720719960984,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/21_12 copy 4.jpg,0,48,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,48,48,48,4.522571212000912,,,,,,,,,,,1.483084356004838,1.4832000930036884,1.4832068420073483,1.4858845570124686,None,1.485966534994077,1.485993165988475,None,1.486060164985247,1.4860841360059567,None,1.4861482859996613,1.4861708969983738,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,49,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,49,49,49,4.522571212000912,,,,,,,,,,,1.4863732130033895,1.4864834230102133,1.4864902319968678,1.488182853005128,None,1.4882653999957256,1.4882923570112325,None,1.4883597749867477,1.4883843600109685,None,1.4884485630027484,1.488471410004422,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/7_0 copy 3.jpg,0,50,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,50,50,50,4.522571212000912,,,,,,,,,,,1.488673509011278,1.4887837459973525,1.4887905140058137,1.4914452960074414,None,1.4915273799852002,1.4915534849860705,None,1.491619967011502,1.491644024004927,None,1.4917065300105605,1.4917288710130379,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/22_12 copy 7.jpg,0,51,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,51,51,51,4.522571212000912,,,,,,,,,,,1.4919316029991023,1.4920404749864247,1.4920472649973817,1.4942802950099576,None,1.4943625509913545,1.4943894089956302,None,1.4944561599986628,1.494480063993251,None,1.4945433579850942,1.494565972010605,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/18_28 copy.jpg,0,52,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,52,52,52,4.522571212000912,,,,,,,,,,,1.4947655909927562,1.4948757200036198,1.494882705010241,1.4971398760098964,None,1.4972222069918644,1.4972487229970284,None,1.4973152919847053,1.497339343011845,None,1.4974019190121908,1.4974241660092957,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/10_28 copy.jpg,0,53,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,53,53,53,4.522571212000912,,,,,,,,,,,1.4976248329912778,1.4977350700064562,1.4977416899928357,1.4999827530118637,None,1.5000647180131637,1.5000906350032892,None,1.5001571839966346,1.5001807679946069,None,1.5002440779935569,1.5002664109924808,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair11 copy 2.jpg,0,54,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,54,54,54,4.522571212000912,,,,,,,,,,,1.5004729710053653,1.5005832969909534,1.500590157986153,1.503752346005058,None,1.5038353790005203,1.5038618230028078,None,1.5039289009873755,1.503952680999646,None,1.5040164579986595,1.5040391999937128,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/15_0.jpg,0,55,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,55,55,55,4.522571212000912,,,,,,,,,,,1.5042410290043335,1.504351993004093,1.5043588640110102,1.507206826005131,None,1.5072893970063888,1.507316194998566,None,1.507384339987766,1.5074084519874305,None,1.5074713320063893,1.5074941359926015,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/15_12 copy 3.jpg,0,56,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,56,56,56,4.522571212000912,,,,,,,,,,,1.5076956870034337,1.507807246001903,1.5078139879915398,1.510636564984452,None,1.5107193010044284,1.5107454750104807,None,1.5108122729870956,1.5108360050071497,None,1.5108985459955875,1.5109209200018086,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/18_40 copy 4.jpg,0,57,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,57,57,57,4.522571212000912,,,,,,,,,,,1.511160864989506,1.5112635960103944,1.511270279996097,1.513619020988699,None,1.5137017499946523,1.513728190009715,None,1.5137963090091944,1.513820054999087,None,1.5138840019935742,1.5139063250098843,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/23_28 copy 3.jpg,0,58,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,58,58,58,4.522571212000912,,,,,,,,,,,1.5141108119860291,1.514221841993276,1.5142285090114456,1.5169968259870075,None,1.517079217999708,1.5171056000108365,None,1.5171726609987672,1.517196292988956,None,1.5172595400072169,1.517283346009208,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,59,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,59,59,59,4.522571212000912,,,,,,,,,,,1.5174873959913384,1.5175988039991353,1.5176056869968306,1.5193074790004175,None,1.5193899399891961,1.5194162350089755,None,1.5194828000094276,1.5195067290042061,None,1.5195700179901905,1.5195926259912085,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/15_28 copy 4.jpg,0,60,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,60,60,60,4.522571212000912,,,,,,,,,,,1.5197939979843795,1.5198951360071078,1.5199017970007844,1.5226408219896257,None,1.522722777997842,1.5227493300044443,None,1.5228164639847819,1.522840207995614,None,1.5229033759969752,1.5229260449996218,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/6_40 copy.jpg,0,61,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,61,61,61,4.522571212000912,,,,,,,,,,,1.5231260650034528,1.5232265669910703,1.5232333849999122,1.52556238201214,None,1.5256449530133978,1.5256710700050462,None,1.5257378290116321,1.5257615500013344,None,1.5258244439901318,1.5258469649998005,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/13_28.jpg,0,62,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,62,62,62,4.522571212000912,,,,,,,,,,,1.5260481020086445,1.5261582479870412,1.5261649029853288,1.5287744759989437,None,1.5288567609968595,1.5288832999940496,None,1.5289508129935712,1.5289751339878421,None,1.5290386459964793,1.5290611689852085,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/24_0 copy 7.jpg,0,63,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,63,63,63,4.522571212000912,,,,,,,,,,,1.529263186006574,1.5293746200040914,1.5293814709875733,1.5319445499917492,None,1.5320271470118314,1.5320538250089157,None,1.53212073398754,1.5321448099857662,None,1.5322083359933458,1.5322307609894779,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/5_12 copy 7.jpg,0,64,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,64,64,64,4.522571212000912,,,,,,,,,,,1.5324324340035673,1.5325329699844588,1.5325397530104965,1.5354241559980437,None,1.5355064850009512,1.5355327719880734,None,1.5356000530009624,1.5356240379915107,None,1.5356868100061547,1.5357089489989448,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/18_0 copy.jpg,0,65,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,65,65,65,4.522571212000912,,,,,,,,,,,1.5359101409849245,1.5360118680109736,1.536018498998601,1.5385339980130084,None,1.538617089012405,1.5386434840038419,None,1.538710919994628,1.5387346720090136,None,1.538798821013188,1.5388212669931818,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair13 copy 7.jpg,0,66,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,66,66,66,4.522571212000912,,,,,,,,,,,1.5390246209863108,1.5391346660035197,1.539141610992374,1.542318247986259,None,1.5424009340058547,1.5424269800132606,None,1.5424946179846302,1.542518097005086,None,1.5425818740040995,1.5426046059874352,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/18_40 copy 2.jpg,0,67,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,67,67,67,4.522571212000912,,,,,,,,,,,1.542808035010239,1.5429187080007978,1.5429253990005236,1.5458079180098139,None,1.5458902720129117,1.5459167379885912,None,1.5459836639929563,1.5460071960114874,None,1.5460707810125314,1.5460932170099113,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,68,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,68,68,68,4.522571212000912,,,,,,,,,,,1.5462962609890383,1.5464069379959255,1.5464136679947842,1.548380146996351,None,1.54846281700884,1.5484893259999808,None,1.5485559249937069,1.5485799220041372,None,1.5486436070059426,1.548665604001144,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,69,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,69,69,69,4.522571212000912,,,,,,,,,,,1.5488670440099668,1.5489678269950673,1.5489744340011384,1.5506863849877845,None,1.55076904600719,1.5507951230101753,None,1.550862178002717,1.550885725999251,None,1.5509490089898463,1.5509718029934447,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,70,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,70,70,70,4.522571212000912,,,,,,,,,,,1.551174997992348,1.5512849139922764,1.5512917609885335,1.5530360869888682,None,1.5531189980101772,1.553145563986618,None,1.5532132599910256,1.5532370870059822,None,1.5533015849941876,1.5533247150015086,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,71,1,1,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,71,71,71,4.522571212000912,,,,,,,,,,,1.553546612005448,1.5536470410006586,1.5536534329876304,1.5553665070037823,None,1.5554489319911227,1.5554752209864091,None,1.555542026006151,1.5555655579955783,None,1.5556287830113433,1.5556513929914217,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/22_40 copy.jpg,0,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,72,72,72,4.522571212000912,,,,,,,,,,,1.5558549760025926,1.55596557300305,1.555972419999307,1.5578785020043142,None,1.5579607099934947,1.5579874019895215,None,1.5580536230118014,1.5580779520096257,None,1.5581413450127002,1.5581640189921018,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/8_0 copy 3.jpg,0,1,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,73,73,73,4.522571212000912,,,,,,,,,,,1.558366189012304,1.5584761470090598,1.5584829839935992,1.5611629629856907,None,1.5612454389920458,1.5612715269962791,None,1.5613388050114736,1.5613626650010701,None,1.561426175001543,1.5614486259873956,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/14_0 copy 2.jpg,0,2,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,74,74,74,4.522571212000912,,,,,,,,,,,1.5616504079953302,1.5617509949952364,1.5617576249933336,1.564273158001015,None,1.564354614005424,1.5643809759931173,None,1.5644477210007608,1.5644713600049727,None,1.5645336970046628,1.5645557169918902,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/5_28 copy 3.jpg,0,3,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,75,75,75,4.522571212000912,,,,,,,,,,,1.5647558670025319,1.5648659500002395,1.5648726400104351,1.567539465992013,None,1.5676216559950262,1.5676477740053087,None,1.567714672011789,1.5677386290044524,None,1.567800944991177,1.5678232079953887,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/20_28 copy 4.jpg,0,4,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,76,76,76,4.522571212000912,,,,,,,,,,,1.5680239190114662,1.5681349450023845,1.5681416149891447,1.5701255899912212,None,1.5702162949892227,1.570243466005195,None,1.5703097450023051,1.5703332280099858,None,1.5703968860034365,1.5704213370045181,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/8_0 copy.jpg,0,5,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,77,77,77,4.522571212000912,,,,,,,,,,,1.5706285779888276,1.5707373220066074,1.5707440119876992,1.5731130439962726,None,1.5731943339924328,1.5732205690001138,None,1.573287242994411,1.573310792009579,None,1.5733742419979535,1.5733969509892631,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/12_40 copy 3.jpg,0,6,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,78,78,78,4.522571212000912,,,,,,,,,,,1.5735998759919312,1.5737004299880937,1.5737070699979085,1.5762874229985755,None,1.5763696870126296,1.576395940996008,None,1.576462842989713,1.576486942009069,None,1.576550688012503,1.5765733050066046,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/13_40 copy 7.jpg,0,7,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,79,79,79,4.522571212000912,,,,,,,,,,,1.576774385990575,1.576884415000677,1.5768912810017355,1.5791883610072546,None,1.5792702460021246,1.5792966049921233,None,1.5793625839869492,1.5793861109996215,None,1.579448472999502,1.5794709580077324,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/15_12 copy 3.jpg,0,8,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,80,80,80,4.522571212000912,,,,,,,,,,,1.579671891988255,1.5797823329921812,1.5797891399997752,1.581767197989393,None,1.581849328998942,1.5818759120011237,None,1.5819427479873411,1.5819665000017267,None,1.5820301519997884,1.5820525469898712,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,9,1,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,81,81,81,4.522571212000912,,,,,,,,,,,1.582255362009164,1.5823655640124343,1.582372361997841,1.584003288007807,None,1.5840859079908114,1.5841123939899262,None,1.584179741999833,1.584203411010094,None,1.5842673069855664,1.5842900880088564,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/12_12 copy 2.jpg,0,10,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,82,82,82,4.522571212000912,,,,,,,,,,,1.5844931890023872,1.5846034419955686,1.5846100919879973,1.5870474360126536,None,1.5871283400047105,1.5871541560045443,None,1.587220310990233,1.587244266003836,None,1.587307222012896,1.5873298030055594,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/6_40 copy 6.jpg,0,11,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,83,83,83,4.522571212000912,,,,,,,,,,,1.5875290900003165,1.5876382869901136,1.5876452249940485,1.5898567349941004,None,1.5899386100063566,1.5899654589884449,None,1.5900330859876703,1.5900569479854312,None,1.5901201560045592,1.5901428940123878,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/6_28 copy 6.jpg,0,12,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,84,84,84,4.522571212000912,,,,,,,,,,,1.590346534998389,1.5904565700038802,1.5904633789905347,1.5929973679885734,None,1.5930797139881179,1.593106476997491,None,1.593174398993142,1.5931985870120116,None,1.5932625900022686,1.5932851189863868,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/19_12 copy 6.jpg,0,13,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,85,85,85,4.522571212000912,,,,,,,,,,,1.5934872869984247,1.5935878249874804,1.5935946030076593,1.5959965999936685,None,1.5960778899898287,1.59610390898888,None,1.5961700929910876,1.5961939799890388,None,1.5962572369899135,1.5962801339919679,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair08 copy.jpg,0,14,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,86,86,86,4.522571212000912,,,,,,,,,,,1.5964811159938108,1.5965840620046947,1.596590731991455,1.600143207993824,None,1.6002229829900898,1.6002488450030796,None,1.6003143530106172,1.6003373250132427,None,1.6003982019901741,1.6004201580071822,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/24_12 copy 7.jpg,0,15,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,87,87,87,4.522571212000912,,,,,,,,,,,1.6006153050111607,1.6007223099877592,1.6007288529945072,1.6034823610098101,None,1.6035623950010631,1.6035895819950383,None,1.6036554730089847,1.6036787219927646,None,1.6037403469963465,1.6037619370035827,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/7_12 copy 2.jpg,0,16,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,88,88,88,4.522571212000912,,,,,,,,,,,1.603961117012659,1.6040679319994524,1.6040743599878624,1.6063144649961032,None,1.60640568198869,1.606429586012382,None,1.6064896569878329,1.6065111159987282,None,1.6065685490029864,1.6065890020108782,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/12_28 copy 5.jpg,0,17,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,89,89,89,4.522571212000912,,,,,,,,,,,1.6067714300006628,1.6068633899849374,1.6068693599954713,1.6088656299980357,None,1.608936973992968,1.6089597299869638,None,1.6090175150020514,1.6090379150118679,None,1.6090931690123398,1.6091128379921429,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/6_0.jpg,0,18,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,90,90,90,4.522571212000912,,,,,,,,,,,1.6092867770057637,1.609390497993445,1.6093961209990084,1.6113704380113631,None,1.6114369780116249,1.6114581619913224,None,1.6115123229974415,1.611531868984457,None,1.6115833919902798,1.61160145199392,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,19,1,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,91,91,91,4.522571212000912,,,,,,,,,,,1.611764986999333,1.61184788600076,1.6118532390100881,1.6132329959946219,None,1.6132994850049727,1.6133211189880967,None,1.61337563599227,1.6133951299998444,None,1.613446825009305,1.6134650360036176,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/21_12 copy.jpg,0,20,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,92,92,92,4.522571212000912,,,,,,,,,,,1.6136273430020083,1.6137104269873817,1.613715865998529,1.6156732109957375,None,1.6157402519893367,1.615761819994077,None,1.6158159099868499,1.6158352319907863,None,1.6158867519989144,1.6159048239933327,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/15_40.jpg,0,21,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,93,93,93,4.522571212000912,,,,,,,,,,,1.6160688599920832,1.616152267990401,1.6161577329912689,1.6183618269860744,None,1.6184285430063028,1.618449944013264,None,1.618504287005635,1.6185234430013224,None,1.6185751779994462,1.6185930430074222,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/20_12 copy 4.jpg,0,22,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,94,94,94,4.522571212000912,,,,,,,,,,,1.6187575460062362,1.6188400620012544,1.6188455219962634,1.6211594390042592,None,1.621224925009301,1.6212458189984318,None,1.6212988090119325,1.6213176739984192,None,1.6213686210103333,1.6213866710022558,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/12_40 copy 2.jpg,0,23,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,95,95,95,4.522571212000912,,,,,,,,,,,1.6215477329969872,1.6216293459874578,1.6216345999855548,1.6235657299985178,None,1.6236323289922439,1.6236537740041967,None,1.6237084250024054,1.6237282000074629,None,1.6237799089867622,1.6237984980107285,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/16_0 copy.jpg,0,24,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,96,96,96,4.522571212000912,,,,,,,,,,,1.6239633520017378,1.6240458989923354,1.6240512779913843,1.626239131001057,None,1.6263054579903837,1.6263269379851408,None,1.626381226000376,1.6264007519930601,None,1.6264521320117638,1.6264706290094182,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/15_28 copy 6.jpg,0,25,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",0,97,97,97,4.522571212000912,,,,,,,,,,,1.6266351350059267,1.6267169539933093,1.6267223939939868,1.628778299986152,None,1.6288444320089184,1.6288661739963572,None,1.6289209719980136,1.6289407429867424,None,1.6289924849988893,1.629011235985672,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
