thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,key_resp_6.started,text_6.started,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
,,0.02797166099844617,0.02820845200039912,0.028231410000444157,0.04748347799977637,0.04748347799977637,,,,,,,,,,
