current_image,trial_index,is_blank_trial,is_repeat,is_new_run,run_num,all_blanks_list,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,key_resp_6.started,text_6.started,practice_continue.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,polygon_3.started,all_keys_pressed_2.started,image_2.started,press_if_repeat_2.started,image_2.stopped,press_if_repeat_2.stopped,polygon_3.stopped,all_keys_pressed_2.stopped,practice_trial.stopped,press_if_repeat_2.keys,press_if_repeat_2.corr,all_keys_pressed_2.keys,all_keys_pressed_2.rt,all_keys_pressed_2.duration,testing_continue.started,key_resp_7.started,text_7.started,testing_continue.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips_and_correct_key.started,set_skips_and_correct_key.stopped,trial.started,polygon.started,all_keys_pressed.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,all_keys_pressed.stopped,trial.stopped,press_if_repeat.keys,press_if_repeat.corr,all_keys_pressed.keys,blank_trial.started,blank_trial.stopped,key_resp_3.keys,run_wait2_2.started,run_wait2_2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,all_keys_pressed.rt,all_keys_pressed.duration,key_resp_3.started,polygon_2.started,key_resp_3.stopped,polygon_2.stopped,key_resp_3.rt,key_resp_3.duration,key_resp_5.started,text_5.started,key_resp_5.rt,key_resp_5.duration,key_resp_4.started,text_4.started,key_resp_4.rt,key_resp_4.duration,press_if_repeat.rt,press_if_repeat.duration,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
images/20_12.jpg,3,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,75,75,75,316.6814876720018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.6743079150001,316.67439147700134,316.67439984500015,316.6814876720018,316.6814876720018,317.6827301250014,317.6827301250014,320.68232712700046,320.68232712700046,320.68232712700046,320.68232712700046,320.6675572890017,None,0,"['up', 'lctrl']",320.66812950000167,320.6681667189987,None,320.6682543019997,320.6750016279984,None,320.6751012220011,320.67512659099884,None,"[3.3108177139984036, 3.3108177139984036]","[None, None]",,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/19_40 copy 3.jpg,4,0,1,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,76,76,76,320.68232712700046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.67538662600055,320.675461335999,320.67546981000123,320.68232712700046,320.68232712700046,321.6831724879994,321.6831724879994,324.6821451249998,324.6821451249998,324.6821451249998,324.6821451249998,324.66663777400026,None,0,"['p', 's', 'y', 'c', 'h', 'o', 'p', 'y', 'space']",324.6673765380001,324.6674224749986,None,324.66753324800084,324.6743199400007,None,324.67443506199925,324.67446142599874,None,"[2.4260258479989716, 2.605929258999822, 2.7659949449989654, 2.865983989999222, 2.9580074330006028, 3.273980091998965, 3.485977347998414, 3.745957858998736, 3.8579817040008493]","[None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/11_0 copy 4.jpg,5,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,77,77,77,324.6821451249998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.6747314189997,324.67485933900025,324.6748682090001,324.6821451249998,324.6821451249998,325.6819431160002,325.6819431160002,328.6841230099999,328.6841230099999,328.6841230099999,328.6841230099999,328.66674375799994,None,0,"['e', 't', 'space', 'r', 'i', 'd', 'space', 'o', 'f', 'space', 'b', 'o', 'r', 'd', 'e', 'r', 's', 'backspace', 'backspace']",328.66749799600075,328.66754475199923,None,328.6676572889992,328.67507505699905,None,328.6751752199998,328.6752012329998,None,"[0.15816920100041898, 0.33819261499957065, 0.45416651599953184, 0.5861524769970856, 0.7181933379979455, 0.830158508997556, 0.9661686649997137, 1.010145731997909, 1.1061567509968881, 1.27018373899773, 1.4381476050002675, 1.70217597899682, 1.7981271429998742, 2.0781647999974666, 2.1941988399994443, 2.3821533199989062, 2.61415956899873, 3.222141021000425, 3.3902064959984273]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/12_0 copy 3.jpg,6,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,78,78,78,328.6841230099999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.6754685119995,328.67554560200006,328.6755543110012,328.6841230099999,328.6841230099999,329.68336346700016,329.68336346700016,332.68146484300087,332.68146484300087,332.68146484300087,332.68146484300087,332.6686247489997,None,0,"['down', 'down', 'return']",332.66905345399937,332.66908298199996,None,332.6691457179986,332.674668898002,None,332.67475199899854,332.6747733410011,None,"[0.08018724599969573, 0.25638702799915336, 0.5082378600018274]","[None, None, None]",,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/24_12 copy.jpg,7,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,79,79,79,332.68146484300087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.6749919389986,332.67506900599983,332.67507628100066,332.68146484300087,332.68146484300087,333.6834687599985,333.6834687599985,336.6833537249986,336.6833537249986,336.6833537249986,336.6833537249986,336.6670836410012,None,0,None,336.66739020599925,336.6674175049993,None,336.6674848490002,336.67299154899956,None,336.6730821710007,336.6731058020014,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/5_28.jpg,8,0,1,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,80,80,80,336.6833537249986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.6733284180009,336.67340176200014,336.6734089320016,336.6833537249986,336.6833537249986,337.6815744179985,337.6815744179985,340.6813210500004,340.6813210500004,340.6813210500004,340.6813210500004,340.6663715649993,None,0,None,340.6665969860005,340.66661765499884,None,340.66667039200183,340.67108874100086,None,340.67115542800093,340.67117351100023,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/blank.jpg,9,1,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,81,81,81,340.6813210500004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.67135448499903,340.67140621499857,340.6714119790013,,,,,,,,,340.67293538300146,None,0,None,340.6730954449995,344.666162259,None,344.6663746080012,344.6739695540018,None,344.6740669460014,344.67409181399853,None,,,340.6813210500004,340.6813210500004,344.6839065759996,344.6839065759996,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/10_28 copy 2.jpg,10,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,82,82,82,344.6839065759996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.67435098499845,344.67442993499935,344.67443838799954,344.6839065759996,344.6839065759996,345.68386851499963,345.68386851499963,348.6812991359984,348.6812991359984,348.6812991359984,348.6812991359984,348.6664242299994,None,0,None,348.66669603600167,348.66672291899886,None,348.66678716800016,348.66682405100073,None,348.66688641200017,348.6669069290001,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/7_28 copy 7.jpg,11,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,83,83,83,348.6812991359984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.6671139220016,348.66717461900043,348.66718163100086,348.6812991359984,348.6812991359984,349.6832081100001,349.6832081100001,352.68652279199887,352.68652279199887,352.68652279199887,352.68652279199887,352.6675337500019,None,0,None,352.66805047600064,352.6680973670009,None,352.6682147270003,352.67572891700183,None,352.6758277689987,352.67585301299914,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/11_40 copy 5.jpg,12,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,84,84,84,352.68652279199887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.6761135910019,352.67619086000195,352.6761992669999,352.68652279199887,352.68652279199887,353.682561095,353.682561095,356.68110267099837,356.68110267099837,356.68110267099837,356.68110267099837,356.66698804000043,None,0,None,356.6673134929988,356.6673412960008,None,356.66740839200065,356.67300898300164,None,356.6731134360016,356.6731354219992,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/21_0 copy.jpg,13,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,85,85,85,356.68110267099837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.67335655400166,356.6734352029998,356.6734421889996,356.68110267099837,356.68110267099837,357.6814541999993,357.6814541999993,360.68437523800094,360.68437523800094,360.68437523800094,360.68437523800094,360.66644395500043,None,0,None,360.66695514000094,360.6670011009992,None,360.6671167249988,360.67446256100084,None,360.67456235699865,360.67458879699916,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/17_28 copy.jpg,14,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,86,86,86,360.68437523800094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.67485600500004,360.6749337549991,360.6749425829985,360.68437523800094,360.68437523800094,361.68167245099903,361.68167245099903,364.68095082700165,364.68095082700165,364.68095082700165,364.68095082700165,364.6659134930014,None,0,None,364.66642375399897,364.6664708370008,None,364.6665872379999,364.6740410279999,None,364.6741416260011,364.6741680790001,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/22_28 copy 3.jpg,15,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,87,87,87,364.68095082700165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.6744343749997,364.67451330900076,364.67452199000036,364.68095082700165,364.68095082700165,365.6827117059984,365.6827117059984,368.68371733800086,368.68371733800086,368.68371733800086,368.68371733800086,368.66651085899866,None,0,"['up', 'lctrl']",368.66722419000143,368.66727187799916,None,368.66738560199883,368.6744471460006,None,368.67454555600125,368.67457125000146,None,"[2.6435495039986563, 2.6435495039986563]","[None, None]",,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/7_28 copy 3.jpg,16,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,88,88,88,368.68371733800086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.67483281800014,368.6749108660006,368.67491954900106,368.68371733800086,368.68371733800086,369.6844467730007,369.6844467730007,372.6845012999984,372.6845012999984,372.6845012999984,372.6845012999984,372.668523843,None,0,"['up', 'lctrl']",372.66929516299933,372.66935275300057,None,372.6694725640009,372.6772141010006,None,372.67732715700186,372.67735415599964,None,"[1.0365357609989587, 1.0365357609989587]","[None, None]",,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/21_28 copy 6.jpg,17,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,89,89,89,372.6845012999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.67762259200026,372.6777096219994,372.67771831999926,372.6845012999984,372.6845012999984,373.68268045999866,373.68268045999866,376.6840359580019,376.6840359580019,376.6840359580019,376.6840359580019,376.6666643440003,None,0,None,376.66717066600177,376.66721671599953,None,376.6673327390017,376.67468217699934,None,376.6747790650006,376.6748046350003,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/10_28 copy 5.jpg,18,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,90,90,90,376.6840359580019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.6750623959997,376.6751378379995,376.6751463699984,376.6840359580019,376.6840359580019,377.68279204899954,377.68279204899954,380.68180745000063,380.68180745000063,380.68180745000063,380.68180745000063,380.6670631900015,None,0,None,380.6674780059984,380.66751649599973,None,380.66760966199945,380.67381279799883,None,380.6738968870013,380.67391804100043,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/blank.jpg,19,1,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,91,91,91,380.68180745000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.67413548900004,380.6742025169988,380.6742094069996,,,,,,,,,380.67583411599844,None,0,None,380.6760278840011,384.667344974001,lcommand,384.66759765900133,384.67306303700025,None,384.67314892300055,384.67317048100085,None,,,380.68180745000063,380.68180745000063,384.6834130399984,384.6834130399984,1.698505344997102,None,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/10_12 copy 7.jpg,20,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,92,92,92,384.6834130399984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.67339325899957,384.6734643939999,384.6734715530001,384.6834130399984,384.6834130399984,385.68285341700175,385.68285341700175,388.6820653319992,388.6820653319992,388.6820653319992,388.6820653319992,388.66616242500095,None,0,"['b', 'l', 'a', 'n', 'k', 'return']",388.6668846930006,388.6669340760018,None,388.6670479630011,388.6671127059999,None,388.6672261929998,388.6672621559992,None,"[1.057117336000374, 1.336879713999224, 1.4888724609991186, 1.6208349910011748, 1.8408323000003293, 2.1048393589990155]","[None, None, None, None, None, None]",,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/22_28 copy 6.jpg,21,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,93,93,93,388.6820653319992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.6676378939992,388.6677496379998,388.66776830600065,388.6820653319992,388.6820653319992,389.6826668520007,389.6826668520007,392.6843826830009,392.6843826830009,392.6843826830009,392.6843826830009,392.66636137000023,None,0,None,392.6668842020008,392.66693516500163,None,392.6670520629996,392.67469325300044,None,392.67478966400085,392.6748152830005,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/20_0 copy 3.jpg,22,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,94,94,94,392.6843826830009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.6750729609994,392.6751506319997,392.67515908100177,392.6843826830009,392.6843826830009,393.6819079779998,393.6819079779998,396.70475323999926,396.70475323999926,396.70475323999926,396.70475323999926,396.6874426059985,None,0,None,396.6877733170004,396.6877965909989,None,396.68785361100163,396.6935799890016,None,396.69368568999926,396.69370624600197,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/11_28 copy 6.jpg,23,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,95,95,95,396.70475323999926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.69391287300095,396.69404146599845,396.694047975001,396.70475323999926,396.70475323999926,397.6988125280004,397.6988125280004,400.7012372979989,400.7012372979989,400.7012372979989,400.7012372979989,400.68261314399933,None,0,None,400.6831104470002,400.6831659999989,None,400.68329078999886,400.6904282830001,None,400.69053416500174,400.69056013500085,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/pair06 copy 3.jpg,24,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,96,96,96,400.7012372979989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.69081877400095,400.69089825300034,400.69090647600024,400.7012372979989,400.7012372979989,401.69935011399866,401.69935011399866,404.70191357600197,404.70191357600197,404.70191357600197,404.70191357600197,404.68475177800065,None,0,"['up', 'lctrl']",404.68546693700046,404.68551349100017,None,404.6856453750006,404.6926555380014,None,404.6927569840009,404.6927827489999,None,"[1.8670538570004283, 1.8670538570004283]","[None, None]",,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/9_40 copy 3.jpg,25,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,97,97,97,404.70191357600197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.69304241899954,404.69312343600177,404.6931316129994,404.70191357600197,404.70191357600197,405.7043397359994,405.7043397359994,406.7708581959996,406.7708581959996,406.7708581959996,406.7708581959996,406.75397058900126,None,0,"['up', 'lctrl']",406.7543762509995,406.7544023779992,None,406.7544643190013,406.7598715669992,None,406.759962868,406.75998508799967,None,"[1.994340399000066, 1.994340399000066]","[None, None]",,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/19_12 copy 3.jpg,26,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,98,98,98,406.7708581959996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.76020961999893,406.7602818539999,406.760288968002,406.7708581959996,406.7708581959996,407.02665993100163,407.02665993100163,407.7256232079999,407.7256232079999,407.7256232079999,407.7256232079999,407.71329070900174,None,0,None,407.7135569540005,407.7135825330006,None,407.7136450290018,407.7192808330001,None,407.7193672829999,407.71938932899866,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/17_12 copy 3.jpg,27,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,99,99,99,407.7256232079999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.7196059400012,407.7196695540006,407.7196766240013,407.7256232079999,407.7256232079999,407.90598546600086,407.90598546600086,408.58037816399883,408.58037816399883,408.58037816399883,408.58037816399883,408.56770162500106,None,0,None,408.56792821699855,408.567949196,None,408.56800099999964,408.5730061610011,None,408.573152601999,408.57318535000013,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/pair02 copy.jpg,28,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,100,100,100,408.58037816399883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.5733684350016,408.5734213780015,408.5734270879984,408.58037816399883,408.58037816399883,408.76410025600126,408.76410025600126,410.048719147002,410.048719147002,410.048719147002,410.048719147002,410.0334823109988,None,0,None,410.0337781999988,410.03380504600136,None,410.03386960100033,410.04057371700037,None,410.04066683199926,410.0406893729996,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/23_0 copy.jpg,29,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,101,101,101,410.048719147002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.040915829999,410.0409892550015,410.0409961350015,410.048719147002,410.048719147002,411.0496838370018,411.0496838370018,414.05206040199846,414.05206040199846,414.05206040199846,414.05206040199846,414.0321326080011,None,0,None,414.0325619510004,414.03259846999936,None,414.03269933000047,414.0398338289997,None,414.0399375929992,414.03996323400133,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/15_40 copy 4.jpg,30,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,102,102,102,414.05206040199846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.0402519160016,414.0403385110003,414.0403479910019,414.05206040199846,414.05206040199846,415.047826258,415.047826258,418.0526219710009,418.0526219710009,418.0526219710009,418.0526219710009,418.03175440999985,None,0,None,418.0320346430017,418.0320607799986,None,418.0321255109993,418.03771135200077,None,418.03779774899886,418.03781990100106,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/blank.jpg,31,1,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,103,103,103,418.0526219710009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.03804393300015,418.0381135179996,418.03812077600014,,,,,,,,,418.0398152650014,None,0,None,418.0400113370015,422.03133313999933,None,422.0314519499989,422.03617472800033,None,422.036244289,422.03626183899905,None,,,418.0526219710009,418.0526219710009,422.0480682419984,422.0480682419984,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/20_12.jpg,32,0,1,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,104,104,104,422.0480682419984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.0364436410018,422.0364988809997,422.036504669999,422.0480682419984,422.0480682419984,423.05032251100056,423.05032251100056,426.05252802999894,426.05252802999894,426.05252802999894,426.05252802999894,426.0360077240002,None,0,None,426.0362930679985,426.03631953700096,None,426.03638290600065,426.0364454390001,None,426.0365511579985,426.0365786629991,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/20_28 copy.jpg,33,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,105,105,105,426.05252802999894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.036872298002,426.0369394369991,426.0369466990014,426.05252802999894,426.05252802999894,427.04883487199913,427.04883487199913,430.04817719399944,430.04817719399944,430.04817719399944,430.04817719399944,430.03147531799914,None,0,None,430.0317004770004,430.03172129499944,None,430.03177321399926,430.0362010179997,None,430.03626802299914,430.03628639900126,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/15_28 copy 6.jpg,34,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,106,106,106,430.04817719399944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.03646599700005,430.0365171919984,430.03652298700035,430.04817719399944,430.04817719399944,431.0483011670003,431.0483011670003,434.05315683400113,434.05315683400113,434.05315683400113,434.05315683400113,434.0348643569996,None,0,None,434.0353707059985,434.0354172119987,None,434.03553183999975,434.0429388010016,None,434.0430409110013,434.0430663110019,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/pair10 copy 4.jpg,35,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,107,107,107,434.05315683400113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.04332723100015,434.0434057120001,434.0434141859987,434.05315683400113,434.05315683400113,435.0546513340014,435.0546513340014,438.04748913599906,438.04748913599906,438.04748913599906,438.04748913599906,438.03069156999845,None,0,None,438.03096705699863,438.030992496002,None,438.03105627400146,438.0363894280017,None,438.03646830900107,438.0364888699987,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/16_40 copy 2.jpg,36,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,108,108,108,438.04748913599906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.03671526299877,438.03677545900064,438.03678237799977,438.04748913599906,438.04748913599906,439.04853237800125,439.04853237800125,442.0493413510012,442.0493413510012,442.0493413510012,442.0493413510012,442.0319931000013,None,0,None,442.0324829980018,442.0325284210012,None,442.03264284000034,442.0401692910018,None,442.04026654500194,442.04029262399854,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/pair07 copy 5.jpg,37,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,109,109,109,442.0493413510012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.04054978099884,442.0406251079985,442.0406336769993,442.0493413510012,442.0493413510012,443.0492907150001,443.0492907150001,446.04705530499996,446.04705530499996,446.04705530499996,446.04705530499996,446.0329131239996,None,0,None,446.0331808939991,446.03320552900186,None,446.033267138002,446.03863306399944,None,446.0387121640015,446.038733243,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
