current_image,trial_index,is_blank_trial,is_repeat,is_new_run,run_num,all_blanks_list,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,key_resp_6.started,text_6.started,practice_continue.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,polygon_3.started,all_keys_pressed_2.started,image_2.started,press_if_repeat_2.started,image_2.stopped,press_if_repeat_2.stopped,polygon_3.stopped,all_keys_pressed_2.stopped,practice_trial.stopped,press_if_repeat_2.keys,press_if_repeat_2.corr,all_keys_pressed_2.keys,all_keys_pressed_2.rt,all_keys_pressed_2.duration,testing_continue.started,key_resp_7.started,text_7.started,testing_continue.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips_and_correct_key.started,set_skips_and_correct_key.stopped,trial.started,polygon.started,all_keys_pressed.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,all_keys_pressed.stopped,trial.stopped,press_if_repeat.keys,press_if_repeat.corr,all_keys_pressed.keys,blank_trial.started,blank_trial.stopped,key_resp_3.keys,run_wait2_2.started,run_wait2_2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,all_keys_pressed.rt,all_keys_pressed.duration,key_resp_3.started,polygon_2.started,key_resp_3.stopped,polygon_2.stopped,key_resp_3.rt,key_resp_3.duration,key_resp_5.started,text_5.started,key_resp_5.rt,key_resp_5.duration,key_resp_4.started,text_4.started,key_resp_4.rt,key_resp_4.duration,press_if_repeat.rt,press_if_repeat.duration,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
images/15_0 copy 4.jpg,38,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,110,110,110,446.04705530499996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.0389472780007,446.03900926200004,446.03901622299963,446.04705530499996,446.04705530499996,447.04835624800035,447.04835624800035,450.0528594979987,450.0528594979987,450.0528594979987,450.0528594979987,450.03466313800163,None,0,None,450.03517068200017,450.0352172029998,None,450.0353325389988,450.0428136720002,None,450.0429095399995,450.04293550700095,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/pair16 copy 3.jpg,39,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,111,111,111,450.0528594979987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0431907179991,450.0432657849997,450.0432744050013,450.0528594979987,450.0528594979987,451.04837228999895,451.04837228999895,454.05061754599956,454.05061754599956,454.05061754599956,454.05061754599956,454.03280865600027,None,0,None,454.03331141599847,454.03335788700133,None,454.0334738749989,454.0408803600003,None,454.0409759760005,454.04100137299974,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/9_12 copy 4.jpg,40,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,112,112,112,454.05061754599956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.0412563690006,454.04133114100114,454.04133958799866,454.05061754599956,454.05061754599956,455.04879491700194,455.04879491700194,458.05258768099884,458.05258768099884,458.05258768099884,458.05258768099884,458.03540241500014,None,0,None,458.0359614109984,458.0360314339996,None,458.03618908499993,458.0438996849989,None,458.04399188499883,458.0440159179998,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/pair14.jpg,41,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,113,113,113,458.05258768099884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.04426494400104,458.0443481910006,458.04435657900103,458.05258768099884,458.05258768099884,459.0493364110007,459.0493364110007,462.04780475200096,462.04780475200096,462.04780475200096,462.04780475200096,462.0318770949998,None,0,None,462.03226938700027,462.03230525899926,None,462.0323933639993,462.03994096500173,None,462.0400357539984,462.0400611719997,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/blank.jpg,42,1,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,114,114,114,462.04780475200096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.0403135029992,462.04038816400134,462.04039663000003,,,,,,,,,462.04318467399935,None,0,None,462.0434562949995,466.0324044779991,None,466.032600999999,466.0400075789985,None,466.04011761199945,466.0401446100004,None,,,462.04780475200096,462.04780475200096,466.0502648750007,466.0502648750007,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/23_12.jpg,43,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,115,115,115,466.0502648750007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.0404082109999,466.0404881329996,466.0404966189999,466.0502648750007,466.0502648750007,467.0494534460013,467.0494534460013,470.04856679099976,470.04856679099976,470.04856679099976,470.04856679099976,470.0325985929994,None,0,None,470.0331082880002,470.0331574189986,None,470.0332758789991,470.0333417289985,None,470.0334565480007,470.03349230800086,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/21_40 copy 7.jpg,44,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,116,116,116,470.04856679099976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.0338607880003,470.0339723090001,470.0339848449985,470.04856679099976,470.04856679099976,471.049385145001,471.049385145001,474.0499317899994,474.0499317899994,474.0499317899994,474.0499317899994,474.0328348280018,None,0,None,474.0332291049999,474.0332665499991,None,474.0333588069989,474.0403935559989,None,474.0404947579991,474.04052084700015,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/19_0.jpg,45,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,117,117,117,474.0499317899994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.0407810709985,474.0408649739984,474.0408746110006,474.0499317899994,474.0499317899994,475.04870858600043,475.04870858600043,478.0501389659985,478.0501389659985,478.0501389659985,478.0501389659985,478.03290945700064,None,0,None,478.0334164420019,478.03346362999946,None,478.03357627100195,478.04071386299984,None,478.04080875900036,478.0408347390003,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/20_12 copy 5.jpg,46,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,118,118,118,478.0501389659985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.04109014200003,478.0411652139992,478.041173747999,478.0501389659985,478.0501389659985,479.0492553690019,479.0492553690019,482.0526810800002,482.0526810800002,482.0526810800002,482.0526810800002,482.03707754100105,None,0,None,482.0374113120015,482.0374416220002,None,482.03751766999994,482.0441899139987,None,482.04428897600155,482.04431531299997,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/pair02 copy 3.jpg,47,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,119,119,119,482.0526810800002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.0445770740007,482.04465627800164,482.0446648239995,482.0526810800002,482.0526810800002,483.04974232699897,483.04974232699897,486.05146026700095,486.05146026700095,486.05146026700095,486.05146026700095,486.0326249509999,None,0,None,486.03311131699957,486.03315697799917,None,486.03327112899933,486.0406897950015,None,486.0407891340001,486.04081538899845,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/6_28 copy 2.jpg,48,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,120,120,120,486.05146026700095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.0410828259992,486.04116140599945,486.0411699219985,486.05146026700095,486.05146026700095,487.0488969580001,487.0488969580001,490.04981263100126,490.04981263100126,490.04981263100126,490.04981263100126,490.0320941229984,None,0,None,490.0325969959995,490.03264258000127,None,490.0327583850012,490.0400832790001,None,490.04017866199865,490.0402042720016,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/19_12 copy 5.jpg,49,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,121,121,121,490.04981263100126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.04046097000173,490.0405372460009,490.04054598600123,490.04981263100126,490.04981263100126,491.05074605900154,491.05074605900154,494.05040976999953,494.05040976999953,494.05040976999953,494.05040976999953,494.0325419920009,None,0,None,494.03304324000055,494.03309010500016,None,494.0332042150003,494.0405981779986,None,494.0406934780003,494.04071884899895,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/17_0 copy 3.jpg,50,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,122,122,122,494.05040976999953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.0409772620005,494.04105242600053,494.0410608130005,494.05040976999953,494.05040976999953,495.0484840300014,495.0484840300014,498.06482156100174,498.06482156100174,498.06482156100174,498.06482156100174,498.0491459629993,None,0,None,498.04965969299883,498.0497044250005,None,498.04981733599925,498.0570693760019,None,498.05716163300167,498.05718631499985,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/13_0 copy.jpg,51,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,123,123,123,498.06482156100174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.05743159199847,498.05750760700175,498.0575158140018,498.06482156100174,498.06482156100174,499.066585908,499.066585908,502.06868324099923,502.06868324099923,502.06868324099923,502.06868324099923,502.04922766099844,None,0,None,502.0497405339993,502.0497874850007,None,502.0499026200014,502.0576007999989,None,502.0576953009986,502.05772126100055,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/23_40 copy 4.jpg,52,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,124,124,124,502.06868324099923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.05797978199917,502.05805426699953,502.0580629799988,502.06868324099923,502.06868324099923,503.0665179550015,503.0665179550015,506.0695047320005,506.0695047320005,506.0695047320005,506.0695047320005,506.04878588000065,None,0,None,506.04926207099925,506.0493079359985,None,506.04942185899927,506.0565285759985,None,506.05662154699894,506.0566469000005,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/pair08 copy 6.jpg,53,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,125,125,125,506.0695047320005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.0568953680013,506.0569688430005,506.0569772460003,506.0695047320005,506.0695047320005,507.06777388699993,507.06777388699993,510.06578066600196,510.06578066600196,510.06578066600196,510.06578066600196,510.048908691002,None,0,None,510.0493921820016,510.04943694300164,None,510.04955164900093,510.05699003500195,None,510.0570866039998,510.0571121190005,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/21_0 copy 5.jpg,54,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,126,126,126,510.06578066600196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.05737384999884,510.0574602500019,510.057468807001,510.06578066600196,510.06578066600196,511.0661880389998,511.0661880389998,514.069770787999,514.069770787999,514.069770787999,514.069770787999,514.0497145100016,None,0,None,514.0502211620005,514.0502666489992,None,514.0503807589994,514.0581712079984,None,514.0582698990002,514.0582963429988,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/pair05 copy 5.jpg,55,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,127,127,127,514.069770787999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.0585615589989,514.0586391799989,514.0586477329998,514.069770787999,514.069770787999,515.0676729070001,515.0676729070001,518.0671403119995,518.0671403119995,518.0671403119995,518.0671403119995,518.0504856430016,None,0,None,518.0509818530008,518.0510280740018,None,518.0511423780008,518.0582860020004,None,518.0583840100007,518.0584099810003,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/blank.jpg,56,1,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,128,128,128,518.0671403119995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.0586651150006,518.0587431650019,518.0587514450017,,,,,,,,,518.0610711590016,None,0,None,518.0613098799986,522.0499558299998,None,522.0501928500016,522.0580871480015,None,522.0581851329989,522.0582097769984,None,,,518.0671403119995,518.0671403119995,522.0691292299998,522.0691292299998,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/23_28.jpg,57,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,129,129,129,522.0691292299998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.0584651329991,522.058544331001,522.0585526639989,522.0691292299998,522.0691292299998,523.065076791001,523.065076791001,526.0661549950019,526.0661549950019,526.0661549950019,526.0661549950019,526.0496461510011,None,0,None,526.050154564,526.050202587001,None,526.0503184789995,526.0503843760016,None,526.05049908,526.0505349990017,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/7_40 copy 6.jpg,58,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,130,130,130,526.0661549950019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.0509086980019,526.0510192260008,526.051031731,526.0661549950019,526.0661549950019,527.0664654210013,527.0664654210013,530.0680749050007,530.0680749050007,530.0680749050007,530.0680749050007,530.0493863349984,None,0,None,530.0498503330018,530.049895447999,None,530.0500093129995,530.0571616009984,None,530.0572591710006,530.0572842459987,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/pair17 copy.jpg,59,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,131,131,131,530.0680749050007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.0575373120009,530.0576166930005,530.057624852001,530.0680749050007,530.0680749050007,531.0651864399988,531.0651864399988,534.0685084079996,534.0685084079996,534.0685084079996,534.0685084079996,534.0498736599984,None,0,None,534.0503523560001,534.0503973179984,None,534.0505098739995,534.0578088949987,None,534.0579064189988,534.0579317160009,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/10_0 copy 5.jpg,60,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,132,132,132,534.0685084079996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.0581889669993,534.0582667330018,534.0582751530019,534.0685084079996,534.0685084079996,535.0663652600015,535.0663652600015,538.0657855829995,538.0657855829995,538.0657855829995,538.0657855829995,538.0496769439997,None,0,None,538.0501528620007,538.0501970820005,None,538.050309459999,538.0575314589987,None,538.0576342489985,538.0576606909999,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/23_28 copy 3.jpg,61,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,133,133,133,538.0657855829995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.0579256720011,538.0580079110005,538.0580163240011,538.0657855829995,538.0657855829995,539.0661673510003,539.0661673510003,542.0692168329988,542.0692168329988,542.0692168329988,542.0692168329988,542.0504292400001,None,0,None,542.0509030389985,542.0509467180018,None,542.0510582620009,542.0584017420006,None,542.0585029540016,542.0585288459988,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/pair10 copy 2.jpg,62,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,134,134,134,542.0692168329988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.058787422,542.0588689260003,542.0588774470016,542.0692168329988,542.0692168329988,543.0664844409985,543.0664844409985,546.0657385880004,546.0657385880004,546.0657385880004,546.0657385880004,546.049334968,None,0,None,546.0497231090012,546.0497583399992,None,546.0498479650014,546.056603301,None,546.0567001620002,546.0567253609988,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/16_12 copy.jpg,63,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,135,135,135,546.0657385880004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.0569742529988,546.0570512999984,546.0570631109986,546.0657385880004,546.0657385880004,547.065026807999,547.065026807999,550.0683478700012,550.0683478700012,550.0683478700012,550.0683478700012,550.0493395429985,None,0,None,550.0498393950002,550.0498848499992,None,550.0499982270012,550.0574819819994,None,550.0575846470019,550.0576110280017,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/pair02 copy 2.jpg,64,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,136,136,136,550.0683478700012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.057871093999,550.0579527750015,550.0579610390014,550.0683478700012,550.0683478700012,551.0664229270005,551.0664229270005,554.0728440160019,554.0728440160019,554.0728440160019,554.0728440160019,554.0564637280004,None,0,None,554.0568616070013,554.0568985399987,None,554.0570090090005,554.0634410269995,None,554.0635226539998,554.0635446980014,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/18_12 copy 4.jpg,65,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,137,137,137,554.0728440160019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.063759263001,554.0638222170019,554.0638292479998,554.0728440160019,554.0728440160019,555.0702720129993,555.0702720129993,558.0850849099988,558.0850849099988,558.0850849099988,558.0850849099988,558.0662030790008,None,0,None,558.0667085409987,558.0667551320003,None,558.0668703219999,558.0743004489996,None,558.0743965010006,558.0744218860018,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/18_40 copy 2.jpg,66,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,138,138,138,558.0850849099988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.074678994999,558.0747536669987,558.0747622669987,558.0850849099988,558.0850849099988,559.082583495001,559.082583495001,562.0865361889992,562.0865361889992,562.0865361889992,562.0865361889992,562.0660638100017,None,0,"['backspace', 'b', 'l']",562.066818678999,562.0668668520011,None,562.066994285,562.0744020230013,None,562.0745004009987,562.0745265049991,None,"[2.9913493640015076, 3.2312190900011046, 3.7952084970020223]","[None, None, None]",,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/pair14 copy 7.jpg,67,0,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,139,139,139,562.0865361889992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.0748103949991,562.0748861510001,562.0748943879989,562.0865361889992,562.0865361889992,563.0826471200016,563.0826471200016,566.0811363430003,566.0811363430003,566.0811363430003,566.0811363430003,566.065019493999,None,0,"['a', 'n', 'k', 'lshift', 'minus', 't', 'r', 'i', 'a', 'l', 'lshift', 'minus', 't', 'e', 's', 't', 'i', 'n', 'g', 'lshift', 'minus', 'k', 'e']",566.0655396719994,566.0655711229992,None,566.0656460989994,566.0722492679997,None,566.0723520799984,566.0723779159998,None,"[0.0018530029992689379, 0.11775168699750793, 0.333730704998743, 0.44181285800004844, 0.6137896779982839, 0.9137869139995018, 0.9298288309983036, 1.141815343999042, 1.369855352997547, 1.5097778880008264, 1.7017169360005937, 1.801928188000602, 2.0657337449993065, 2.2899174739977752, 2.537948086999677, 2.725770051998552, 2.841814527997485, 3.0257807099987986, 3.097778436000226, 3.321781968999858, 3.4058112729981076, 3.693765366999287, 3.865736174000631]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/blank.jpg,68,1,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,140,140,140,566.0811363430003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.0726352199999,566.0727330539994,566.0727416029986,,,,,,,,,566.0750769900005,None,0,None,566.0753085120014,570.0663774409986,s,570.0667852689985,570.0744214340011,None,570.0745180490012,570.0745435390018,None,,,566.0811363430003,566.0811363430003,570.082856473,570.082856473,0.1991662090003956,None,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/blank.jpg,69,1,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,141,141,141,570.082856473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.0748010399984,570.074880655,570.0748891149997,,,,,,,,,570.0770577430012,None,0,None,570.0774110599996,574.0668148260011,None,574.0670257589991,574.0670949060004,None,574.0672210310004,574.0672569480012,None,,,570.082856473,570.082856473,574.0822832320009,574.0822832320009,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/blank.jpg,70,1,0,0,1,"[9, 19, 31, 42, 56, 68, 69, 70, 71]",,,,,0,142,142,142,574.0822832320009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.0676400759985,574.0677570090011,574.0677696160019,,,,,,,,,574.0707883989999,None,0,None,574.0712734879999,578.0549958830015,None,578.0551418050018,578.0551842239984,None,578.0552564860009,578.0552781260012,None,,,574.0822832320009,574.0822832320009,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
,,,,,,,,,,,,,,,578.0651022720012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.055501109,578.0555684829997,578.0555755400019,,,,,,,,,578.0572853250014,None,0,None,578.0574786750003,582.0522228859991,None,582.0524367620019,640.4666906249986,lcommand,640.4670989410006,,,,,578.0651022720012,578.0651022720012,582.0655577120015,582.0655577120015,,,582.0655577120015,582.0655577120015,58.38670588899913,None,640.4816833959994,640.4816833959994,,,,,,,,,,,,,,
