current_image,is_repeat,trial_index,is_blank_trial,is_new_run,run_num,all_blanks_list,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips_and_correct_key.started,set_skips_and_correct_key.stopped,trial.started,polygon.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,trial.stopped,press_if_repeat.keys,press_if_repeat.corr,blank_trial.started,blank_trial.stopped,key_resp_3.keys,run_wait2.started,run_wait2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,press_if_repeat.rt,press_if_repeat.duration,key_resp_3.started,polygon_2.started,key_resp_3.stopped,polygon_2.stopped,key_resp_3.rt,key_resp_3.duration,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
images/11_0 copy 2.jpg,0,36,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,36,36,36,71.00210799100023,,,,,,,,,,,70.99658266900042,70.99663825199968,70.99664400300026,71.00210799100023,71.18740008199893,71.18740008199893,71.83511314399948,71.83511314399948,71.83511314399948,71.82369672499954,None,0,71.82388164099939,71.82393504399988,None,71.82401262199892,71.82891595500041,None,71.82898673199998,71.8290046940001,None,,,,,,,,,5,001,0,,2024-04-11_15h23.06.310,replicate_nsd,2023.2.3,59.90438529221281,2024-04-11 15h23.18.007027 -0400,
images/17_40 copy 4.jpg,0,37,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,37,37,37,71.83511314399948,,,,,,,,,,,71.82920054100032,71.82927274599933,71.82927893699889,71.83511314399948,72.01901931099928,72.01901931099928,72.6627741859993,72.6627741859993,72.6627741859993,72.65101790799963,None,0,72.65121147399987,72.65123643200059,None,72.65130276899981,72.65685569800007,None,72.65693513099905,72.65695653799958,None,,,,,,,,,5,001,0,,2024-04-11_15h23.06.310,replicate_nsd,2023.2.3,59.90438529221281,2024-04-11 15h23.18.007027 -0400,
images/23_28 copy 2.jpg,0,38,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,38,38,38,72.6627741859993,,,,,,,,,,,72.6571751399988,72.65723445599906,72.65724129499904,72.6627741859993,72.84710468999947,72.84710468999947,73.49018836399955,73.49018836399955,73.49018836399955,73.47859093499937,None,0,73.47879673599891,73.47882251199917,None,73.47888961299941,73.48437773399928,None,73.48445449899918,73.48447478699927,None,,,,,,,,,5,001,0,,2024-04-11_15h23.06.310,replicate_nsd,2023.2.3,59.90438529221281,2024-04-11 15h23.18.007027 -0400,
images/blank.jpg,0,39,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,39,39,39,73.49018836399955,,,,,,,,,,,73.48468667599991,73.4847440020003,73.48475052200047,,,,,,,73.48618365000038,None,0,73.4863182049994,74.22437704299955,None,74.22447200100032,74.22929485799978,None,74.22936814499917,74.229386858,None,,,73.49018836399955,73.49018836399955,74.2356596589998,74.2356596589998,,,5,001,0,,2024-04-11_15h23.06.310,replicate_nsd,2023.2.3,59.90438529221281,2024-04-11 15h23.18.007027 -0400,
images/15_28 copy.jpg,0,40,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,40,40,40,74.2356596589998,,,,,,,,,,,74.22958321499937,74.22963902099946,74.22964493899963,74.2356596589998,74.41908545499973,74.41908545499973,75.05794522999895,75.05794522999895,75.05794522999895,75.05128845099898,None,0,75.051487626999,75.05151091900007,None,75.05157206600052,75.05160459699982,None,75.05166238499987,75.05167991099916,None,,,,,,,,,5,001,0,,2024-04-11_15h23.06.310,replicate_nsd,2023.2.3,59.90438529221281,2024-04-11 15h23.18.007027 -0400,
images/6_0 copy 5.jpg,0,41,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,41,41,41,75.05794522999895,,,,,,,,,,,75.0518718709991,75.05192336899927,75.05192939199878,75.05794522999895,75.24129782300042,75.24129782300042,75.88624723700013,75.88624723700013,75.88624723700013,75.87452876399948,None,0,75.87472590499965,75.87475101699965,None,75.8748181230003,75.88030482300019,None,75.88038523399882,75.88040685899978,None,,,,,,,,,5,001,0,,2024-04-11_15h23.06.310,replicate_nsd,2023.2.3,59.90438529221281,2024-04-11 15h23.18.007027 -0400,
images/20_12 copy.jpg,0,42,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,42,42,42,75.88624723700013,,,,,,,,,,,75.88062949099913,75.880689824,75.88069703399924,75.88624723700013,76.07075162699948,76.07075162699948,76.71315926599891,76.71315926599891,76.71315926599891,76.70200803300031,None,0,76.70219429999997,76.70221774099991,None,76.70227902799888,76.70731993799927,None,76.70739605199924,76.70741627499956,None,,,,,,,,,5,001,0,,2024-04-11_15h23.06.310,replicate_nsd,2023.2.3,59.90438529221281,2024-04-11 15h23.18.007027 -0400,
images/6_28 copy 4.jpg,0,43,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,43,43,43,76.71315926599891,,,,,,,,,,,76.70762727299916,76.70768372499879,76.70769024699985,76.71315926599891,76.9015690060005,76.9015690060005,77.54317067599914,77.54317067599914,77.54317067599914,77.53183539900056,None,0,77.53201436500058,77.53203696399942,None,77.5320967560001,77.53730519300007,None,77.53738020600031,77.53739942900029,None,,,,,,,,,5,001,0,,2024-04-11_15h23.06.310,replicate_nsd,2023.2.3,59.90438529221281,2024-04-11 15h23.18.007027 -0400,
images/5_12 copy 5.jpg,0,44,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,44,44,44,77.54317067599914,,,,,,,,,,,77.53760244399928,77.53765739099981,77.53766355500011,77.54317067599914,77.72529323999879,77.72529323999879,78.372309209999,78.372309209999,78.372309209999,78.36046203299884,None,0,78.36062976599897,78.36065087799943,None,78.36070562799978,78.36574261100031,None,78.36581797899998,78.36583715899906,None,,,,,,,,,5,001,0,,2024-04-11_15h23.06.310,replicate_nsd,2023.2.3,59.90438529221281,2024-04-11 15h23.18.007027 -0400,
images/20_0 copy 5.jpg,0,45,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,45,45,45,78.372309209999,,,,,,,,,,,78.3660363580002,78.36609176899947,78.3660979060005,78.372309209999,78.55571264199898,78.55571264199898,79.19591239299916,79.19591239299916,79.19591239299916,79.18535186199915,None,0,79.18551929000023,79.1855405819988,None,79.18559499399998,79.19014195099953,None,79.19021189399973,79.19023058200037,None,,,,,,,,,5,001,0,,2024-04-11_15h23.06.310,replicate_nsd,2023.2.3,59.90438529221281,2024-04-11 15h23.18.007027 -0400,
images/22_40 copy 4.jpg,0,46,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,46,46,46,79.19591239299916,,,,,,,,,,,79.19044287199904,79.19049465599892,79.19050054699983,79.19591239299916,79.38246655500006,79.38246655500006,80.03046663500027,80.03046663500027,80.03046663500027,80.01787943999989,None,0,80.01808313899892,80.01810937099981,None,80.01817831900007,80.02382188899901,None,80.02390629799993,80.02392843300004,None,,,,,,,,,5,001,0,,2024-04-11_15h23.06.310,replicate_nsd,2023.2.3,59.90438529221281,2024-04-11 15h23.18.007027 -0400,
images/9_28 copy 6.jpg,0,47,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,47,47,47,80.03046663500027,,,,,,,,,,,80.02415738699892,80.02421939499982,80.02422643099999,80.03046663500027,80.21510127900001,80.21510127900001,80.86038917000042,80.86038917000042,80.86038917000042,80.84875334499884,None,0,80.84894729299958,80.84897148399978,None,80.84903640599987,80.85437119299968,None,80.85444970199933,80.85447032400043,None,,,,,,,,,5,001,0,,2024-04-11_15h23.06.310,replicate_nsd,2023.2.3,59.90438529221281,2024-04-11 15h23.18.007027 -0400,
images/14_28 copy 7.jpg,0,48,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,48,48,48,80.86038917000042,,,,,,,,,,,80.85468482400029,80.85474243200042,80.85474894300023,80.86038917000042,81.04360443199948,81.04360443199948,81.68826916499893,81.68826916499893,81.68826916499893,81.67572238499997,None,0,81.67593299799955,81.67595952500051,None,81.6760305150001,81.68211181200058,None,81.6821976629999,81.68222035600047,None,,,,,,,,,5,001,0,,2024-04-11_15h23.06.310,replicate_nsd,2023.2.3,59.90438529221281,2024-04-11 15h23.18.007027 -0400,
images/blank.jpg,0,49,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,49,49,49,81.68826916499893,,,,,,,,,,,81.68245882100018,81.68252267099888,81.68253004500002,,,,,,,81.68421967299946,None,0,81.68437097599963,82.4238197149989,None,82.42392583699984,82.42934563800009,None,82.42942657300046,82.42944729400006,None,,,81.68826916499893,81.68826916499893,82.43525835999935,82.43525835999935,,,5,001,0,,2024-04-11_15h23.06.310,replicate_nsd,2023.2.3,59.90438529221281,2024-04-11 15h23.18.007027 -0400,
images/17_28 copy 3.jpg,0,50,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,50,50,50,82.43525835999935,,,,,,,,,,,82.4296652640005,82.42972688999907,82.4297335529991,82.43525835999935,82.61927816599928,82.61927816599928,83.25913088999914,83.25913088999914,83.25913088999914,83.25282295800025,None,0,83.25302009400002,83.25304654399952,None,83.2531142429998,83.25315103399953,None,83.25321389599958,83.25323386399941,None,,,,,,,,,5,001,0,,2024-04-11_15h23.06.310,replicate_nsd,2023.2.3,59.90438529221281,2024-04-11 15h23.18.007027 -0400,
images/18_40 copy 7.jpg,0,51,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,51,51,51,83.25913088999914,,,,,,,,,,,83.25344687799952,83.253503078,83.25350967799932,83.25913088999914,83.44243600399932,83.44243600399932,84.08887496100033,84.08887496100033,84.08887496100033,84.0771925529989,None,0,84.07740896699943,84.07743504700011,None,84.07750367699919,84.08316135399946,None,84.08324299100059,84.08326436300013,None,,,,,,,,,5,001,0,,2024-04-11_15h23.06.310,replicate_nsd,2023.2.3,59.90438529221281,2024-04-11 15h23.18.007027 -0400,
images/8_12 copy 6.jpg,0,52,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,52,52,52,84.08887496100033,,,,,,,,,,,84.08348566099994,84.0835462269988,84.08355313500033,84.08887496100033,84.27319520099991,84.27319520099991,84.91927439499887,84.91927439499887,84.91927439499887,84.90543864000028,None,0,84.90562971500003,84.90565403499932,None,84.90571889899911,84.9110567079988,None,84.91113611999936,84.91115680099938,None,,,,,,,,,5,001,0,,2024-04-11_15h23.06.310,replicate_nsd,2023.2.3,59.90438529221281,2024-04-11 15h23.18.007027 -0400,
images/pair10.jpg,0,53,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,53,53,53,84.91927439499887,,,,,,,,,,,84.91138597099962,84.91144381599952,84.91145037299975,84.91927439499887,85.10410118399886,85.10410118399886,85.74637761299891,85.74637761299891,85.74637761299891,85.73468648599919,None,0,85.73486570400019,85.73488870799883,None,85.73494835900055,85.74009948399907,None,85.74017423799887,85.74019379499987,None,,,,,,,,,5,001,0,,2024-04-11_15h23.06.310,replicate_nsd,2023.2.3,59.90438529221281,2024-04-11 15h23.18.007027 -0400,
images/13_12 copy 4.jpg,0,54,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,54,54,54,85.74637761299891,,,,,,,,,,,85.74039844700019,85.7404532849996,85.74045938800009,85.74637761299891,85.93072293299883,85.93072293299883,86.57577943099932,86.57577943099932,86.57577943099932,86.56365846100016,None,0,86.56384950999927,86.56387342000016,None,86.56393837799988,86.5692460549999,None,86.56932355000026,86.5693438950002,None,,,,,,,,,5,001,0,,2024-04-11_15h23.06.310,replicate_nsd,2023.2.3,59.90438529221281,2024-04-11 15h23.18.007027 -0400,
images/5_28 copy 3.jpg,0,55,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,55,55,55,86.57577943099932,,,,,,,,,,,86.56955802799894,86.56961542299905,86.5696220209993,86.57577943099932,86.75832927100055,86.75832927100055,87.40547614899879,87.40547614899879,87.40547614899879,87.39378684999974,None,0,87.39395267600048,87.3939732660001,None,87.39402857300047,87.39900381900043,None,87.39906949899887,87.39908667199961,None,,,,,,,,,5,001,0,,2024-04-11_15h23.06.310,replicate_nsd,2023.2.3,59.90438529221281,2024-04-11 15h23.18.007027 -0400,
images/pair13.jpg,0,56,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,56,56,56,87.40547614899879,,,,,,,,,,,87.39926389500033,87.39931269899898,87.39931820499987,87.40547614899879,87.58926981500008,87.58926981500008,88.76656900799935,88.76656900799935,88.76656900799935,88.74977456600027,None,0,88.74995765600033,88.74998146500002,None,88.7500413609996,88.75518182700034,None,88.7552567290004,88.75527693000004,None,,,,,,,,,5,001,0,,2024-04-11_15h23.06.310,replicate_nsd,2023.2.3,59.90438529221281,2024-04-11 15h23.18.007027 -0400,
,,,,,,,,,,,88.76656900799935,,,,,,,,,,,88.75548290900042,88.75553871900047,88.75554501199986,88.76656900799935,89.76520186699963,89.76520186699963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
