current_image,trial_index,is_blank_trial,is_repeat,is_new_run,run_num,all_blanks_list,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,key_resp_6.started,text_6.started,practice_continue.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,set_skips_and_correct_key_2.started,set_skips_and_correct_key_2.stopped,practice_trial.started,polygon_3.started,all_keys_pressed_2.started,image_2.started,press_if_repeat_2.started,image_2.stopped,press_if_repeat_2.stopped,polygon_3.stopped,all_keys_pressed_2.stopped,practice_trial.stopped,press_if_repeat_2.keys,press_if_repeat_2.corr,all_keys_pressed_2.keys,all_keys_pressed_2.rt,all_keys_pressed_2.duration,blank_trial_2.started,blank_trial_2.stopped,press_if_repeat_2.rt,press_if_repeat_2.duration,polygon_4.started,polygon_4.stopped,testing_continue.started,key_resp_7.started,text_7.started,testing_continue.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips_and_correct_key.started,set_skips_and_correct_key.stopped,trial.started,polygon.started,all_keys_pressed.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,all_keys_pressed.stopped,trial.stopped,press_if_repeat.keys,press_if_repeat.corr,press_if_repeat.rt,press_if_repeat.duration,all_keys_pressed.keys,blank_trial.started,blank_trial.stopped,blank_trial_testing_keys.keys,run_wait2_2.started,run_wait2_2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,blank_trial_testing_keys.started,polygon_2.started,blank_trial_testing_keys.stopped,polygon_2.stopped,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
images/pair02.jpg,7,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,7,7,7,115.42734425800018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.41512273600006,115.41519750700013,115.41520606500012,115.42734425800018,115.42734425800018,116.42208554400008,116.42208554400008,119.42620492600008,119.42620492600008,119.42620492600008,119.42620492600008,119.40567073400007,None,0,,,None,119.40616769600001,119.40621191200012,None,119.40704116799998,119.41524472900005,None,119.41534179300015,119.41536805999999,None,,,,,5,001,0,,2024-04-12_12h33.41.310,replicate_nsd,2023.2.3,59.96133417353761,2024-04-12 12h33.54.835955 -0400,
images/8_0 copy 4.jpg,8,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,8,8,8,119.42620492600008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.41563137399999,119.41570647200001,119.41571510900008,119.42620492600008,119.42620492600008,120.42179884100005,120.42179884100005,123.42243698900006,123.42243698900006,123.42243698900006,123.42243698900006,123.40538339500017,None,0,,,None,123.40595354300012,123.40602226600004,None,123.406123794,123.41413192100003,None,123.41422805599996,123.41425432699998,None,,,,,5,001,0,,2024-04-12_12h33.41.310,replicate_nsd,2023.2.3,59.96133417353761,2024-04-12 12h33.54.835955 -0400,
images/blank.jpg,9,1,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,9,9,9,123.42243698900006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.41451402400003,123.41458724000017,123.41459580600008,,,,,,,,,123.41668749500013,None,0,,,None,123.4170490250001,127.40559994199998,None,127.40581565900015,127.41470263500014,None,127.41480518900016,127.41483267900003,None,123.42243698900006,123.42243698900006,127.42582531100015,127.42582531100015,5,001,0,,2024-04-12_12h33.41.310,replicate_nsd,2023.2.3,59.96133417353761,2024-04-12 12h33.54.835955 -0400,
images/21_28.jpg,10,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,10,10,10,127.42582531100015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.41510626000013,127.41519040800017,127.41519914300011,127.42582531100015,127.42582531100015,128.42216972300002,128.42216972300002,131.422025158,131.422025158,131.422025158,131.422025158,131.4051965420001,None,0,,,None,131.40570561200002,131.40575077800008,None,131.40586894400008,131.40593565300014,None,131.40605494400006,131.40609188200006,None,,,,,5,001,0,,2024-04-12_12h33.41.310,replicate_nsd,2023.2.3,59.96133417353761,2024-04-12 12h33.54.835955 -0400,
images/13_0 copy 5.jpg,11,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,11,11,11,131.422025158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.40647629500018,131.40658417400005,131.406597423,131.422025158,131.422025158,132.42212862400015,132.42212862400015,135.42536327400012,135.42536327400012,135.42536327400012,135.42536327400012,135.40548085399996,None,0,,,None,135.40596645000005,135.40601111600017,None,135.4061233540001,135.41374382799995,None,135.41383924399997,135.41386453200016,None,,,,,5,001,0,,2024-04-12_12h33.41.310,replicate_nsd,2023.2.3,59.96133417353761,2024-04-12 12h33.54.835955 -0400,
images/15_0 copy 7.jpg,12,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,12,12,12,135.42536327400012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.41412335500013,135.41419471500012,135.41420320600014,135.42536327400012,135.42536327400012,136.4219257100001,136.4219257100001,139.42470285800005,139.42470285800005,139.42470285800005,139.42470285800005,139.4055900620001,None,0,,,None,139.40609874400002,139.40614325700017,None,139.40625668500002,139.41376264100018,None,139.41385991900006,139.41388622399995,None,,,,,5,001,0,,2024-04-12_12h33.41.310,replicate_nsd,2023.2.3,59.96133417353761,2024-04-12 12h33.54.835955 -0400,
images/20_40.jpg,13,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,13,13,13,139.42470285800005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.41414953800017,139.41422234200013,139.41423062800004,139.42470285800005,139.42470285800005,140.42179835399998,140.42179835399998,143.42385556299996,143.42385556299996,143.42385556299996,143.42385556299996,143.405367824,None,0,,,None,143.405883379,143.40592789900006,None,143.40604410000014,143.41355287400006,None,143.41365371100005,143.41368029700016,None,,,,,5,001,0,,2024-04-12_12h33.41.310,replicate_nsd,2023.2.3,59.96133417353761,2024-04-12 12h33.54.835955 -0400,
images/14_40 copy 4.jpg,14,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,14,14,14,143.42385556299996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.41395085800013,143.41402654000012,143.41403526500017,143.42385556299996,143.42385556299996,144.42180633700013,144.42180633700013,147.42458729700002,147.42458729700002,147.42458729700002,147.42458729700002,147.40531933500006,None,0,,,None,147.4058322400001,147.40587579099997,None,147.40599029400005,147.41343682599995,None,147.413533444,147.413559374,None,,,,,5,001,0,,2024-04-12_12h33.41.310,replicate_nsd,2023.2.3,59.96133417353761,2024-04-12 12h33.54.835955 -0400,
images/20_28.jpg,15,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,15,15,15,147.42458729700002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.41382180200003,147.41389558800006,147.41390434100003,147.42458729700002,147.42458729700002,148.42165384100008,148.42165384100008,151.420783992,151.420783992,151.420783992,151.420783992,151.40452325299998,None,0,,,None,151.404838809,151.40486712899997,None,151.40494296300017,151.411264415,None,151.4113544280001,151.41137875100003,None,,,,,5,001,0,,2024-04-12_12h33.41.310,replicate_nsd,2023.2.3,59.96133417353761,2024-04-12 12h33.54.835955 -0400,
images/pair08.jpg,16,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,16,16,16,151.420783992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.41162196300002,151.411690314,151.411698484,151.420783992,151.420783992,152.42177886500008,152.42177886500008,155.42434057800006,155.42434057800006,155.42434057800006,155.42434057800006,155.40533688799997,None,0,,,None,155.40584992000004,155.40589440400004,None,155.40600967499995,155.41354638999996,None,155.41366244799997,155.41368841000008,None,,,,,5,001,0,,2024-04-12_12h33.41.310,replicate_nsd,2023.2.3,59.96133417353761,2024-04-12 12h33.54.835955 -0400,
images/24_40 copy 4.jpg,17,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,17,17,17,155.42434057800006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.41395272600016,155.41402625399996,155.41403482400005,155.42434057800006,155.42434057800006,156.4218767750001,156.4218767750001,159.424729801,159.424729801,159.424729801,159.424729801,159.4054636180001,None,0,,,None,159.406100724,159.4061639680001,None,159.40630334399998,159.41375325400008,None,159.41385144200012,159.41387809399998,None,,,,,5,001,0,,2024-04-12_12h33.41.310,replicate_nsd,2023.2.3,59.96133417353761,2024-04-12 12h33.54.835955 -0400,
images/12_28 copy 6.jpg,18,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,18,18,18,159.424729801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.4141437820001,159.41422267100006,159.41423143300017,159.424729801,159.424729801,160.42170348700006,160.42170348700006,163.42268747100002,163.42268747100002,163.42268747100002,163.42268747100002,163.40559848500016,None,0,,,None,163.40614356200012,163.40618795499995,None,163.40630364499998,163.41399887600005,None,163.41409644300006,163.4141224330001,None,,,,,5,001,0,,2024-04-12_12h33.41.310,replicate_nsd,2023.2.3,59.96133417353761,2024-04-12 12h33.54.835955 -0400,
images/blank.jpg,19,1,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,19,19,19,163.42268747100002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.41438472100003,163.41445856400014,163.41446719700002,,,,,,,,,163.41657209599998,None,0,,,None,163.41693424200002,167.40553085700003,None,167.40574549200005,167.4133820720001,None,167.41348443100014,167.41351128300016,None,163.42268747100002,163.42268747100002,167.42505959100004,167.42505959100004,5,001,0,,2024-04-12_12h33.41.310,replicate_nsd,2023.2.3,59.96133417353761,2024-04-12 12h33.54.835955 -0400,
images/6_12 copy 5.jpg,20,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,20,20,20,167.42505959100004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.41378573300017,167.41386934900015,167.41387815100006,167.42505959100004,167.42505959100004,168.42180144300005,168.42180144300005,171.42182713300008,171.42182713300008,171.42182713300008,171.42182713300008,171.40474880800002,None,0,,,None,171.40513804300008,171.405173482,None,171.4052632370001,171.40531632300008,None,171.40540718900002,171.40543675799995,None,,,,,5,001,0,,2024-04-12_12h33.41.310,replicate_nsd,2023.2.3,59.96133417353761,2024-04-12 12h33.54.835955 -0400,
images/23_0 copy.jpg,21,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,21,21,21,171.42182713300008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.40573598600008,171.40581884300013,171.4058289300001,171.42182713300008,171.42182713300008,172.42179430200008,172.42179430200008,175.42594088500005,175.42594088500005,175.42594088500005,175.42594088500005,175.40530950800007,None,0,,,None,175.40579775900005,175.40584101900004,None,175.40595441899995,175.4134821770001,None,175.41357906500002,175.41360440800008,None,,,,,5,001,0,,2024-04-12_12h33.41.310,replicate_nsd,2023.2.3,59.96133417353761,2024-04-12 12h33.54.835955 -0400,
images/5_40 copy.jpg,22,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,22,22,22,175.42594088500005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.41386365400012,175.41393673400012,175.41394521000007,175.42594088500005,175.42594088500005,176.42203688300015,176.42203688300015,179.42521673600004,179.42521673600004,179.42521673600004,179.42521673600004,179.40502039800003,None,0,,,None,179.40550746000008,179.40555083100003,None,179.40566464900007,179.41310162000013,None,179.4132003950001,179.4132263670001,None,,,,,5,001,0,,2024-04-12_12h33.41.310,replicate_nsd,2023.2.3,59.96133417353761,2024-04-12 12h33.54.835955 -0400,
images/17_40 copy.jpg,23,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,23,23,23,179.42521673600004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.413487004,179.413560771,179.4135693830001,179.42521673600004,179.42521673600004,180.42203691600002,180.42203691600002,183.42709367099997,183.42709367099997,183.42709367099997,183.42709367099997,183.40545347600005,None,0,,,None,183.40596416800008,183.40600795399996,None,183.4061225790001,183.41385871700004,None,183.41395608200014,183.41398180600004,None,,,,,5,001,0,,2024-04-12_12h33.41.310,replicate_nsd,2023.2.3,59.96133417353761,2024-04-12 12h33.54.835955 -0400,
images/pair03 copy.jpg,24,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,24,24,24,183.42709367099997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.41424474600012,183.41431895300002,183.41432758099995,183.42709367099997,183.42709367099997,184.421732153,184.421732153,187.4251098100001,187.4251098100001,187.4251098100001,187.4251098100001,187.40518602600014,None,0,,,None,187.40569802200002,187.40574203000006,None,187.40585598799998,187.41341755300004,None,187.4135183630001,187.41354556500005,None,,,,,5,001,0,,2024-04-12_12h33.41.310,replicate_nsd,2023.2.3,59.96133417353761,2024-04-12 12h33.54.835955 -0400,
images/23_40 copy 4.jpg,25,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,25,25,25,187.4251098100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.41381808999995,187.41389423300006,187.41390304900006,187.4251098100001,187.4251098100001,188.4217233060001,188.4217233060001,191.42357354900014,191.42357354900014,191.42357354900014,191.42357354900014,191.40475554500017,None,0,,,None,191.4052609360001,191.405304184,None,191.4054205550001,191.41300383600014,None,191.41310475199998,191.41313066300017,None,,,,,5,001,0,,2024-04-12_12h33.41.310,replicate_nsd,2023.2.3,59.96133417353761,2024-04-12 12h33.54.835955 -0400,
images/12_0 copy 2.jpg,26,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,26,26,26,191.42357354900014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.41339865200007,191.41347502899998,191.41348382900014,191.42357354900014,191.42357354900014,192.42168095500006,192.42168095500006,195.42669635200014,195.42669635200014,195.42669635200014,195.42669635200014,195.40564303500014,None,0,,,None,195.406193884,195.40623760400013,None,195.40635082400013,195.41386938300002,None,195.41396618,195.41399193899997,None,,,,,5,001,0,,2024-04-12_12h33.41.310,replicate_nsd,2023.2.3,59.96133417353761,2024-04-12 12h33.54.835955 -0400,
images/24_0 copy 7.jpg,27,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,27,27,27,195.42669635200014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.41425387900017,195.41432739900006,195.41433617200005,195.42669635200014,195.42669635200014,196.42178833000003,196.42178833000003,199.4252160210001,199.4252160210001,199.4252160210001,199.4252160210001,199.40551689000017,None,0,,,None,199.40602483700013,199.40606940199996,None,199.40618308400008,199.413744104,None,199.41384213300012,199.41386844500016,None,,,,,5,001,0,,2024-04-12_12h33.41.310,replicate_nsd,2023.2.3,59.96133417353761,2024-04-12 12h33.54.835955 -0400,
images/11_28 copy 3.jpg,28,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,28,28,28,199.4252160210001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.41413128900012,199.414205541,199.41421389700008,199.4252160210001,199.4252160210001,200.42170559800002,200.42170559800002,203.42253632899997,203.42253632899997,203.42253632899997,203.42253632899997,203.40523159300005,None,0,,,None,203.40574632900007,203.40579079400004,None,203.40590589500016,203.41341510999996,None,203.41351230400005,203.41353904900006,None,,,,,5,001,0,,2024-04-12_12h33.41.310,replicate_nsd,2023.2.3,59.96133417353761,2024-04-12 12h33.54.835955 -0400,
images/blank.jpg,29,1,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,29,29,29,203.42253632899997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.41380070100013,203.41387338799996,203.4138818880001,,,,,,,,,203.416297793,None,0,,,None,203.41682425700014,207.40513787100008,None,207.40535378100003,207.41305034100014,None,207.4131504940001,207.41317653500005,None,203.42253632899997,203.42253632899997,207.424818382,207.424818382,5,001,0,,2024-04-12_12h33.41.310,replicate_nsd,2023.2.3,59.96133417353761,2024-04-12 12h33.54.835955 -0400,
images/pair04 copy 3.jpg,30,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,30,30,30,207.424818382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.41344479600002,207.41352518600002,207.41353389799997,207.424818382,207.424818382,208.421559698,208.421559698,211.42164138500016,211.42164138500016,211.42164138500016,211.42164138500016,211.40510143699998,None,0,,,None,211.40561957600016,211.40566589000014,None,211.40578194199998,211.40584911600013,None,211.40596653700004,211.40600296800017,None,,,,,5,001,0,,2024-04-12_12h33.41.310,replicate_nsd,2023.2.3,59.96133417353761,2024-04-12 12h33.54.835955 -0400,
,,,,,,,,,,,,,,,211.42164138500016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.40639457300017,211.40650356900005,211.4065164440001,211.42164138500016,211.42164138500016,212.4217059120001,212.4217059120001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
