current_image,trial_index,is_blank_trial,is_repeat,is_new_run,run_num,all_blanks_list,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,key_resp_6.started,text_6.started,practice_continue.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,set_skips_and_correct_key_2.started,set_skips_and_correct_key_2.stopped,practice_trial.started,polygon_3.started,all_keys_pressed_2.started,image_2.started,press_if_repeat_2.started,image_2.stopped,press_if_repeat_2.stopped,polygon_3.stopped,all_keys_pressed_2.stopped,practice_trial.stopped,press_if_repeat_2.keys,press_if_repeat_2.corr,press_if_repeat_2.rt,press_if_repeat_2.duration,all_keys_pressed_2.keys,blank_trial_2.started,blank_trial_2.stopped,all_keys_pressed_2.rt,all_keys_pressed_2.duration,polygon_4.started,polygon_4.stopped,testing_continue.started,key_resp_7.started,text_7.started,testing_continue.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips_and_correct_key.started,set_skips_and_correct_key.stopped,trial.started,polygon.started,all_keys_pressed.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,all_keys_pressed.stopped,trial.stopped,press_if_repeat.keys,press_if_repeat.corr,press_if_repeat.rt,press_if_repeat.duration,all_keys_pressed.keys,blank_trial.started,blank_trial.stopped,blank_trial_testing_keys.keys,run_wait2_2.started,run_wait2_2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,all_keys_pressed.rt,all_keys_pressed.duration,blank_trial_testing_keys.started,polygon_2.started,blank_trial_testing_keys.stopped,polygon_2.stopped,blank_trial_testing_keys.rt,blank_trial_testing_keys.duration,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.021794664997287327,0.022074041997257154,0.022089652997237863,0.04235042899745167,0.04235042899745167,14.47369637799784,1,14.42511678700248,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,001,0,,2024-04-13_09h51.45.180,replicate_nsd,2023.2.3,60.062353251951265,2024-04-13 09h51.59.523353 -0400,
practice_images/paired_image_33_1.png,0,0,,,,,0,0,0,0,,,,,14.50518836899937,,,,,,,,,,,14.481118110998068,14.481180165999831,14.481189581998478,14.50518836899937,14.50518836899937,15.49089619499864,15.49089619499864,18.490616456998396,18.490616456998396,18.490616456998396,18.490616456998396,18.474632946999918,2,0,2.8885069680000015,None,None,18.47561699599828,18.475660301999596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,001,0,,2024-04-13_09h51.45.180,replicate_nsd,2023.2.3,60.062353251951265,2024-04-13 09h51.59.523353 -0400,
practice_images/paired_image_33_2.png,1,0,,,,,0,1,1,1,,,,,18.490616456998396,,,,,,,,,,,18.475934488000348,18.476021234000655,18.476032774000487,18.490616456998396,18.490616456998396,19.490862162998383,19.490862162998383,22.490700338999886,22.490700338999886,22.490700338999886,22.490700338999886,22.474280930997338,1,0,2.8604567789989233,None,"['1', '1']",22.47530088699932,22.47534345299937,"[0.08879998900010833, 0.8448388090000662]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,001,0,,2024-04-13_09h51.45.180,replicate_nsd,2023.2.3,60.062353251951265,2024-04-13 09h51.59.523353 -0400,
practice_images/paired_image_34_1.png,2,0,,,,,0,2,2,2,,,,,22.490700338999886,,,,,,,,,,,22.475618663000205,22.475704985998163,22.47571692999918,22.490700338999886,22.490700338999886,23.490811191997636,23.490811191997636,26.49035453599936,26.49035453599936,26.49035453599936,26.49035453599936,26.473344885998813,2,0,2.9644992899993667,None,"['2', '1', '2']",26.473900853998202,26.473929126997973,"[0.24872246399900177, 0.3365745099981723, 0.7247322219991474]","[None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,001,0,,2024-04-13_09h51.45.180,replicate_nsd,2023.2.3,60.062353251951265,2024-04-13 09h51.59.523353 -0400,
practice_images/paired_image_28_2.png,3,0,,,,,0,3,3,3,,,,,26.49035453599936,,,,,,,,,,,26.47411575499791,26.47417429699999,26.474182457997813,26.49035453599936,26.49035453599936,27.49085016800018,27.49085016800018,30.49067523999838,30.49067523999838,30.49067523999838,30.49067523999838,30.47434014999817,1,0,0.3684383060026448,None,"['1', '2', '1', '2', '1', '2']",30.475150608999684,30.475192039997637,"[0.14510282199989888, 0.26493326099807746, 0.4771010299991758, 0.5611026529986702, 0.7330442649981705, 0.86899536099736]","[None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,001,0,,2024-04-13_09h51.45.180,replicate_nsd,2023.2.3,60.062353251951265,2024-04-13 09h51.59.523353 -0400,
practice_images/blank.jpg,4,0,,,,,0,4,4,4,,,,,30.49067523999838,,,,,,,,,,,30.47546363299989,30.475549348997447,30.47556117199929,30.49067523999838,30.49067523999838,31.49083530599819,31.49083530599819,34.48981446399921,34.48981446399921,34.48981446399921,34.48981446399921,34.47430030000032,None,0,,,None,34.47472198499963,34.47476167899731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,001,0,,2024-04-13_09h51.45.180,replicate_nsd,2023.2.3,60.062353251951265,2024-04-13 09h51.59.523353 -0400,
practice_images/paired_image_18_1.png,5,0,,,,,0,5,5,5,,,,,34.48981446399921,,,,,,,,,,,34.4750368649984,34.4751222019986,34.47513392499968,34.48981446399921,34.48981446399921,35.49081952399865,35.49081952399865,38.490638333998504,38.490638333998504,38.490638333998504,38.490638333998504,38.474682943000516,None,0,,,None,38.47510192799746,38.475140896000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,001,0,,2024-04-13_09h51.45.180,replicate_nsd,2023.2.3,60.062353251951265,2024-04-13 09h51.59.523353 -0400,
practice_images/paired_image_6_1.png,6,0,,,,,0,6,6,6,,,,,38.490638333998504,,,,,,,,,,,38.475415551998594,38.47550071200021,38.475512421999156,38.490638333998504,38.490638333998504,39.49063687300077,39.49063687300077,42.490627535000385,42.490627535000385,42.490627535000385,42.490627535000385,42.47401487999741,None,0,,,None,42.474436241998774,42.47447494199878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,001,0,,2024-04-13_09h51.45.180,replicate_nsd,2023.2.3,60.062353251951265,2024-04-13 09h51.59.523353 -0400,
practice_images/paired_image_26_2.png,7,0,,,,,0,7,7,7,,,,,42.490627535000385,,,,,,,,,,,42.4747470939983,42.47483205499884,42.474843773998145,42.490627535000385,42.490627535000385,43.49064431700026,43.49064431700026,46.49080359099753,46.49080359099753,46.49080359099753,46.49080359099753,46.474273479998374,None,0,,,None,46.47469263599851,46.47473189399898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,001,0,,2024-04-13_09h51.45.180,replicate_nsd,2023.2.3,60.062353251951265,2024-04-13 09h51.59.523353 -0400,
practice_images/paired_image_35_1.png,8,0,,,,,0,8,8,8,,,,,46.49080359099753,,,,,,,,,,,46.475005278000026,46.47509096000067,46.47510241800046,46.49080359099753,46.49080359099753,47.4908501409991,47.4908501409991,50.49067062299946,50.49067062299946,50.49067062299946,50.49067062299946,50.474329859000136,None,0,,,None,50.47474933999911,50.47479226699943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,001,0,,2024-04-13_09h51.45.180,replicate_nsd,2023.2.3,60.062353251951265,2024-04-13 09h51.59.523353 -0400,
