thisRow.t,notes,set_up.started,set_up.stopped,waiting_fmri.started,key_resp_2.started,text_3.started,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
,,0.03664262200072699,0.036894466999910946,0.036916818000463536,0.04883691500072018,0.04883691500072018,,,,,,,,,,
