current_image,trial_index,is_blank_trial,is_repeat,is_new_run,run_num,all_blanks_list,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,key_resp_6.started,text_6.started,practice_continue.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,set_skips_and_correct_key_2.started,set_skips_and_correct_key_2.stopped,practice_trial.started,polygon_3.started,all_keys_pressed_2.started,image_2.started,press_if_repeat_2.started,image_2.stopped,press_if_repeat_2.stopped,polygon_3.stopped,all_keys_pressed_2.stopped,practice_trial.stopped,press_if_repeat_2.keys,press_if_repeat_2.corr,all_keys_pressed_2.keys,blank_trial_2.started,blank_trial_2.stopped,all_keys_pressed_2.rt,all_keys_pressed_2.duration,polygon_4.started,polygon_4.stopped,testing_continue.started,key_resp_7.started,text_7.started,testing_continue.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips_and_correct_key.started,set_skips_and_correct_key.stopped,trial.started,polygon.started,all_keys_pressed.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,all_keys_pressed.stopped,trial.stopped,press_if_repeat.keys,press_if_repeat.corr,all_keys_pressed.keys,blank_trial.started,blank_trial.stopped,blank_trial_testing_keys.keys,run_wait2_2.started,run_wait2_2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,blank_trial_testing_keys.started,polygon_2.started,blank_trial_testing_keys.stopped,polygon_2.stopped,key_resp_5.started,text_5.started,key_resp_5.rt,key_resp_5.duration,key_resp_4.started,text_4.started,key_resp_4.rt,key_resp_4.duration,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.02761952599939832,0.027793521999228687,0.027814897999633104,0.04710894899926643,0.04710894899926643,5.371774765999362,1,5.316720527999678,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,0,,2024-04-15_11h06.23.160,replicate_nsd,2023.2.3,59.983087888359414,2024-04-15 11h06.40.643164 -0400,
practice_images/paired_image_19_1.png,0,0,,,,,0,0,0,0,,,,,5.409751315999529,,,,,,,,,,,5.380037321999225,5.380097747999571,5.38010651499917,5.409751315999529,5.409751315999529,6.40444822399968,6.40444822399968,9.404763060999358,9.404763060999358,9.404763060999358,9.404763060999358,9.388564727999437,None,0,None,9.388975842000036,9.38899570599915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,0,,2024-04-15_11h06.23.160,replicate_nsd,2023.2.3,59.983087888359414,2024-04-15 11h06.40.643164 -0400,
practice_images/paired_image_30_1.png,1,0,,,,,0,1,1,1,,,,,9.404763060999358,,,,,,,,,,,9.38912729599997,9.389167176999763,9.38917241299987,9.404763060999358,9.404763060999358,10.404429176999656,10.404429176999656,13.404835499999535,13.404835499999535,13.404835499999535,13.404835499999535,13.390874904999691,None,0,None,13.391115383999932,13.391138221999427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,0,,2024-04-15_11h06.23.160,replicate_nsd,2023.2.3,59.983087888359414,2024-04-15 11h06.40.643164 -0400,
practice_images/paired_image_15_1.png,2,0,,,,,0,2,2,2,,,,,13.404835499999535,,,,,,,,,,,13.391292543999953,13.391340223000043,13.391346673000044,13.404835499999535,13.404835499999535,14.406882228999166,14.406882228999166,17.404452560999744,17.404452560999744,17.404452560999744,17.404452560999744,17.39033588499933,None,0,"['1', '1']",17.39073506999921,17.390754832999846,"[0.4669776959999581, 0.7229706869993606]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,0,,2024-04-15_11h06.23.160,replicate_nsd,2023.2.3,59.983087888359414,2024-04-15 11h06.40.643164 -0400,
practice_images/paired_image_4_2.png,3,0,,,,,0,3,3,3,,,,,17.404452560999744,,,,,,,,,,,17.390882988999692,17.39092193599936,17.39092719799919,17.404452560999744,17.404452560999744,18.40448486099922,18.40448486099922,21.404908361999333,21.404908361999333,21.404908361999333,21.404908361999333,21.388333476999833,None,0,None,21.388586995999503,21.38861079399976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,0,,2024-04-15_11h06.23.160,replicate_nsd,2023.2.3,59.983087888359414,2024-04-15 11h06.40.643164 -0400,
practice_images/paired_image_12_1.png,4,0,,,,,0,4,4,4,,,,,21.404908361999333,,,,,,,,,,,21.388769143999525,21.388818367999193,21.388824856999236,21.404908361999333,21.404908361999333,22.404407412999717,22.404407412999717,25.40458432699961,25.40458432699961,25.40458432699961,25.40458432699961,25.388961452999865,None,0,None,25.389384739999514,25.38942464399952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,0,,2024-04-15_11h06.23.160,replicate_nsd,2023.2.3,59.983087888359414,2024-04-15 11h06.40.643164 -0400,
practice_images/paired_image_36_2.png,5,0,,,,,0,5,5,5,,,,,25.40458432699961,,,,,,,,,,,25.389698196999234,25.389782995999667,25.38979462899988,25.40458432699961,25.40458432699961,26.40551101999972,26.40551101999972,29.404924403999757,29.404924403999757,29.404924403999757,29.404924403999757,29.389407307999136,None,0,None,29.389856219999274,29.389904930999364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,0,,2024-04-15_11h06.23.160,replicate_nsd,2023.2.3,59.983087888359414,2024-04-15 11h06.40.643164 -0400,
practice_images/paired_image_28_1.png,6,0,,,,,0,6,6,6,,,,,29.404924403999757,,,,,,,,,,,29.390192072999525,29.390294093999728,29.390306352999687,29.404924403999757,29.404924403999757,30.405679345999488,30.405679345999488,33.40463771099985,33.40463771099985,33.40463771099985,33.40463771099985,33.3889666569994,None,0,None,33.38938658200004,33.389425749999646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,0,,2024-04-15_11h06.23.160,replicate_nsd,2023.2.3,59.983087888359414,2024-04-15 11h06.40.643164 -0400,
practice_images/paired_image_18_1.png,7,0,,,,,0,7,7,7,,,,,33.40463771099985,,,,,,,,,,,33.389695347999805,33.389780704999794,33.38979196799937,33.40463771099985,33.40463771099985,34.405858127999636,34.405858127999636,37.40459018399997,37.40459018399997,37.40459018399997,37.40459018399997,37.388988618999974,None,0,None,37.38940772099977,37.389447246999225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,0,,2024-04-15_11h06.23.160,replicate_nsd,2023.2.3,59.983087888359414,2024-04-15 11h06.40.643164 -0400,
practice_images/paired_image_27_1.png,8,0,,,,,0,8,8,8,,,,,37.40459018399997,,,,,,,,,,,37.389723518999745,37.38980868999988,37.38982033699995,37.40459018399997,37.40459018399997,38.40569133600002,38.40569133600002,41.404379845999756,41.404379845999756,41.404379845999756,41.404379845999756,41.389554288,None,0,None,41.390089556999555,41.39012948399977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,0,,2024-04-15_11h06.23.160,replicate_nsd,2023.2.3,59.983087888359414,2024-04-15 11h06.40.643164 -0400,
