thisRow.t,notes,waiting_fmri.started,key_resp_2.started,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.04585128100006841,0.05737224200129276,0.05737224200129276,,,,,,,,
