thisRow.t,notes,waiting_fmri.started,key_resp_2.started,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.03584157900331775,0.04983340499893529,0.04983340499893529,,,,,,,,
