current_image,trial_index,is_blank_trial,is_repeat,is_new_run,run_num,all_blanks_list,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,key_resp_6.started,text_6.started,practice_continue.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,set_skips_and_correct_key_2.started,set_skips_and_correct_key_2.stopped,practice_trial.started,polygon_3.started,all_keys_pressed_2.started,image_2.started,press_if_repeat_2.started,image_2.stopped,press_if_repeat_2.stopped,polygon_3.stopped,all_keys_pressed_2.stopped,practice_trial.stopped,press_if_repeat_2.keys,press_if_repeat_2.corr,press_if_repeat_2.rt,press_if_repeat_2.duration,all_keys_pressed_2.keys,blank_trial_2.started,blank_trial_2.stopped,all_keys_pressed_2.rt,all_keys_pressed_2.duration,polygon_4.started,polygon_4.stopped,testing_continue.started,key_resp_7.started,text_7.started,testing_continue.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips_and_correct_key.started,set_skips_and_correct_key.stopped,trial.started,polygon.started,all_keys_pressed.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,all_keys_pressed.stopped,trial.stopped,press_if_repeat.keys,press_if_repeat.corr,all_keys_pressed.keys,blank_trial.started,blank_trial.stopped,blank_trial_testing_keys.keys,run_wait2_2.started,run_wait2_2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,blank_trial_testing_keys.started,polygon_2.started,blank_trial_testing_keys.stopped,polygon_2.stopped,key_resp_5.started,text_5.started,key_resp_5.rt,key_resp_5.duration,key_resp_4.started,text_4.started,key_resp_4.rt,key_resp_4.duration,press_if_repeat.rt,press_if_repeat.duration,all_keys_pressed.rt,all_keys_pressed.duration,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.009555320999879768,0.00969020399998044,0.009700008999971033,0.027525310999862995,0.027525310999862995,17.850589292000222,1,17.820117002999723,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
practice_images/w_boardwalk1.jpg,0,0,,,,,0,0,0,0,,,,,17.886344922000262,,,,,,,,,,,17.857238019000306,17.857325228000263,17.857334287999947,17.886344922000262,17.886344922000262,18.883556279999993,18.883556279999993,21.883682729000157,21.883682729000157,21.883682729000157,21.883682729000157,21.867773638000017,2,0,2.484071913000207,None,None,21.868772962000094,21.8688206730003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
practice_images/w_boardwalk1.jpg,1,0,,,,,0,1,1,1,,,,,21.883682729000157,,,,,,,,,,,21.86910040900011,21.869217255999956,21.869228806000137,21.883682729000157,21.883682729000157,22.883330604000093,22.883330604000093,25.883732524000152,25.883732524000152,25.883732524000152,25.883732524000152,25.867855413000143,2,0,2.038508713000283,None,None,25.868444208000255,25.868487017000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
practice_images/w_auditorium1.jpg,2,0,,,,,0,2,2,2,,,,,25.883732524000152,,,,,,,,,,,25.868766333000167,25.868881923000117,25.86889342900031,25.883732524000152,25.883732524000152,26.88413211199986,26.88413211199986,29.883779294000306,29.883779294000306,29.883779294000306,29.883779294000306,29.867453705000116,1,0,2.6366606029996547,None,['1'],29.8684762150001,29.868522376999863,[0.4900632389999373],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
practice_images/w_kitchen2.jpg,3,0,,,,,0,3,3,3,,,,,29.883779294000306,,,,,,,,,,,29.86880099200016,29.868918351000048,29.868930246000218,29.883779294000306,29.883779294000306,30.88406196799997,30.88406196799997,33.88403476700023,33.88403476700023,33.88403476700023,33.88403476700023,33.86786490200029,1,0,0.4557150370001182,None,None,33.868460766000226,33.86850368500018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
practice_images/w_monument2.jpg,4,0,,,,,0,4,4,4,,,,,33.88403476700023,,,,,,,,,,,33.868774352999935,33.868889714000034,33.86890119100008,33.88403476700023,33.88403476700023,34.88408864300027,34.88408864300027,37.8839391270003,37.8839391270003,37.8839391270003,37.8839391270003,37.86747559300011,None,0,,,None,37.86789425100005,37.867936766000184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
practice_images/w_bedroom2.jpg,5,0,,,,,0,5,5,5,,,,,37.8839391270003,,,,,,,,,,,37.86821243900022,37.86832820100017,37.86833985300018,37.8839391270003,37.8839391270003,38.88418850300013,38.88418850300013,41.88439406799989,41.88439406799989,41.88439406799989,41.88439406799989,41.867418141000144,None,0,,,None,41.86783756500017,41.86787871100023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
practice_images/w_kitchen1.jpg,6,0,,,,,0,6,6,6,,,,,41.88439406799989,,,,,,,,,,,41.86815264899997,41.868268593000266,41.86828045399989,41.88439406799989,41.88439406799989,42.884067160000086,42.884067160000086,45.884385030999965,45.884385030999965,45.884385030999965,45.884385030999965,45.86760698600028,None,0,,,None,45.868026506000206,45.868067880000126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
practice_images/w_boardwalk2.jpg,7,0,,,,,0,7,7,7,,,,,45.884385030999965,,,,,,,,,,,45.86834187300019,45.86845783800027,45.868469085000015,45.884385030999965,45.884385030999965,46.883903004999866,46.883903004999866,49.88389059100018,49.88389059100018,49.88389059100018,49.88389059100018,49.86768164100022,None,0,,,None,49.868099302000246,49.86814147299992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
practice_images/w_kitchen2.jpg,8,0,,,,,0,8,8,8,,,,,49.88389059100018,,,,,,,,,,,49.8684166779999,49.86853186600001,49.86854346600012,49.88389059100018,49.88389059100018,50.88397338000004,50.88397338000004,53.884520004000024,53.884520004000024,53.884520004000024,53.884520004000024,53.8678956560002,None,0,,,None,53.86833534000016,53.868381991000206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
