current_image,trial_index,is_blank_trial,is_repeat,is_new_run,run_num,all_blanks_list,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,key_resp_6.started,text_6.started,practice_continue.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,set_skips_and_correct_key_2.started,set_skips_and_correct_key_2.stopped,practice_trial.started,polygon_3.started,all_keys_pressed_2.started,image_2.started,press_if_repeat_2.started,image_2.stopped,press_if_repeat_2.stopped,polygon_3.stopped,all_keys_pressed_2.stopped,practice_trial.stopped,press_if_repeat_2.keys,press_if_repeat_2.corr,press_if_repeat_2.rt,press_if_repeat_2.duration,all_keys_pressed_2.keys,blank_trial_2.started,blank_trial_2.stopped,all_keys_pressed_2.rt,all_keys_pressed_2.duration,polygon_4.started,polygon_4.stopped,testing_continue.started,key_resp_7.started,text_7.started,testing_continue.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips_and_correct_key.started,set_skips_and_correct_key.stopped,trial.started,polygon.started,all_keys_pressed.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,all_keys_pressed.stopped,trial.stopped,press_if_repeat.keys,press_if_repeat.corr,all_keys_pressed.keys,blank_trial.started,blank_trial.stopped,blank_trial_testing_keys.keys,run_wait2_2.started,run_wait2_2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,blank_trial_testing_keys.started,polygon_2.started,blank_trial_testing_keys.stopped,polygon_2.stopped,key_resp_5.started,text_5.started,key_resp_5.rt,key_resp_5.duration,key_resp_4.started,text_4.started,key_resp_4.rt,key_resp_4.duration,press_if_repeat.rt,press_if_repeat.duration,all_keys_pressed.rt,all_keys_pressed.duration,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
practice_images/w_bedroom1.jpg,9,0,,,,,0,9,9,9,,,,,53.884520004000024,,,,,,,,,,,53.86866748200009,53.86879189699994,53.868803563000256,53.884520004000024,53.884520004000024,54.88427234200026,54.88427234200026,57.81772444700027,57.81772444700027,57.81772444700027,57.81772444700027,57.801376879000145,None,0,,,None,57.80179936000013,57.80184137000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
blank.jpg,10,1,,,,,0,10,10,10,,,,,57.81772444700027,,,,,,,,,,,57.802113798999926,57.802229227000225,57.80224106000014,,,,,,,,,57.80680445600001,None,0,,,None,57.80720280500009,61.83461579000004,,,57.81772444700027,61.85120136100022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
practice_images/w_auditorium2.jpg,11,0,,,,,0,11,11,11,,,,,61.85120136100022,,,,,,,,,,,61.83499864800024,61.83511446300008,61.83512661900022,61.85120136100022,61.85120136100022,62.85094190100017,62.85094190100017,65.85131455999999,65.85131455999999,65.85131455999999,65.85131455999999,65.8348026980002,None,0,,,None,65.83522690000018,65.83527085300011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
practice_images/w_monument1.jpg,12,0,,,,,0,12,12,12,,,,,65.85131455999999,,,,,,,,,,,65.83554987900015,65.83566723400008,65.8356788670003,65.85131455999999,65.85131455999999,66.85116616100004,66.85116616100004,69.85130706300015,69.85130706300015,69.85130706300015,69.85130706300015,69.83504746800008,None,0,,,None,69.83546944499994,69.835512311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
practice_images/w_bedroom1.jpg,13,0,,,,,0,13,13,13,,,,,69.85130706300015,,,,,,,,,,,69.83579287200018,69.83590863100017,69.83592017000001,69.85130706300015,69.85130706300015,70.85125896,70.85125896,73.85127940600023,73.85127940600023,73.85127940600023,73.85127940600023,73.83496026000012,None,0,,,None,73.83538747300008,73.8354289859999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
practice_images/w_monument1.jpg,14,0,,,,,0,14,14,14,,,,,73.85127940600023,,,,,,,,,,,73.83570993100011,73.83582733399999,73.83583879800017,73.85127940600023,73.85127940600023,74.85140831700028,74.85140831700028,77.80168660500021,77.80168660500021,77.80168660500021,77.80168660500021,77.78512021799997,None,0,,,None,77.78554196000005,77.78558461600005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
practice_images/w_auditorium2.jpg,15,0,,,,,0,15,15,15,,,,,77.80168660500021,,,,,,,,,,,77.78588067600003,77.7860002110001,77.78601193600025,77.80168660500021,77.80168660500021,78.8014186610003,78.8014186610003,81.80168140400019,81.80168140400019,81.80168140400019,81.80168140400019,81.78515977400002,None,0,,,None,81.78569707999986,81.78576207000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
practice_images/w_boardwalk2.jpg,16,0,,,,,0,16,16,16,,,,,81.80168140400019,,,,,,,,,,,81.78610314000025,81.78621886000019,81.78623043000016,81.80168140400019,81.80168140400019,82.80171237200011,82.80171237200011,85.80177017799997,85.80177017799997,85.80177017799997,85.80177017799997,85.78531075499995,None,0,,,None,85.78573479099987,85.78577768500008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
practice_images/w_monument2.jpg,17,0,,,,,0,17,17,17,,,,,85.80177017799997,,,,,,,,,,,85.78605901800029,85.78617548400007,85.78618707100031,85.80177017799997,85.80177017799997,86.8017864970002,86.8017864970002,89.80193380499986,89.80193380499986,89.80193380499986,89.80193380499986,89.78519897100023,None,0,,,None,89.78554612700009,89.78558029400028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
practice_images/w_kitchen1.jpg,18,0,,,,,0,18,18,18,,,,,89.80193380499986,,,,,,,,,,,89.78580451500011,89.7858970770003,89.78590642100016,89.80193380499986,89.80193380499986,90.80181970800004,90.80181970800004,93.80213782700002,93.80213782700002,93.80213782700002,93.80213782700002,93.78547411499994,None,0,,,None,93.78590262099988,93.7859453430001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
practice_images/w_auditorium1.jpg,19,0,,,,,0,19,19,19,,,,,93.80213782700002,,,,,,,,,,,93.78623925200009,93.78635809600019,93.78637036400005,93.80213782700002,93.80213782700002,94.8017272940001,94.8017272940001,97.80430016500031,97.80430016500031,97.80430016500031,97.80430016500031,97.78531061800004,None,0,,,None,97.78596705700011,97.78600889300014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.78606655600015,97.80430016500031,97.80430016500031,100.16849954600002,1,2.356011916999705,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.16852467900026,100.18537876800019,100.18537876800019,114.21885551200012,equal,14.025448852999943,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
images/image_215_seed_1.png,0,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,0,0,0,114.32286297100018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.29739048700003,114.29747135900016,114.29747841100016,114.32286297100018,114.32286297100018,115.3191327970003,115.3191327970003,118.3328942170001,118.3328942170001,118.3328942170001,118.3328942170001,118.30288281699995,None,0,None,118.30516153000008,118.3052039700001,None,118.30589500199994,118.30594746199995,None,118.30662926500008,118.30666400700011,None,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
images/paired_image_875_1.png,1,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,1,1,1,118.3328942170001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.30758256299987,118.30768019400011,118.30769044899989,118.3328942170001,118.3328942170001,119.31641897700001,119.31641897700001,122.32249226000022,122.32249226000022,122.32249226000022,122.32249226000022,122.30037692699989,None,0,None,122.30080743899998,122.30085309100014,None,122.30096872400009,122.30102180199992,None,122.30113685600008,122.30117313000028,None,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
images/image_2_seed_1.png,2,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,2,2,2,122.32249226000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.30155842700015,122.30168201400011,122.30169212300007,122.32249226000022,122.32249226000022,123.31708115800029,123.31708115800029,126.31951637500015,126.31951637500015,126.31951637500015,126.31951637500015,126.30066067100006,None,0,None,126.301091714,126.3011435010003,None,126.30125512900031,126.30129897799998,None,126.30139023499987,126.30141907699999,None,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
images/image_703_seed_1.png,3,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,3,3,3,126.31951637500015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.301728465,126.30182537300016,126.30183519999991,126.31951637500015,126.31951637500015,127.31668636799986,127.31668636799986,130.32491612700005,130.32491612700005,130.32491612700005,130.32491612700005,130.3004523929999,None,0,None,130.30087884900013,130.30092464200015,None,130.3010398020001,130.30109360799997,None,130.3012070660002,130.3012435579999,None,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
images/image_497_seed_1.png,4,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,4,4,4,130.32491612700005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.3016236630001,130.30174717199998,130.30175731300005,130.32491612700005,130.32491612700005,131.31698589300004,131.31698589300004,134.32366950300002,134.32366950300002,134.32366950300002,134.32366950300002,134.30062083300027,None,0,None,134.30104773599987,134.30109353700027,None,134.30120816,134.30126200699988,None,134.30137541500017,134.3014119620002,None,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
images/image_562_seed_1.png,5,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,5,5,5,134.32366950300002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.30179410500023,134.30191198600005,134.30192479100015,134.32366950300002,134.32366950300002,135.31702136900003,135.31702136900003,138.32247940100024,138.32247940100024,138.32247940100024,138.32247940100024,138.3008258740001,None,0,None,138.30125278200012,138.30129866400011,None,138.30141591600022,138.30146925300005,None,138.30158472199992,138.30162073700012,None,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
images/image_512_seed_1.png,6,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,6,6,6,138.32247940100024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.302013171,138.30212763999998,138.30213763600023,138.32247940100024,138.32247940100024,139.31727380100028,139.31727380100028,142.32442924899988,142.32442924899988,142.32442924899988,142.32442924899988,142.30076519600016,None,0,None,142.3011966240001,142.3012433490003,None,142.3013573950002,142.30141060000005,None,142.30152464999992,142.301560418,None,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
images/image_11_seed_1.png,7,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,7,7,7,142.32442924899988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.3019048330002,142.30200007700023,142.3020101320003,142.32442924899988,142.32442924899988,143.31723014199997,143.31723014199997,146.3235465570001,146.3235465570001,146.3235465570001,146.3235465570001,146.3011496250001,None,0,None,146.301576717,146.30162308900026,None,146.301737752,146.30179054500013,None,146.30192380300014,146.30195251500027,None,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
images/image_381_seed_1.png,8,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,8,8,8,146.3235465570001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.30226023600017,146.30235722099997,146.30236723899998,146.3235465570001,146.3235465570001,147.31741648300022,147.31741648300022,150.317401151,150.317401151,150.317401151,150.317401151,150.30090487400003,None,0,None,150.3013337739999,150.30137920800007,None,150.3014953740003,150.3015628359999,None,150.30165449700007,150.3016830480001,None,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
blank.jpg,9,1,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,9,9,9,150.317401151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.30199300499999,150.30208966100008,150.30209952199993,,,,,,,,,150.30549230099996,None,0,None,150.30581828999993,154.30117130200006,None,154.3013911510002,154.30145162999997,None,154.30158780300007,154.30162600199992,None,150.317401151,150.317401151,154.32407932700016,154.32407932700016,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
images/image_336_seed_1.png,10,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,10,10,10,154.32407932700016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.30202575800013,154.30215932600004,154.30216958400024,154.32407932700016,154.32407932700016,155.31734411600019,155.31734411600019,158.32451676600022,158.32451676600022,158.32451676600022,158.32451676600022,158.30140458200003,None,0,None,158.30183569100018,158.30188269300015,None,158.3019975750003,158.30205112300018,None,158.30216509799993,158.30222141100012,None,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
images/image_397_seed_1.png,11,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,11,11,11,158.32451676600022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.30252942800007,158.3026244120001,158.30263435200004,158.32451676600022,158.32451676600022,159.31778879000012,159.31778879000012,162.31755860800013,162.31755860800013,162.31755860800013,162.31755860800013,162.3015137980001,None,0,None,162.3019464429999,162.30199321700002,None,162.302108717,162.30216242699998,None,162.30227629599995,162.3023121000001,None,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
images/16_22.png,12,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,12,12,12,162.31755860800013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.3026701990002,162.3027667250003,162.3027765740003,162.31755860800013,162.31755860800013,163.31789084799993,163.31789084799993,166.32631703300012,166.32631703300012,166.32631703300012,166.32631703300012,166.301664651,None,0,None,166.302095991,166.30214194400014,None,166.30225638499996,166.30230889199993,None,166.30242240000007,166.302457795,None,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
images/image_519_seed_1.png,13,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,13,13,13,166.32631703300012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.30284300099993,166.30296179000015,166.30297415799987,166.32631703300012,166.32631703300012,167.3179605539999,167.3179605539999,170.325522998,170.325522998,170.325522998,170.325522998,170.301564935,None,0,None,170.30199939400018,170.3020459610002,None,170.3021620039999,170.30221602500023,None,170.30233032100023,170.30236639300028,None,,,,,,,,,,,,,,,,,68,001,0,,2024-04-16_09h55.14.105,replicate_nsd,2023.2.3,59.86538931958263,2024-04-16 09h55.27.690645 -0400,
