current_image,trial_index,is_blank_trial,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,key_resp_6.started,text_6.started,practice_continue.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,set_skips_and_correct_key_2.started,set_skips_and_correct_key_2.stopped,practice_trial.started,polygon_3.started,all_keys_pressed_2.started,image_2.started,press_if_repeat_2.started,image_2.stopped,press_if_repeat_2.stopped,polygon_3.stopped,all_keys_pressed_2.stopped,practice_trial.stopped,press_if_repeat_2.keys,press_if_repeat_2.corr,all_keys_pressed_2.keys,blank_trial_2.started,blank_trial_2.stopped,press_if_repeat_2.rt,press_if_repeat_2.duration,polygon_4.started,polygon_4.stopped,testing_continue.started,key_resp_7.started,text_7.started,testing_continue.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,waiting_fmri.started,key_resp_2.started,text_3.started,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
practice_images/paired_image_16_1.png,9,0,0,9,9,9,41.32045826800004,,,,,,,,,,,41.305391633999534,41.30550839699936,41.30552009299936,41.32045826800004,41.32045826800004,42.32078274499963,42.32078274499963,45.32093070999963,45.32093070999963,45.32093070999963,45.32093070999963,45.304591794999396,2,0,None,45.3051798460001,45.30522339199979,0.47179072000017186,None,,,,,,,,,,,,,21,001,0,,2024-04-12_14h17.27.086,replicate_nsd,2023.2.3,60.01128152076367,2024-04-12 14h17.41.431325 -0400,
practice_images/blank.jpg,10,1,0,10,10,10,45.32093070999963,,,,,,,,,,,45.30549250900003,45.30560778400013,45.30561926300015,,,,,,,,,45.31037453299996,None,0,None,45.310810512999524,49.354689810999844,,,45.32093070999963,49.37212474499938,,,,,,,,,,,21,001,0,,2024-04-12_14h17.27.086,replicate_nsd,2023.2.3,60.01128152076367,2024-04-12 14h17.41.431325 -0400,
practice_images/paired_image_22_2.png,11,0,0,11,11,11,49.37212474499938,,,,,,,,,,,49.355068379999466,49.35518394599967,49.355196237999735,49.37212474499938,49.37212474499938,50.37103148799997,50.37103148799997,53.37202888399952,53.37202888399952,53.37202888399952,53.37202888399952,53.3548749699994,2,0,None,53.35547244600002,53.355518055000175,0.5896388909995949,None,,,,,,,,,,,,,21,001,0,,2024-04-12_14h17.27.086,replicate_nsd,2023.2.3,60.01128152076367,2024-04-12 14h17.41.431325 -0400,
practice_images/paired_image_3_1.png,12,0,0,12,12,12,53.37202888399952,,,,,,,,,,,53.355792004999785,53.35590924400003,53.35592106199965,53.37202888399952,53.37202888399952,54.37129968299996,54.37129968299996,57.372680081,57.372680081,57.372680081,57.372680081,57.355061248999846,2,0,None,57.35565301999941,57.35569636599939,0.7253890550000506,None,,,,,,,,,,,,,21,001,0,,2024-04-12_14h17.27.086,replicate_nsd,2023.2.3,60.01128152076367,2024-04-12 14h17.41.431325 -0400,
practice_images/paired_image_34_1.png,13,0,0,13,13,13,57.372680081,,,,,,,,,,,57.35596604700004,57.356082805999904,57.35609482000018,57.372680081,57.372680081,58.37133063700003,58.37133063700003,61.37162122100017,61.37162122100017,61.37162122100017,61.37162122100017,61.355044562999865,2,0,None,61.35563496099985,61.355679131000215,0.3253679680001369,None,,,,,,,,,,,,,21,001,0,,2024-04-12_14h17.27.086,replicate_nsd,2023.2.3,60.01128152076367,2024-04-12 14h17.41.431325 -0400,
practice_images/blank.jpg,14,0,0,14,14,14,61.37162122100017,,,,,,,,,,,61.35595152499991,61.35606836700026,61.3560800260002,61.37162122100017,61.37162122100017,62.37148884199996,62.37148884199996,65.372746946,65.372746946,65.372746946,65.372746946,65.35498339399965,None,0,None,65.35540250800022,65.35544503599976,,,,,,,,,,,,,,,21,001,0,,2024-04-12_14h17.27.086,replicate_nsd,2023.2.3,60.01128152076367,2024-04-12 14h17.41.431325 -0400,
practice_images/paired_image_35_2.png,15,0,0,15,15,15,65.372746946,,,,,,,,,,,65.35572153599969,65.35583911199956,65.35585066099975,65.372746946,65.372746946,66.37145816199973,66.37145816199973,69.37262119699972,69.37262119699972,69.37262119699972,69.37262119699972,69.35528274099943,2,0,None,69.35587434299941,69.35592292199999,0.5972126059996299,None,,,,,,,,,,,,,21,001,0,,2024-04-12_14h17.27.086,replicate_nsd,2023.2.3,60.01128152076367,2024-04-12 14h17.41.431325 -0400,
practice_images/paired_image_11_2.png,16,0,0,16,16,16,69.37262119699972,,,,,,,,,,,69.35619409399987,69.35631017099968,69.35632186400017,69.37262119699972,69.37262119699972,70.3716823169998,70.3716823169998,73.37263508700016,73.37263508700016,73.37263508700016,73.37263508700016,73.35528306600008,1,0,None,73.35612735799987,73.35617156399985,0.9250045879998652,None,,,,,,,,,,,,,21,001,0,,2024-04-12_14h17.27.086,replicate_nsd,2023.2.3,60.01128152076367,2024-04-12 14h17.41.431325 -0400,
practice_images/paired_image_4_2.png,17,0,0,17,17,17,73.37263508700016,,,,,,,,,,,73.3564400109999,73.356557178,73.35656867800026,73.37263508700016,73.37263508700016,74.3716679299996,74.3716679299996,77.37160595899968,77.37160595899968,77.37160595899968,77.37160595899968,77.35532671199962,2,0,None,77.35590690000026,77.3559501310001,0.820845276,None,,,,,,,,,,,,,21,001,0,,2024-04-12_14h17.27.086,replicate_nsd,2023.2.3,60.01128152076367,2024-04-12 14h17.41.431325 -0400,
practice_images/paired_image_25_1.png,18,0,0,18,18,18,77.37160595899968,,,,,,,,,,,77.35621892699965,77.35633590999987,77.35634779300017,77.37160595899968,77.37160595899968,78.37194060799993,78.37194060799993,81.37263975699989,81.37263975699989,81.37263975699989,81.37263975699989,81.35569161199965,2,0,None,81.3562848370002,81.35632889299995,1.116652551999323,None,,,,,,,,,,,,,21,001,0,,2024-04-12_14h17.27.086,replicate_nsd,2023.2.3,60.01128152076367,2024-04-12 14h17.41.431325 -0400,
practice_images/paired_image_26_2.png,19,0,0,19,19,19,81.37263975699989,,,,,,,,,,,81.35660107399963,81.35671571900002,81.356727632,81.37263975699989,81.37263975699989,82.37151517999973,82.37151517999973,85.37564862499949,85.37564862499949,85.37564862499949,85.37564862499949,85.35557920300016,1,0,None,85.35644450099971,85.3564890409998,0.5572234769997522,None,,,,,,,,,,,,,21,001,0,,2024-04-12_14h17.27.086,replicate_nsd,2023.2.3,60.01128152076367,2024-04-12 14h17.41.431325 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.35654633000013,85.37564862499949,85.37564862499949,96.47201153300011,1,11.080876926999736,None,,,,21,001,0,,2024-04-12_14h17.27.086,replicate_nsd,2023.2.3,60.01128152076367,2024-04-12 14h17.41.431325 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.47204504899946,96.48881097799949,96.48881097799949,,,,,,,,,,
