current_image,trial_index,is_blank_trial,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,key_resp_6.started,text_6.started,practice_continue.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,set_skips_and_correct_key_2.started,set_skips_and_correct_key_2.stopped,practice_trial.started,polygon_3.started,all_keys_pressed_2.started,image_2.started,press_if_repeat_2.started,image_2.stopped,press_if_repeat_2.stopped,polygon_3.stopped,all_keys_pressed_2.stopped,practice_trial.stopped,press_if_repeat_2.keys,press_if_repeat_2.corr,all_keys_pressed_2.keys,blank_trial_2.started,blank_trial_2.stopped,press_if_repeat_2.rt,press_if_repeat_2.duration,polygon_4.started,polygon_4.stopped,testing_continue.started,key_resp_7.started,text_7.started,testing_continue.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,waiting_fmri.started,key_resp_2.started,text_3.started,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.010326763999728428,0.01048092600012751,0.010492374999557796,0.028537219000099867,0.028537219000099867,5.286119747999692,1,5.252056653999716,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,001,0,,2024-04-12_14h17.27.086,replicate_nsd,2023.2.3,60.01128152076367,2024-04-12 14h17.41.431325 -0400,
practice_images/paired_image_6_1.png,0,0,0,0,0,0,5.324391729999661,,,,,,,,,,,5.29328091699972,5.293371859999752,5.2933808529996895,5.324391729999661,5.324391729999661,6.319585062999977,6.319585062999977,9.321331950999593,9.321331950999593,9.321331950999593,9.321331950999593,9.30365695599994,None,0,None,9.30433979999998,9.30438449400026,,,,,,,,,,,,,,,21,001,0,,2024-04-12_14h17.27.086,replicate_nsd,2023.2.3,60.01128152076367,2024-04-12 14h17.41.431325 -0400,
practice_images/paired_image_33_2.png,1,0,0,1,1,1,9.321331950999593,,,,,,,,,,,9.304664692000188,9.304783022000265,9.304794507999759,9.321331950999593,9.321331950999593,10.31995921899943,10.31995921899943,13.321898847999364,13.321898847999364,13.321898847999364,13.321898847999364,13.30387610300022,1,0,None,13.304811177999909,13.304855287999999,0.808731553999678,None,,,,,,,,,,,,,21,001,0,,2024-04-12_14h17.27.086,replicate_nsd,2023.2.3,60.01128152076367,2024-04-12 14h17.41.431325 -0400,
practice_images/paired_image_18_1.png,2,0,0,2,2,2,13.321898847999364,,,,,,,,,,,13.305123493999417,13.305240284999854,13.305251908999708,13.321898847999364,13.321898847999364,14.320046030999947,14.320046030999947,17.321804718999374,17.321804718999374,17.321804718999374,17.321804718999374,17.303839585999413,1,0,None,17.304426298999715,17.304469171000164,1.0004820180001843,None,,,,,,,,,,,,,21,001,0,,2024-04-12_14h17.27.086,replicate_nsd,2023.2.3,60.01128152076367,2024-04-12 14h17.41.431325 -0400,
practice_images/paired_image_21_2.png,3,0,0,3,3,3,17.321804718999374,,,,,,,,,,,17.304736510999646,17.304853077999724,17.304864785000063,17.321804718999374,17.321804718999374,18.320305935999386,18.320305935999386,21.320030819999374,21.320030819999374,21.320030819999374,21.320030819999374,21.303977309999937,1,0,None,21.30456901300022,21.304611867999483,0.45636316600030113,None,,,,,,,,,,,,,21,001,0,,2024-04-12_14h17.27.086,replicate_nsd,2023.2.3,60.01128152076367,2024-04-12 14h17.41.431325 -0400,
practice_images/paired_image_29_1.png,4,0,0,4,4,4,21.320030819999374,,,,,,,,,,,21.30488437799977,21.305000321999614,21.30501179299972,21.320030819999374,21.320030819999374,22.32035237599939,22.32035237599939,25.320210817999396,25.320210817999396,25.320210817999396,25.320210817999396,25.303777639000145,2,0,None,25.304367068999454,25.304410918999565,0.49617275099990366,None,,,,,,,,,,,,,21,001,0,,2024-04-12_14h17.27.086,replicate_nsd,2023.2.3,60.01128152076367,2024-04-12 14h17.41.431325 -0400,
practice_images/paired_image_33_1.png,5,0,0,5,5,5,25.320210817999396,,,,,,,,,,,25.30468097299945,25.304798455999844,25.30481012099972,25.320210817999396,25.320210817999396,26.320466922999913,26.320466922999913,29.320568656999967,29.320568656999967,29.320568656999967,29.320568656999967,29.304169531999833,1,0,None,29.30475509400003,29.30479858599938,0.3362109199997576,None,,,,,,,,,,,,,21,001,0,,2024-04-12_14h17.27.086,replicate_nsd,2023.2.3,60.01128152076367,2024-04-12 14h17.41.431325 -0400,
practice_images/paired_image_24_2.png,6,0,0,6,6,6,29.320568656999967,,,,,,,,,,,29.30507288699937,29.305188487000123,29.305200525000146,29.320568656999967,29.320568656999967,30.32067096799983,30.32067096799983,33.320263925999825,33.320263925999825,33.320263925999825,33.320263925999825,33.30428072699942,1,0,None,33.304870203000064,33.30491325599996,1.8480239890004668,None,,,,,,,,,,,,,21,001,0,,2024-04-12_14h17.27.086,replicate_nsd,2023.2.3,60.01128152076367,2024-04-12 14h17.41.431325 -0400,
practice_images/paired_image_35_1.png,7,0,0,7,7,7,33.320263925999825,,,,,,,,,,,33.305184742000165,33.30530174900014,33.305313492000096,33.320263925999825,33.320263925999825,34.32069511000009,34.32069511000009,37.32267745699937,37.32267745699937,37.32267745699937,37.32267745699937,37.304233953999756,2,0,None,37.30482606900023,37.30486956200002,0.9759952889999113,None,,,,,,,,,,,,,21,001,0,,2024-04-12_14h17.27.086,replicate_nsd,2023.2.3,60.01128152076367,2024-04-12 14h17.41.431325 -0400,
practice_images/paired_image_28_2.png,8,0,0,8,8,8,37.32267745699937,,,,,,,,,,,37.30513936499938,37.305255397999645,37.305267050999646,37.32267745699937,37.32267745699937,38.32083345299998,38.32083345299998,41.32045826800004,41.32045826800004,41.32045826800004,41.32045826800004,41.30448775599962,2,0,None,41.305077006999454,41.305120545000136,0.4878477370002656,None,,,,,,,,,,,,,21,001,0,,2024-04-12_14h17.27.086,replicate_nsd,2023.2.3,60.01128152076367,2024-04-12 14h17.41.431325 -0400,
