current_image,is_repeat,trial_index,is_blank_trial,is_new_run,run_num,all_blanks_list,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips.started,set_skips.stopped,trial.started,polygon.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,trial.stopped,press_if_repeat.keys,blank_trial.started,blank_trial.stopped,key_resp_3.keys,run_wait2.started,run_wait2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,key_resp_3.started,polygon_2.started,key_resp_3.stopped,polygon_2.stopped,key_resp_3.rt,key_resp_3.duration,key_resp_5.started,text_5.started,key_resp_5.rt,key_resp_5.duration,key_resp_4.started,text_4.started,key_resp_4.rt,key_resp_4.duration,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
images/blank.jpg,0,9,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,9,9,9,22.534324756998103,,,,,,,,,,,22.520504014013568,22.52058842999395,22.52059395800461,,,,,,,22.52282694299356,None,22.522896451991983,26.517808825010434,None,26.518000926007517,26.51804488999187,None,26.518171789997723,26.518210289010312,None,22.534324756998103,22.534324756998103,26.534360331017524,26.534360331017524,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/13_28 copy 4.jpg,0,10,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,10,10,10,26.534360331017524,,,,,,,,,,,26.51860821500304,26.518860042997403,26.51887471199734,26.534360331017524,27.534339236997766,27.534339236997766,30.535905304015614,30.535905304015614,30.535905304015614,30.51961504400242,None,30.519805185002042,30.519849711010465,None,30.51997690400458,30.520016245020088,None,30.52013381102006,30.520170402014628,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/17_12 copy 3.jpg,0,11,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,11,11,11,30.535905304015614,,,,,,,,,,,30.520555069000693,30.52074438301497,30.52075641299598,30.535905304015614,31.53582936199382,31.53582936199382,34.5384404649958,34.5384404649958,34.5384404649958,34.52296101799584,None,34.5232484730077,34.52331628400134,None,34.52351956200437,34.52359152099234,None,34.523734902002616,34.52377217801404,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/6_40 copy.jpg,0,12,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,12,12,12,34.5384404649958,,,,,,,,,,,34.52428382501239,34.52446156999213,34.52447408399894,34.5384404649958,35.539768437010935,35.539768437010935,38.53886942600366,38.53886942600366,38.53886942600366,38.52327645299374,None,38.52347041500616,38.52351267199265,None,38.52363923899247,38.523679003992584,None,38.52379604999442,38.52383246200043,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/21_12 copy 3.jpg,0,13,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,13,13,13,38.53886942600366,,,,,,,,,,,38.52421530999709,38.52441588000511,38.524425962008536,38.53886942600366,39.540109302004566,39.540109302004566,42.5340355070075,42.5340355070075,42.5340355070075,42.518064620002406,None,42.518197002995294,42.518221311998786,None,42.5182908650022,42.51831214799313,None,42.518375548010226,42.518395671999315,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/7_0 copy.jpg,0,14,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,14,14,14,42.5340355070075,,,,,,,,,,,42.51860770100029,42.51870661700377,42.518713132012635,42.5340355070075,43.54212292400189,43.54212292400189,46.53438916199957,46.53438916199957,46.53438916199957,46.517770728009054,None,46.51795851701172,46.51800137400278,None,46.51813059099368,46.51817075899453,None,46.518287737009814,46.51832395300153,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/19_0.jpg,0,15,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,15,15,15,46.53438916199957,,,,,,,,,,,46.51870808901731,46.51889608000056,46.5189084809972,46.53438916199957,47.534657968994,47.534657968994,50.53441366300103,50.53441366300103,50.53441366300103,50.517782759008696,None,50.51797243001056,50.51801549701486,None,50.51814455201384,50.51818401401397,None,50.5183006930165,50.51833620300749,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/24_12 copy 2.jpg,0,16,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,16,16,16,50.53441366300103,,,,,,,,,,,50.51872138000908,50.51891634101048,50.51892864299589,50.53441366300103,51.53470064600697,51.53470064600697,54.53414133301703,54.53414133301703,54.53414133301703,54.520395986008225,None,54.52058509399649,54.52062899299199,None,54.52075636500376,54.52079583401792,None,54.520912289997796,54.52094843701343,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/24_0 copy 5.jpg,0,17,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,17,17,17,54.53414133301703,,,,,,,,,,,54.52133123099338,54.521521726012,54.52153418501257,54.53414133301703,55.54111131001264,55.54111131001264,58.53334171001916,58.53334171001916,58.53334171001916,58.51714992200141,None,58.51726350001991,58.517287348018726,None,58.517358070996124,58.51738007899257,None,58.517444243014324,58.5174641039921,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/13_12 copy 2.jpg,0,18,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,18,18,18,58.53334171001916,,,,,,,,,,,58.517679640004644,58.51778484499664,58.517791857011616,58.53334171001916,59.53892466501566,59.53892466501566,62.53389971199795,62.53389971199795,62.53389971199795,62.518950747995405,None,62.5190673879988,62.519091379013844,None,62.519162400014466,62.51918450699304,None,62.519249075005064,62.51926879500388,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/blank.jpg,0,19,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,19,19,19,62.53389971199795,,,,,,,,,,,62.5194882620126,62.519593502016505,62.51960010500625,,,,,,,62.521300230000634,None,62.52138514700346,66.51947353899595,None,66.51966310600983,66.51970693000476,None,66.5198353320011,66.51987345700036,None,62.53389971199795,62.53389971199795,66.53436843599775,66.53436843599775,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/11_28 copy 7.jpg,0,20,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,20,20,20,66.53436843599775,,,,,,,,,,,66.52027054000064,66.52046065899776,66.52047300399863,66.53436843599775,67.53562817000784,67.53562817000784,70.53359547801665,70.53359547801665,70.53359547801665,70.5195985980099,None,70.51978778699413,70.51983105399995,None,70.5199601240165,70.52000008602045,None,70.5201177370036,70.52015379301156,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/5_0.jpg,0,21,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,21,21,21,70.53359547801665,,,,,,,,,,,70.5205410940107,70.52073044600547,70.52074244001415,70.53359547801665,71.53547075300594,71.53547075300594,74.53551182101364,74.53551182101364,74.53551182101364,74.51903249099269,None,74.51918450399535,74.51921835099347,None,74.51931957001216,74.5193505770003,None,74.51944185700268,74.51946992400917,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/21_12 copy 4.jpg,0,22,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,22,22,22,74.53551182101364,,,,,,,,,,,74.51977071299916,74.5199117489974,74.51992128501297,74.53551182101364,75.42650997501914,75.42650997501914,76.10484963201452,76.10484963201452,76.10484963201452,76.09745571701205,None,76.09761830000207,76.09765447699465,None,76.09782241200446,76.09789823001483,None,76.09809271001723,76.09812880001846,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/10_12 copy 4.jpg,0,23,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,23,23,23,76.10484963201452,,,,,,,,,,,76.09846994199324,76.0985754209978,76.09858256101143,76.10484963201452,76.29354224499548,76.29354224499548,76.9691340830177,76.9691340830177,76.9691340830177,76.96303160101525,None,76.96313065299182,76.9631507830054,None,76.9632089480001,76.96324037300656,None,76.96337571300683,76.96340028801933,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/7_12 copy 3.jpg,0,24,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,24,24,24,76.9691340830177,,,,,,,,,,,76.96360492400709,76.9636882340128,76.96369363099802,76.9691340830177,77.15274165500887,77.15274165500887,77.7993994950084,77.7993994950084,77.7993994950084,77.788665021013,None,77.78876323299482,77.78878295700997,None,77.78884227701928,77.78886043501552,None,77.78891472000396,77.78893536599935,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/pair02 copy.jpg,0,25,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,25,25,25,77.7993994950084,,,,,,,,,,,77.78911942301784,77.78920012101298,77.78920574500808,77.7993994950084,77.97960364099708,77.97960364099708,78.6693613929965,78.6693613929965,78.6693613929965,78.66212517800159,None,78.66224576401873,78.66227025300032,None,78.66234301999793,78.66236522400868,None,78.6624291500193,78.66244941699551,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/23_12 copy 3.jpg,0,26,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,26,26,26,78.6693613929965,,,,,,,,,,,78.6626739439962,78.66277598400484,78.66278298900579,78.6693613929965,78.86124073999235,78.86124073999235,79.51080741701298,79.51080741701298,79.51080741701298,79.50412344999495,None,79.50425969800563,79.50428479901166,None,79.50436379699386,79.50438688200666,None,79.50445158602088,79.50447232701117,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/14_12.jpg,0,27,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,27,27,27,79.51080741701298,,,,,,,,,,,79.50469733800855,79.50481645201216,79.50482360101887,79.51080741701298,79.69079048401909,79.69079048401909,80.3313810529944,80.3313810529944,80.3313810529944,80.32486113300547,None,80.32496701000491,80.32498889201088,None,80.32505455301725,80.32507535099285,None,80.32513431701227,80.3251532120048,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/18_0 copy 3.jpg,0,28,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,28,28,28,80.3313810529944,,,,,,,,,,,80.32535090099555,80.32545142201707,80.32545779400971,80.3313810529944,80.51521102400147,80.51521102400147,81.15307426001527,81.15307426001527,81.15307426001527,81.14672068000073,None,81.14685319899581,81.14687843501451,None,81.1469467630086,81.14696880200063,None,81.14703060901957,81.14704994601198,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/blank.jpg,0,29,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,29,29,29,81.15307426001527,,,,,,,,,,,81.14726342001813,81.14739793702029,81.1474052919948,,,,,,,81.14951233699685,None,81.14960176401655,81.90306618899922,return,81.90367128400248,81.90369471799931,None,81.90375689600478,81.9037764990062,None,81.15307426001527,81.15307426001527,81.90945323900087,81.90945323900087,0.10958271400886588,None,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/16_0 copy 7.jpg,0,30,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,30,30,30,81.90945323900087,,,,,,,,,,,81.90396989500732,81.9040567020129,81.90406258500298,81.90945323900087,82.091407696018,82.091407696018,82.77023436900345,82.77023436900345,82.77023436900345,82.7631871009944,None,82.76337643500301,82.76340953999897,None,82.76354529199307,82.76357325300341,None,82.76366589299869,82.76368931599427,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/19_0 copy 2.jpg,0,31,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,31,31,31,82.77023436900345,,,,,,,,,,,82.76393364500836,82.76403869199567,82.76404546402046,82.77023436900345,82.9577233119926,82.9577233119926,83.62162326902035,83.62162326902035,83.62162326902035,83.61441156300134,None,83.61452075600391,83.61457877900102,None,83.6146681829996,83.61468970801798,None,83.61483927399968,83.61485724599333,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/13_28 copy 7.jpg,0,32,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,32,32,32,83.62162326902035,,,,,,,,,,,83.61508619299275,83.61524691499653,83.61525269100093,83.62162326902035,83.80439074401511,83.80439074401511,84.4421931609977,84.4421931609977,84.4421931609977,84.43657798101776,None,84.43668386299396,84.43670557500445,None,84.43676937601413,84.43678946900764,None,84.43684787501115,84.43686609901488,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/14_12.jpg,0,33,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,33,33,33,84.4421931609977,,,,,,,,,,,84.43707940500462,84.43716889500502,84.43717503399239,84.4421931609977,84.62401853801566,84.62401853801566,85.25768112202059,85.25768112202059,85.25768112202059,85.25107134401333,None,85.25118084001588,85.25120355401305,None,85.2512704700057,85.25129153899616,None,85.25135247499566,85.25137106201146,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/23_28 copy.jpg,0,34,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,34,34,34,85.25768112202059,,,,,,,,,,,85.25157588801812,85.25166720000561,85.2516734689998,85.25768112202059,85.44021846001851,85.44021846001851,86.08707352500642,86.08707352500642,86.08707352500642,86.0805700540077,None,86.08068192302017,86.08070536400191,None,86.08077059400966,86.08079065699712,None,86.0808508680202,86.08086929199635,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/6_12 copy 4.jpg,0,35,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,35,35,35,86.08707352500642,,,,,,,,,,,86.081086916005,86.08118457201635,86.08119054301642,86.08707352500642,86.27741419701488,86.27741419701488,87.01975111599313,87.01975111599313,87.01975111599313,87.01290925999638,None,87.01304829699802,87.01307335900492,None,87.01314483501483,87.01316776199383,None,87.01324343000306,87.01326404500287,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/10_0 copy 4.jpg,0,36,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,36,36,36,87.01975111599313,,,,,,,,,,,87.0134806749993,87.0135889200028,87.01359556399984,87.01975111599313,87.22821919599664,87.22821919599664,88.0038482020027,88.0038482020027,88.0038482020027,87.99396734699258,None,87.99408720299834,87.99411143301404,None,87.99418602301739,87.99420841300162,None,87.99427466699854,87.99429576599505,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/19_40 copy.jpg,0,37,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,37,37,37,88.0038482020027,,,,,,,,,,,87.99451941001462,87.99463017101516,87.99463717301842,88.0038482020027,88.1943382610043,88.1943382610043,88.87461227501626,88.87461227501626,88.87461227501626,88.86827218101826,None,88.86839007600793,88.86841454700334,None,88.86848544000532,88.86850800400134,None,88.86857240600511,88.86859232699499,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/23_12 copy 3.jpg,0,38,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,38,38,38,88.87461227501626,,,,,,,,,,,88.86880856700009,88.86891499601188,88.8689218070067,88.87461227501626,89.0592905539961,89.0592905539961,89.80167551001068,89.80167551001068,89.80167551001068,89.79567093201331,None,89.79578476701863,89.79580857101246,None,89.7958785740193,89.79590044601355,None,89.79596318901167,89.7959833460045,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/blank.jpg,0,39,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,39,39,39,89.80167551001068,,,,,,,,,,,89.79619775901665,89.79630150902085,89.79630825499771,,,,,,,89.79831632299465,None,89.79843492902,90.6377626680187,None,90.6378620690084,90.63788462101365,None,90.6379485700163,90.63796764501603,None,89.80167551001068,89.80167551001068,90.64365737201297,90.64365737201297,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/23_12 copy 7.jpg,0,40,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,40,40,40,90.64365737201297,,,,,,,,,,,90.63818532900768,90.63828056800412,90.63828648001072,90.64365737201297,90.83403770902078,90.83403770902078,91.48046228601015,91.48046228601015,91.48046228601015,91.47297745401738,None,91.47309176699491,91.47311681500287,None,91.47318806001567,91.47320966701955,None,91.47327384501114,91.47329429301317,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/pair06 copy 6.jpg,0,41,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,41,41,41,91.48046228601015,,,,,,,,,,,91.47350910300156,91.4736149579985,91.47362175601302,91.48046228601015,91.68985969401547,91.68985969401547,92.43012475600699,92.43012475600699,92.43012475600699,92.4234978230088,None,92.42361309099942,92.4236367730191,None,92.42370775601012,92.42372971601435,None,92.4237936620193,92.42381392500829,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
images/15_0 copy 3.jpg,0,42,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,42,42,42,92.43012475600699,,,,,,,,,,,92.42402913700789,92.42413375800243,92.42414061899763,92.43012475600699,92.66467461601133,92.66467461601133,93.45902016101172,93.45902016101172,93.45902016101172,93.45269257301698,None,93.45281133500976,93.4528368760075,None,93.45291148801334,93.45293449301971,None,93.45300333001069,93.45302469099988,None,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h50.05.030,replicate_nsd,2023.2.3,59.96358422543912,2024-04-09 12h50.15.352925 -0400,
