current_image,trial_index,is_blank_trial,is_repeat,is_new_run,run_num,all_blanks_list,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,key_resp_6.started,text_6.started,practice_continue.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,set_skips_and_correct_key_2.started,set_skips_and_correct_key_2.stopped,practice_trial.started,polygon_3.started,all_keys_pressed_2.started,image_2.started,press_if_repeat_2.started,image_2.stopped,press_if_repeat_2.stopped,polygon_3.stopped,all_keys_pressed_2.stopped,practice_trial.stopped,press_if_repeat_2.keys,press_if_repeat_2.corr,press_if_repeat_2.rt,press_if_repeat_2.duration,all_keys_pressed_2.keys,blank_trial_2.started,blank_trial_2.stopped,all_keys_pressed_2.rt,all_keys_pressed_2.duration,polygon_4.started,polygon_4.stopped,testing_continue.started,key_resp_7.started,text_7.started,testing_continue.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips_and_correct_key.started,set_skips_and_correct_key.stopped,trial.started,polygon.started,all_keys_pressed.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,all_keys_pressed.stopped,trial.stopped,press_if_repeat.keys,press_if_repeat.corr,all_keys_pressed.keys,blank_trial.started,blank_trial.stopped,blank_trial_testing_keys.keys,run_wait2_2.started,run_wait2_2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,press_if_repeat.rt,press_if_repeat.duration,all_keys_pressed.rt,all_keys_pressed.duration,blank_trial_testing_keys.started,polygon_2.started,blank_trial_testing_keys.stopped,polygon_2.stopped,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.03155108299688436,0.03178881399799138,0.03181046999816317,0.046014327999728266,0.046014327999728266,9.652946574999078,1,9.590744057997654,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,001,0,,2024-04-13_09h46.22.206,replicate_nsd,2023.2.3,60.018556056522776,2024-04-13 09h46.35.086366 -0400,
practice_images/paired_image_35_2.png,0,0,,,,,0,0,0,0,,,,,9.730819507996785,,,,,,,,,,,9.67974062400026,9.679845605998707,9.67985705299725,9.730819507996785,9.730819507996785,10.71965583400015,10.71965583400015,13.722131709997484,13.722131709997484,13.722131709997484,13.722131709997484,13.703201615997386,2,0,2.853264166002191,None,None,13.704250714999944,13.704295059997094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,001,0,,2024-04-13_09h46.22.206,replicate_nsd,2023.2.3,60.018556056522776,2024-04-13 09h46.35.086366 -0400,
practice_images/paired_image_21_2.png,1,0,,,,,0,1,1,1,,,,,13.722131709997484,,,,,,,,,,,13.704570581998269,13.704658010999992,13.704670035996969,13.722131709997484,13.722131709997484,14.719687510998483,14.719687510998483,17.718759793999197,17.718759793999197,17.718759793999197,17.718759793999197,17.70284446599908,1,0,2.6772293709982478,None,"['1', '2', '1', '2', '1', '2', '1', '2']",17.703911844997492,17.703955646000395,"[0.0027283249983156566, 0.1227848329981498, 0.31875081899852375, 0.35478327599776094, 0.5146128829983354, 0.6227925200000755, 0.7626731409982312, 0.8427413149984204]","[None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,001,0,,2024-04-13_09h46.22.206,replicate_nsd,2023.2.3,60.018556056522776,2024-04-13 09h46.35.086366 -0400,
practice_images/paired_image_16_1.png,2,0,,,,,0,2,2,2,,,,,17.718759793999197,,,,,,,,,,,17.70423575699897,17.704321913999593,17.704333770998346,17.718759793999197,17.718759793999197,18.71969087999969,18.71969087999969,21.718625563997193,21.718625563997193,21.718625563997193,21.718625563997193,21.703452441997797,1,0,2.673237685998174,None,"['1', '2', '1', '2', '1', '1']",21.704376683999726,21.704417398999794,"[0.11405747499884455, 0.1940357919993403, 0.33813209499930963, 0.4979592799973034, 0.6581698709996999, 0.9421728849993087]","[None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,001,0,,2024-04-13_09h46.22.206,replicate_nsd,2023.2.3,60.018556056522776,2024-04-13 09h46.35.086366 -0400,
practice_images/paired_image_15_1.png,3,0,,,,,0,3,3,3,,,,,21.718625563997193,,,,,,,,,,,21.704687739998917,21.70477224899878,21.704783992998273,21.718625563997193,21.718625563997193,22.71967016399867,22.71967016399867,25.71917154899711,25.71917154899711,25.71917154899711,25.71917154899711,25.703026463997958,1,0,2.653246586000023,None,"['1', '2', '1', '2', '1']",25.70363844199892,25.703668415997527,"[0.13827490899711847, 0.39811578299850225, 0.5061783689998265, 0.7981124029975035, 0.9743213939982525]","[None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,001,0,,2024-04-13_09h46.22.206,replicate_nsd,2023.2.3,60.018556056522776,2024-04-13 09h46.35.086366 -0400,
practice_images/paired_image_4_2.png,4,0,,,,,0,4,4,4,,,,,25.71917154899711,,,,,,,,,,,25.7038573739992,25.703917676997662,25.703925709000032,25.71917154899711,25.71917154899711,26.71938682799737,26.71938682799737,29.718795176999265,29.718795176999265,29.718795176999265,29.718795176999265,29.703292286998476,1,0,2.953529702997912,None,"['2', '1', '1']",29.7040943519969,29.704136075997667,"[0.06960144199911156, 0.23770559100012179, 0.5377289699972607]","[None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,001,0,,2024-04-13_09h46.22.206,replicate_nsd,2023.2.3,60.018556056522776,2024-04-13 09h46.35.086366 -0400,
practice_images/paired_image_22_2.png,5,0,,,,,0,5,5,5,,,,,29.718795176999265,,,,,,,,,,,29.704404862997762,29.704489667998132,29.704501239997626,29.718795176999265,29.718795176999265,30.719430364999425,30.719430364999425,33.718664156996965,33.718664156996965,33.718664156996965,33.718664156996965,33.70329603499704,1,0,2.421481450997817,None,"['2', '1', '2', '1', '2', '1']",33.7041080759991,33.70414890599932,"[0.01807942600134993, 0.2781145070002822, 0.317961484000989, 0.5461315049979021, 0.626144909998402, 0.8261380350013496]","[None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,001,0,,2024-04-13_09h46.22.206,replicate_nsd,2023.2.3,60.018556056522776,2024-04-13 09h46.35.086366 -0400,
practice_images/paired_image_33_1.png,6,0,,,,,0,6,6,6,,,,,33.718664156996965,,,,,,,,,,,33.70442041599745,33.704504563997034,33.704516248999425,33.718664156996965,33.718664156996965,34.719754704998195,34.719754704998195,37.718723083999066,37.718723083999066,37.718723083999066,37.718723083999066,37.70310827499998,1,0,2.7970164329999534,None,"['1', '1', '2']",37.703908131999924,37.703950123999675,"[0.1782749710000644, 0.6502138870018825, 0.762248474999069]","[None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,001,0,,2024-04-13_09h46.22.206,replicate_nsd,2023.2.3,60.018556056522776,2024-04-13 09h46.35.086366 -0400,
practice_images/paired_image_28_2.png,7,0,,,,,0,7,7,7,,,,,37.718723083999066,,,,,,,,,,,37.704219180999644,37.704303467999125,37.70431506599925,37.718723083999066,37.718723083999066,38.71942958699947,38.71942958699947,41.71974418299942,41.71974418299942,41.71974418299942,41.71974418299942,41.70316339299825,1,0,2.697330202001467,None,"['2', '1', '2', '1', '2']",41.70396809999875,41.704009151999344,"[0.0340712760007591, 0.3581888170010643, 0.5461833830013347, 0.6941928950000147, 0.8101365490001626]","[None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,001,0,,2024-04-13_09h46.22.206,replicate_nsd,2023.2.3,60.018556056522776,2024-04-13 09h46.35.086366 -0400,
practice_images/blank.jpg,8,0,,,,,0,8,8,8,,,,,41.71974418299942,,,,,,,,,,,41.70427860400014,41.70436358299776,41.70437554700038,41.71974418299942,41.71974418299942,42.719149242999265,42.719149242999265,45.71924332999697,45.71924332999697,45.71924332999697,45.71924332999697,45.70336164099717,2,0,2.789760853000189,None,"['1', '2']",45.70417815199835,45.70422042399878,"[0.14518580400181236, 0.4891571380030655]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,001,0,,2024-04-13_09h46.22.206,replicate_nsd,2023.2.3,60.018556056522776,2024-04-13 09h46.35.086366 -0400,
