current_image,is_repeat,trial_index,is_blank_trial,is_new_run,run_num,all_blanks_list,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,polygon.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,trial.stopped,press_if_repeat.keys,blank_trial.started,key_resp_3.started,polygon_2.started,key_resp_3.stopped,polygon_2.stopped,blank_trial.stopped,key_resp_3.keys,run_wait2.started,key_resp_5.started,text_5.started,run_wait2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,key_resp_4.started,text_4.started,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
images/blank.jpg,0,39,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,39,39,39,76.12591235199943,,,,,,,,,,,76.12018223199993,76.12591235199943,76.31511197701911,76.31511197701911,77.04477448100806,77.04477448100806,77.04477448100806,77.036865675007,None,77.03704342601122,,,,,77.03708366100909,None,77.03720301401336,,,77.03724269202212,None,,,77.0373523660237,77.03738622899982,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/23_12 copy 7.jpg,0,40,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,40,40,40,77.04477448100806,,,,,,,,,,,77.03775046701776,,,,,,,77.04103515102179,None,77.0411518040055,77.04477448100806,77.04477448100806,77.84816469400539,77.84816469400539,77.83925793200615,None,77.83940320901456,,,77.83943969500251,None,,,77.83953956200276,77.8395690570178,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/pair06 copy 6.jpg,0,41,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,41,41,41,77.84816469400539,,,,,,,,,,,77.83987283101305,77.84816469400539,78.04013642002246,78.04013642002246,78.77895685500698,78.77895685500698,78.77895685500698,78.77173173800111,None,78.77184535801644,,,,,78.7718692610215,None,78.77193945701583,,,78.77196317000198,None,,,78.77202808801667,78.77204796799924,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/15_0 copy 3.jpg,0,42,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,42,42,42,78.77895685500698,,,,,,,,,,,78.77226492701448,78.77895685500698,78.9636644590064,78.9636644590064,79.70663015902392,79.70663015902392,79.70663015902392,79.70029793202411,None,79.70041246400797,,,,,79.7004353130178,None,79.70050523799728,,,79.70052942601615,None,,,79.70059559601941,79.7006159160228,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/19_0 copy 4.jpg,0,43,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,43,43,43,79.70663015902392,,,,,,,,,,,79.70083195401821,79.70663015902392,79.89514114701888,79.89514114701888,80.54298707301496,80.54298707301496,80.54298707301496,80.5365554720047,None,80.53666639100993,,,,,80.5366879570065,None,80.53675215502153,,,80.53677398501895,None,,,80.53683330002241,80.53685137801222,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/22_0 copy 5.jpg,0,44,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,44,44,44,80.54298707301496,,,,,,,,,,,80.53706881101243,80.54298707301496,80.72804721799912,80.72804721799912,81.40159185801167,81.40159185801167,81.40159185801167,81.39312668101047,None,81.39327800102183,,,,,81.39330977300415,None,81.39340911700856,,,81.39344161900226,None,,,81.39353334301268,81.39356170900282,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/20_0.jpg,0,45,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,45,45,45,81.40159185801167,,,,,,,,,,,81.39386024500709,81.40159185801167,81.58823768800357,81.58823768800357,82.33408971401514,82.33408971401514,82.33408971401514,82.32382585000596,None,82.32400427301764,,,,,82.32404370701988,None,82.32416239401209,,,82.32420155502041,None,,,82.32431200001156,82.32434710100642,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/pair03 copy 3.jpg,0,46,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,46,46,46,82.33408971401514,,,,,,,,,,,82.3247357380169,82.33408971401514,82.54618466601823,82.54618466601823,83.23943911600509,83.23943911600509,83.23943911600509,83.23089743801393,None,83.23107723001158,,,,,83.23111745301867,None,83.23123581599793,,,83.23127475200454,None,,,83.23138566801208,83.2314201540139,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/6_12 copy 3.jpg,0,47,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,47,47,47,83.23943911600509,,,,,,,,,,,83.23178100399673,83.23943911600509,83.43449079501443,83.43449079501443,84.13764169599744,84.13764169599744,84.13764169599744,84.12927400600165,None,84.12942430202384,,,,,84.12945707200561,None,84.12955549600883,,,84.12958878400968,None,,,84.12968195800204,84.12971041401033,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/9_0 copy 3.jpg,0,48,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,48,48,48,84.13764169599744,,,,,,,,,,,84.13001261200407,84.13764169599744,84.34615536301862,84.34615536301862,85.06443899401347,85.06443899401347,85.06443899401347,85.05722107700421,None,85.05739786301274,,,,,85.05743670801166,None,85.057556269021,,,85.05759610401583,None,,,85.05794378899736,85.05799194000429,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/blank.jpg,0,49,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,49,49,49,85.06443899401347,,,,,,,,,,,85.05836325700511,85.06443899401347,85.25049677302013,85.25049677302013,85.98613796601421,85.98613796601421,85.98613796601421,85.97754133801209,None,85.97771971701877,,,,,85.97776050001266,None,85.97788174901507,,,85.97792115699849,None,,,85.97803377200034,85.97806772301556,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/20_40 copy 4.jpg,0,50,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,50,50,50,85.98613796601421,,,,,,,,,,,85.9784290670068,,,,,,,85.98238732799655,None,85.98250527502387,85.98613796601421,85.98613796601421,86.75955265300581,86.75955265300581,86.75343392600189,None,86.75354216300184,,,86.75356809800724,None,,,86.75363902101526,86.75365970400162,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/24_12 copy.jpg,0,51,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,51,51,51,86.75955265300581,,,,,,,,,,,86.7538789990067,86.75955265300581,86.9447298310115,86.9447298310115,87.6753357440175,87.6753357440175,87.6753357440175,87.66809922701214,None,87.66823032600223,,,,,87.668258057005,None,87.66834014101187,,,87.66836726802285,None,,,87.6684447209991,87.66846807900583,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/14_40 copy 5.jpg,0,52,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,52,52,52,87.6753357440175,,,,,,,,,,,87.66871660301695,87.6753357440175,87.87251934001688,87.87251934001688,88.59561003002455,88.59561003002455,88.59561003002455,88.58613404800417,None,88.58628743499867,,,,,88.58632045102422,None,88.58642145901104,,,88.58645475501544,None,,,88.58654703901266,88.58657568701892,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/pair14 copy 7.jpg,0,53,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,53,53,53,88.59561003002455,,,,,,,,,,,88.58687826100504,88.59561003002455,88.78627659499762,88.78627659499762,89.5280004000233,89.5280004000233,89.5280004000233,89.51943074099836,None,89.51960914500523,,,,,89.51964912199765,None,89.5197688479966,,,89.51980800600722,None,,,89.51991959800944,89.51995400802116,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/14_40 copy 7.jpg,0,54,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,54,54,54,89.5280004000233,,,,,,,,,,,89.52031555501162,89.5280004000233,89.72079536202364,89.72079536202364,90.46588410201366,90.46588410201366,90.46588410201366,90.4558177489962,None,90.45599611199577,,,,,90.45603485801257,None,90.4561543080199,,,90.45619379801792,None,,,90.45630403101677,90.45633767801337,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/pair01 copy.jpg,0,55,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,55,55,55,90.46588410201366,,,,,,,,,,,90.45669850101694,90.46588410201366,90.6663951149967,90.6663951149967,91.38167737799813,91.38167737799813,91.38167737799813,91.37318305199733,None,91.3733630310162,,,,,91.37340220500482,None,91.37352274201112,,,91.373561867018,None,,,91.37367436999921,91.37370860300143,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/18_0 copy 2.jpg,0,56,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,56,56,56,91.38167737799813,,,,,,,,,,,91.37408333501662,91.38167737799813,91.58880335601862,91.58880335601862,92.3058245050197,92.3058245050197,92.3058245050197,92.29741297801957,None,92.29759363501216,,,,,92.29763339101919,None,92.29775595100364,,,92.29779550500098,None,,,92.29790685800253,92.29794027202297,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/19_28 copy 5.jpg,0,57,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,57,57,57,92.3058245050197,,,,,,,,,,,92.29830345200025,92.3058245050197,92.50213120999979,92.50213120999979,93.23502912500408,93.23502912500408,93.23502912500408,93.22638817402185,None,93.22654150100425,,,,,93.22657416001312,None,93.22667399499915,,,93.22670697802096,None,,,93.22679869501735,93.22682651600917,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/pair02 copy 5.jpg,0,58,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,58,58,58,93.23502912500408,,,,,,,,,,,93.22712816300918,93.23502912500408,93.43322264801827,93.43322264801827,94.15050946900737,94.15050946900737,94.15050946900737,94.14463534401148,None,94.14474525401602,,,,,94.14476768599707,None,94.14483646402368,,,94.14485888401396,None,,,94.14492144001997,94.14494104601908,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/blank.jpg,0,59,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,59,59,59,94.15050946900737,,,,,,,,,,,94.14515065102023,94.15050946900737,94.33342281999649,94.33342281999649,95.08762287799618,95.08762287799618,95.08762287799618,95.07968779999646,None,95.07984005002072,,,,,95.07987280702218,None,95.07996994201676,,,95.08000228900346,None,,,95.08009297499666,95.08012081802008,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/16_28 copy 3.jpg,0,60,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,60,60,60,95.08762287799618,,,,,,,,,,,95.08041747001698,,,,,,,95.0837775330001,None,95.08389457501471,95.08762287799618,95.08762287799618,95.86940847701044,95.86940847701044,95.86208265001187,None,95.8622519710043,,,95.86229888102389,None,,,95.86241937300656,95.86245569502353,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/24_0.jpg,0,61,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,61,61,61,95.86940847701044,,,,,,,,,,,95.86282475999906,95.86940847701044,96.05695495099644,96.05695495099644,96.7953446879983,96.7953446879983,96.7953446879983,96.78705269799684,None,96.78720475401497,,,,,96.78723823901964,None,96.78733599200496,,,96.78736944700358,None,,,96.7874621200026,96.78749080302077,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/5_12 copy 7.jpg,0,62,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,62,62,62,96.7953446879983,,,,,,,,,,,96.7877976350137,96.7953446879983,96.99838581000222,96.99838581000222,97.72978456501733,97.72978456501733,97.72978456501733,97.72134596901014,None,97.72152449999703,,,,,97.72156367401476,None,97.72168273001444,,,97.72172286800924,None,,,97.72183381201467,97.7218684280233,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/8_12 copy 3.jpg,0,63,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,63,63,63,97.72978456501733,,,,,,,,,,,97.72222813800909,97.72978456501733,97.93299822500558,97.93299822500558,98.64764510601526,98.64764510601526,98.64764510601526,98.63984782900661,None,98.63998508499935,,,,,98.64000873101759,None,98.64007996002329,,,98.64010422801948,None,,,98.64016950500081,98.6401900560013,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/pair16 copy 4.jpg,0,64,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,64,64,64,98.64764510601526,,,,,,,,,,,98.6404066850082,98.64764510601526,98.84256327399635,98.84256327399635,99.59309631201904,99.59309631201904,99.59309631201904,99.58437957201386,None,99.58455628700904,,,,,99.58459518500604,None,99.5847134780197,,,99.58475271202042,None,,,99.58486264900421,99.58489659402403,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/19_28 copy 4.jpg,0,65,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,65,65,65,99.59309631201904,,,,,,,,,,,99.58525569800986,99.59309631201904,99.7859559780045,99.7859559780045,100.51597782500903,100.51597782500903,100.51597782500903,100.50831045099767,None,100.50848872601637,,,,,100.508528706996,None,100.50864823302254,,,100.5086872690008,None,,,100.50879803401767,100.50883208602318,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/23_28 copy 5.jpg,0,66,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,66,66,66,100.51597782500903,,,,,,,,,,,100.50919504501508,100.51597782500903,100.71375931802322,100.71375931802322,101.4385305600008,101.4385305600008,101.4385305600008,101.43029680801556,None,101.43047450302402,,,,,101.43051411400666,None,101.4306343680073,,,101.43067343102302,None,,,101.43078333200538,101.43081755100866,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/10_28 copy 7.jpg,0,67,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,67,67,67,101.4385305600008,,,,,,,,,,,101.4311771360226,101.4385305600008,101.62241053101025,101.62241053101025,102.36609560900251,102.36609560900251,102.36609560900251,102.35929574701004,None,102.35947197501082,,,,,102.35951068601571,None,102.35963002601056,,,102.35966947500128,None,,,102.35977951300447,102.35981322999578,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/blank.jpg,0,68,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,68,68,68,102.36609560900251,,,,,,,,,,,102.3601743990148,102.36609560900251,102.5727732660016,102.5727732660016,103.2757630100241,103.2757630100241,103.2757630100241,103.26878586501698,None,103.26896579802269,,,,,103.26900665400899,None,103.26912573899608,,,103.2691643150174,None,,,103.26927350301412,103.26930776200606,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/blank.jpg,0,69,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,69,69,69,103.2757630100241,,,,,,,,,,,103.26966694401926,,,,,,,103.2719738809974,None,103.27209132700227,103.2757630100241,103.2757630100241,104.03973265000968,104.03973265000968,104.03421172100934,None,104.03431854699738,,,104.03434484801255,None,,,104.03441540300264,104.0344361840107,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
images/blank.jpg,0,70,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,70,70,70,104.03973265000968,,,,,,,,,,,104.0346518040169,,,,,,,104.036371307011,None,104.03645224901265,104.03973265000968,104.03973265000968,104.80330056900857,104.80330056900857,104.79745325702243,None,104.7975604350213,,,104.79758675201447,None,,,104.79765845500515,104.79767931101378,None,,,1,001,0,,2024-04-09_12h30.56.435,replicate_nsd,2023.2.3,59.960717567579536,2024-04-09 12h31.08.208087 -0400,
,,,,,,,,,,,104.80330056900857,,,,,,,,,,,104.79789757801336,,,,,,,104.79967310201027,None,104.7997559090145,104.80330056900857,104.80330056900857,105.59308282402344,105.59308282402344,105.5879745670245,None,105.58811479900032,,,105.58815103399684,None,,,105.58825035500922,,,105.59308282402344,105.59308282402344,,,,,,,,,,
