current_image,trial_index,is_blank_trial,is_repeat,is_new_run,run_num,all_blanks_list,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,key_resp_6.started,text_6.started,practice_continue.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,set_skips_and_correct_key_2.started,set_skips_and_correct_key_2.stopped,practice_trial.started,polygon_3.started,all_keys_pressed_2.started,image_2.started,press_if_repeat_2.started,image_2.stopped,press_if_repeat_2.stopped,polygon_3.stopped,all_keys_pressed_2.stopped,practice_trial.stopped,press_if_repeat_2.keys,press_if_repeat_2.corr,all_keys_pressed_2.keys,blank_trial_2.started,blank_trial_2.stopped,press_if_repeat_2.rt,press_if_repeat_2.duration,all_keys_pressed_2.rt,all_keys_pressed_2.duration,polygon_4.started,polygon_4.stopped,testing_continue.started,key_resp_7.started,text_7.started,testing_continue.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips_and_correct_key.started,set_skips_and_correct_key.stopped,trial.started,trial.stopped,press_if_repeat.keys,press_if_repeat.corr,all_keys_pressed.keys,blank_trial.started,blank_trial.stopped,blank_trial_testing_keys.keys,run_wait2_2.started,run_wait2_2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.02764292899883003,0.02787962799993693,0.02790257800006657,0.04671510499974829,0.04671510499974829,3.821101440997154,1,3.7605802090001816,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
practice_images/paired_image_28_1.png,14,0,,,,,0,14,14,14,,,,,59.90422460499758,,,,,,,,,,,59.88967820999824,59.88975296599892,59.88976467699831,59.90422460499758,59.90422460499758,60.90549101799843,60.90549101799843,63.90528643599828,63.90528643599828,63.90528643599828,63.90528643599828,63.88891060499736,None,0,None,63.88932324000052,63.889362775000336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
practice_images/paired_image_27_1.png,15,0,,,,,0,15,15,15,,,,,63.90528643599828,,,,,,,,,,,63.88963485699787,63.88970906299801,63.8897203359993,63.90528643599828,63.90528643599828,64.9055218609974,64.9055218609974,67.9044726760003,67.9044726760003,67.9044726760003,67.9044726760003,67.88892236999891,None,0,None,67.88933559100042,67.8893765219982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
practice_images/paired_image_33_1.png,16,0,,,,,0,16,16,16,,,,,67.9044726760003,,,,,,,,,,,67.8896472689994,67.88972134799769,67.88973295200049,67.9044726760003,67.9044726760003,68.90535612199892,68.90535612199892,71.90443951099951,71.90443951099951,71.90443951099951,71.90443951099951,71.8889318879992,None,0,None,71.88934479599993,71.88938494099784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
practice_images/paired_image_6_2.png,17,0,,,,,0,17,17,17,,,,,71.90443951099951,,,,,,,,,,,71.8896571969999,71.88973123299729,71.88974274800057,71.90443951099951,71.90443951099951,72.90533764499924,72.90533764499924,75.90451077399848,75.90451077399848,75.90451077399848,75.90451077399848,75.88863155400031,None,0,None,75.88929563299826,75.88933783999892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
practice_images/paired_image_29_1.png,18,0,,,,,0,18,18,18,,,,,75.90451077399848,,,,,,,,,,,75.88961015200039,75.88968541899885,75.88969711000027,75.90451077399848,75.90451077399848,76.90494497200052,76.90494497200052,79.9046184889994,79.9046184889994,79.9046184889994,79.9046184889994,79.88888455599954,None,0,None,79.88922078299947,79.88925345999814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
practice_images/paired_image_20_2.png,19,0,,,,,0,19,19,19,,,,,79.9046184889994,,,,,,,,,,,79.88947217500026,79.88953196399962,79.88954112599822,79.9046184889994,79.9046184889994,80.90484859299977,80.90484859299977,83.90752405799867,83.90752405799867,83.90752405799867,83.90752405799867,83.88910329399732,1,0,['3'],83.88990405799996,83.88994824600013,2.602730212998722,None,[3.863992745998985],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.8900074129997,83.90752405799867,83.90752405799867,83.92218182599754,1,0.0011229320007259957,None,,,,,,,,,,,,,,,,,,,,,,,,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.9222167049993,83.93870732600044,83.93870732600044,87.75472780599739,equal,3.8104728020007315,None,,,,,,,,,,,,,,,,,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
images/image_242_seed_1.png,0,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.83180985599756,87.83187446000011,87.83188132799842,87.84086824599945,None,0,None,87.84199327399983,87.84202797800026,None,87.8425082169997,87.84255040199787,None,87.84304472599979,87.84307534300024,None,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
images/image_585_seed_1.png,1,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.84372337099921,87.84380540299753,87.84381272999963,87.84994776599706,None,0,None,87.85018779600068,87.85021731699817,None,87.85028012199837,87.85031530199922,None,87.85037667399956,87.8504007579977,None,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
images/image_318_seed_1.png,2,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.85061392299758,87.85069084299903,87.85069817999829,87.85633412699826,None,0,None,87.85655567999856,87.85658343199975,None,87.85664574399925,87.85668124400036,None,87.85674344499785,87.85676752200015,None,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
images/image_296_seed_1.png,3,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.85698256999967,87.85708733499996,87.85709492599926,87.86225529999865,None,0,None,87.8624795129981,87.86250820799978,None,87.86257125599877,87.8626065089993,None,87.86266815499766,87.86269164899932,None,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
images/image_438_seed_1.png,4,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.86292415400021,87.86300162299813,87.86300877900067,87.86849686699861,None,0,None,87.86872131400014,87.86874886099758,None,87.86881101099789,87.86884593499781,None,87.86890767799923,87.86893137099833,None,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
images/image_161_seed_1.png,5,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.86914432299818,87.86922156699802,87.86922868799957,87.87503337599992,None,0,None,87.87526221299777,87.8752908159986,None,87.87535396800013,87.87538903699897,None,87.87545227100054,87.87547619399993,None,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
images/image_86_seed_1.png,6,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.87569102699854,87.8757719469977,87.87577921099728,87.88191968599858,None,0,None,87.88214749299732,87.8821762539992,None,87.88223752599879,87.88227265800015,None,87.88233429200045,87.88235750499734,None,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
images/image_10_seed_1.png,7,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.88257113099826,87.88265059200057,87.88265781600057,87.88984652599902,None,0,None,87.89036298399878,87.89041333799833,None,87.8905263409979,87.89058907199797,None,87.89070222499868,87.89074492799773,None,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
images/image_358_seed_1.png,8,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.89112064399887,87.89125067199711,87.89126368699726,87.89909386999716,None,0,None,87.89934678200007,87.89937875099713,None,87.89945027099748,87.89949064699977,None,87.89956176899796,87.89958875599768,None,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
blank.jpg,9,1,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.89983212299921,87.89991804199963,87.89992631199857,87.90262208099739,None,0,None,87.90286861099958,87.90290100999846,None,87.90297242299857,87.90301254400038,None,87.90308462699977,87.90311166399988,None,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
images/image_688_seed_1.png,10,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.90341332299795,87.9035156989994,87.90352611699927,87.91030766599943,None,0,None,87.91056638699956,87.91059994999887,None,87.91067216800002,87.91071247199943,None,87.91078358499726,87.91081126399877,None,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
images/image_118_seed_1.png,11,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.91105836799761,87.91114687799927,87.91115522600012,87.91745692800032,None,0,None,87.91768147299808,87.9177173829994,None,87.91778109799998,87.91781632499988,None,87.91787849899993,87.91790208699967,None,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
images/image_642_seed_1.png,12,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.91812123599811,87.91819792399838,87.91820517399901,87.92393310999978,None,0,None,87.92415947299742,87.92418959299903,None,87.92425164999804,87.92429592699773,None,87.92436028999873,87.92438435299846,None,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
images/image_325_seed_1.png,13,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.92460302799736,87.92468392699811,87.92469136299769,87.93215907999911,None,0,None,87.93238453400045,87.93241368999952,None,87.93247687099938,87.93251244699786,None,87.93257428300058,87.93259827399743,None,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
images/image_502_seed_1.png,14,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.93282483700023,87.93290416899981,87.93291153899918,87.93859157099723,None,0,None,87.93881461099954,87.9388421099975,None,87.9389040299975,87.9389393349993,None,87.9390007189977,87.93902469800014,None,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
images/image_37_seed_1.png,15,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.93923475699921,87.93931262399929,87.93931973099825,87.94730227000036,None,0,None,87.9475267739981,87.94755523799904,None,87.94761659600044,87.94765092499802,None,87.94771223399948,87.94773587599775,None,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
images/image_502_seed_1.png,16,0,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.94794693899894,87.94802399000037,87.94803118399795,87.95213124499787,None,0,None,87.9523574479972,87.95238626100036,None,87.95244815700062,87.95248332999836,None,87.95254529099839,87.9525687489986,None,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
images/image_203_seed_1.png,17,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.95279048299926,87.95287218199883,87.95287946600001,87.95741791399996,None,0,None,87.95764371000041,87.95767172499836,None,87.95773379199818,87.9577691859995,None,87.95783128199764,87.95785644499847,None,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
images/image_190_seed_1.png,18,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.95807711099769,87.95815369099728,87.9581610009991,87.96371199299756,None,0,None,87.96394198000053,87.9639703699977,None,87.964032726999,87.96406761599792,None,87.96412970999882,87.9641530129993,None,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
blank.jpg,19,1,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96436737099793,87.96444870399864,87.96445618600046,87.96648979599922,None,0,None,87.96669342399764,87.96672950399807,None,87.96679300399774,87.96682529700047,None,87.9669052600002,87.966928894999,None,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
images/image_683_seed_1.png,20,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96713669699966,87.96720427000037,87.96721143600007,87.97335041699989,None,0,None,87.97358503499709,87.97361367199846,None,87.97367629300061,87.97371133100023,None,87.97377382699779,87.97379728799933,None,33,001,14,,2024-04-13_13h40.13.321,replicate_nsd,2023.2.3,59.999675160664715,2024-04-13 13h40.27.129581 -0400,
