current_image,is_repeat,trial_index,is_blank_trial,is_new_run,run_num,all_blanks_list,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,polygon.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,trial.stopped,press_if_repeat.keys,blank_trial.started,key_resp_3.started,polygon_2.started,key_resp_3.stopped,polygon_2.stopped,blank_trial.stopped,key_resp_3.keys,run_wait2.started,key_resp_5.started,text_5.started,run_wait2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.0228545920108445,0.02304585400270298,0.02306573701207526,0.033164529013447464,0.033164529013447464,1.6592756850004662,5,1.611204655986512,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-09_12h21.31.707,replicate_nsd,2023.2.3,59.86819632906023,2024-04-09 12h21.43.298264 -0400,
images/6_28 copy 2.jpg,0,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,0,0,0,1.7723360630043317,,,,,,,,,,,1.734283088997472,1.7723360630043317,2.75928582099732,2.75928582099732,5.759249634022126,5.759249634022126,5.759249634022126,5.742726255004527,None,5.74511089202133,5.759249634022126,5.759249634022126,9.759312487003626,9.759312487003626,9.742682163021527,None,9.743647785013309,9.759312487003626,9.759312487003626,17.30937586701475,space,7.549049444991397,None,17.310551569011295,17.310582518024603,None,1,001,0,,2024-04-09_12h21.31.707,replicate_nsd,2023.2.3,59.86819632906023,2024-04-09 12h21.43.298264 -0400,
,,,,,,,,,,,17.32580511100241,,,,,,,,,,,17.311240497016115,17.32580511100241,18.326014913996914,18.326014913996914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
