current_image,is_repeat,trial_index,is_blank_trial,is_new_run,run_num,all_blanks_list,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,key_resp_6.started,text_6.started,practice_continue.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,testing_continue.started,key_resp_7.started,text_7.started,testing_continue.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips_and_correct_key.started,set_skips_and_correct_key.stopped,trial.started,polygon.started,all_keys_pressed.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,all_keys_pressed.stopped,trial.stopped,press_if_repeat.keys,press_if_repeat.corr,all_keys_pressed.keys,blank_trial.started,blank_trial.stopped,blank_trial_testing_keys.keys,run_wait2_2.started,run_wait2_2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,blank_trial_testing_keys.started,polygon_2.started,blank_trial_testing_keys.stopped,polygon_2.stopped,press_if_repeat.rt,press_if_repeat.duration,all_keys_pressed.rt,all_keys_pressed.duration,blank_trial_testing_keys.rt,blank_trial_testing_keys.duration,key_resp_5.started,text_5.started,key_resp_5.rt,key_resp_5.duration,key_resp_4.started,text_4.started,key_resp_4.rt,key_resp_4.duration,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.02864832200066303,0.028844602000390296,0.02885943799992674,0.04937270600021293,0.04937270600021293,7.183791596000447,1,7.122286869000163,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_17h23.54.323,replicate_nsd,2023.2.3,60.06888387221713,2024-04-12 17h24.04.386596 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,7.193331308000779,7.209655955000926,7.209655955000926,13.333634678001545,1,6.1163768989990785,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_17h23.54.323,replicate_nsd,2023.2.3,60.06888387221713,2024-04-12 17h24.04.386596 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.333656471000722,13.350792177001495,13.350792177001495,17.500197860001208,equal,4.144212852999772,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_17h23.54.323,replicate_nsd,2023.2.3,60.06888387221713,2024-04-12 17h24.04.386596 -0400,
images/image_585_seed_1.png,0,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,0,0,0,17.62978911600112,,,,,,,,,,,,,,,,,,,,,,,,,17.577367774001686,17.57742694800072,17.57743331200072,17.62978911600112,17.62978911600112,18.617373324001164,18.617373324001164,21.6193538360003,21.6193538360003,21.6193538360003,21.6193538360003,21.600768238000455,None,0,None,21.60299201700036,21.603032172000894,None,21.60373443300159,21.603822514000058,None,21.604509350001535,21.60454523700173,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_17h23.54.323,replicate_nsd,2023.2.3,60.06888387221713,2024-04-12 17h24.04.386596 -0400,
images/image_252_seed_1.png,0,1,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,1,1,1,21.6193538360003,,,,,,,,,,,,,,,,,,,,,,,,,21.605466601000444,21.605545520000305,21.6055558930002,21.6193538360003,21.6193538360003,22.617144842000926,22.617144842000926,25.622974013000203,25.622974013000203,25.622974013000203,25.622974013000203,25.600952785000118,None,0,None,25.601465716001258,25.601510701000734,None,25.60162536000098,25.61098286500055,None,25.61108075700031,25.611106334001306,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_17h23.54.323,replicate_nsd,2023.2.3,60.06888387221713,2024-04-12 17h24.04.386596 -0400,
images/image_118_seed_1.png,0,2,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,2,2,2,25.622974013000203,,,,,,,,,,,,,,,,,,,,,,,,,25.61136929300119,25.611434644000838,25.61144307200084,25.622974013000203,25.622974013000203,26.617637240000477,26.617637240000477,29.61659409800086,29.61659409800086,29.61659409800086,29.61659409800086,29.601128925000012,None,0,None,29.601640261000284,29.601686349000374,None,29.601802464001594,29.601894398001605,None,29.602011801000117,29.602047317001052,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_17h23.54.323,replicate_nsd,2023.2.3,60.06888387221713,2024-04-12 17h24.04.386596 -0400,
images/image_196_seed_1.png,0,3,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,3,3,3,29.61659409800086,,,,,,,,,,,,,,,,,,,,,,,,,29.60243340100169,29.60252983800092,29.60254220800016,29.61659409800086,29.61659409800086,30.617470773000605,30.617470773000605,33.61929288400097,33.61929288400097,33.61929288400097,33.61929288400097,33.60091571800149,None,0,None,33.60142513200117,33.60147066200079,None,33.601585497001,33.601676919000965,None,33.60179482900094,33.60183115900145,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_17h23.54.323,replicate_nsd,2023.2.3,60.06888387221713,2024-04-12 17h24.04.386596 -0400,
images/image_10_seed_1.png,0,4,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,4,4,4,33.61929288400097,,,,,,,,,,,,,,,,,,,,,,,,,33.60221111000101,33.60230634800064,33.602318930001275,33.61929288400097,33.61929288400097,34.617657691000204,34.617657691000204,37.616697045001274,37.616697045001274,37.616697045001274,37.616697045001274,37.601101526001,None,0,None,37.60161344400149,37.60165925000001,None,37.60177440700136,37.60186752300069,None,37.601985965000495,37.6020220040009,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_17h23.54.323,replicate_nsd,2023.2.3,60.06888387221713,2024-04-12 17h24.04.386596 -0400,
images/image_318_seed_1.png,0,5,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,5,5,5,37.616697045001274,,,,,,,,,,,,,,,,,,,,,,,,,37.60239981600171,37.60249693900005,37.60250964200168,37.616697045001274,37.616697045001274,38.61764976300037,38.61764976300037,41.66953809700135,41.66953809700135,41.66953809700135,41.66953809700135,41.650566838001396,None,0,None,41.65128399200148,41.6513311860017,None,41.65144677900025,41.651539270000285,None,41.6516576110007,41.651693663001424,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_17h23.54.323,replicate_nsd,2023.2.3,60.06888387221713,2024-04-12 17h24.04.386596 -0400,
images/image_719_seed_1.png,0,6,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,6,6,6,41.66953809700135,,,,,,,,,,,,,,,,,,,,,,,,,41.65207400300096,41.65217076200133,41.652183241001694,41.66953809700135,41.66953809700135,42.66757937900002,42.66757937900002,45.667877207000856,45.667877207000856,45.667877207000856,45.667877207000856,45.65115194700047,None,0,None,45.651665064000554,45.65171084500071,None,45.651826378001715,45.651919255000394,None,45.652038550000725,45.65207431900126,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_17h23.54.323,replicate_nsd,2023.2.3,60.06888387221713,2024-04-12 17h24.04.386596 -0400,
images/image_253_seed_1.png,0,7,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,7,7,7,45.667877207000856,,,,,,,,,,,,,,,,,,,,,,,,,45.65245010900071,45.65254537600049,45.652557634000914,45.667877207000856,45.667877207000856,46.66749895400062,46.66749895400062,49.66674939500081,49.66674939500081,49.66674939500081,49.66674939500081,49.6512642480011,None,0,None,49.651778278001075,49.651824841001144,None,49.65194056600012,49.65203290000136,None,49.65215040100156,49.65218590299992,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_17h23.54.323,replicate_nsd,2023.2.3,60.06888387221713,2024-04-12 17h24.04.386596 -0400,
images/image_458_seed_1.png,0,8,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,8,8,8,49.66674939500081,,,,,,,,,,,,,,,,,,,,,,,,,49.65256363700064,49.65265913700023,49.652671495001414,49.66674939500081,49.66674939500081,50.667672683001,50.667672683001,53.66752528000143,53.66752528000143,53.66752528000143,53.66752528000143,53.651063676001286,None,0,None,53.65161964700019,53.651664295000955,None,53.651998308001566,53.65209209100067,None,53.65221331700013,53.652251127001364,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_17h23.54.323,replicate_nsd,2023.2.3,60.06888387221713,2024-04-12 17h24.04.386596 -0400,
images/blank.jpg,0,9,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,9,9,9,53.66752528000143,,,,,,,,,,,,,,,,,,,,,,,,,53.65262998600156,53.65272714400089,53.65273966800123,,,,,,,,,53.65941096000097,None,0,None,53.65979133300061,57.65085095900031,None,57.65116585100077,57.651317018000555,None,57.65145245200074,57.65149077500064,None,53.66752528000143,53.66752528000143,57.666663664000225,57.666663664000225,,,,,,,,,,,,,,,1,001,0,,2024-04-12_17h23.54.323,replicate_nsd,2023.2.3,60.06888387221713,2024-04-12 17h24.04.386596 -0400,
images/image_545_seed_1.png,0,10,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,10,10,10,57.666663664000225,,,,,,,,,,,,,,,,,,,,,,,,,57.651883252001426,57.65197967900167,57.651992387000064,57.666663664000225,57.666663664000225,58.667786239000634,58.667786239000634,61.66680127700056,61.66680127700056,61.66680127700056,61.66680127700056,61.65109359500093,None,0,None,61.65158909100137,61.65163457900053,None,61.65174810500139,61.65184078200036,None,61.65195882900116,61.65199412900074,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_17h23.54.323,replicate_nsd,2023.2.3,60.06888387221713,2024-04-12 17h24.04.386596 -0400,
images/image_571_seed_1.png,0,11,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,11,11,11,61.66680127700056,,,,,,,,,,,,,,,,,,,,,,,,,61.65237108800102,61.65246656800082,61.652479315000164,61.66680127700056,61.66680127700056,62.667733009000585,62.667733009000585,65.66723296800046,65.66723296800046,65.66723296800046,65.66723296800046,65.65107289300067,None,0,None,65.65156672400008,65.6516132910001,None,65.65172904000065,65.65181969800142,None,65.65193726899997,65.65197265999996,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_17h23.54.323,replicate_nsd,2023.2.3,60.06888387221713,2024-04-12 17h24.04.386596 -0400,
images/image_687_seed_1.png,0,12,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,12,12,12,65.66723296800046,,,,,,,,,,,,,,,,,,,,,,,,,65.65258647400151,65.65268650700091,65.65269911700125,65.66723296800046,65.66723296800046,66.66737414700037,66.66737414700037,69.66675604500051,69.66675604500051,69.66675604500051,69.66675604500051,69.65069157700054,None,0,None,69.65120596600173,69.65125158000046,None,69.65136611600064,69.651457295,None,69.65157579300103,69.65161141099998,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_17h23.54.323,replicate_nsd,2023.2.3,60.06888387221713,2024-04-12 17h24.04.386596 -0400,
images/image_276_seed_1.png,0,13,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,13,13,13,69.66675604500051,,,,,,,,,,,,,,,,,,,,,,,,,69.65199083400148,69.65208744600022,69.65209982600027,69.66675604500051,69.66675604500051,70.66764082700138,70.66764082700138,73.6666656740017,73.6666656740017,73.6666656740017,73.6666656740017,73.65070330900016,None,0,None,73.65121589200135,73.65126197300015,None,73.65137753100134,73.65147109600002,None,73.65158833000169,73.65162391600097,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_17h23.54.323,replicate_nsd,2023.2.3,60.06888387221713,2024-04-12 17h24.04.386596 -0400,
images/image_438_seed_1.png,0,14,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,14,14,14,73.6666656740017,,,,,,,,,,,,,,,,,,,,,,,,,73.65200315500078,73.65210027300054,73.65211271600128,73.6666656740017,73.6666656740017,74.66760520500065,74.66760520500065,77.66676940300022,77.66676940300022,77.66676940300022,77.66676940300022,77.6507895090017,2,0,None,77.65240427800018,77.65245349700126,None,77.65257117500005,77.65266366000105,None,77.65278163300172,77.65281761500046,None,,,,,2.8438596739997593,None,,,,,,,,,,,,,1,001,0,,2024-04-12_17h23.54.323,replicate_nsd,2023.2.3,60.06888387221713,2024-04-12 17h24.04.386596 -0400,
images/image_611_seed_1.png,0,15,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,15,15,15,77.66676940300022,,,,,,,,,,,,,,,,,,,,,,,,,77.65315163600098,77.65322879800078,77.65323905900004,77.66676940300022,77.66676940300022,78.66759418100082,78.66759418100082,81.66854802500166,81.66854802500166,81.66854802500166,81.66854802500166,81.65073118800137,2,0,"['2', '1', '2', '1', '2', '1']",81.65307319000021,81.6531137130005,None,81.65321498100093,81.65329303900035,None,81.65339111800131,81.65342071600026,None,,,,,2.823070150001513,None,"[0.1407306540004356, 0.28576945399981923, 0.4378932920008083, 0.5990230370007339, 0.7230341360009334, 0.8735629510010767]","[None, None, None, None, None, None]",,,,,,,,,,,1,001,0,,2024-04-12_17h23.54.323,replicate_nsd,2023.2.3,60.06888387221713,2024-04-12 17h24.04.386596 -0400,
images/image_615_seed_1.png,0,16,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,16,16,16,81.66854802500166,,,,,,,,,,,,,,,,,,,,,,,,,81.65372410500095,81.65380086700134,81.65381117900142,81.66854802500166,81.66854802500166,82.66766999300125,82.66766999300125,85.66719016500065,85.66719016500065,85.66719016500065,85.66719016500065,85.65027365900096,2,0,"['2', '1', '2', '1', '2', '1', '2']",85.65088161200038,85.65091245200165,None,85.65098749800018,85.65105015300105,None,85.65112777700051,85.65115268699992,None,,,,,2.8398893949997728,None,"[0.09556399200118904, 0.22902490500018757, 0.35319737999998324, 0.5068456669996522, 0.6228857269998116, 0.8045643340010429, 0.9565741330006858]","[None, None, None, None, None, None, None]",,,,,,,,,,,1,001,0,,2024-04-12_17h23.54.323,replicate_nsd,2023.2.3,60.06888387221713,2024-04-12 17h24.04.386596 -0400,
images/image_256_seed_1.png,0,17,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,17,17,17,85.66719016500065,,,,,,,,,,,,,,,,,,,,,,,,,85.651409307,85.65147291800167,85.65148145400053,85.66719016500065,85.66719016500065,86.66774200000145,86.66774200000145,89.66622501300117,89.66622501300117,89.66622501300117,89.66622501300117,89.65075427600095,1,1,"['1', '2', '1', '2', '1', '2', '1', '2']",89.65192044500145,89.65196762400046,None,89.65207891200043,89.65217711900004,None,89.65229494400046,89.65233142000034,None,,,,,2.865711458000078,None,"[0.001146222999523161, 0.11698383099974308, 0.3125017389993445, 0.396441111999593, 0.5742832190007903, 0.6980992930002685, 0.8822022749991447, 0.9783376359991962]","[None, None, None, None, None, None, None, None]",,,,,,,,,,,1,001,0,,2024-04-12_17h23.54.323,replicate_nsd,2023.2.3,60.06888387221713,2024-04-12 17h24.04.386596 -0400,
images/image_210_seed_1.png,0,18,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,18,18,18,89.66622501300117,,,,,,,,,,,,,,,,,,,,,,,,,89.65270104500087,89.65279676000137,89.6528114190005,89.66622501300117,89.66622501300117,90.66716467200058,90.66716467200058,93.6706783210011,93.6706783210011,93.6706783210011,93.6706783210011,93.65026797500104,1,1,"['1', '2', '1', '2']",93.65095853999992,93.65099424800064,None,93.65108162800061,93.6622514260016,None,93.66233800900045,93.66235985999992,None,,,,,2.87653615400086,None,"[0.29903650900087086, 0.5510753310009022, 0.73949671200171, 0.8634622850004234]","[None, None, None, None]",,,,,,,,,,,1,001,0,,2024-04-12_17h23.54.323,replicate_nsd,2023.2.3,60.06888387221713,2024-04-12 17h24.04.386596 -0400,
