current_image,trial_index,is_blank_trial,is_repeat,is_new_run,run_num,all_blanks_list,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,key_resp_6.started,text_6.started,practice_continue.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,set_skips_and_correct_key_2.started,set_skips_and_correct_key_2.stopped,practice_trial.started,polygon_3.started,all_keys_pressed_2.started,image_2.started,press_if_repeat_2.started,image_2.stopped,press_if_repeat_2.stopped,polygon_3.stopped,all_keys_pressed_2.stopped,practice_trial.stopped,press_if_repeat_2.keys,press_if_repeat_2.corr,all_keys_pressed_2.keys,all_keys_pressed_2.rt,all_keys_pressed_2.duration,blank_trial_2.started,blank_trial_2.stopped,polygon_4.started,polygon_4.stopped,testing_continue.started,key_resp_7.started,text_7.started,testing_continue.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips_and_correct_key.started,set_skips_and_correct_key.stopped,trial.started,polygon.started,all_keys_pressed.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,all_keys_pressed.stopped,trial.stopped,press_if_repeat.keys,press_if_repeat.corr,all_keys_pressed.keys,blank_trial.started,blank_trial.stopped,blank_trial_testing_keys.keys,run_wait2_2.started,run_wait2_2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,blank_trial_testing_keys.started,polygon_2.started,blank_trial_testing_keys.stopped,polygon_2.stopped,press_if_repeat.rt,press_if_repeat.duration,blank_trial_testing_keys.rt,blank_trial_testing_keys.duration,all_keys_pressed.rt,all_keys_pressed.duration,key_resp_5.started,text_5.started,key_resp_5.rt,key_resp_5.duration,key_resp_4.started,text_4.started,key_resp_4.rt,key_resp_4.duration,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
practice_images/paired_image_4_2.png,9,0,,,,,0,9,9,9,,,,,37.86799390299984,,,,,,,,,,,37.8526803270006,37.85276741500002,37.85277873999985,37.86799390299984,37.86799390299984,38.868219959999806,38.868219959999806,41.9672405400006,41.9672405400006,41.9672405400006,41.9672405400006,41.95016169200062,None,0,None,,,41.95050076700045,41.95053377900058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
blank.jpg,10,1,,,,,0,10,10,10,,,,,41.9672405400006,,,,,,,,,,,41.9507586360005,41.95082887399985,41.95083853600045,,,,,,,,,41.95436236400019,None,0,None,,,41.954653335999865,45.95401086200036,41.9672405400006,45.96691451300012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
practice_images/paired_image_33_1.png,11,0,,,,,0,11,11,11,,,,,45.96691451300012,,,,,,,,,,,45.95433032500023,45.95440164699994,45.95441157500045,45.96691451300012,45.96691451300012,46.97002166200036,46.97002166200036,49.96725976500056,49.96725976500056,49.96725976500056,49.96725976500056,49.95372618300007,None,0,None,,,49.95413908899991,49.95417955100038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
practice_images/paired_image_21_2.png,12,0,,,,,0,12,12,12,,,,,49.96725976500056,,,,,,,,,,,49.954455519000476,49.95454244299981,49.95455424000011,49.96725976500056,49.96725976500056,50.96776740800033,50.96776740800033,53.96752352900057,53.96752352900057,53.96752352900057,53.96752352900057,53.951513699000316,None,0,None,,,53.95192795999992,53.95196631500039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
practice_images/paired_image_19_1.png,13,0,,,,,0,13,13,13,,,,,53.96752352900057,,,,,,,,,,,53.95223943700057,53.95232518300054,53.952336637999906,53.96752352900057,53.96752352900057,54.96781692500008,54.96781692500008,57.96684400899994,57.96684400899994,57.96684400899994,57.96684400899994,57.95116142400002,None,0,None,,,57.951632776000224,57.95167887600019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
practice_images/paired_image_22_2.png,14,0,,,,,0,14,14,14,,,,,57.96684400899994,,,,,,,,,,,57.95198994100065,57.9520981780006,57.95211060100064,57.96684400899994,57.96684400899994,58.974690497000665,58.974690497000665,61.97076155200011,61.97076155200011,61.97076155200011,61.97076155200011,61.95673956200062,None,0,None,,,61.95699766800044,61.95701957900019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
practice_images/paired_image_30_1.png,15,0,,,,,0,15,15,15,,,,,61.97076155200011,,,,,,,,,,,61.957178956999996,61.95722908700009,61.95723543300028,61.97076155200011,61.97076155200011,62.97180968700013,62.97180968700013,65.97165410400066,65.97165410400066,65.97165410400066,65.97165410400066,65.95604203499988,None,0,None,,,65.95628525099983,65.95630796300065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
practice_images/paired_image_15_1.png,16,0,,,,,0,16,16,16,,,,,65.97165410400066,,,,,,,,,,,65.95646435100025,65.9565146470004,65.95652115499979,65.97165410400066,65.97165410400066,66.96787655500066,66.96787655500066,69.97226632300044,69.97226632300044,69.97226632300044,69.97226632300044,69.95651134400032,None,0,None,,,69.95685719300036,69.95688917799998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
practice_images/paired_image_28_1.png,17,0,,,,,0,17,17,17,,,,,69.97226632300044,,,,,,,,,,,69.95711433399993,69.95718306900017,69.95719242300038,69.97226632300044,69.97226632300044,70.9722628620002,70.9722628620002,73.972808214,73.972808214,73.972808214,73.972808214,73.95588566800052,None,0,None,,,73.95616826800051,73.95619454400003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
practice_images/paired_image_24_1.png,18,0,,,,,0,18,18,18,,,,,73.972808214,,,,,,,,,,,73.95637767000062,73.9564361290004,73.95644382899991,73.972808214,73.972808214,74.97192303100019,74.97192303100019,77.97168546900048,77.97168546900048,77.97168546900048,77.97168546900048,77.95703321000019,None,0,None,,,77.9573718520005,77.95740329399996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
practice_images/paired_image_36_1.png,19,0,,,,,0,19,19,19,,,,,77.97168546900048,,,,,,,,,,,77.9576233429998,77.95769851000023,77.95770787600031,77.97168546900048,77.97168546900048,78.97320531500009,78.97320531500009,81.97324144899994,81.97324144899994,81.97324144899994,81.97324144899994,81.95665215999998,None,0,None,,,81.9570690669998,81.95710859800056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.95716657600042,81.97324144899994,81.97324144899994,100.438062188,2,18.44979962100024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.43808247500056,100.45655174900003,100.45655174900003,188.33413578900036,equal,87.86251688999982,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
images/image_279_seed_1.png,0,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,0,0,0,188.4601158940004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.4174041340002,188.41749610900024,188.41750406499978,188.4601158940004,188.4601158940004,189.4510234999998,189.4510234999998,192.4538620029998,192.4538620029998,192.4538620029998,192.4538620029998,192.43462249700042,None,0,None,192.43658950700046,192.43662893700002,None,192.4373420510001,192.43739738400018,None,192.438094827,192.4381315210003,None,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
images/image_592_seed_1.png,1,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,1,1,1,192.4538620029998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.4390682809999,192.43916341900058,192.43917390300066,192.4538620029998,192.4538620029998,193.45691168800022,193.45691168800022,196.45806779400027,196.45806779400027,196.45806779400027,196.45806779400027,196.43927178100057,None,0,None,196.439723255,196.43977154200002,None,196.4398918980005,196.43994775300052,None,196.4400701630002,196.4401078740002,None,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
images/image_13_seed_1.png,2,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,2,2,2,196.45806779400027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.44049785400057,196.44062516900067,196.44063803000063,196.45806779400027,196.45806779400027,197.48270029800005,197.48270029800005,200.482961789,200.482961789,200.482961789,200.482961789,200.46773284000028,None,0,None,200.46816368300006,200.4682056649999,None,200.46831988900067,200.4683706780006,None,200.46848258000045,200.46851802400033,None,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
images/image_475_seed_1.png,3,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,3,3,3,200.482961789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.46890124499987,200.46903992599982,200.46905000800052,200.482961789,200.482961789,201.48435867199987,201.48435867199987,204.50053630500042,204.50053630500042,204.50053630500042,204.50053630500042,204.4670910069999,None,0,None,204.46751691200006,204.46755939100058,None,204.46767218500008,204.4677230870002,None,204.46783459800008,204.46786993700061,None,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
images/image_518_seed_1.png,4,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,4,4,4,204.50053630500042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.4682502530004,204.46836771700055,204.4683806110006,204.50053630500042,204.50053630500042,205.5024463079999,205.5024463079999,208.4995630780004,208.4995630780004,208.4995630780004,208.4995630780004,208.4841727940002,None,0,None,208.4845960749999,208.48463741200067,None,208.4847484490001,208.4847989330001,None,208.48490889300047,208.48494371300058,None,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
images/image_117_seed_1.png,5,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,5,5,5,208.4995630780004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.4853150230001,208.48543345899998,208.48544613800004,208.4995630780004,208.4995630780004,209.49999115500032,209.49999115500032,212.49931812900013,212.49931812900013,212.49931812900013,212.49931812900013,212.4840090460002,None,0,None,212.48443947899978,212.48448095599997,None,212.48459422700034,212.4846465870005,None,212.4847577720002,212.48479276499984,None,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
images/image_374_seed_1.png,6,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,6,6,6,212.49931812900013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.48517386799995,212.48529133100055,212.48530415700043,212.49931812900013,212.49931812900013,213.4999532239999,213.4999532239999,216.49899749700035,216.49899749700035,216.49899749700035,216.49899749700035,216.48400903200036,None,0,None,216.48443290900013,216.48447496500012,None,216.48458806500003,216.48463880000054,None,216.48474918800002,216.48478351999984,None,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
images/image_420_seed_1.png,7,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,7,7,7,216.49899749700035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.48515588300052,216.48527329399985,216.4852858610002,216.49899749700035,216.49899749700035,217.50174875599987,217.50174875599987,220.5010684230001,220.5010684230001,220.5010684230001,220.5010684230001,220.48420018200068,None,0,None,220.48473818799994,220.48477917899982,None,220.48489242100004,220.4849440150001,None,220.48505803900025,220.4850935960003,None,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
images/image_205_seed_1.png,8,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,8,8,8,220.5010684230001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.4854786220003,220.48559495000063,220.48560765399998,220.5010684230001,220.5010684230001,221.49998184800006,221.49998184800006,224.49972098800026,224.49972098800026,224.49972098800026,224.49972098800026,224.48404577600013,None,0,None,224.48447522300012,224.48451760199987,None,224.48462997300066,224.48468108900033,None,224.484793998,224.48483030599982,None,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
blank.jpg,9,1,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,9,9,9,224.49972098800026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.48521188999985,224.48533241800033,224.48534516500058,,,,,,,,,224.48970027399992,None,0,None,224.49008454900013,228.4858233240002,None,228.48603678900054,228.4860923440001,None,228.48622207400058,228.48625922500014,None,224.49972098800026,224.49972098800026,228.50021350099996,228.50021350099996,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
images/image_594_seed_1.png,10,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,10,10,10,228.50021350099996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.4866589379999,228.48677757400037,228.48679016500046,228.50021350099996,228.50021350099996,229.4998401290004,229.4998401290004,232.49896638800055,232.49896638800055,232.49896638800055,232.49896638800055,232.48398303200065,None,0,None,232.48440671900062,232.48444965999988,None,232.48456154199994,232.48461387299994,None,232.48472405200027,232.48475841900017,None,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
images/image_631_seed_1.png,11,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,11,11,11,232.49896638800055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.48513439399994,232.48525155900006,232.4852640979998,232.49896638800055,232.49896638800055,233.4998016899999,233.4998016899999,236.4987616440003,236.4987616440003,236.4987616440003,236.4987616440003,236.48350650300017,None,0,None,236.48393947600016,236.483982836,None,236.4840986750005,236.48415091700008,None,236.48426415799986,236.48430075000033,None,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
images/image_621_seed_1.png,12,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,12,12,12,236.4987616440003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.48468605700054,236.48480539899992,236.48481865699978,236.4987616440003,236.4987616440003,237.4993901429998,237.4993901429998,240.50139463400046,240.50139463400046,240.50139463400046,240.50139463400046,240.48390986100003,None,0,None,240.48459674600053,240.48464041500029,None,240.48475693,240.48480721400028,None,240.48492050999994,240.48495554200053,None,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
images/image_349_seed_1.png,13,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,13,13,13,240.50139463400046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.48534026700054,240.4854590290006,240.48547143999986,240.50139463400046,240.50139463400046,241.49975051,241.49975051,244.49916668200058,244.49916668200058,244.49916668200058,244.49916668200058,244.48400917800063,None,0,None,244.48443677700016,244.4844794010005,None,244.48459267199996,244.48464348200014,None,244.48475529799998,244.4847908620004,None,,,,,,,,,,,,,,,,,,,41,001,0,,2024-04-15_10h21.05.440,replicate_nsd,2023.2.3,59.613006549363774,2024-04-15 10h22.26.068415 -0400,
