current_image,is_repeat,trial_index,is_blank_trial,is_new_run,run_num,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_up.started,set_up.stopped,instructions.started,text.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,trial.stopped,press_if_repeat.keys,blank_trial.started,key_resp_3.started,polygon_2.started,blank_trial.stopped,key_resp_3.keys,block.started,block.stopped,key_resp_3.stopped,polygon_2.stopped,polygon.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
images/5_40 copy 5.jpg,0,8,0,0,0,0,8,8,8,35.86332751000009,,,,,,,,,,,,,,,,,,35.84806219400343,39.91536288199859,None,39.91549250400567,,,39.91551540799992,None,39.91558479100058,39.915631034004036,,,35.86332751000009,36.863495871999476,36.863495871999476,39.92957277800451,39.92957277800451,39.92957277800451,8,001,2024-04-03_15h56.09.241,replicate_nsd,2023.2.3,60.1091401667546,2024-04-03 15h56.19.648465 -0400,
images/20_40 copy.jpg,0,9,0,0,0,0,9,9,9,39.92957277800451,,,,,,,,,,,,,,,,,,39.91579852900031,43.913891796000826,None,43.91421900400019,,,43.914258961005544,None,43.914383063005516,43.914420863002306,,,39.92957277800451,40.930227982004,40.930227982004,43.93025604900322,43.93025604900322,43.93025604900322,8,001,2024-04-03_15h56.09.241,replicate_nsd,2023.2.3,60.1091401667546,2024-04-03 15h56.19.648465 -0400,
images/blank.jpg,0,10,1,0,0,0,10,10,10,43.93025604900322,,,,,,,,,,,,,,,,,,43.91470930200012,43.91742436400091,None,43.91756718000397,43.93025604900322,43.93025604900322,47.91405932699854,None,47.91426985300495,47.91431159200147,47.930060238002625,47.930060238002625,,,,,,,8,001,2024-04-03_15h56.09.241,replicate_nsd,2023.2.3,60.1091401667546,2024-04-03 15h56.19.648465 -0400,
images/15_40 copy 5.jpg,0,11,0,0,0,0,11,11,11,47.930060238002625,,,,,,,,,,,,,,,,,,47.91478888200072,51.91411142600555,None,51.914322561002336,,,51.91436361000524,None,51.91448616800335,51.91452414300147,,,47.930060238002625,48.930164809004054,48.930164809004054,51.9301418890027,51.9301418890027,51.9301418890027,8,001,2024-04-03_15h56.09.241,replicate_nsd,2023.2.3,60.1091401667546,2024-04-03 15h56.19.648465 -0400,
images/14_28 copy 3.jpg,0,12,0,0,0,0,12,12,12,51.9301418890027,,,,,,,,,,,,,,,,,,51.91481400900375,55.91404325800249,None,55.91425013600383,,,55.9142894980032,None,55.91441170000326,55.91444902900548,,,51.9301418890027,52.93029571700026,52.93029571700026,55.930025866000506,55.930025866000506,55.930025866000506,8,001,2024-04-03_15h56.09.241,replicate_nsd,2023.2.3,60.1091401667546,2024-04-03 15h56.19.648465 -0400,
images/12_0 copy 2.jpg,0,13,0,0,0,0,13,13,13,55.930025866000506,,,,,,,,,,,,,,,,,,55.914739650004776,59.91370783300226,None,59.913916584002436,,,59.91395665100572,None,59.91408004700497,59.914117858999816,,,55.930025866000506,56.93025534800108,56.93025534800108,59.93122566400416,59.93122566400416,59.93122566400416,8,001,2024-04-03_15h56.09.241,replicate_nsd,2023.2.3,60.1091401667546,2024-04-03 15h56.19.648465 -0400,
images/pair04 copy.jpg,0,14,0,0,0,0,14,14,14,59.93122566400416,,,,,,,,,,,,,,,,,,59.91440657200292,63.913683222002874,None,63.913894076998986,,,63.91393314600282,None,63.91405839300569,63.914096079002775,,,59.93122566400416,60.93025658799888,60.93025658799888,63.930172157000925,63.930172157000925,63.930172157000925,8,001,2024-04-03_15h56.09.241,replicate_nsd,2023.2.3,60.1091401667546,2024-04-03 15h56.19.648465 -0400,
images/9_40 copy.jpg,0,15,0,0,0,0,15,15,15,63.930172157000925,,,,,,,,,,,,,,,,,,63.91439012300543,67.9140740369985,None,67.91428409400396,,,67.9143235080046,None,67.91444716600381,67.91448525099986,,,63.930172157000925,64.93059391800489,64.93059391800489,67.92996045500331,67.92996045500331,67.92996045500331,8,001,2024-04-03_15h56.09.241,replicate_nsd,2023.2.3,60.1091401667546,2024-04-03 15h56.19.648465 -0400,
images/5_0 copy 3.jpg,0,16,0,0,0,0,16,16,16,67.92996045500331,,,,,,,,,,,,,,,,,,67.91477718800161,71.91409971400572,None,71.9143099569992,,,71.91434947800008,None,71.91447145400161,71.91450914899906,,,67.92996045500331,68.93031773900293,68.93031773900293,71.93002578500455,71.93002578500455,71.93002578500455,8,001,2024-04-03_15h56.09.241,replicate_nsd,2023.2.3,60.1091401667546,2024-04-03 15h56.19.648465 -0400,
images/9_0 copy 7.jpg,0,17,0,0,0,0,17,17,17,71.93002578500455,,,,,,,,,,,,,,,,,,71.9147990700003,75.91371713200351,None,75.91392669000197,,,75.91396603199973,None,75.91408901400428,75.91412646599929,,,71.93002578500455,72.93018657900393,72.93018657900393,75.9300393520025,75.9300393520025,75.9300393520025,8,001,2024-04-03_15h56.09.241,replicate_nsd,2023.2.3,60.1091401667546,2024-04-03 15h56.19.648465 -0400,
,,,,,,,,,,75.9300393520025,,,,,,,,,,,,,,,,,,75.91441900800419,,,,,,,,,,,,75.9300393520025,76.93023132799863,76.93023132799863,,,,,,,,,,,
