current_image,trial_index,is_blank_trial,is_repeat,is_new_run,run_num,all_blanks_list,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,key_resp_6.started,text_6.started,practice_continue.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,set_skips_and_correct_key_2.started,set_skips_and_correct_key_2.stopped,practice_trial.started,polygon_3.started,all_keys_pressed_2.started,image_2.started,press_if_repeat_2.started,image_2.stopped,press_if_repeat_2.stopped,polygon_3.stopped,all_keys_pressed_2.stopped,practice_trial.stopped,press_if_repeat_2.keys,press_if_repeat_2.corr,press_if_repeat_2.rt,press_if_repeat_2.duration,all_keys_pressed_2.keys,blank_trial_2.started,blank_trial_2.stopped,all_keys_pressed_2.rt,all_keys_pressed_2.duration,polygon_4.started,polygon_4.stopped,testing_continue.started,key_resp_7.started,text_7.started,testing_continue.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips_and_correct_key.started,set_skips_and_correct_key.stopped,trial.started,polygon.started,all_keys_pressed.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,all_keys_pressed.stopped,trial.stopped,press_if_repeat.keys,press_if_repeat.corr,all_keys_pressed.keys,blank_trial.started,blank_trial.stopped,blank_trial_testing_keys.keys,run_wait2_2.started,run_wait2_2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,press_if_repeat.rt,press_if_repeat.duration,all_keys_pressed.rt,all_keys_pressed.duration,blank_trial_testing_keys.started,polygon_2.started,blank_trial_testing_keys.stopped,polygon_2.stopped,blank_trial_testing_keys.rt,blank_trial_testing_keys.duration,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
practice_images/paired_image_25_2.png,9,0,,,,,0,9,9,9,,,,,39.013595250000435,,,,,,,,,,,38.99920884899984,38.99929611800053,38.999307421000594,39.013595250000435,39.013595250000435,40.01456712700019,40.01456712700019,43.01404881000053,43.01404881000053,43.01404881000053,43.01404881000053,42.99841388999994,1,0,2.3656908470002236,None,"['1', '1', '1']",42.99921653900037,42.99925758500012,"[0.18674371100041753, 0.4947311109999646, 0.7907680030002666]","[None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,001,0,,2024-04-15_10h55.45.969,replicate_nsd,2023.2.3,59.95449118363832,2024-04-15 10h56.22.900723 -0400,
blank.jpg,10,1,,,,,0,10,10,10,,,,,43.01404881000053,,,,,,,,,,,42.999533346000135,42.99961927000004,42.99963081399983,,,,,,,,,43.00587977499981,None,0,,,None,43.00624639600028,46.998355237000396,,,43.01404881000053,47.013403620000645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,001,0,,2024-04-15_10h55.45.969,replicate_nsd,2023.2.3,59.95449118363832,2024-04-15 10h56.22.900723 -0400,
practice_images/paired_image_36_1.png,11,0,,,,,0,11,11,11,,,,,47.013403620000645,,,,,,,,,,,46.998738963000505,46.998827217000326,46.99883885200052,47.013403620000645,47.013403620000645,48.01464848700016,48.01464848700016,51.01355329099988,51.01355329099988,51.01355329099988,51.01355329099988,50.99815143900014,1,0,2.7856913399991754,None,"['2', '1', '2', '1']",50.998961022,50.99900348000028,"[0.1749709100004111, 0.17889266200018028, 0.40696570700038137, 0.7988407140001073]","[None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,001,0,,2024-04-15_10h55.45.969,replicate_nsd,2023.2.3,59.95449118363832,2024-04-15 10h56.22.900723 -0400,
practice_images/paired_image_2_1.png,12,0,,,,,0,12,12,12,,,,,51.01355329099988,,,,,,,,,,,50.99927801500053,50.99936305200026,50.99937475100069,51.01355329099988,51.01355329099988,52.0145522720004,52.0145522720004,55.01632028899985,55.01632028899985,55.01632028899985,55.01632028899985,54.99785141400025,1,0,2.937648269999954,None,"['1', '2', '1']",54.99865960900024,54.998700300000564,"[0.30680916199980857, 0.5947855740005252, 0.7667766579997988]","[None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,001,0,,2024-04-15_10h55.45.969,replicate_nsd,2023.2.3,59.95449118363832,2024-04-15 10h56.22.900723 -0400,
practice_images/paired_image_15_2.png,13,0,,,,,0,13,13,13,,,,,55.01632028899985,,,,,,,,,,,54.998974375000216,54.999059208999824,54.999070638000376,55.01632028899985,55.01632028899985,56.014621713999986,56.014621713999986,59.01364656700025,59.01364656700025,59.01364656700025,59.01364656700025,58.99768111600042,1,0,2.6857197909994284,None,"['1', '1']",58.99848411499988,58.99852522200035,"[0.1919185689994265, 0.5080578229999446]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,001,0,,2024-04-15_10h55.45.969,replicate_nsd,2023.2.3,59.95449118363832,2024-04-15 10h56.22.900723 -0400,
practice_images/paired_image_28_1.png,14,0,,,,,0,14,14,14,,,,,59.01364656700025,,,,,,,,,,,58.99880896600007,58.99889537400031,58.998907031999806,59.01364656700025,59.01364656700025,60.01453328600019,60.01453328600019,63.01527891900059,63.01527891900059,63.01527891900059,63.01527891900059,62.99839099300061,1,0,2.9098376939991795,None,"['1', '1', '1']",62.9991930390006,62.999233864000416,"[0.022750187999918126, 0.3267278200000874, 0.6587290789993858]","[None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,001,0,,2024-04-15_10h55.45.969,replicate_nsd,2023.2.3,59.95449118363832,2024-04-15 10h56.22.900723 -0400,
practice_images/paired_image_24_1.png,15,0,,,,,0,15,15,15,,,,,63.01527891900059,,,,,,,,,,,62.99950760000047,62.99959316600052,62.999604929999805,63.01527891900059,63.01527891900059,64.014551493,64.014551493,67.01338368500001,67.01338368500001,67.01338368500001,67.01338368500001,66.99663106300068,1,0,1.605811415000062,None,"['1', '1', '1', '1']",66.99700766000024,66.99702682600036,"[0.13290792499992676, 0.357088735000616, 0.6490336510005363, 0.9329087169999184]","[None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,001,0,,2024-04-15_10h55.45.969,replicate_nsd,2023.2.3,59.95449118363832,2024-04-15 10h56.22.900723 -0400,
practice_images/paired_image_33_1.png,16,0,,,,,0,16,16,16,,,,,67.01338368500001,,,,,,,,,,,66.99715818700042,66.9971975540002,66.99720295000043,67.01338368500001,67.01338368500001,68.01339590499992,68.01339590499992,71.01442180499998,71.01442180499998,71.01442180499998,71.01442180499998,70.9979924979998,1,0,2.946814053999333,None,"['1', '1']",70.99929972900009,70.99934154600032,"[0.15080233699973178, 0.7348031009996703]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,001,0,,2024-04-15_10h55.45.969,replicate_nsd,2023.2.3,59.95449118363832,2024-04-15 10h56.22.900723 -0400,
practice_images/paired_image_12_1.png,17,0,,,,,0,17,17,17,,,,,71.01442180499998,,,,,,,,,,,70.99962224499996,70.99970868000037,70.99972074200014,71.01442180499998,71.01442180499998,72.01331316200049,72.01331316200049,75.01349677500002,75.01349677500002,75.01349677500002,75.01349677500002,74.99794140500035,1,0,2.7028675000001385,None,"['1', '1']",74.99873979099993,74.9987806600002,"[0.27795026100011455, 0.8458062999998219]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,001,0,,2024-04-15_10h55.45.969,replicate_nsd,2023.2.3,59.95449118363832,2024-04-15 10h56.22.900723 -0400,
practice_images/paired_image_4_2.png,18,0,,,,,0,18,18,18,,,,,75.01349677500002,,,,,,,,,,,74.99905508000029,74.99914138800068,74.99915288300053,75.01349677500002,75.01349677500002,76.01453748899985,76.01453748899985,79.0142512780003,79.0142512780003,79.0142512780003,79.0142512780003,78.99810327600062,1,0,2.733655891000126,None,"['1', '1']",78.99901990200033,78.99906038100016,"[0.0748293790002208, 0.8588669880000452]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,001,0,,2024-04-15_10h55.45.969,replicate_nsd,2023.2.3,59.95449118363832,2024-04-15 10h56.22.900723 -0400,
practice_images/paired_image_19_1.png,19,0,,,,,0,19,19,19,,,,,79.0142512780003,,,,,,,,,,,78.99933594400045,78.99942252500023,78.99943395700029,79.0142512780003,79.0142512780003,80.0144921279998,80.0144921279998,83.0167400219998,83.0167400219998,83.0167400219998,83.0167400219998,82.99817934200018,1,0,2.861751448999712,None,"['1', '1']",82.99898036300056,82.99902124800064,"[0.09793808500035084, 0.7501041010000336]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,001,0,,2024-04-15_10h55.45.969,replicate_nsd,2023.2.3,59.95449118363832,2024-04-15 10h56.22.900723 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.9990850260001,83.0167400219998,83.0167400219998,83.29779054299979,1,0.27957649400013906,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,001,0,,2024-04-15_10h55.45.969,replicate_nsd,2023.2.3,59.95449118363832,2024-04-15 10h56.22.900723 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.29781484900013,83.31454001300062,83.31454001300062,93.21457928200016,equal,9.897675365000396,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,001,0,,2024-04-15_10h55.45.969,replicate_nsd,2023.2.3,59.95449118363832,2024-04-15 10h56.22.900723 -0400,
images/image_347_seed_1.png,0,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,0,0,0,93.32672288400045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.29203943100038,93.29211907100034,93.29212655100036,93.32672288400045,93.32672288400045,94.31445551700017,94.31445551700017,97.31300427499991,97.31300427499991,97.31300427499991,97.31300427499991,97.29759148700032,None,0,None,97.29923276299996,97.29927085600048,None,97.2999524550005,97.3000055020002,None,97.30070188399986,97.30073840800014,None,,,,,,,,,,,43,001,0,,2024-04-15_10h55.45.969,replicate_nsd,2023.2.3,59.95449118363832,2024-04-15 10h56.22.900723 -0400,
images/image_589_seed_1.png,1,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,1,1,1,97.31300427499991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.30151589300021,97.30160342199997,97.3016118380001,97.31300427499991,97.31300427499991,98.31447217100049,98.31447217100049,101.31794728300065,101.31794728300065,101.31794728300065,101.31794728300065,101.29710083400005,1,1,None,101.29825842599985,101.29829583599985,None,101.2983868020001,101.29842878399995,None,101.29851850900013,101.29855103400041,None,2.757887655000559,None,,,,,,,,,43,001,0,,2024-04-15_10h55.45.969,replicate_nsd,2023.2.3,59.95449118363832,2024-04-15 10h56.22.900723 -0400,
images/image_380_seed_1.png,2,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,2,2,2,101.31794728300065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.29881753200061,101.29889360800007,101.29890176300069,101.31794728300065,101.31794728300065,102.31446701100049,102.31446701100049,105.31318089500019,105.31318089500019,105.31318089500019,105.31318089500019,105.29651292300059,1,1,['1'],105.2980510819998,105.2980742640002,None,105.29813322600057,105.298158521,None,105.29821221200018,105.29822850100027,None,0.5578932069993243,None,[0.8024107439996442],[None],,,,,,,43,001,0,,2024-04-15_10h55.45.969,replicate_nsd,2023.2.3,59.95449118363832,2024-04-15 10h56.22.900723 -0400,
images/image_414_seed_1.png,3,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,3,3,3,105.31318089500019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.29841101200054,105.29847048100055,105.29847628900006,105.31318089500019,105.31318089500019,106.31888091200017,106.31888091200017,109.3131212799999,109.3131212799999,109.3131212799999,109.3131212799999,109.29655441000068,None,0,None,109.29705889800061,109.29711152100026,None,109.2971836050001,109.29725360700013,None,109.29737655400004,109.29739335700015,None,,,,,,,,,,,43,001,0,,2024-04-15_10h55.45.969,replicate_nsd,2023.2.3,59.95449118363832,2024-04-15 10h56.22.900723 -0400,
images/image_224_seed_1.png,4,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,4,4,4,109.3131212799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2975737050001,109.29762852600015,109.29763431599986,109.3131212799999,109.3131212799999,110.31266949400015,110.31266949400015,113.31320808300006,113.31320808300006,113.31320808300006,113.31320808300006,113.2989612299998,None,0,None,113.29917220200059,113.2991921970006,None,113.29924354600007,113.2992685320005,None,113.29931990700061,113.2993360800001,None,,,,,,,,,,,43,001,0,,2024-04-15_10h55.45.969,replicate_nsd,2023.2.3,59.95449118363832,2024-04-15 10h56.22.900723 -0400,
images/image_422_seed_1.png,5,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,5,5,5,113.31320808300006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.2995155790004,113.29957154900058,113.29957731500053,113.31320808300006,113.31320808300006,114.31296041099995,114.31296041099995,117.31279943800018,117.31279943800018,117.31279943800018,117.31279943800018,117.29646039900035,None,0,None,117.29665788200055,117.29667724200044,None,117.29672874500011,117.29675295200013,None,117.29680364000069,117.29682014900027,None,,,,,,,,,,,43,001,0,,2024-04-15_10h55.45.969,replicate_nsd,2023.2.3,59.95449118363832,2024-04-15 10h56.22.900723 -0400,
images/image_476_seed_1.png,6,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,6,6,6,117.31279943800018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.29700004400001,117.29705342499983,117.29705932600064,117.31279943800018,117.31279943800018,118.31267473400021,118.31267473400021,121.31278338900029,121.31278338900029,121.31278338900029,121.31278338900029,121.29849915600062,None,0,None,121.29876099400008,121.2987843410001,None,121.29884681200019,121.2988758850006,None,121.29893746700054,121.29895728500014,None,,,,,,,,,,,43,001,0,,2024-04-15_10h55.45.969,replicate_nsd,2023.2.3,59.95449118363832,2024-04-15 10h56.22.900723 -0400,
images/image_474_seed_1.png,7,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,7,7,7,121.31278338900029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.29917111499981,121.29923979400064,121.29924678600037,121.31278338900029,121.31278338900029,122.31271801300045,122.31271801300045,125.31309839599999,125.31309839599999,125.31309839599999,125.31309839599999,125.29644778900001,None,0,None,125.29676801400001,125.29682101400067,None,125.29698570100027,125.29702564099989,None,125.2971196059998,125.29713617400012,None,,,,,,,,,,,43,001,0,,2024-04-15_10h55.45.969,replicate_nsd,2023.2.3,59.95449118363832,2024-04-15 10h56.22.900723 -0400,
images/image_644_seed_1.png,8,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,8,8,8,125.31309839599999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.29739835100008,125.29745362300037,125.29745973199988,125.31309839599999,125.31309839599999,126.3126317490005,126.3126317490005,129.31308566700045,129.31308566700045,129.31308566700045,129.31308566700045,129.2965173450002,None,0,None,129.29672204600047,129.2967416070005,None,129.29679281400058,129.29681767900001,None,129.29686849500013,129.29688465100025,None,,,,,,,,,,,43,001,0,,2024-04-15_10h55.45.969,replicate_nsd,2023.2.3,59.95449118363832,2024-04-15 10h56.22.900723 -0400,
blank.jpg,9,1,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,9,9,9,129.31308566700045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.29706347400042,129.29711689400028,129.29712267000014,,,,,,,,,129.29938938600026,None,0,None,129.29955258800055,133.2989119900003,None,133.2990258740001,133.29905421000058,None,133.29911404999984,133.29913152300014,None,,,,,129.31308566700045,129.31308566700045,133.3130796280002,133.3130796280002,,,43,001,0,,2024-04-15_10h55.45.969,replicate_nsd,2023.2.3,59.95449118363832,2024-04-15 10h56.22.900723 -0400,
images/image_632_seed_1.png,10,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,10,10,10,133.3130796280002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.29932864000057,133.29938469399985,133.29939053900034,133.3130796280002,133.3130796280002,134.31311285999982,134.31311285999982,137.312905193,137.312905193,137.312905193,137.312905193,137.29633148999983,None,0,None,137.29652803099998,137.29654821199983,None,137.29659933600033,137.29662437300067,None,137.29667538000012,137.29669187800027,None,,,,,,,,,,,43,001,0,,2024-04-15_10h55.45.969,replicate_nsd,2023.2.3,59.95449118363832,2024-04-15 10h56.22.900723 -0400,
images/image_110_seed_1.png,11,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,11,11,11,137.312905193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.2968709200004,137.29692413000066,137.29693003600005,137.312905193,137.312905193,138.31334562099983,138.31334562099983,141.31368836300044,141.31368836300044,141.31368836300044,141.31368836300044,141.2998908340005,None,0,None,141.30015466300028,141.30018077600016,None,141.30024580600002,141.30027659400002,None,141.30033905300024,141.30035931700058,None,,,,,,,,,,,43,001,0,,2024-04-15_10h55.45.969,replicate_nsd,2023.2.3,59.95449118363832,2024-04-15 10h56.22.900723 -0400,
