loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,current_image,is_repeat,trial_index,is_blank_trial,is_new_run,run_num,all_blanks_list,thisRow.t,notes,set_up.started,set_up.stopped,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips_and_correct_key.started,set_skips_and_correct_key.stopped,trial.started,polygon.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,trial.stopped,press_if_repeat.keys,press_if_repeat.corr,press_if_repeat.rt,press_if_repeat.duration,blank_trial.started,blank_trial.stopped,key_resp_3.keys,run_wait2.started,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.041997136000645696,0.042210904000967275,0.04223098500006017,0.052836598000794766,0.052836598000794766,1.7797130400012975,5,1.7115592749996722,None,,,,,,,,,,,,,,,,,,,9,001,0,,2024-04-11_15h09.37.355,replicate_nsd,2023.2.3,60.09058210609448,2024-04-11 15h09.51.095069 -0400,
,,,,,,,,,,,1.9045009380006377,,,,,,,,,,,1.8580788020008185,1.85815188900051,1.8581590300000244,1.9045009380006377,2.8799542950000614,2.8799542950000614,,,,5.862938156000382,"['1', '2', '1', '2', '2', '2', '1', '2', '1', '2', '1', '2']",0,"[0.920431593000103, 1.1084656790008012, 1.3964548820003984, 1.4244669939998857, 1.6604502520003734, 2.0244396940015577, 2.260452851000082, 2.316438655001548, 2.4844304980015295, 2.5764496060000965, 2.6964305470010004, 2.8404285220003658]","[None, None, None, None, None, None, None, None, None, None, None, None]",5.865482212000643,5.865515172999949,None,5.866077429000143,,,,,,,,,,
