current_image,trial_index,is_blank_trial,is_repeat,is_new_run,run_num,all_blanks_list,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,key_resp_6.started,text_6.started,practice_continue.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,set_skips_and_correct_key_2.started,set_skips_and_correct_key_2.stopped,practice_trial.started,polygon_3.started,all_keys_pressed_2.started,image_2.started,press_if_repeat_2.started,image_2.stopped,press_if_repeat_2.stopped,polygon_3.stopped,all_keys_pressed_2.stopped,practice_trial.stopped,press_if_repeat_2.keys,press_if_repeat_2.corr,all_keys_pressed_2.keys,blank_trial_2.started,blank_trial_2.stopped,polygon_4.started,polygon_4.stopped,testing_continue.started,key_resp_7.started,text_7.started,testing_continue.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips_and_correct_key.started,set_skips_and_correct_key.stopped,trial.started,polygon.started,all_keys_pressed.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,all_keys_pressed.stopped,trial.stopped,press_if_repeat.keys,press_if_repeat.corr,all_keys_pressed.keys,blank_trial.started,blank_trial.stopped,blank_trial_testing_keys.keys,run_wait2_2.started,run_wait2_2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,blank_trial_testing_keys.started,polygon_2.started,blank_trial_testing_keys.stopped,polygon_2.stopped,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
practice_images/paired_image_26_2.png,9,0,,,,,0,9,9,9,,,,,42.33990291200007,,,,,,,,,,,42.32429744100045,42.324392582000655,42.32440198700078,42.33990291200007,42.33990291200007,43.3402171000007,43.3402171000007,46.33984291100023,46.33984291100023,46.33984291100023,46.33984291100023,46.32410848900054,None,0,None,46.32453632400029,46.32457853100004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
practice_images/blank.jpg,10,1,,,,,0,10,10,10,,,,,46.33984291100023,,,,,,,,,,,46.324860882000394,46.32497901200077,46.32499130800079,,,,,,,,,46.32791993900082,None,0,None,46.32820018400071,50.35637018600028,46.33984291100023,50.370653303000836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
practice_images/paired_image_6_1.png,11,0,,,,,0,11,11,11,,,,,50.370653303000836,,,,,,,,,,,50.35666453900012,50.35675768700003,50.356767169000705,50.370653303000836,50.370653303000836,51.37210339500052,51.37210339500052,54.37047777200041,54.37047777200041,54.37047777200041,54.37047777200041,54.35608627900001,None,0,None,54.35651424400021,54.35655717900045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
practice_images/paired_image_11_2.png,12,0,,,,,0,12,12,12,,,,,54.37047777200041,,,,,,,,,,,54.35680978000073,54.35690369400072,54.35691324600066,54.37047777200041,54.37047777200041,55.37317731400071,55.37317731400071,58.37146110000049,58.37146110000049,58.37146110000049,58.37146110000049,58.35427189700022,None,0,None,58.354598740000256,58.35463294100009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
practice_images/paired_image_28_2.png,13,0,,,,,0,13,13,13,,,,,58.37146110000049,,,,,,,,,,,58.354858145000435,58.3549523340007,58.35496202500053,58.37146110000049,58.37146110000049,59.373226039000656,59.373226039000656,62.37112029800028,62.37112029800028,62.37112029800028,62.37112029800028,62.356701166000676,None,0,None,62.35709506500007,62.357136434000495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
practice_images/paired_image_22_2.png,14,0,,,,,0,14,14,14,,,,,62.37112029800028,,,,,,,,,,,62.35740724700008,62.35752362400035,62.35753533500065,62.37112029800028,62.37112029800028,63.3709284330007,63.3709284330007,66.37089113400089,66.37089113400089,66.37089113400089,66.37089113400089,66.35614730000088,None,0,None,66.35654394500034,66.35657756800083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
practice_images/paired_image_35_2.png,15,0,,,,,0,15,15,15,,,,,66.37089113400089,,,,,,,,,,,66.35680339300052,66.35689738200017,66.35690711000007,66.37089113400089,66.37089113400089,67.3729538080006,67.3729538080006,70.37105939700086,70.37105939700086,70.37105939700086,70.37105939700086,70.35745401400072,None,0,None,70.35787710300065,70.35791962500025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
practice_images/paired_image_34_1.png,16,0,,,,,0,16,16,16,,,,,70.37105939700086,,,,,,,,,,,70.35819782700037,70.3583156500008,70.35832753200066,70.37105939700086,70.37105939700086,71.37093364800057,71.37093364800057,74.37132595600087,74.37132595600087,74.37132595600087,74.37132595600087,74.35505424000075,None,0,None,74.3554047610005,74.35543909900025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
practice_images/paired_image_35_1.png,17,0,,,,,0,17,17,17,,,,,74.37132595600087,,,,,,,,,,,74.35566544000085,74.3557602740002,74.35577003400067,74.37132595600087,74.37132595600087,75.37347676900026,75.37347676900026,78.37165040300079,78.37165040300079,78.37165040300079,78.37165040300079,78.35737866100044,None,0,None,78.35778518500047,78.3578275990003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
practice_images/paired_image_33_1.png,18,0,,,,,0,18,18,18,,,,,78.37165040300079,,,,,,,,,,,78.35810901900004,78.35822718800046,78.35823921100018,78.37165040300079,78.37165040300079,79.37135888500052,79.37135888500052,82.3712913240006,82.3712913240006,82.3712913240006,82.3712913240006,82.35726878400055,None,0,None,82.35767093700088,82.35771300100077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
practice_images/paired_image_4_2.png,19,0,,,,,0,19,19,19,,,,,82.3712913240006,,,,,,,,,,,82.35799231300007,82.3581094630008,82.35812126900055,82.3712913240006,82.3712913240006,83.37379615100053,83.37379615100053,86.37324284900023,86.37324284900023,86.37324284900023,86.37324284900023,86.35759792000044,None,0,None,86.3580255300003,86.35806838900044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.35812934300066,86.37324284900023,86.37324284900023,111.52377195900044,space,25.13683207500071,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.5237925170004,111.53853884900036,111.53853884900036,116.7388798360007,5,5.196946846999708,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
images/image_585_seed_1.png,0,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,0,0,0,116.830236238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.81566345300052,116.8157602120009,116.81576805900022,116.830236238,116.830236238,117.80725905300005,117.80725905300005,120.80552215600073,120.80552215600073,120.80552215600073,120.80552215600073,120.79183875200033,None,0,None,120.79391425700032,120.79396506100056,None,120.7947009290001,120.79476321000038,None,120.79546425800072,120.79550096300045,None,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
images/image_252_seed_1.png,1,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,1,1,1,120.80552215600073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.79641752200041,120.7965303610008,120.79654058800043,120.80552215600073,120.80552215600073,121.8081783230009,121.8081783230009,124.80886446500062,124.80886446500062,124.80886446500062,124.80886446500062,124.79117731300084,None,0,None,124.79167087900078,124.79171682000015,None,124.79183355500027,124.80160350300048,None,124.8016904190008,124.80171184700066,None,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
images/image_118_seed_1.png,2,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,2,2,2,124.80886446500062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.80193237600088,124.80201808500078,124.80202516500049,124.80886446500062,124.80886446500062,125.80878722500074,125.80878722500074,128.8080616470006,128.8080616470006,128.8080616470006,128.8080616470006,128.78947735300062,None,0,None,128.78991605200008,128.7899523140004,None,128.7900435950005,128.79840096300086,None,128.79850475000057,128.7985304010008,None,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
images/image_196_seed_1.png,3,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,3,3,3,128.8080616470006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.79879056200025,128.79889143000037,128.7988998610008,128.8080616470006,128.8080616470006,129.80837446900023,129.80837446900023,132.80914592200043,132.80914592200043,132.80914592200043,132.80914592200043,132.79135830000087,None,0,None,132.79189350100023,132.79194063600062,None,132.7920595200003,132.80072995800037,None,132.80082672700064,132.80085214200062,None,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
images/image_10_seed_1.png,4,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,4,4,4,132.80914592200043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.80110837200027,132.80120396800066,132.80121221600075,132.80914592200043,132.80914592200043,133.80794261500068,133.80794261500068,136.81175392600016,136.81175392600016,136.81175392600016,136.81175392600016,136.7923610100006,None,0,None,136.79288202300086,136.79292955500023,None,136.79304539000077,136.8015057550001,None,136.8016049530006,136.8016313800008,None,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
images/image_318_seed_1.png,5,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,5,5,5,136.81175392600016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.80189467200034,136.80199297900072,136.8020015990005,136.81175392600016,136.81175392600016,137.80704186000003,137.80704186000003,140.8065014440008,140.8065014440008,140.8065014440008,140.8065014440008,140.79126722100045,None,0,None,140.79150608500004,140.79152735000025,None,140.79157963000034,140.79726730400034,None,140.7973425650007,140.7973607340009,None,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
images/image_719_seed_1.png,6,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,6,6,6,140.8065014440008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.79765422000037,140.7977258740002,140.79773199900046,140.8065014440008,140.8065014440008,141.80887462700048,141.80887462700048,144.8104930160007,144.8104930160007,144.8104930160007,144.8104930160007,144.79068927900062,None,0,None,144.79124914900058,144.79129725300027,None,144.79141300900028,144.79965724000067,None,144.7997553410005,144.79978176000077,None,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
images/image_253_seed_1.png,7,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,7,7,7,144.8104930160007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.8000457650005,144.80014192900035,144.80015078700035,144.8104930160007,144.8104930160007,145.8073158040006,145.8073158040006,148.81181333900076,148.81181333900076,148.81181333900076,148.81181333900076,148.79259433700008,None,0,None,148.7931150710001,148.79316345700045,None,148.7932832000006,148.80195699500018,None,148.80205552900043,148.80208176400083,None,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
images/image_458_seed_1.png,8,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,8,8,8,148.81181333900076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.80235155600076,148.80244942300033,148.80245817100058,148.81181333900076,148.81181333900076,149.80917926300026,149.80917926300026,152.81031697800063,152.81031697800063,152.81031697800063,152.81031697800063,152.79291838600057,None,0,None,152.79339068900026,152.7934380350007,None,152.79355486800068,152.801942649,None,152.8020385180007,152.8020645330007,None,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
images/blank.jpg,9,1,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,9,9,9,152.81031697800063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.8023193930003,152.80241408300026,152.80242223500045,,,,,,,,,152.8075592820005,None,0,None,152.80778728300083,156.79201415900025,None,156.7922038280003,156.80098209400057,None,156.80107922000025,156.8011044550003,None,152.81031697800063,152.81031697800063,156.81032849400071,156.81032849400071,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
images/image_545_seed_1.png,10,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,10,10,10,156.81032849400071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.8013580450006,156.80145306900067,156.80146139200042,156.81032849400071,156.81032849400071,157.8090389680001,157.8090389680001,160.80716707400006,160.80716707400006,160.80716707400006,160.80716707400006,160.79287285300052,None,0,None,160.79336833900015,160.79341467200084,None,160.79353190200072,160.7935949900002,None,160.793709218,160.79374500500035,None,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
images/image_571_seed_1.png,11,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,11,11,11,160.80716707400006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.79412597400005,160.79426513700037,160.79427797000062,160.80716707400006,160.80716707400006,161.80943635900076,161.80943635900076,164.81245286900048,164.81245286900048,164.81245286900048,164.81245286900048,164.79351135600064,None,0,None,164.79416801200023,164.7942145370007,None,164.79432941400046,164.80276402000072,None,164.80286557200088,164.8028910310004,None,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
images/image_687_seed_1.png,12,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,12,12,12,164.81245286900048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.80315449300087,164.80325642000025,164.80326489800063,164.81245286900048,164.81245286900048,165.80947166000078,165.80947166000078,168.81080472400026,168.81080472400026,168.81080472400026,168.81080472400026,168.79248740500043,None,0,None,168.792972491,168.79301850900083,None,168.7931324680003,168.80071809700075,None,168.800811866,168.80083695900066,None,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
images/image_276_seed_1.png,13,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,13,13,13,168.81080472400026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.80108799800018,168.80118039300032,168.80118865800068,168.81080472400026,168.81080472400026,169.80972444000054,169.80972444000054,172.80914791300074,172.80914791300074,172.80914791300074,172.80914791300074,172.79256191200056,None,0,None,172.79285117400013,172.79287641300016,None,172.79293952200078,172.79921307900076,None,172.79930314500052,172.79932511100014,None,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
images/image_438_seed_1.png,14,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,14,14,14,172.80914791300074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.79955053400045,172.79964112400012,172.7996484890009,172.80914791300074,172.80914791300074,173.8095633460007,173.8095633460007,176.81171077100043,176.81171077100043,176.81171077100043,176.81171077100043,176.79319690300053,None,0,None,176.79396953300056,176.79404146700017,None,176.7942556600001,176.80275870600053,None,176.80287551000038,176.80290118000084,None,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
images/image_611_seed_1.png,15,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,15,15,15,176.81171077100043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.80316383100035,176.80325834800078,176.80326685600085,176.81171077100043,176.81171077100043,177.80985502500062,177.80985502500062,180.81000082600076,180.81000082600076,180.81000082600076,180.81000082600076,180.7913699970004,None,0,None,180.79185992100065,180.7919056870005,None,180.79202227800033,180.79986322500008,None,180.7999583890005,180.79998363600043,None,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
images/image_615_seed_1.png,16,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,16,16,16,180.81000082600076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.80023937000078,180.80033171600007,180.80033994400037,180.81000082600076,180.81000082600076,181.80984292300036,181.80984292300036,184.81227543500063,184.81227543500063,184.81227543500063,184.81227543500063,184.79366711000057,None,0,None,184.7941896480006,184.7942374330005,None,184.7943562670007,184.8022467970004,None,184.80234579900025,184.8023722960006,None,,,,,1,001,0,,2024-04-12_13h52.47.724,replicate_nsd,2023.2.3,59.94237140407455,2024-04-12 13h53.01.705958 -0400,
