current_image,is_repeat,trial_index,is_blank_trial,is_new_run,run_num,all_blanks_list,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips.started,set_skips.stopped,trial.started,trial.stopped,press_if_repeat.keys,blank_trial.started,blank_trial.stopped,key_resp_3.keys,run_wait2.started,run_wait2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,polygon.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,key_resp_3.started,polygon_2.started,key_resp_3.stopped,polygon_2.stopped,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
images/16_0 copy 3.jpg,0,3,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,579,579,579,5.94055036699865,,,,,,,,,,,4.706981349998387,4.7070636409916915,4.707069179974496,4.708882382983575,None,4.7089476849942,4.708968199993251,None,4.709021357994061,4.709040525980527,None,4.709090551972622,4.709108719980577,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/23_28 copy 6.jpg,0,4,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,580,580,580,5.94055036699865,,,,,,,,,,,4.709270336985355,4.709360487991944,4.7093660829996224,4.711039971996797,None,4.7111060159804765,4.7111263269907795,None,4.711179399979301,4.7111984029761516,None,4.711248674982926,4.7112667149922345,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/20_12.jpg,0,5,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,581,581,581,5.94055036699865,,,,,,,,,,,4.711429238988785,4.711518265976338,4.711523738980759,4.713192174996948,None,4.713257886993233,4.7132781479740515,None,4.7133313109807204,4.713350982987322,None,4.713401210989105,4.713419840991264,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/11_28 copy 2.jpg,0,6,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,582,582,582,5.94055036699865,,,,,,,,,,,4.713581624993822,4.713663298985921,4.7136687349993736,4.715239596989704,None,4.715305042976979,4.715325330995256,None,4.715378339984454,4.715397525986191,None,4.715447380993282,4.715465687972028,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/19_12.jpg,0,7,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,583,583,583,5.94055036699865,,,,,,,,,,,4.715625740995165,4.715707745985128,4.715713245997904,4.717275686998619,None,4.717341390991351,4.717361663992051,None,4.717414201993961,4.717433798999991,None,4.717483653977979,4.71750154797337,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/12_28 copy 2.jpg,0,8,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,584,584,584,5.94055036699865,,,,,,,,,,,4.717662673996529,4.717743960994994,4.717749482981162,4.719338111986872,None,4.719403650989989,4.719423922972055,None,4.719476934988052,4.71949614197365,None,4.719546583975898,4.719564752973383,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/blank.jpg,0,9,1,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,585,585,585,5.94055036699865,,,,,,,,,,,4.7197269379976206,4.719809460977558,4.719814851996489,4.721251106995624,None,4.721317361982074,4.721337933995528,None,4.721391337981913,4.721410626982106,None,4.7214613129908685,4.721479581989115,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/pair09 copy 5.jpg,0,10,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,586,586,586,5.94055036699865,,,,,,,,,,,4.721641979995184,4.721724792994792,4.721730271994602,4.724014797975542,None,4.724080672982382,4.724101127998438,None,4.724153672985267,4.724172541988082,None,4.72422244399786,4.724240390991326,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/12_40 copy 5.jpg,0,11,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,587,587,587,5.94055036699865,,,,,,,,,,,4.724402363994159,4.724484613980167,4.724490107997553,4.726529983978253,None,4.7265958129719365,4.726616513973568,None,4.72667111697956,4.726690444978885,None,4.726740887999767,4.726759224984562,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/20_28 copy 3.jpg,0,12,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,588,588,588,5.94055036699865,,,,,,,,,,,4.726920778979547,4.727002937986981,4.727008419984486,4.728763701976277,None,4.728829305997351,4.728849765990162,None,4.728902363975067,4.728921774978517,None,4.728972395998426,4.728990359988529,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/19_12 copy 4.jpg,0,13,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,589,589,589,5.94055036699865,,,,,,,,,,,4.729152094980236,4.729234318976523,4.729239760985365,4.7308992499893066,None,4.730964965972817,4.730985074973432,None,4.731037733989069,4.731056673976127,None,4.731106988998363,4.731124757992802,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/16_40 copy 5.jpg,0,14,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,590,590,590,5.94055036699865,,,,,,,,,,,4.731285318994196,4.731366907974007,4.731372285983525,4.732992692996049,None,4.733058107987745,4.733078326971736,None,4.7331309709989,4.733150209998712,None,4.7332003629999235,4.7332186739949975,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/11_28.jpg,0,15,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,591,591,591,5.94055036699865,,,,,,,,,,,4.733378011995228,4.733459836978,4.733465272991452,4.735107905988116,None,4.735173222987214,4.735193514992716,None,4.735246049996931,4.735265622992301,None,4.735315673984587,4.735333758988418,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/pair08 copy 3.jpg,0,16,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,592,592,592,5.94055036699865,,,,,,,,,,,4.735499218979385,4.73558183197747,4.735587388975546,4.737979497993365,None,4.738046056998428,4.738066287973197,None,4.738119437999558,4.73813870298909,None,4.738189091993263,4.738207006972516,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/13_12 copy 7.jpg,0,17,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,593,593,593,5.94055036699865,,,,,,,,,,,4.738369258993771,4.738451456971234,4.73845670899027,4.740469164971728,None,4.740534772980027,4.740554936986882,None,4.740607595973415,4.7406268999911845,None,4.74067649099743,4.740694469976006,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/23_28 copy.jpg,0,18,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,594,594,594,5.94055036699865,,,,,,,,,,,4.740854961972218,4.740936976973899,4.740942431992153,4.742652613989776,None,4.74271782397409,4.742737989989109,None,4.742790597985731,4.742809778981609,None,4.742859956983011,4.742877855984261,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/blank.jpg,0,19,1,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,595,595,595,5.94055036699865,,,,,,,,,,,4.74303854999016,4.74312003198429,4.743125370994676,4.744689388986444,None,4.7447547469928395,4.744774820981547,None,4.7448280089884065,4.744847227993887,None,4.744897099997615,4.744915226998273,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/24_40 copy 2.jpg,0,20,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,596,596,596,5.94055036699865,,,,,,,,,,,4.7450767759874,4.745158509991597,4.745163956977194,4.746806575974915,None,4.746872570976848,4.746892594994279,None,4.746944786980748,4.746963587997016,None,4.747013271989999,4.747031144972425,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/24_12 copy 3.jpg,0,21,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,597,597,597,5.94055036699865,,,,,,,,,,,4.747192040988011,4.74727357699885,4.747279028990306,4.748919949983247,None,4.74898564099567,4.749005954974564,None,4.749058852990856,4.749078095977893,None,4.7491284089919645,4.749146640999243,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/6_0 copy 2.jpg,0,22,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,598,598,598,5.94055036699865,,,,,,,,,,,4.7493106159963645,4.749392062978586,4.749397362989839,4.751094942999771,None,4.751160949992482,4.751181204977911,None,4.7512340159737505,4.7512531239772215,None,4.75130267397617,4.751320979994489,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/8_0 copy.jpg,0,23,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,599,599,599,5.94055036699865,,,,,,,,,,,4.751481671992224,4.751563268975588,4.751568474981468,4.753213094983948,None,4.753278787975432,4.753299061994767,None,4.753352092986461,4.753371355996933,None,4.753427102987189,4.753445456997724,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/10_12 copy 2.jpg,0,24,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,600,600,600,5.94055036699865,,,,,,,,,,,4.753606995975133,4.753688513999805,4.753693918988574,4.755307617975632,None,4.755372712999815,4.7553932319860905,None,4.755445903982036,4.755464897985803,None,4.7555143689969555,4.755532333976589,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/23_40 copy 5.jpg,0,25,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,601,601,601,5.94055036699865,,,,,,,,,,,4.755692900973372,4.7557878569932655,4.755793480988359,4.757293081987882,None,4.757358575996477,4.757378787995549,None,4.757431206991896,4.757450427976437,None,4.757500040985178,4.757518010999775,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/23_40.jpg,0,26,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,602,602,602,5.94055036699865,,,,,,,,,,,4.757679947972065,4.75776236699312,4.757767839997541,4.759339397976873,None,4.75940480598365,4.759424970980035,None,4.759477379993768,4.759496484999545,None,4.759545961976983,4.759563922998495,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/pair02 copy 4.jpg,0,27,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,603,603,603,5.94055036699865,,,,,,,,,,,4.759724875999382,4.759806847985601,4.759812199976295,4.762335963983787,None,4.762402474996634,4.7624229949724395,None,4.762476165982662,4.762496000999818,None,4.762546436977573,4.7625646899978165,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/14_40 copy.jpg,0,28,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,604,604,604,5.94055036699865,,,,,,,,,,,4.762727115972666,4.762808547995519,4.7628138909931295,4.764923871989595,None,4.764989841991337,4.765010870993137,None,4.765065357991261,4.7650847299955785,None,4.765135749999899,4.765153920976445,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/blank.jpg,0,29,1,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,605,605,605,5.94055036699865,,,,,,,,,,,4.76531595599954,4.765398127987282,4.765403725992655,4.766980758984573,None,4.7670459899818525,4.767066333995899,None,4.767119373980677,4.767138644994702,None,4.767188865982462,4.767206979973707,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/21_40 copy 3.jpg,0,30,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,606,606,606,5.94055036699865,,,,,,,,,,,4.767368786997395,4.767458352987887,4.767463865980972,4.769117197982268,None,4.769183446973329,4.769204166979762,None,4.769257233972894,4.769276379985968,None,4.7693270429736,4.769345141976373,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/23_12 copy 7.jpg,0,31,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,607,607,607,5.94055036699865,,,,,,,,,,,4.769506115990225,4.769596600992372,4.769602166983532,4.771276029990986,None,4.77134646999184,4.771367627981817,None,4.771420711971587,4.771440127980895,None,4.771529707999434,4.771550737990765,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/11_40 copy 4.jpg,0,32,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,608,608,608,5.94055036699865,,,,,,,,,,,4.7718184829864185,4.771952106995741,4.771976064977935,4.774091436993331,None,4.774180717999116,4.774224349996075,None,4.774315468996065,4.774334495974472,None,4.77438480197452,4.774402661976637,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/23_28 copy.jpg,0,33,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,609,609,609,5.94055036699865,,,,,,,,,,,4.774648308986798,4.7747851769963745,4.774791161995381,4.776592903974233,None,4.776658596994821,4.776678871974582,None,4.776732166996226,4.776751047989819,None,4.776800469990121,4.776818285987247,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/22_0 copy 7.jpg,0,34,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,610,610,610,5.94055036699865,,,,,,,,,,,4.776979587972164,4.777069701987784,4.777075161982793,4.77863645798061,None,4.778699221991701,4.778719281981466,None,4.7787709049880505,4.778789558971766,None,4.778837987978477,4.778855514974566,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/15_12 copy 7.jpg,0,35,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,611,611,611,5.94055036699865,,,,,,,,,,,4.779012034996413,4.779099895997206,4.779105252993759,4.78077343897894,None,4.780836734978948,4.780856605997542,None,4.780908064974938,4.7809269379940815,None,4.780975497997133,4.780993200984085,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/23_28 copy 2.jpg,0,36,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,612,612,612,5.94055036699865,,,,,,,,,,,4.781149568996625,4.781230566994054,4.781235903996276,4.782889176975004,None,4.7829562929982785,4.782976334972773,None,4.783029092999641,4.783048866986064,None,4.783099716994911,4.783117911982117,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/pair03 copy 6.jpg,0,37,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,613,613,613,5.94055036699865,,,,,,,,,,,4.783281640993664,4.783382513996912,4.7834061899920925,4.785763847990893,None,4.78583111599437,4.785851924971212,None,4.785905870987335,4.785925137985032,None,4.785975496983156,4.785993672994664,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/14_12 copy 2.jpg,0,38,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,614,614,614,5.94055036699865,,,,,,,,,,,4.786159457988106,4.786241700989194,4.786247090989491,4.788357650977559,None,4.788424395985203,4.788444631994935,None,4.788498611975228,4.788518031971762,None,4.7885690619878005,4.78858712798683,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/blank.jpg,0,39,1,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,615,615,615,5.94055036699865,,,,,,,,,,,4.788750223990064,4.788832720980281,4.788838094973471,4.790477406990249,None,4.790582219982753,4.790602425986435,None,4.790728408988798,4.790767155995127,None,4.790884367976105,4.790927235997515,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/6_40 copy 5.jpg,0,40,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,616,616,616,5.94055036699865,,,,,,,,,,,4.791105153999524,4.791234290983994,4.791239653975936,4.802015738998307,None,4.802090153971221,4.802109975978965,None,4.802162279986078,4.802181036997354,None,4.802230232977308,4.802247941988753,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/pair13 copy 2.jpg,0,41,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,617,617,617,5.94055036699865,,,,,,,,,,,4.802414473990211,4.802502544975141,4.802507853979478,4.804881972988369,None,4.804949738987489,4.804970466997474,None,4.805024582979968,4.805044120992534,None,4.8050955629732925,4.805113829992479,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/13_40 copy 5.jpg,0,42,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,618,618,618,5.94055036699865,,,,,,,,,,,4.8052830189990345,4.8053912069881335,4.805396923999069,4.807643956999527,None,4.80771170699154,4.807732253975701,None,4.807785941986367,4.807805269985693,None,4.8078557629778516,4.8078739769989625,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/5_40 copy 5.jpg,0,43,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,619,619,619,5.94055036699865,,,,,,,,,,,4.80803838398424,4.808146693976596,4.8081710869737435,4.809961838996969,None,4.8100270759896375,4.8100474549864884,None,4.810101048991783,4.810120120993815,None,4.81017109498498,4.81018915498862,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/16_28 copy 3.jpg,0,44,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,620,620,620,5.94055036699865,,,,,,,,,,,4.810352220985806,4.810433941980591,4.810439333989052,4.81209487398155,None,4.812160222994862,4.812180767999962,None,4.812234441982582,4.812253488984425,None,4.812304303981364,4.812322119978489,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/10_0.jpg,0,45,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,621,621,621,5.94055036699865,,,,,,,,,,,4.812486173992511,4.812568291992648,4.812573930976214,4.8142044309934136,None,4.814270497998223,4.814290735987015,None,4.814343423990067,4.814362428995082,None,4.814412644976983,4.814430264988914,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/pair08 copy 3.jpg,0,46,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,622,622,622,5.94055036699865,,,,,,,,,,,4.814593798975693,4.814705789991422,4.814731056976598,4.817187566979555,None,4.817255679983646,4.817276302987011,None,4.817330153979128,4.817349651973927,None,4.81740069197258,4.8174189959827345,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/pair05 copy.jpg,0,47,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,623,623,623,5.94055036699865,,,,,,,,,,,4.817584114993224,4.81766696399427,4.817672508972464,4.819854419998592,None,4.819921424990753,4.81994163399213,None,4.819994313991629,4.820013839984313,None,4.820064264989924,4.820082340971567,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/pair04 copy 6.jpg,0,48,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,624,624,624,5.94055036699865,,,,,,,,,,,4.820246108982246,4.820329975977074,4.820335575990612,4.822501591988839,None,4.822577663988341,4.822598412982188,None,4.822652432980249,4.822672224981943,None,4.822723723977106,4.822742168995319,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/blank.jpg,0,49,1,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,625,625,625,5.94055036699865,,,,,,,,,,,4.822906243993202,4.823014742985833,4.823039074981352,4.824812696984736,None,4.8248804139730055,4.824900755978888,None,4.824955553980544,4.824974951974582,None,4.8250260159838945,4.825043932971312,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/20_0 copy.jpg,0,50,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,626,626,626,5.94055036699865,,,,,,,,,,,4.825206204986898,4.825310468993848,4.8253354599874,4.827128292992711,None,4.827195427991683,4.827215992991114,None,4.827268890978303,4.8272882829769515,None,4.827338251983747,4.827356174995657,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/19_0 copy 5.jpg,0,51,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,627,627,627,5.94055036699865,,,,,,,,,,,4.827518654987216,4.827642625983572,4.827647996979067,4.8292870639998,None,4.829354159999639,4.829374646971701,None,4.829428290977376,4.829447442985838,None,4.8294979719794355,4.829515979974531,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/9_0 copy 6.jpg,0,52,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,628,628,628,5.94055036699865,,,,,,,,,,,4.829678837995743,4.829782656976022,4.829806904977886,4.8313465689716395,None,4.831413582985988,4.831434140971396,None,4.831487338989973,4.831507019989658,None,4.831558475998463,4.831576730997767,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/12_12 copy 6.jpg,0,53,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,629,629,629,5.94055036699865,,,,,,,,,,,4.831739667977672,4.831821386993397,4.831826896988787,4.833443447976606,None,4.833510743977968,4.833531092997873,None,4.833585128973937,4.8336044139869045,None,4.833655625989195,4.833673730987357,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/pair05 copy 4.jpg,0,54,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,630,630,630,5.94055036699865,,,,,,,,,,,4.83383721797145,4.833920119999675,4.833925537997857,4.836403863999294,None,4.836473502975423,4.836493421986233,None,4.836545646976447,4.836564468976576,None,4.836614195985021,4.836631967977155,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/10_28 copy 7.jpg,0,55,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,631,631,631,5.94055036699865,,,,,,,,,,,4.836794165981701,4.83687877698685,4.83688431797782,4.838998574996367,None,4.839073232986266,4.839094258990372,None,4.839148474973626,4.839167911995901,None,4.83922882299521,4.839247554977192,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/6_28.jpg,0,56,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,632,632,632,5.94055036699865,,,,,,,,,,,4.839411868975731,4.839504482981283,4.839509965997422,4.84128889098065,None,4.841355559998192,4.8413761599804275,None,4.841429329972016,4.841448455990758,None,4.841497876972426,4.841515704989433,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/11_28 copy.jpg,0,57,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,633,633,633,5.94055036699865,,,,,,,,,,,4.841677053977037,4.84175924299052,4.841764768993016,4.843315222999081,None,4.843381911981851,4.843402195983799,None,4.843454874993768,4.843474483990576,None,4.843529350997414,4.84354778699344,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
