current_image,is_repeat,trial_index,is_blank_trial,is_new_run,run_num,all_blanks_list,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips.started,set_skips.stopped,trial.started,trial.stopped,press_if_repeat.keys,blank_trial.started,blank_trial.stopped,key_resp_3.keys,run_wait2.started,run_wait2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,polygon.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,key_resp_3.started,polygon_2.started,key_resp_3.stopped,polygon_2.stopped,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
images/22_12 copy 4.jpg,0,26,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,242,242,242,5.94055036699865,,,,,,,,,,,3.911033103999216,3.91111523899599,3.9111206759989727,3.9127529859833885,None,3.9128182339773048,3.9128402729984373,None,3.9128934939799365,3.912913887994364,None,3.912964821996866,3.9129841869871598,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/10_0 copy 6.jpg,0,27,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,243,243,243,5.94055036699865,,,,,,,,,,,3.9131493289896753,3.9132396319764666,3.9132451749756,3.914939975977177,None,3.9150053699850105,3.9150256859720685,None,3.915078891994199,3.9150982669962104,None,3.915148687985493,3.9151669389975723,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/16_0.jpg,0,28,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,244,244,244,5.94055036699865,,,,,,,,,,,3.9153287889785133,3.9154183119826484,3.9154237079783343,3.9170934349822346,None,3.917159209988313,3.9171798509778455,None,3.9172325889812782,3.9172520659922156,None,3.917302262998419,3.917320201988332,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/21_0.jpg,0,29,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,245,245,245,5.94055036699865,,,,,,,,,,,3.9174821529886685,3.9175726549874526,3.9175781779922545,3.9193163019954227,None,3.919448080996517,3.9194685379916336,None,3.919521827978315,3.919540879986016,None,3.9195908259716816,3.919608968979446,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/8_0 copy 2.jpg,0,30,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,246,246,246,5.94055036699865,,,,,,,,,,,3.9197705069964286,3.9198538439814,3.9198593459732365,3.922237573977327,None,3.9224081709980965,3.922429956990527,None,3.9225725529831834,3.922609293978894,None,3.922659787989687,3.9226780729950406,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/blank.jpg,0,31,1,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,247,247,247,5.94055036699865,,,,,,,,,,,3.922955528978491,3.9230453219788615,3.9230506499879993,3.9249664419912733,None,3.9251335249864496,3.9251582249999046,None,3.925258944975212,3.925320128997555,None,3.9253951359714847,3.9254604679881595,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/15_40 copy.jpg,0,32,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,248,248,248,5.94055036699865,,,,,,,,,,,3.9258312530000694,3.926027865993092,3.926053825998679,3.928989741980331,None,3.929124565998791,3.9291516239754856,None,3.929224327992415,3.9292543649789877,None,3.9293228189926594,3.929347623983631,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/15_28 copy 3.jpg,0,33,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,249,249,249,5.94055036699865,,,,,,,,,,,3.9296809829829726,3.9298390689946245,3.9298465409956407,3.9329968029924203,None,3.933143474976532,3.93317296897294,None,3.9332515619753394,3.9332800099800806,None,3.9333432449784596,3.933366502984427,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/pair01 copy 7.jpg,0,34,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,250,250,250,5.94055036699865,,,,,,,,,,,3.9336433529970236,3.93386108498089,3.9338688719726633,3.9380298939940985,None,3.938154397998005,3.9381802619900554,None,3.9382468399999198,3.938271482998971,None,3.9383372069860343,3.938359487976413,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/pair07 copy 6.jpg,0,35,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,251,251,251,5.94055036699865,,,,,,,,,,,3.938576000975445,3.9387089849915355,3.938716508971993,3.9424694719782565,None,3.9425871379789896,3.942613661987707,None,3.9426817349740304,3.942707639973378,None,3.9427701069798786,3.9427929079975,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/23_28.jpg,0,36,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,252,252,252,5.94055036699865,,,,,,,,,,,3.9430139569740277,3.9431379309971817,3.943144858989399,3.9455747259780765,None,3.9456634939997457,3.945688556996174,None,3.9457539139839355,3.945777424989501,None,3.9458382849988993,3.945860300998902,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/19_12 copy 6.jpg,0,37,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,253,253,253,5.94055036699865,,,,,,,,,,,3.9460636769945268,3.946188618981978,3.946195316995727,3.948111560981488,None,3.948199335980462,3.948224390973337,None,3.9482905579789076,3.9483147359860595,None,3.948377015971346,3.9483992729801685,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/pair02 copy 2.jpg,0,38,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,254,254,254,5.94055036699865,,,,,,,,,,,3.9486040309711825,3.948716840997804,3.9487236349959858,3.951458247989649,None,3.9515420139941853,3.9515674699796364,None,3.9516334269719664,3.951656479999656,None,3.9517190949991345,3.9517411979904864,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/14_0 copy 7.jpg,0,39,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,255,255,255,5.94055036699865,,,,,,,,,,,3.9519441049778834,3.9520507929846644,3.9520573769987095,3.9543553109979257,None,3.9544363119930495,3.954461135988822,None,3.9545272269751877,3.9545506869908422,None,3.9546121019811835,3.9546340289816726,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/23_28 copy 5.jpg,0,40,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,256,256,256,5.94055036699865,,,,,,,,,,,3.9548362429777626,3.954947264981456,3.954954013985116,3.956845225999132,None,3.9569273549714126,3.956952773994999,None,3.9570543319860008,3.9570925569860265,None,3.95716977599659,3.957192960981047,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/pair03 copy 3.jpg,0,41,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,257,257,257,5.94055036699865,,,,,,,,,,,3.9574005179747473,3.957516657974338,3.9575236219970975,3.9601185269712005,None,3.96020108499215,3.9602261429827195,None,3.960291718976805,3.9603154179931153,None,3.960377263982082,3.9604000819963403,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/14_0 copy 5.jpg,0,42,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,258,258,258,5.94055036699865,,,,,,,,,,,3.9606022749794647,3.9607135729747824,3.9607203929917887,3.9629769759776536,None,3.963058346998878,3.9630827709916048,None,3.96314732497558,3.963170935981907,None,3.9632732659811154,3.9632963979966007,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/pair15 copy 6.jpg,0,43,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,259,259,259,5.94055036699865,,,,,,,,,,,3.963496842974564,3.9636065689846873,3.963613263971638,3.966403252998134,None,3.9664829109970015,3.966506999975536,None,3.9665710359986406,3.9665938099788036,None,3.9666537409939338,3.96667530699051,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/5_0 copy 4.jpg,0,44,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,260,260,260,5.94055036699865,,,,,,,,,,,3.966886400972726,3.966991622990463,3.9669980559847318,3.9692139949765988,None,3.9692869189893827,3.969309367996175,None,3.9693687529943418,3.9693902809813153,None,3.9694460359751247,3.969465871981811,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/blank.jpg,0,45,1,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,261,261,261,5.94055036699865,,,,,,,,,,,3.9696439399849623,3.9697432619868778,3.9697492379928008,3.9713439569750335,None,3.9714128119812813,3.9714341399958357,None,3.9714901729894336,3.9715103579801507,None,3.971562955994159,3.9715818889962975,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/23_28 copy 7.jpg,0,46,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,262,262,262,5.94055036699865,,,,,,,,,,,3.971752381999977,3.971838620986091,3.971844331972534,3.9733797119988594,None,3.973445248993812,3.973465431976365,None,3.973519243998453,3.9735381939972285,None,3.9735888529976364,3.9736065669858363,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/20_12 copy 4.jpg,0,47,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,263,263,263,5.94055036699865,,,,,,,,,,,3.9737686149892397,3.9738585869781673,3.973864039988257,3.975439200992696,None,3.975505770999007,3.975526109978091,None,3.975579914986156,3.9755992779973894,None,3.9756501739902887,3.9756686079781502,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/23_0.jpg,0,48,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,264,264,264,5.94055036699865,,,,,,,,,,,3.975833395990776,3.975916083989432,3.9759215759986546,3.9775304919749033,None,3.977596344979247,3.9776166569790803,None,3.9776694379979745,3.977688640996348,None,3.977739133988507,3.977757156972075,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/pair03 copy 4.jpg,0,49,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,265,265,265,5.94055036699865,,,,,,,,,,,3.977920979988994,3.9780030789843295,3.978008449979825,3.980283986980794,None,3.980350511992583,3.9803705169761088,None,3.9804239769873675,3.980443350999849,None,3.980493895971449,3.9805118039948866,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/10_0 copy 2.jpg,0,50,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,266,266,266,5.94055036699865,,,,,,,,,,,3.9806752349832095,3.9807584329973906,3.980763888976071,3.982839462987613,None,3.982906238990836,3.9829269429901615,None,3.982981237990316,3.9830005959956907,None,3.983051795978099,3.9830699609883595,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/17_12 copy 2.jpg,0,51,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,267,267,267,5.94055036699865,,,,,,,,,,,3.983234706975054,3.983317297999747,3.9833228049974423,3.985042700980557,None,3.985108369990485,3.9851288569916505,None,3.9851817899907473,3.9852009739843197,None,3.985251130972756,3.9852693579741754,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/18_0 copy 7.jpg,0,52,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,268,268,268,5.94055036699865,,,,,,,,,,,3.98543269597576,3.9855247699888423,3.985530268982984,3.9871895199758,None,3.98725525898044,3.987275742983911,None,3.9873287719965447,3.9873479909729213,None,3.9873986459861044,3.987416965974262,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/19_28 copy 7.jpg,0,53,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,269,269,269,5.94055036699865,,,,,,,,,,,3.9875799989968073,3.9876621239818633,3.9876674899715,3.9892662359925453,None,3.9893317819805816,3.9893536979798228,None,3.989408133988036,3.989427505992353,None,3.9894784309726674,3.9894965589919593,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/23_40 copy 5.jpg,0,54,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,270,270,270,5.94055036699865,,,,,,,,,,,3.9896604329987895,3.9897424149967264,3.9897479269711766,3.991289252997376,None,3.991355815989664,3.9913761409989092,None,3.9914300259843003,3.99144933198113,None,3.991500505973818,3.991518961993279,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/20_0 copy 7.jpg,0,55,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,271,271,271,5.94055036699865,,,,,,,,,,,3.9916821919905487,3.991763809986878,3.991769176995149,3.9933763579756487,None,3.9934411109716166,3.9934613859804813,None,3.9935140229936223,3.9935330899897963,None,3.993583489995217,3.9936014299746603,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/blank.jpg,0,56,1,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,272,272,272,5.94055036699865,,,,,,,,,,,3.9937648629711475,3.9938555999833625,3.993860975984717,3.9952651469793636,None,3.9953309259726666,3.9953509429760743,None,3.9954040689917747,3.995422851992771,None,3.9954739029926714,3.995492067973828,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/5_0.jpg,0,57,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,273,273,273,5.94055036699865,,,,,,,,,,,3.9956544129818212,3.9957367759780027,3.9957422529987525,3.9972981039900333,None,3.9973642469849437,3.9973849979869556,None,3.9974393109732773,3.9974589079793077,None,3.9975093839748297,3.9975273629825097,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/15_28 copy 7.jpg,0,58,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,274,274,274,5.94055036699865,,,,,,,,,,,3.997690073971171,3.9977797939791344,3.9977853229793254,3.999315156979719,None,3.999381182977231,3.999401252978714,None,3.9994539149920456,3.999473154981388,None,3.9995237999828532,3.9995416039892007,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/7_40 copy 5.jpg,0,59,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,275,275,275,5.94055036699865,,,,,,,,,,,3.999705828988226,3.999788154993439,3.999793630995555,4.001396086998284,None,4.001461699983338,4.001481706975028,None,4.001534543000162,4.001553606998641,None,4.001603669981705,4.001622041978408,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/16_0 copy 5.jpg,0,60,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,276,276,276,5.94055036699865,,,,,,,,,,,4.001784502994269,4.0018747549911495,4.001880204974441,4.003525513981003,None,4.003591459972085,4.003611851978349,None,4.003665242984425,4.003684382973006,None,4.0037350889761,4.003752982971491,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/6_28 copy 6.jpg,0,61,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,277,277,277,5.94055036699865,,,,,,,,,,,4.003914969973266,4.003998337982921,4.004003787995316,4.005694494990166,None,4.005766640999354,4.005787379981484,None,4.005840522993822,4.005867133993888,None,4.005919347982854,4.005937839974649,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/8_0.jpg,0,62,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,278,278,278,5.94055036699865,,,,,,,,,,,4.0060987949837,4.006203368975548,4.006209167971974,4.008477932977257,None,4.008608471980551,4.0086286299920175,None,4.008680693979841,4.0087179569818545,None,4.008790460997261,4.008808357990347,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/5_40 copy 3.jpg,0,63,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,279,279,279,5.94055036699865,,,,,,,,,,,4.008986974979052,4.009139175992459,4.009144635987468,4.011132990999613,None,4.011208451993298,4.0112291279947385,None,4.011284205975244,4.011304020998068,None,4.011355055990862,4.011373166984413,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/19_28.jpg,0,64,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,280,280,280,5.94055036699865,,,,,,,,,,,4.011542266991455,4.011640282988083,4.011645832972135,4.013969189982163,None,4.014036305976333,4.014056331972824,None,4.014109230978647,4.014128443988739,None,4.014179081976181,4.01419684998109,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/5_40 copy 6.jpg,0,65,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,281,281,281,5.94055036699865,,,,,,,,,,,4.01435962197138,4.0144433209788986,4.014448674977757,4.016295791981975,None,4.016364722978324,4.016385440976592,None,4.0164394909807015,4.01645917899441,None,4.016510309971636,4.0165290709992405,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/9_28 copy 7.jpg,0,66,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,282,282,282,5.94055036699865,,,,,,,,,,,4.016696653998224,4.01678984798491,4.016795288975118,4.018367930984823,None,4.0184336559905205,4.018453788972693,None,4.018505954998545,4.018524983985117,None,4.018575858994154,4.018593573971884,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/17_28 copy 7.jpg,0,67,0,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,283,283,283,5.94055036699865,,,,,,,,,,,4.01875868398929,4.0188506939739455,4.018856473994674,4.020404255978065,None,4.02047069199034,4.0204910449974705,None,4.020543866994558,4.020562677993439,None,4.020612440974219,4.0206302459992,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/blank.jpg,0,68,1,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,284,284,284,5.94055036699865,,,,,,,,,,,4.0207925379800145,4.020882930984953,4.020888714992907,4.022273212991422,None,4.022339076997014,4.022359481983585,None,4.02242165998905,4.022440607979661,None,4.022491708979942,4.022509894974064,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/blank.jpg,0,69,1,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,285,285,285,5.94055036699865,,,,,,,,,,,4.022684084979119,4.022773408971261,4.022778901999118,4.024254438991193,None,4.024319731979631,4.024339839990716,None,4.024391500977799,4.024410377984168,None,4.024459875974571,4.02447777899215,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/blank.jpg,0,70,1,0,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,286,286,286,5.94055036699865,,,,,,,,,,,4.024636857997393,4.024726557981921,4.024731976998737,4.02630161397974,None,4.026482344983378,4.02654165198328,None,4.026630017993739,4.026649037987227,None,4.026699801994255,4.026717924978584,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/blank.jpg,0,71,1,1,3,"[9, 19, 31, 45, 56, 68, 69, 70, 71]",0,287,287,287,5.94055036699865,,,,,,,,,,,4.026899279997451,4.026985009986674,4.026990710990503,4.028361155971652,None,4.0284280799969565,4.0284488259931095,None,4.028508747986052,4.028528681985335,None,4.028581364982529,4.028600193996681,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/23_0 copy 3.jpg,0,0,0,0,4,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,288,288,288,5.94055036699865,,,,,,,,,,,4.028768845979357,4.028854011994554,4.028859683981864,4.030389521998586,None,4.0304567129933275,4.030477507971227,None,4.030531168973539,4.0305505089927465,None,4.030601244972786,4.0306196059973445,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/pair03 copy 4.jpg,0,1,0,0,4,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,289,289,289,5.94055036699865,,,,,,,,,,,4.030788264994044,4.03087433197652,4.030879722995451,4.033171647985,None,4.033239545999095,4.033260781987337,None,4.033315605978714,4.0333353109890595,None,4.033387250994565,4.033405792986741,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/17_12 copy 6.jpg,0,2,0,0,4,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,290,290,290,5.94055036699865,,,,,,,,,,,4.033574671979295,4.033659503998933,4.033665171999019,4.035624689975521,None,4.035693684971193,4.035714594996534,None,4.0357703549962025,4.035789715999272,None,4.035841442993842,4.035859699972207,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/23_0 copy 3.jpg,0,3,0,0,4,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,291,291,291,5.94055036699865,,,,,,,,,,,4.036026738991495,4.036119294993114,4.036125030979747,4.0378566369763575,None,4.0379239259928,4.037944974988932,None,4.037999443971785,4.038018752995413,None,4.038070060982136,4.038088144996436,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/12_40.jpg,0,4,0,0,4,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,292,292,292,5.94055036699865,,,,,,,,,,,4.0382552499941085,4.038340482977219,4.038346047978848,4.039904592995299,None,4.039972337981453,4.039993765996769,None,4.040048240975011,4.040068041998893,None,4.040119281999068,4.040137511998182,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/20_40 copy 5.jpg,0,5,0,0,4,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,293,293,293,5.94055036699865,,,,,,,,,,,4.040304089983692,4.040388434979832,4.040393977978965,4.042043558991281,None,4.0421106969879474,4.042131744994549,None,4.042186582984868,4.042206445999909,None,4.042257527995389,4.042276101972675,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/17_12 copy 6.jpg,0,6,0,0,4,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,294,294,294,5.94055036699865,,,,,,,,,,,4.042441673984285,4.042534516978776,4.042540206981357,4.044133706978755,None,4.044201114971656,4.044221975986147,None,4.044277234992478,4.044297448999714,None,4.044349630974466,4.044368268980179,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
images/8_12 copy 2.jpg,0,7,0,0,4,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,295,295,295,5.94055036699865,,,,,,,,,,,4.0445343569736,4.044626719987718,4.04463241097983,4.046157370990841,None,4.046224530990003,4.046244987985119,None,4.046299419977004,4.046319105982548,None,4.046370885975193,4.046389533992624,None,,,,,,,,,,,1,001,15,,2024-04-09_13h44.20.403,replicate_nsd,2023.2.3,59.874835366735276,2024-04-09 13h44.40.917710 -0400,
