current_image,trial_index,is_blank_trial,is_repeat,is_new_run,run_num,all_blanks_list,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_up.started,set_up.stopped,practice_continue.started,key_resp_6.started,text_6.started,practice_continue.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,set_skips_and_correct_key_2.started,set_skips_and_correct_key_2.stopped,practice_trial.started,polygon_3.started,all_keys_pressed_2.started,image_2.started,press_if_repeat_2.started,image_2.stopped,press_if_repeat_2.stopped,polygon_3.stopped,all_keys_pressed_2.stopped,practice_trial.stopped,press_if_repeat_2.keys,press_if_repeat_2.corr,all_keys_pressed_2.keys,blank_trial_2.started,blank_trial_2.stopped,polygon_4.started,polygon_4.stopped,testing_continue.started,key_resp_7.started,text_7.started,testing_continue.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,set_skips_and_correct_key.started,set_skips_and_correct_key.stopped,trial.started,polygon.started,all_keys_pressed.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,all_keys_pressed.stopped,trial.stopped,press_if_repeat.keys,press_if_repeat.corr,all_keys_pressed.keys,blank_trial.started,blank_trial.stopped,blank_trial_testing_keys.keys,run_wait2_2.started,run_wait2_2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,blank_trial_testing_keys.started,polygon_2.started,blank_trial_testing_keys.stopped,polygon_2.stopped,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
images/blank.jpg,9,1,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,9,9,9,290.6350158079995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.62147366499994,290.6215712359999,290.62157977399966,,,,,,,,,290.6271585149998,None,0,None,290.6273945749999,294.61192931200003,None,294.61211843899946,294.62081273699914,None,294.6209127729999,294.62093715799983,None,290.6350158079995,290.6350158079995,294.63366245,294.63366245,1,001,0,,2024-04-12_14h25.11.355,replicate_nsd,2023.2.3,60.02731110576763,2024-04-12 14h25.25.699816 -0400,
images/image_545_seed_1.png,10,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,10,10,10,294.63366245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.6211911699993,294.62128714699975,294.62129556799937,294.63366245,294.63366245,295.62843721399986,295.62843721399986,298.62822282899924,298.62822282899924,298.62822282899924,298.62822282899924,298.612203314,None,0,None,298.6126890629994,298.61273434899977,None,298.6128527239998,298.6129152859994,None,298.6130317699999,298.61306796699955,None,,,,,1,001,0,,2024-04-12_14h25.11.355,replicate_nsd,2023.2.3,60.02731110576763,2024-04-12 14h25.25.699816 -0400,
images/image_571_seed_1.png,11,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,11,11,11,298.62822282899924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.61344825299966,298.6135884489995,298.6136018719999,298.62822282899924,298.62822282899924,299.6286453969997,299.6286453969997,302.63391168699945,302.63391168699945,302.63391168699945,302.63391168699945,302.61227392,None,0,None,302.6127651019997,302.61280872299994,None,302.61292752199915,302.62119274699944,None,302.6213033119993,302.62132889699933,None,,,,,1,001,0,,2024-04-12_14h25.11.355,replicate_nsd,2023.2.3,60.02731110576763,2024-04-12 14h25.25.699816 -0400,
images/image_687_seed_1.png,12,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,12,12,12,302.63391168699945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.62159101699945,302.62169345999973,302.62170238,302.63391168699945,302.63391168699945,303.6289181109996,303.6289181109996,306.63439867499983,306.63439867499983,306.63439867499983,306.63439867499983,306.6123326709994,None,0,None,306.6128159969994,306.6128592139994,None,306.61297600599937,306.62069896199955,None,306.62079432599967,306.6208193249995,None,,,,,1,001,0,,2024-04-12_14h25.11.355,replicate_nsd,2023.2.3,60.02731110576763,2024-04-12 14h25.25.699816 -0400,
images/image_276_seed_1.png,13,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,13,13,13,306.63439867499983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.6210774499996,306.62117139899965,306.6211800759993,306.63439867499983,306.63439867499983,307.6287783129992,307.6287783129992,310.6350187649996,310.6350187649996,310.6350187649996,310.6350187649996,310.61232123899936,None,0,None,310.61279337199994,310.61283638999976,None,310.61295099999916,310.62078373299937,None,310.6208779129993,310.62090212399926,None,,,,,1,001,0,,2024-04-12_14h25.11.355,replicate_nsd,2023.2.3,60.02731110576763,2024-04-12 14h25.25.699816 -0400,
images/image_438_seed_1.png,14,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,14,14,14,310.6350187649996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.62115352399996,310.6212449549994,310.6212534039996,310.6350187649996,310.6350187649996,311.629507568,311.629507568,314.6348913409993,314.6348913409993,314.6348913409993,314.6348913409993,314.6131757739995,None,0,None,314.6136925459996,314.61373714599995,None,314.6138558339999,314.62157381699944,None,314.62167086999943,314.6216959329995,None,,,,,1,001,0,,2024-04-12_14h25.11.355,replicate_nsd,2023.2.3,60.02731110576763,2024-04-12 14h25.25.699816 -0400,
images/image_611_seed_1.png,15,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,15,15,15,314.6348913409993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.6219595099992,314.6220566789998,314.6220656689993,314.6348913409993,314.6348913409993,315.6294272409996,315.6294272409996,318.63562866199936,318.63562866199936,318.63562866199936,318.63562866199936,318.6133917439993,None,0,None,318.6139428089991,318.6139873889997,None,318.6141054109994,318.6220512489999,None,318.62214980299996,318.6221758929996,None,,,,,1,001,0,,2024-04-12_14h25.11.355,replicate_nsd,2023.2.3,60.02731110576763,2024-04-12 14h25.25.699816 -0400,
images/image_615_seed_1.png,16,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,16,16,16,318.63562866199936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.62243978099923,318.62253618499926,318.6225447829993,318.63562866199936,318.63562866199936,319.6296482379994,319.6296482379994,322.6360050149997,322.6360050149997,322.6360050149997,322.6360050149997,322.61371942200003,None,0,None,322.6144146329998,322.61445911099963,None,322.61457541099935,322.6226022229994,None,322.6227009819995,322.62272709099943,None,,,,,1,001,0,,2024-04-12_14h25.11.355,replicate_nsd,2023.2.3,60.02731110576763,2024-04-12 14h25.25.699816 -0400,
images/image_256_seed_1.png,17,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,17,17,17,322.6360050149997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.62299232999976,322.6230881679994,322.6230973619995,322.6360050149997,322.6360050149997,323.6294919309994,323.6294919309994,326.63566577599977,326.63566577599977,326.63566577599977,326.63566577599977,326.6131005669995,None,0,None,326.61358440799995,326.6136288359994,None,326.6137462049992,326.62164430099983,None,326.6217405649995,326.621765547,None,,,,,1,001,0,,2024-04-12_14h25.11.355,replicate_nsd,2023.2.3,60.02731110576763,2024-04-12 14h25.25.699816 -0400,
images/image_210_seed_1.png,18,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,18,18,18,326.63566577599977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.62202303399954,326.6221166859996,326.622125291,326.63566577599977,326.63566577599977,327.6292540729992,327.6292540729992,330.63473726899974,330.63473726899974,330.63473726899974,330.63473726899974,330.61309808399983,None,0,None,330.61358575599934,330.61363033399994,None,330.61374604999946,330.6214440979993,None,330.62153950599986,330.6215648419993,None,,,,,1,001,0,,2024-04-12_14h25.11.355,replicate_nsd,2023.2.3,60.02731110576763,2024-04-12 14h25.25.699816 -0400,
images/blank.jpg,19,1,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,19,19,19,330.63473726899974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.6218257299997,330.62191888099915,330.62192739299917,,,,,,,,,330.6275174879993,None,0,None,330.62780576299974,334.61284685199917,None,334.6130366289999,334.620950429,None,334.6210485769998,334.62107388799996,None,330.63473726899974,330.63473726899974,334.63507735299936,334.63507735299936,1,001,0,,2024-04-12_14h25.11.355,replicate_nsd,2023.2.3,60.02731110576763,2024-04-12 14h25.25.699816 -0400,
images/image_372_seed_1.png,20,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,20,20,20,334.63507735299936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.6213341469993,334.62143147499955,334.6214403949998,334.63507735299936,334.63507735299936,335.62944820399935,335.62944820399935,338.6292367569995,338.6292367569995,338.6292367569995,338.6292367569995,338.6132222739998,None,0,None,338.61370119099956,338.6137460629998,None,338.6138623929992,338.6139251839995,None,338.6140408299998,338.6140767809993,None,,,,,1,001,0,,2024-04-12_14h25.11.355,replicate_nsd,2023.2.3,60.02731110576763,2024-04-12 14h25.25.699816 -0400,
images/image_444_seed_1.png,21,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,21,21,21,338.6292367569995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.6144566439998,338.6145958469997,338.6146087399993,338.6292367569995,338.6292367569995,339.6293880959993,339.6293880959993,342.6350481649997,342.6350481649997,342.6350481649997,342.6350481649997,342.61308541999915,None,0,None,342.61342745899947,342.61345684299977,None,342.6135356599998,342.6203152529997,None,342.6204215969992,342.6204476269995,None,,,,,1,001,0,,2024-04-12_14h25.11.355,replicate_nsd,2023.2.3,60.02731110576763,2024-04-12 14h25.25.699816 -0400,
images/image_564_seed_1.png,22,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,22,22,22,342.6350481649997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.6207204309994,342.6208282529997,342.6208373719992,342.6350481649997,342.6350481649997,343.62980709099975,343.62980709099975,346.6350518569998,346.6350518569998,346.6350518569998,346.6350518569998,346.61347990099966,None,0,None,346.6139641309992,346.6140084179997,None,346.61412435299917,346.6217964939997,None,346.6218920129995,346.62191640199944,None,,,,,1,001,0,,2024-04-12_14h25.11.355,replicate_nsd,2023.2.3,60.02731110576763,2024-04-12 14h25.25.699816 -0400,
images/image_105_seed_1.png,23,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,23,23,23,346.6350518569998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.62217377699926,346.62226666699917,346.6222756089992,346.6350518569998,346.6350518569998,347.6299912729992,347.6299912729992,350.6348851089997,350.6348851089997,350.6348851089997,350.6348851089997,350.61347524099983,None,0,None,350.6139591259998,350.6140036759998,None,350.61412114499944,350.62184749399967,None,350.62194361099955,350.6219684909993,None,,,,,1,001,0,,2024-04-12_14h25.11.355,replicate_nsd,2023.2.3,60.02731110576763,2024-04-12 14h25.25.699816 -0400,
images/image_422_seed_1.png,24,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,24,24,24,350.6348851089997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.62222784299956,350.62232147399936,350.622330014,350.6348851089997,350.6348851089997,351.62986187599927,351.62986187599927,354.6352162539997,354.6352162539997,354.6352162539997,354.6352162539997,354.61335474799944,None,0,None,354.6138352859998,354.613878356,None,354.6139904369993,354.6218397519997,None,354.6219473129995,354.62197190999996,None,,,,,1,001,0,,2024-04-12_14h25.11.355,replicate_nsd,2023.2.3,60.02731110576763,2024-04-12 14h25.25.699816 -0400,
images/image_3_seed_1.png,25,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,25,25,25,354.6352162539997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.6222320979996,354.6223380039992,354.622346397,354.6352162539997,354.6352162539997,355.6300228989994,355.6300228989994,358.63545741799953,358.63545741799953,358.63545741799953,358.63545741799953,358.61349013699964,None,0,None,358.61395565099974,358.6139997629998,None,358.6141156929998,358.62176111199915,None,358.62185589399996,358.6218806609995,None,,,,,1,001,0,,2024-04-12_14h25.11.355,replicate_nsd,2023.2.3,60.02731110576763,2024-04-12 14h25.25.699816 -0400,
images/image_608_seed_1.png,26,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,26,26,26,358.63545741799953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.6221374809993,358.62223098199956,358.622239929,358.63545741799953,358.63545741799953,359.6300799309993,359.6300799309993,362.63640091899924,362.63640091899924,362.63640091899924,362.63640091899924,362.613941908,None,0,None,362.61463623799955,362.61468050299936,None,362.6147981469994,362.62319927299995,None,362.6232974629993,362.62332278099984,None,,,,,1,001,0,,2024-04-12_14h25.11.355,replicate_nsd,2023.2.3,60.02731110576763,2024-04-12 14h25.25.699816 -0400,
images/image_326_seed_1.png,27,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,27,27,27,362.63640091899924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.62359073399966,362.62368609699934,362.62369527399915,362.63640091899924,362.63640091899924,363.629807583,363.629807583,366.6370304939992,366.6370304939992,366.6370304939992,366.6370304939992,366.61477181899954,None,0,None,366.6153296249995,366.61537414399936,None,366.61549182199997,366.6233229829995,None,366.6234186239999,366.6234434979997,None,,,,,1,001,0,,2024-04-12_14h25.11.355,replicate_nsd,2023.2.3,60.02731110576763,2024-04-12 14h25.25.699816 -0400,
images/image_514_seed_1.png,28,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,28,28,28,366.6370304939992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.6237004699997,366.6237942909993,366.62380295,366.6370304939992,366.6370304939992,367.63069987499966,367.63069987499966,370.63661662899995,370.63661662899995,370.63661662899995,370.63661662899995,370.61472314299954,None,0,None,370.6152774659995,370.6153228209996,None,370.6154400179994,370.623377549,None,370.62347589,370.6235017249992,None,,,,,1,001,0,,2024-04-12_14h25.11.355,replicate_nsd,2023.2.3,60.02731110576763,2024-04-12 14h25.25.699816 -0400,
,,,,,,,,,,,,,,,370.63661662899995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.6237672109992,370.62386354999944,370.6238723949991,,,,,,,,,370.62903539499985,None,0,None,370.6293667539994,,,,,,,,,370.63661662899995,370.63661662899995,,,,,,,,,,,,
