12.0013 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7ff62306c580>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7ff62306c520>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.0039, -0.0039, -0.0039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7ff62306c3a0>, gamma=array([[2.5724],
       [2.1906],
       [2.4422]], dtype=float32), gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7ff62314f2b0>, multiSample=False, name='window1', numSamples=2, pos=[448.0, 280.0], screen=0, size=array([3584, 2240]), stencilBits=0, stereo=False, title='PsychoPy', units='deg', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.0014 	EXP 	window1: mouseVisible = True
12.0014 	EXP 	window1: backgroundImage = ''
12.0014 	EXP 	window1: backgroundFit = 'none'
12.0030 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
12.0030 	EXP 	window1: recordFrameIntervals = False
12.1676 	EXP 	window1: recordFrameIntervals = True
12.3512 	EXP 	Screen (0) actual frame rate measured at 60.00Hz
12.3512 	EXP 	window1: recordFrameIntervals = False
12.3518 	EXP 	window1: mouseVisible = False
14.4926 	EXP 	replicate_nsd: status = STARTED
14.9184 	EXP 	window1: mouseVisible = True
14.9258 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='text_6', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='deg', win=Window(...), wrapWidth=15.0)
14.9259 	EXP 	window1: mouseVisible = True
