current_image,trial_index,is_blank_trial,is_repeat,is_new_run,run_num,all_blanks_list,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,key_resp_6.started,text_6.started,practice_continue.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,set_skips_and_correct_key_2.started,set_skips_and_correct_key_2.stopped,practice_trial.started,polygon_3.started,all_keys_pressed_2.started,image_2.started,press_if_repeat_2.started,image_2.stopped,press_if_repeat_2.stopped,polygon_3.stopped,all_keys_pressed_2.stopped,practice_trial.stopped,press_if_repeat_2.keys,press_if_repeat_2.corr,all_keys_pressed_2.keys,blank_trial_2.started,blank_trial_2.stopped,press_if_repeat_2.rt,press_if_repeat_2.duration,all_keys_pressed_2.rt,all_keys_pressed_2.duration,polygon_4.started,polygon_4.stopped,testing_continue.started,key_resp_7.started,text_7.started,testing_continue.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips_and_correct_key.started,set_skips_and_correct_key.stopped,trial.started,polygon.started,all_keys_pressed.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,all_keys_pressed.stopped,trial.stopped,press_if_repeat.keys,press_if_repeat.corr,press_if_repeat.rt,press_if_repeat.duration,all_keys_pressed.keys,blank_trial.started,blank_trial.stopped,blank_trial_testing_keys.keys,run_wait2_2.started,run_wait2_2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,all_keys_pressed.rt,all_keys_pressed.duration,blank_trial_testing_keys.started,polygon_2.started,blank_trial_testing_keys.stopped,polygon_2.stopped,key_resp_5.started,text_5.started,key_resp_5.rt,key_resp_5.duration,key_resp_4.started,text_4.started,key_resp_4.rt,key_resp_4.duration,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.02525529700142215,0.025529131999064703,0.025553161998686846,0.046182669000700116,0.046182669000700116,1.8778947140017408,4,1.826100623999082,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,001,0,,2024-04-13_10h50.01.561,replicate_nsd,2023.2.3,59.92170605846319,2024-04-13 10h50.17.469229 -0400,
practice_images/paired_image_21_2.png,0,0,,,,,0,0,0,0,,,,,1.9114464439990115,,,,,,,,,,,1.8850666069993167,1.8851275439992605,1.8851357669991557,1.9114464439990115,1.9114464439990115,2.895171707001282,2.895171707001282,5.894272722998721,5.894272722998721,5.894272722998721,5.894272722998721,5.878632020998339,None,0,None,5.879330255000241,5.879376968998258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,001,0,,2024-04-13_10h50.01.561,replicate_nsd,2023.2.3,59.92170605846319,2024-04-13 10h50.17.469229 -0400,
practice_images/paired_image_28_1.png,1,0,,,,,0,1,1,1,,,,,5.894272722998721,,,,,,,,,,,5.879669681999076,5.879763206001371,5.879775066998263,5.894272722998721,5.894272722998721,6.893983883001056,6.893983883001056,9.894166108999343,9.894166108999343,9.894166108999343,9.894166108999343,9.878539189001458,1,0,None,9.879295167000237,9.879339869999967,2.9222949809991405,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,001,0,,2024-04-13_10h50.01.561,replicate_nsd,2023.2.3,59.92170605846319,2024-04-13 10h50.17.469229 -0400,
practice_images/paired_image_18_1.png,2,0,,,,,0,2,2,2,,,,,9.894166108999343,,,,,,,,,,,9.879611754000507,9.879697365999164,9.879708944001322,9.894166108999343,9.894166108999343,10.895090617999813,10.895090617999813,13.894200703001843,13.894200703001843,13.894200703001843,13.894200703001843,13.87864808499944,2,0,"['1', '2', '1', '2']",13.879678765999415,13.87972517000162,2.957186528998136,None,"[0.14995966100104852, 0.4460741010007041, 0.690092551001726, 0.7460398790026375]","[None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,001,0,,2024-04-13_10h50.01.561,replicate_nsd,2023.2.3,59.92170605846319,2024-04-13 10h50.17.469229 -0400,
practice_images/paired_image_33_1.png,3,0,,,,,0,3,3,3,,,,,13.894200703001843,,,,,,,,,,,13.879999307999242,13.880086680001114,13.880098358000396,13.894200703001843,13.894200703001843,14.89515908699832,14.89515908699832,17.89416319999873,17.89416319999873,17.89416319999873,17.89416319999873,17.878637098998297,2,0,"['1', '1', '2', '1']",17.87944675399922,17.879491285999393,2.9650671830022475,None,"[0.10603175500000361, 0.5859420870001486, 0.6058549830013362, 0.8700847220025025]","[None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,001,0,,2024-04-13_10h50.01.561,replicate_nsd,2023.2.3,59.92170605846319,2024-04-13 10h50.17.469229 -0400,
practice_images/paired_image_6_2.png,4,0,,,,,0,4,4,4,,,,,17.89416319999873,,,,,,,,,,,17.87977862600019,17.87986545500098,17.879877367999143,17.89416319999873,17.89416319999873,18.89515986400147,18.89515986400147,21.894160381998518,21.894160381998518,21.894160381998518,21.894160381998518,21.878434857000684,1,0,"['1', '2', '1']",21.879001206001703,21.879031454998767,2.872924661001889,None,"[0.13794276699991315, 0.4901008870001533, 0.8421149589994457]","[None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,001,0,,2024-04-13_10h50.01.561,replicate_nsd,2023.2.3,59.92170605846319,2024-04-13 10h50.17.469229 -0400,
practice_images/paired_image_2_1.png,5,0,,,,,0,5,5,5,,,,,21.894160381998518,,,,,,,,,,,21.879220143000566,21.87928145299884,21.87928937199831,21.894160381998518,21.894160381998518,22.894746082001802,22.894746082001802,25.8949878659987,25.8949878659987,25.8949878659987,25.8949878659987,25.878350189999765,1,0,"['2', '1', '1', '2']",25.878990037999756,25.87902598599976,2.8615349259998766,None,"[0.3380951830004051, 0.41012809200037736, 0.6581202330016822, 0.6941160910027975]","[None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,001,0,,2024-04-13_10h50.01.561,replicate_nsd,2023.2.3,59.92170605846319,2024-04-13 10h50.17.469229 -0400,
practice_images/paired_image_12_1.png,6,0,,,,,0,6,6,6,,,,,25.8949878659987,,,,,,,,,,,25.879242843999236,25.879311879998568,25.879321462998632,25.8949878659987,25.8949878659987,26.89511619499899,26.89511619499899,29.894629710001027,29.894629710001027,29.894629710001027,29.894629710001027,29.878657648001536,2,0,"['1', '2', '1', '2', '1', '2']",29.879464155001187,29.879507785000897,2.733155482001166,None,"[0.12122972200086224, 0.2732746309993672, 0.48927141500098514, 0.6131466760016338, 0.7732339930007583, 0.8892633750001551]","[None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,001,0,,2024-04-13_10h50.01.561,replicate_nsd,2023.2.3,59.92170605846319,2024-04-13 10h50.17.469229 -0400,
practice_images/paired_image_36_1.png,7,0,,,,,0,7,7,7,,,,,29.894629710001027,,,,,,,,,,,29.879782559000887,29.879868408999755,29.87988038700132,29.894629710001027,29.894629710001027,30.895190971001284,30.895190971001284,33.89414310099892,33.89414310099892,33.89414310099892,33.89414310099892,33.8801328260015,2,0,"['1', '2', '1', '2']",33.88066111399894,33.88068248100171,2.792893174002529,None,"[0.3536974119997467, 0.489475432998006, 0.7456469689968799, 0.8456321279991244]","[None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,001,0,,2024-04-13_10h50.01.561,replicate_nsd,2023.2.3,59.92170605846319,2024-04-13 10h50.17.469229 -0400,
practice_images/paired_image_27_1.png,8,0,,,,,0,8,8,8,,,,,33.89414310099892,,,,,,,,,,,33.88081661099932,33.88085762500123,33.88086305999968,33.89414310099892,33.89414310099892,34.8942784489991,34.8942784489991,37.89427689199874,37.89427689199874,37.89427689199874,37.89427689199874,37.87896493199878,1,0,"['2', '1', '2', '1']",37.87976601400078,37.87981064300038,2.7779847820020223,None,"[0.25798377899991465, 0.3699590360010916, 0.5579612980000093, 0.7581303180013492]","[None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,001,0,,2024-04-13_10h50.01.561,replicate_nsd,2023.2.3,59.92170605846319,2024-04-13 10h50.17.469229 -0400,
practice_images/paired_image_4_2.png,9,0,,,,,0,9,9,9,,,,,37.89427689199874,,,,,,,,,,,37.88008298400018,37.88016838999829,37.88017997100178,37.89427689199874,37.89427689199874,38.89523896800165,38.89523896800165,41.94442686500042,41.94442686500042,41.94442686500042,41.94442686500042,41.929713685000024,1,0,"['1', '1', '1', '1']",41.93018220600061,41.93020285700186,0.045030437999230344,None,"[0.13398045299982186, 0.38998644999810494, 0.6219657359979465, 0.8499842489982257]","[None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,001,0,,2024-04-13_10h50.01.561,replicate_nsd,2023.2.3,59.92170605846319,2024-04-13 10h50.17.469229 -0400,
blank.jpg,10,1,,,,,0,10,10,10,,,,,41.94442686500042,,,,,,,,,,,41.93044690500028,41.93048862100113,41.93049424499986,,,,,,,,,41.93290008999975,None,0,None,41.933068877999176,45.92856649700116,,,,,41.94442686500042,45.944599128000846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,001,0,,2024-04-13_10h50.01.561,replicate_nsd,2023.2.3,59.92170605846319,2024-04-13 10h50.17.469229 -0400,
practice_images/paired_image_30_1.png,11,0,,,,,0,11,11,11,,,,,45.944599128000846,,,,,,,,,,,45.928949511999235,45.92903706400102,45.929049326001405,45.944599128000846,45.944599128000846,46.94527062099951,46.94527062099951,49.944601367998985,49.944601367998985,49.944601367998985,49.944601367998985,49.928725976998976,None,0,None,49.929147432998434,49.92919248999897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,001,0,,2024-04-13_10h50.01.561,replicate_nsd,2023.2.3,59.92170605846319,2024-04-13 10h50.17.469229 -0400,
practice_images/paired_image_15_1.png,12,0,,,,,0,12,12,12,,,,,49.944601367998985,,,,,,,,,,,49.92947460199866,49.929561567001656,49.92957359299908,49.944601367998985,49.944601367998985,50.94531765300053,50.94531765300053,53.94431706400064,53.94431706400064,53.94431706400064,53.94431706400064,53.92870337799832,None,0,None,53.92912523999985,53.92916831399998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,001,0,,2024-04-13_10h50.01.561,replicate_nsd,2023.2.3,59.92170605846319,2024-04-13 10h50.17.469229 -0400,
practice_images/paired_image_19_1.png,13,0,,,,,0,13,13,13,,,,,53.94431706400064,,,,,,,,,,,53.929445788999146,53.929531385998416,53.929543051999644,53.94431706400064,53.94431706400064,54.94521192799948,54.94521192799948,57.94421702299951,57.94421702299951,57.94421702299951,57.94421702299951,57.92900177399861,None,0,None,57.92942552900058,57.929470536000736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,001,0,,2024-04-13_10h50.01.561,replicate_nsd,2023.2.3,59.92170605846319,2024-04-13 10h50.17.469229 -0400,
practice_images/paired_image_24_1.png,14,0,,,,,0,14,14,14,,,,,57.94421702299951,,,,,,,,,,,57.92975176799882,57.92983875999926,57.92985080699873,57.94421702299951,57.94421702299951,58.945318092999514,58.945318092999514,61.94426124600068,61.94426124600068,61.94426124600068,61.94426124600068,61.92873843800044,None,0,None,61.929156022000825,61.929199539001274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,001,0,,2024-04-13_10h50.01.561,replicate_nsd,2023.2.3,59.92170605846319,2024-04-13 10h50.17.469229 -0400,
practice_images/paired_image_20_2.png,15,0,,,,,0,15,15,15,,,,,61.94426124600068,,,,,,,,,,,61.92947905500114,61.92956548000075,61.929577085000346,61.94426124600068,61.94426124600068,62.944920424000884,62.944920424000884,65.94415042900073,65.94415042900073,65.94415042900073,65.94415042900073,65.92872559800162,None,0,None,65.92914866499996,65.92919207199884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,001,0,,2024-04-13_10h50.01.561,replicate_nsd,2023.2.3,59.92170605846319,2024-04-13 10h50.17.469229 -0400,
practice_images/paired_image_15_2.png,16,0,,,,,0,16,16,16,,,,,65.94415042900073,,,,,,,,,,,65.929471681,65.92955784500009,65.92956963899996,65.94415042900073,65.94415042900073,66.94522158399923,66.94522158399923,69.9443265459995,69.9443265459995,69.9443265459995,69.9443265459995,69.92874595000103,None,0,None,69.92917245599892,69.92921619299887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,001,0,,2024-04-13_10h50.01.561,replicate_nsd,2023.2.3,59.92170605846319,2024-04-13 10h50.17.469229 -0400,
practice_images/paired_image_29_1.png,17,0,,,,,0,17,17,17,,,,,69.9443265459995,,,,,,,,,,,69.9294982600004,69.92958572299904,69.92959743300162,69.9443265459995,69.9443265459995,70.94528194500162,70.94528194500162,73.94475003299885,73.94475003299885,73.94475003299885,73.94475003299885,73.92877864299953,None,0,None,73.92920210399825,73.92924672899971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,001,0,,2024-04-13_10h50.01.561,replicate_nsd,2023.2.3,59.92170605846319,2024-04-13 10h50.17.469229 -0400,
practice_images/paired_image_22_2.png,18,0,,,,,0,18,18,18,,,,,73.94475003299885,,,,,,,,,,,73.92952669299848,73.92961287000071,73.92962433700086,73.94475003299885,73.94475003299885,74.94529260199852,74.94529260199852,77.9441499429995,77.9441499429995,77.9441499429995,77.9441499429995,77.92890848699972,None,0,None,77.92943638200086,77.92948106200129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,001,0,,2024-04-13_10h50.01.561,replicate_nsd,2023.2.3,59.92170605846319,2024-04-13 10h50.17.469229 -0400,
