practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,current_image,trial_index,is_blank_trial,thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,key_resp_6.started,text_6.started,practice_continue.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,set_skips_and_correct_key_2.started,set_skips_and_correct_key_2.stopped,practice_trial.started,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.031424120999872684,0.03170605400009663,0.031729997000184085,0.0792211450002469,0.0792211450002469,1.5567757130002065,space,1.4712861469997733,None,,,,24,001,0,,2024-04-12_13h09.21.252,replicate_nsd,2023.2.3,59.922471946265794,2024-04-12 13h09.37.261112 -0400,
,,,,,,,,,,,,,,,,,,1.5646047559998806,1.56467019899992,1.5646791090002807,,,,,,,,,,
